peak,freq_mhz,odmr_nearest_freq_mhz,odmr_freq_error_mhz,live_signal_mean_adc,live_signal_std_adc,live_signal_sem_adc,batch_signal_adc,odmr_signal_interp_adc,live_minus_batch_adc,live_minus_odmr_adc,batch_minus_odmr_adc,live_ref_mean_adc,live_ref_std_adc,batch_ref_adc,odmr_ref_interp_adc,live_ref_minus_batch_ref_adc,live_ref_minus_odmr_ref_adc,live_signal_over_ref_mean,batch_signal_over_ref,odmr_signal_over_ref_interp
peak_01,2761.046953401915,2760.999938964844,0.047014437070629356,6618.097023894265,3.8320750675573247,0.1981518844570724,6623.241379099551,6634.44520584702,-5.144355205286047,-16.348181952755112,-11.203826747469066,6622.946478208275,3.8775550760145903,6627.810159855733,6636.567889094498,-4.863681647458179,-13.621410886223202,0.9992678041270894,0.9993106651147229,0.9996801534644184
peak_02,2770.8251583855417,2770.9999351501465,-0.17477676460475777,6620.813922858793,3.8051704016232204,0.19676067730127703,6627.065964177646,6633.549451521781,-6.252041318852207,-12.735528662987235,-6.483487344135028,6626.667490751591,3.6913646079879956,6633.7247149799805,6638.191688262804,-7.057224228389714,-11.52419751121306,0.9991166712607235,0.998996227445601,0.9993006775099262
peak_03,2795.312051893592,2794.999925994873,0.31212589871893215,6634.054061908158,3.787319860266589,0.19583764778175095,6641.016731362901,6653.861902406237,-6.9626694547432635,-19.807840498079713,-12.84517104333645,6635.855571593634,3.7962874988802975,6642.378286517711,6652.934618575607,-6.522714924077263,-17.07904698197308,0.9997285379216976,0.9997950199317053,1.000139379669844
peak_04,2808.5186871777005,2808.999920654297,-0.48123347659657156,6639.729025875607,3.7310419208511076,0.19292758481274783,6646.7301127854025,6651.197443448375,-7.0010869097959585,-11.468417572768885,-4.467330662972927,6640.535643116083,3.8605048695695334,6644.767607054438,6652.814696334408,-4.231963938354966,-12.279053218325316,0.9998785590816267,1.0002953460296913,0.9997569069694782
peak_05,2837.375472970574,2836.9999099731444,0.3755629974293697,6636.931226276255,3.8655011175509864,0.19988030435476045,6643.733956352966,6651.019422626603,-6.802730076710759,-14.088196350347971,-7.285466273637212,6635.397775286165,3.8198666684126823,6644.328067976892,6649.380912649063,-8.930292690727583,-13.98313736289856,1.000231113259917,0.999910583640987,1.0002464154180764
peak_06,2847.650130088857,2847.999905776978,-0.3497756881206442,6639.2774252138615,3.793706335250822,0.19616788454143172,6649.155165510286,6650.470296387579,-9.877740296424236,-11.192871173717322,-1.315130877293086,6639.285763811647,3.791388126778099,6646.970926429685,6649.446211358079,-7.685162618038703,-10.160447546432806,0.9999987622464794,1.000328606684876,1.0001540105742566
peak_07,2869.8511424612852,2869.9998973846436,-0.14875492335841045,6612.497068369009,3.962247393032549,0.20488293516519876,6619.762762478223,6621.434411403995,-7.265694109213655,-8.937343034986043,-1.6716489257723879,6615.963193961699,4.018581275870433,6621.531663966745,6627.00936807352,-5.568470005046038,-11.04617411182062,0.9994761207613925,0.9997328561459354,0.9991587522576348
peak_08,2875.439021555861,2874.999895477295,0.43912607856600516,6619.0099726115,3.7452732577954317,0.19366346972735596,6626.157881223828,6625.648731360881,-7.147908612327228,-6.638758749380941,0.5091498629462876,6624.442708536455,3.7536533562395635,6630.803294923129,6632.029397918783,-6.360586386674186,-7.586689382327677,0.9991799118106643,0.9992994191664744,0.999037901345868
peak_09,2878.3342436182443,2877.999894332886,0.3343492853582575,6599.075915270953,4.131546935234424,0.21363720608463696,6605.046573646728,6613.332877981795,-5.970658375774292,-14.256962710841435,-8.286304335067143,6607.839021844112,4.069735087561801,6616.67224531589,6620.089701211715,-8.833223471778183,-12.25067936760297,0.9986738421885419,0.9982429730175327,0.9989793456682795
peak_10,2883.7033008671056,2883.9998920440676,-0.29659117696201065,6595.89103541324,3.923257419666311,0.20286681163910722,6601.68917076749,6602.919639077859,-5.798135354250007,-7.028603664618458,-1.230468310368451,6607.476098604643,3.8195876714334056,6612.952804352477,6615.077806130865,-5.476705747833876,-7.601707526221617,0.9982466802155683,0.9982967315935518,0.9981620522978978
peak_11,2905.9813736176466,2905.9998836517334,-0.018510034086830274,6623.154948840968,3.882850977328673,0.2007774442461786,6630.1350765657,6652.040142527907,-6.980127724731574,-28.885193686938692,-21.905065962207118,6628.0762382890125,3.8945206441059907,6634.643330684354,6648.172613167218,-6.567092395341206,-20.096374878205097,0.9992575242555782,0.9993204978935637,1.0005817432226458
peak_12,2916.498672346169,2915.999879837036,0.498792509132727,6632.899441135853,3.8400711830922627,0.19856535374816184,6640.126724638567,6648.62769378788,-7.227283502714272,-15.72825265202755,-8.500969149313278,6634.604524394014,3.8810111577199784,6640.282591619036,6649.250937525883,-5.67806722502155,-14.64641313186894,0.999743021396667,0.9999765270561428,0.9999062685791439
peak_13,2941.04035730575,2940.999870300293,0.0404870054571802,6630.288724614377,3.896014420442795,0.2014581096854048,6637.2958523091975,6648.009308927733,-7.007127694820156,-17.720584313356085,-10.713456618535929,6630.807676216668,3.9040477434578644,6637.913755845584,6649.5545751770005,-7.106079628915722,-18.746898960332146,0.9999217505219945,0.9999069129911725,0.999767613569932
peak_14,2951.9287545419756,2951.999866104126,-0.07111156215023584,6634.749636286979,3.7824559226584307,0.1955861395555427,6643.011932634411,6647.721301970902,-8.262296347432311,-12.971665683922765,-4.709369336490454,6636.4115887560465,3.7888698284247484,6642.6649234343,6647.22565732749,-6.25333467825385,-10.814068571443386,0.9997495862402527,1.000052239455717,1.0000745641368238
peak_15,2971.6450693577135,2971.9998584747314,-0.35478911701784455,6618.016691767138,3.9811962051333527,0.20586275491293418,6625.229432710823,6636.560509554729,-7.212740943685276,-18.54381778759125,-11.331076843905976,6622.8074275152385,3.951351143768771,6628.615951951584,6638.419343912464,-5.808524436345579,-15.611916397225286,0.9992766446989885,0.9994891061323647,0.9997199884096748
peak_16,2981.5453483473857,2981.999854660034,-0.45450631264839103,6621.895519349293,3.7825447063885496,0.19559073045293432,6629.186679707798,6633.652685137332,-7.291160358505294,-11.757165788038947,-4.466005429533652,6627.534803383545,3.7836971060193085,6635.23540972583,6638.4030768417715,-7.7006063422850275,-10.868273458226213,0.9991491318768727,0.9990883925521066,0.9992844074622387
