peak,freq_mhz,odmr_nearest_freq_mhz,odmr_freq_error_mhz,live_signal_mean_adc,live_signal_std_adc,live_signal_sem_adc,batch_signal_adc,odmr_signal_interp_adc,live_minus_batch_adc,live_minus_odmr_adc,batch_minus_odmr_adc,live_ref_mean_adc,live_ref_std_adc,batch_ref_adc,odmr_ref_interp_adc,live_ref_minus_batch_ref_adc,live_ref_minus_odmr_ref_adc,live_signal_over_ref_mean,batch_signal_over_ref,odmr_signal_over_ref_interp
peak_01,2762.671418712508,2762.999938201905,-0.3285194893969674,6499.520128804676,4.429880342479055,0.1586151601732074,6626.44113152184,6521.1924261169515,-126.92100271716481,-21.672297312275987,105.24870540488882,6502.901997193492,3.8810694211336645,6633.047583824923,6524.270590487155,-130.1455866314309,-21.368593293662343,0.9994799534490013,0.9990040095115263,0.9995281979299431
peak_02,2773.075474633431,2772.9999343872073,0.0755402462236816,6501.058134979228,3.5396327284371645,0.1267391822735317,6639.305770700247,6519.053495690599,-138.24763572101892,-17.995360711371177,120.25227500964775,6505.485241086535,3.4053285234047066,6642.914639178409,6524.086470307793,-137.42939809187374,-18.60122922125811,0.9993195101182997,0.9994567341785672,0.9992285548880905
peak_03,2798.9022125534307,2798.9999244689943,-0.09771191556365011,6508.709315362202,3.4261847410054633,0.12267709271204773,6613.178911575023,6535.726539186634,-104.46959621282167,-27.01722382443222,77.45237238838945,6510.116171709133,3.4945905661634726,6620.8217822538745,6534.458828733845,-110.70561054474183,-24.342657024712025,0.9997839282924808,0.9988456311119359,1.0001940038932091
peak_04,2810.9657133588876,2810.9999198913574,-0.03420653246985239,6514.029843731754,3.5558117180841746,0.12731848303018942,6595.144768774643,6533.383582352908,-81.1149250428889,-19.353738621153752,61.76118642173515,6514.992664001622,3.5213057797747416,6610.607803282696,6533.800418859092,-95.61513928107433,-18.807754857470172,0.9998522363200325,0.9976608755248837,0.9999362030549661
peak_05,2833.8466877211163,2833.999911117554,-0.15322339643762461,6515.500754408631,3.4866861552887642,0.1248433908454824,6606.758570467953,6542.68859474239,-91.25781605932207,-27.187840333758686,64.06997572556338,6515.427023432497,3.350052565884837,6617.8195708653,6540.060206400639,-102.39254743280344,-24.633182968142137,1.0000113277010922,0.9983286035107329,1.0004018905421053
peak_06,2848.422884930072,2847.999905776978,0.4229791530942748,6519.342037151548,3.3216945535710356,0.11893574384139963,6612.07775468411,6541.058333034277,-92.73571753256238,-21.716295882729355,71.01942164983302,6519.158735182759,3.3186112722105583,6620.2963153712135,6540.24900643958,-101.1375801884542,-21.090271256820415,1.0000281416135304,0.9987585811426565,1.000123745532303
peak_07,2868.515868094016,2868.9998977661135,-0.48402967209767667,6501.235555325664,5.114937863208942,0.18314415418156987,6616.7381896261895,6516.75840184842,-115.50263430052564,-15.522846522756481,99.97978777776916,6502.416425899497,4.468043454193419,6622.304924045604,6519.479670396844,-119.88849814610694,-17.063244497347114,0.9998183907266274,0.9991593962399403,0.9995825942121148
peak_08,2876.1984223420127,2875.999895095825,0.19852724618749562,6507.343035977532,3.9333290266758794,0.14083577102468212,6618.527627838737,6522.415378609615,-111.18459186120526,-15.072342632082837,96.11224922912243,6509.286431575602,3.7469126452374533,6623.800725922304,6524.691486633333,-114.51429434670172,-15.405055057730351,0.9997014822301847,0.9992039165576146,0.9996511546900906
peak_09,2877.7602375500505,2877.999894332886,-0.23965678283548186,6489.375634477646,6.2746469494576,0.22466840049263706,6587.962310114008,6503.306410764823,-98.58667563636209,-13.93077628717765,84.65589934918444,6493.513147048544,4.959326940380533,6599.391351590915,6510.103555456465,-105.87820454237135,-16.59040840792113,0.9993627909807844,0.9982681673402878,0.9989559083609438
peak_10,2883.6581710797777,2883.9998920440676,-0.34172096428983423,6478.926000879336,6.183721200672361,0.22141273643572293,6570.087627227435,6488.644246838404,-91.16162634809916,-9.718245959067644,81.44338038903152,6487.467002965603,4.508288763477107,6588.55481706758,6501.898420951988,-101.08781410197753,-14.431417986384986,0.9986834161539121,0.9971970803381182,0.9979614916666688
