peak,freq_mhz,odmr_nearest_freq_mhz,odmr_freq_error_mhz,live_signal_mean_adc,live_signal_std_adc,live_signal_sem_adc,batch_signal_adc,odmr_signal_interp_adc,live_minus_batch_adc,live_minus_odmr_adc,batch_minus_odmr_adc,live_ref_mean_adc,live_ref_std_adc,batch_ref_adc,odmr_ref_interp_adc,live_ref_minus_batch_ref_adc,live_ref_minus_odmr_ref_adc,live_signal_over_ref_mean,batch_signal_over_ref,odmr_signal_over_ref_interp
peak_01,2762.6782471497686,2762.999938201905,-0.3216910521364298,6773.270729469594,7.879170743683289,0.4000042899515917,6780.75390622612,6788.852972355791,-7.483176756526518,-15.582242886197491,-8.099066129670973,6777.279925711719,7.890129172763415,6784.557578628848,6792.463108458093,-7.277652917128762,-15.18318274637386,0.9994084702671686,0.9994393632364903,0.9994685085447418
peak_02,2772.902259762475,2772.9999343872073,-0.09767462473246269,6774.724086334415,7.801231670888732,0.3960475330177905,6784.110615276462,6786.318848318911,-9.386528942047335,-11.594761984495563,-2.208233042448228,6779.641581314011,7.722908458618736,6789.472497478377,6794.139913064279,-9.83091616436559,-14.498331750268335,0.9992746839808484,0.9992102652740834,0.9988488513858348
peak_03,2798.5743886005043,2798.9999244689943,-0.4255358684899875,6785.240640963004,7.921665302256947,0.40216162430593216,6796.16010636672,6805.352269361485,-10.919465403716458,-20.111628398481116,-9.192162994764658,6786.3635505588545,7.955466060555804,6794.574620228016,6802.885184630889,-8.211069669161589,-16.52163407203443,0.999834568270951,1.0002333459012995,1.000362652707438
peak_04,2811.205923930612,2810.9999198913574,0.20600403925436694,6791.2339319323555,7.8237005754063516,0.3971882188196264,6800.413696243542,6802.883987595738,-9.179764311186773,-11.650055663382773,-2.470291352196,6791.618719606187,7.841330819154388,6802.1100773298285,6803.441846328779,-10.491357723641158,-11.823126722591951,0.9999433709567784,0.9997506095804095,0.9999180034538927
peak_05,2834.900998297384,2834.999910736084,-0.09891243870015387,6790.62434649268,7.878956755729675,0.39999342635918733,6798.906583733228,6806.914803401792,-8.282237240548056,-16.290456909111526,-8.00821966856347,6789.647719268711,7.890360891086345,6797.329432710823,6804.937698191632,-7.681713442112596,-15.289978922921364,1.0001438689903865,1.0002320250972117,1.0002905397959316
peak_06,2846.566788581379,2846.999906158447,-0.4331175770680602,6793.0782831106435,7.9583707191006905,0.40402505951752843,6803.0189259406425,6804.94622882832,-9.940642829998978,-11.867945717676776,-1.9273028876777971,6792.307998261567,7.84814374552423,6801.343471284042,6804.728325130567,-9.035473022474434,-12.420326868999837,1.0001134126381017,1.0002463417211136,1.0000320223949204
peak_07,2869.0592264031256,2868.9998977661135,0.059328637012185936,6769.122497872255,8.199319587751212,0.416257385006408,6778.372411895955,6780.344197038132,-9.249914023700512,-11.221699165876998,-1.9717851421764863,6771.66665731725,7.803743532456889,6779.858246477367,6782.916956794728,-8.191589160117474,-11.25029947747862,0.9996242652452034,0.9997808457747352,0.999620700095109
peak_08,2875.751831132393,2875.999895095825,-0.24806396343228698,6778.311580560124,7.681174012231483,0.3899525288521625,6785.49845951646,6785.477973176316,-7.186878956335931,-7.1663926161918425,0.0204863401440889,6781.715292890546,7.7556033485688936,6788.054234801481,6790.7794224287045,-6.338941910934409,-9.06412953815834,0.9994981421512826,0.9996234892656105,0.999219316528692
peak_09,2877.1583926076537,2876.9998947143554,0.15849789329831765,6775.990496424508,7.963372951988758,0.40427900941652867,6782.184971115933,6788.192761456323,-6.194474691425057,-12.202265031814932,-6.0077903403898745,6778.324543909674,7.954374441205409,6786.781825962038,6788.72538333264,-8.457282052364462,-10.400839422966783,0.9996556870772688,0.9993226753174059,0.999921543169558
peak_10,2884.382751127911,2883.9998920440676,0.3828590838434138,6761.9149065171205,7.963642987956091,0.4042927184157227,6770.066246905279,6765.864478527128,-8.151340388158133,-3.949572010007614,4.201768378150518,6768.172427210042,7.789149641461293,6777.30318488859,6775.510630436497,-9.130757678548434,-7.3382032264553345,0.9990754635455925,0.9989321802808752,0.9985763210427215
