peak,freq_mhz,odmr_nearest_freq_mhz,odmr_freq_error_mhz,live_signal_mean_adc,live_signal_std_adc,live_signal_sem_adc,batch_signal_adc,odmr_signal_interp_adc,live_minus_batch_adc,live_minus_odmr_adc,batch_minus_odmr_adc,live_ref_mean_adc,live_ref_std_adc,batch_ref_adc,odmr_ref_interp_adc,live_ref_minus_batch_ref_adc,live_ref_minus_odmr_ref_adc,live_signal_over_ref_mean,batch_signal_over_ref,odmr_signal_over_ref_interp
peak_01,2628.999989318848,2628.999989318848,0.0,6615.249805684527,21.36156879915054,1.213255579756041,6626.44113152184,6644.7566036005755,-11.191325837313343,-29.506797916048527,-18.315472078735183,6621.85563043086,22.943172587243804,6633.047583824923,6642.37093559923,-11.191953394062693,-20.515305168369196,0.9990032958588112,0.9990040095115263,1.0003591591051564
peak_02,2631.9999881744384,2631.9999881744384,0.0,6627.786016360243,24.967574335880993,1.418062931650691,6639.305770700247,6646.20923984473,-11.51975434000451,-18.423223484487607,-6.903469144483097,6631.869738919394,25.786168447722115,6642.914639178409,6646.115806767125,-11.044900259014867,-14.246067847730956,0.9993847543200551,0.9994567341785672,1.0000140582981583
peak_03,2762.999938201905,2762.999938201905,0.0,6605.014119422969,18.603978524575098,1.0566349767110674,6613.178911575023,6610.8515527096,-8.16479215205436,-5.837433286630585,2.3273588654237756,6611.711626766001,19.624960581652648,6620.8217822538745,6616.860398263901,-9.110155487873271,-5.148771497899361,0.9989877074097869,0.9988456311119359,0.9990918887217453
peak_04,2769.9999355316163,2769.9999355316163,0.0,6590.4960545025915,15.69461844672639,0.891394428081054,6595.144768774643,6592.818687532475,-4.64871427205162,-2.3226330298839457,2.3260812421676746,6603.378361629103,17.440353475765043,6610.607803282696,6607.067402267933,-7.229441653593312,-3.6890406388301926,0.9980504042236776,0.9976608755248837,0.9978434131411211
peak_05,2800.9999237060547,2800.9999237060547,0.0,6600.635441232584,16.913558503146213,0.9606255711091963,6606.758570467953,6618.176963046734,-6.123129235369561,-17.541521814150656,-11.418392578781095,6608.413679294676,18.555655672473026,6617.8195708653,6620.314642234924,-9.40589157062459,-11.900962940248064,0.9988238358758538,0.9983286035107329,0.999677103082903
peak_06,2806.999921417236,2806.999921417236,0.0,6604.509393774765,17.565202006298858,0.9976364350417722,6612.07775468411,6615.252344346976,-7.568360909344847,-10.742950572211157,-3.1745896628663104,6611.26523400087,19.143567310353603,6620.2963153712135,6621.224031848887,-9.0310813703436,-9.95879784801673,0.9989788882811416,0.9987585811426565,0.999098099162151
peak_07,2837.999909591675,2837.999909591675,0.0,6607.204127044537,19.733730708866055,1.1208005889945196,6616.7381896261895,6630.11494788642,-9.534062581652506,-22.910820841882924,-13.376758260230417,6612.174558540642,20.8012284663319,6622.304924045604,6627.910280588073,-10.130365504962356,-15.735722047431409,0.9992488532425448,0.9991593962399403,1.0003326338476253
peak_08,2842.9999076843264,2842.9999076843264,0.0,6609.418878737206,20.554401243429066,1.1674115432068122,6618.527627838737,6623.934766329432,-9.10874910153143,-14.515887592226136,-5.407138490694706,6613.890842646665,21.286192048597698,6623.800725922304,6624.164130268667,-9.909883275639004,-10.27328762200159,0.9993242478363842,0.9992039165576146,0.999965374659395
peak_09,2877.999894332886,2877.999894332886,0.0,6580.954404590886,21.61473045248418,1.2276341954548804,6587.962310114008,6599.3066127701195,-7.007905523121735,-18.352208179233457,-11.344302656111722,6591.55458447665,21.48886383584379,6599.391351590915,6607.222006907725,-7.836767114265058,-15.667422431074556,0.998392132469149,0.9982681673402878,0.9988020087520398
peak_10,2881.9998928070067,2881.9998928070067,0.0,6566.948172509704,16.548396269481497,0.9398857499061996,6570.087627227435,6572.700907784943,-3.139454717731496,-5.752735275239502,-2.6132805575080056,6583.400770192472,16.658089459711096,6588.55481706758,6590.890116758872,-5.154046875108179,-7.489346566399945,0.997501543118817,0.9971970803381182,0.997240250003914
peak_11,2877.999894332886,2877.999894332886,0.0,6574.041910814838,20.231595598637515,1.1490774145947007,6580.636601766666,6599.3066127701195,-6.594690951827943,-25.264701955281453,-18.67001100345351,6590.907161725136,21.49057602367055,6600.228596753982,6607.222006907725,-9.321435028846281,-16.314845182589124,0.9974421389947303,0.9970316187234861,0.9988020087520398
peak_12,2881.9998928070067,2881.9998928070067,0.0,6569.366121755781,16.07429754827445,0.9129587519751055,6573.351856832839,6572.700907784943,-3.9857350770580524,-3.3347860291623874,0.650949047895665,6586.309930311459,17.208951435225362,6593.823799553747,6590.890116758872,-7.51386924228882,-4.580186447413325,0.9974283113057892,0.996895285142091,0.997240250003914
peak_13,2940.999870300293,2940.999870300293,0.0,6587.830860088519,17.01109707188846,0.9661653895504644,6594.146665342176,6617.410838402054,-6.3158052536564355,-29.57997831353441,-23.264173059877976,6599.415798480025,19.023984477138487,6607.070496989332,6621.589742335789,-7.654698509307309,-22.173943855764264,0.9982455824614754,0.998043939193165,0.9993688971838565
peak_14,2946.9998680114745,2946.9998680114745,0.0,6602.677877353886,20.189853571672607,1.1467066267746826,6611.405662193965,6622.862585200355,-8.727784840079039,-20.184707846468882,-11.456923006389843,6611.4775938769135,21.68186408195283,6622.697249136533,6626.210253079438,-11.219655259619685,-14.732659202524701,0.9986698089951868,0.9982950168914878,0.9994947839336177
peak_15,2971.9998584747314,2971.9998584747314,0.0,6577.123863666614,15.625840135233755,0.8874880824858766,6579.639710242382,6594.892879848398,-2.5158465757676822,-17.769016181783627,-15.253169606015945,6591.719724361509,16.568390509941416,6597.055619402758,6606.6813598435065,-5.335895041248477,-14.961635481997291,0.9977867031347273,0.997360048154035,0.9982156729902608
peak_16,2978.9998558044435,2978.9998558044435,0.0,6590.920655765425,17.452278764753302,0.9912228259020384,6597.336967020204,6607.453871076199,-6.41631125477852,-16.533215310773812,-10.116904055995292,6603.912872749394,19.90922422600916,6612.079978298743,6617.475888681724,-8.16710554934889,-13.563015932330018,0.9980341134830091,0.9977702914473316,0.9984855226110205
