peak,freq_mhz,odmr_nearest_freq_mhz,odmr_freq_error_mhz,live_signal_mean_adc,live_signal_std_adc,live_signal_sem_adc,batch_signal_adc,odmr_signal_interp_adc,live_minus_batch_adc,live_minus_odmr_adc,batch_minus_odmr_adc,live_ref_mean_adc,live_ref_std_adc,batch_ref_adc,odmr_ref_interp_adc,live_ref_minus_batch_ref_adc,live_ref_minus_odmr_ref_adc,live_signal_over_ref_mean,batch_signal_over_ref,odmr_signal_over_ref_interp
peak_01,2760.96493746281,2760.999938964844,-0.03500150203399244,6607.5310419316065,25.76478503494162,1.3655308757928855,6610.9094155943385,6623.267340518237,-3.378373662731974,-15.736298586630255,-12.357924923898281,6611.663720305012,25.818064262519,6616.264501635237,6623.700728800348,-4.6007813302248906,-12.037008495335613,0.9993750771237655,0.9991906179023564,0.9999345700689304
peak_02,2770.909518893602,2770.9999351501465,-0.09041625654435848,6611.108371360902,22.180338974944167,1.175555614563163,6616.698097319437,6621.014443362788,-5.589725958534473,-9.90607200188606,-4.316346043351587,6616.25385535146,23.273664470040888,6618.039274688999,6624.450355400981,-1.785419337539679,-8.196500049521092,0.9992229622076536,0.9997973452084681,0.9994813287361433
peak_03,2795.4324569012415,2794.999925994873,0.4325309063683562,6622.206315077582,24.084517454130868,1.2764768721177449,6625.499758535318,6638.365143930213,-3.2934434577355205,-16.158828852630904,-12.865385394895384,6623.429250487581,24.776078288919088,6628.103061099735,6638.1074361686,-4.673810612153829,-14.678185681018476,0.9998158230593104,0.9996072326364844,1.0000388224752448
peak_04,2808.1955026617425,2807.999921035767,0.19558162597559203,6625.276650372122,29.994832010378293,1.5897229171073948,6630.643954213406,6637.874381264945,-5.367303841283501,-12.597730892823165,-7.230427051539664,6625.662752299856,30.51646158077113,6628.182535073509,6637.071618175731,-2.519782773652878,-11.408865875874653,0.9999421485154742,1.000371356571258,1.0001209513977545
peak_05,2836.617769197206,2836.9999099731444,-0.38214077593829643,6625.208032929141,27.524848681408173,1.458814062489426,6627.285553382033,6635.86235346412,-2.077520452891804,-10.654320534978979,-8.576800082087175,6624.524444675877,26.450898951982825,6626.653255188433,6633.673635049747,-2.1288105125559014,-9.149190373869715,1.0001026014055043,1.0000954174255465,1.0003299406233688
peak_06,2848.4576994736053,2847.999905776978,0.4577936966275047,6628.679431216909,26.50807554134496,1.4049251938437053,6632.138912491976,6637.305124045972,-3.4594812750674464,-8.625692829063155,-5.1662115539957085,6628.386813331592,26.401217113538923,6633.054522113886,6635.755353751725,-4.66770878229454,-7.368540420133286,1.0000441584386583,0.9998619625967406,1.0002335484374616
peak_07,2869.646383882836,2869.9998973846436,-0.3535135018078108,6604.354313240583,19.684045749444604,1.0432523382179741,6605.945653635723,6604.79381342153,-1.5913403951399232,-0.43950018094710686,1.1518402141928163,6607.201400532073,20.709688433546194,6610.731402634716,6611.643196099375,-3.5300021026423565,-4.441795567301597,0.9995696655639147,0.999276063614219,0.998964042300122
peak_08,2875.590593073553,2875.999895095825,-0.40930202227218615,6609.848635914292,24.50869112870706,1.2989580319080083,6615.177731760246,6610.675542966602,-5.3290958459547255,-0.8269070523101618,4.502188793644564,6613.983241592095,25.44477264482406,6620.926032337926,6618.324689709585,-6.942790745831189,-4.341448117490472,0.9993755134245003,0.9991317980974861,0.9988442472828696
peak_09,2878.342163348192,2877.999894332886,0.3422690153061012,6588.0286881188795,21.600091288807477,1.1448025487039886,6592.569859705963,6594.844294936446,-4.541171587083227,-6.8156068175667315,-2.2744352304835047,6596.341676792088,23.057463963833925,6601.51201821683,6602.222178875509,-5.170341424742219,-5.880502083420652,0.9987406286412159,0.9986454378199734,0.9988825150473323
peak_10,2883.570455898972,2883.9998920440676,-0.4294361450956785,6581.208337627622,27.713617285736582,1.4688187785094196,6586.381346089189,6583.967651174664,-5.173008461566496,-2.759313547041529,2.4136949145249673,6593.170931117486,27.699392242620142,6597.765577528502,6598.761874934718,-4.594646411015674,-5.590943817232073,0.9981856572117881,0.9982745322934651,0.9977580303638096
peak_11,2904.5145846439805,2904.999884033203,-0.48529938922274596,6612.292963408878,29.3594614449428,1.5560483444883915,6617.530843292478,6640.988617566148,-5.237879883599817,-28.695654157269928,-23.45777427367011,6618.346946198124,28.667950966153867,6624.552326007886,6639.558592766392,-6.205379809762235,-21.211646568268407,0.9990848807761752,0.9989400819300888,1.0002153794984674
peak_12,2917.884768340296,2917.999879074097,-0.11511073380097514,6623.323915379354,28.401372716906344,1.5052697434595599,6628.595270043096,6639.84118326197,-5.271354663742386,-16.51726788261658,-11.245913218874193,6625.0701609615735,28.147251045542628,6630.1930769936125,6639.907642501427,-5.122916032039029,-14.837481539853798,0.999736318090142,0.999759010494572,0.9999899909391764
peak_13,2940.819060608843,2940.999870300293,-0.18080969145012205,6621.837246184765,25.31349473029857,1.3416125374834325,6626.283944126907,6636.1313831736525,-4.446697942142237,-14.294136988887658,-9.847439046745421,6621.6660119743265,25.086406097852738,6626.294007702418,6634.8341623430515,-4.627995728091264,-13.168150368725037,1.0000257952078635,0.9999984812663762,1.000195516692484
peak_14,2951.9849146323695,2951.999866104126,-0.014951471756376122,6624.60066747504,24.83412929115755,1.3162062200215425,6626.779142341901,6631.912091438488,-2.1784748668615066,-7.311423963447851,-5.132949096586344,6625.3682137941205,25.33030031822958,6630.1512669254535,6633.680257448835,-4.783053131332963,-8.312043654714216,0.9998845093436977,0.999491395528127,0.9997334562502674
peak_15,2971.1957013612896,2970.999858856201,0.1958425050884216,6612.503414324684,22.33660310999006,1.1838375971566466,6616.6396949598075,6622.929496460034,-4.136280635123512,-10.426082135350043,-6.289801500226531,6615.831086852075,23.794198496308887,6619.388160589295,6625.663847505485,-3.55707373721998,-9.832760653410332,0.9994978738802205,0.9995847855477261,0.9995873091197525
peak_16,2982.0507592467216,2981.999854660034,0.05090458668746578,6614.699257666101,25.98097604642465,1.3769889764853076,6617.034856496623,6624.657675678069,-2.3355988305220308,-9.958418011967296,-7.622819181445266,6618.399059421914,27.206094011604208,6621.509889354158,6627.72708759308,-3.110829932244087,-9.328028171165897,0.9994418246018616,0.9993241673074098,0.9995368831766237
