peak,freq_mhz,odmr_nearest_freq_mhz,odmr_freq_error_mhz,live_signal_mean_adc,live_signal_std_adc,live_signal_sem_adc,batch_signal_adc,odmr_signal_interp_adc,live_minus_batch_adc,live_minus_odmr_adc,batch_minus_odmr_adc,live_ref_mean_adc,live_ref_std_adc,batch_ref_adc,odmr_ref_interp_adc,live_ref_minus_batch_ref_adc,live_ref_minus_odmr_ref_adc,live_signal_over_ref_mean,batch_signal_over_ref,odmr_signal_over_ref_interp
peak_01,2760.3589311849933,2759.9999393463136,0.3589918386796853,6641.613284650257,2.874055608330024,0.20073275085841535,6646.126736864627,6656.5916231469855,-4.513452214369863,-14.978338496728611,-10.464886282358748,6647.5775900945055,2.7114307617887277,6652.609721245836,6657.698136301872,-5.032131151330759,-10.120546207366715,0.9991028469819433,0.9990254975636846,0.9998337994405524
peak_02,2771.7156174885536,2771.9999347686767,-0.28431728012310487,6643.170947474909,2.785725468889462,0.1945635063169314,6647.795086652201,6652.233295162795,-4.624139177291909,-9.062347687886358,-4.43820851059445,6649.48365369089,2.656303128445413,6654.825482165235,6656.426643717802,-5.341828474345675,-6.942990026912412,0.9990507556875879,0.99894356425546,0.9993700300807844
peak_03,2796.692286647528,2796.9999252319335,-0.3076385844055949,6645.559782562507,2.4062950492807613,0.1680629362978034,6650.700038206438,6663.479695314511,-5.140255643930686,-17.919912752004166,-12.77965710807348,6649.085748372779,2.468362916790828,6654.396462083932,6663.056882806012,-5.310713711153767,-13.971134433233601,0.9994697504566746,0.9994445140294005,1.0000634562357693
peak_04,2807.9434431398813,2807.999921035767,-0.05647789588556407,6649.975600049798,2.2096820031638824,0.15433088550264645,6658.223816364582,6661.471154917239,-8.248216314783349,-11.49555486744066,-3.247338552657311,6654.328592556865,2.4475816418573735,6661.194126906501,6661.737882169028,-6.865534349635709,-7.4092896121628655,0.9993458882338428,0.9995540873775287,0.9999599613109211
peak_05,2835.2033361704134,2834.999910736084,0.2034254343293469,6652.804518796449,2.1663156040387235,0.15130204480590181,6660.420174527004,6669.685544093617,-7.615655730554863,-16.88102529716798,-9.265369566613117,6655.8022132895785,2.509380898951923,6663.823700217012,6667.643472838115,-8.021486927433216,-11.841259548536073,0.999549661835631,0.9994892533411565,1.0003062658139747
peak_06,2848.9401769154256,2848.999905395508,-0.059728480082412716,6656.814182371065,2.2512829496198417,0.15723642163639945,6663.0146575174995,6666.595171641505,-6.2004751464346555,-9.780989270439932,-3.5805141240052762,6659.392655052903,2.572823906596791,6665.992959317786,6668.575602529848,-6.600304264882652,-9.182947476944719,0.9996128462332539,0.9995532095790586,0.9997030204039987
peak_07,2870.0106303873113,2869.9998973846436,0.010733002667620894,6626.141536204419,6.377402720337095,0.44541712682067497,6633.731885564079,6634.116904975581,-7.59034935965974,-7.975368771161811,-0.3850194115020713,6632.056243394016,4.154027247397865,6639.310308096708,6639.48071917394,-7.254064702691721,-7.424475779924251,0.9991082906437198,0.9991597888524918,0.9991921334777177
peak_08,2875.2157550151646,2874.999895477295,0.2158595378696191,6629.925772727984,4.325311641693493,0.30209286892035864,6635.332602316838,6634.821006018863,-5.4068295888546345,-4.895233290879332,0.5115962979753022,6638.626883882997,3.2339812072462943,6645.294582327231,6642.339901244694,-6.6676984442337925,-3.713017361696984,0.998689497972043,0.9985008971555774,0.9988680351596547
peak_09,2878.4761798803843,2877.999894332886,0.47628554749826435,6607.805927387641,6.737019170541432,0.47053382918865705,6611.980424549928,6620.005710119936,-4.17449716228748,-12.199782732295716,-8.025285570008236,6620.480540682586,4.550531646514311,6626.620247883363,6629.825243502333,-6.139707200776684,-9.344702819746999,0.9980857887835338,0.9977907556513276,0.9985188850351643
peak_10,2883.3311140962264,2882.9998924255374,0.33122167068904673,6604.963344319392,6.34534470031912,0.44317809758038085,6606.860823119479,6612.584223695808,-1.8974788000878107,-7.620879376416269,-5.7234005763284586,6620.184872263768,3.7972011029794435,6625.028399608767,6627.078784546426,-4.843527344999529,-6.893912282657766,0.9977011299097598,0.9972577360588581,0.9978128280465871
peak_11,2902.6721491136855,2902.999884796143,-0.32773568245738716,6639.821730956608,4.200718999880656,0.2933909413531533,6646.6619142953205,6673.431972316534,-6.84018333871245,-33.61024135992557,-26.770058021213117,6649.464127823456,5.35952383022786,6656.859739584926,6670.881382821188,-7.395611761469809,-21.417254997732016,0.9985501565709758,0.9984680726816334,1.0003823467018786
peak_12,2920.456227835481,2919.9998783111573,0.4563495243237412,6652.113292194629,4.134035190675763,0.28873354209455177,6659.5661689641465,6670.045106800569,-7.452876769517388,-17.931814605939508,-10.47893783642212,6656.990516066458,4.447302797180515,6664.7479658892935,6669.693800988917,-7.757449822835042,-12.703284922458806,0.9992675080910606,0.9992225066946766,1.0000526719549854
peak_13,2939.3505508301823,2938.9998710632326,0.3506797669497246,6653.469036810132,3.1131551469283956,0.2174321870045784,6660.3739951707075,6669.2211491057,-6.90495836057562,-15.752112295567713,-8.847153934992093,6656.342896674139,4.27265897192612,6661.409337653208,6669.625855288545,-5.06644097906883,-13.282958614405288,0.999568400383414,0.9998445760604069,0.9999393210066613
peak_14,2953.0109209419034,2952.9998657226565,0.011055219246827619,6655.821615383066,3.38269110487644,0.2362573948875973,6660.602656111501,6667.3881401045965,-4.781040728435073,-11.566524721530186,-6.785483993095113,6659.127609313275,2.6434371940893087,6663.215987101506,6666.650900718504,-4.0883777882309005,-7.523291405229429,0.999503530004177,0.9996077973466472,1.0001105861694382
peak_15,2970.9323677571024,2970.999858856201,-0.06749109909878825,6641.411378108047,3.7400257836324746,0.26121473142482776,6645.670926429685,6652.665278933552,-4.259548321638249,-11.253900825505298,-6.994352503867049,6646.825394249428,2.719490692116978,6651.970284561542,6654.714489081788,-5.144890312113603,-7.88909483235966,0.9991855434098902,0.9990530086782743,0.999692066406215
peak_16,2981.535605734461,2981.999854660034,-0.46424892557297426,6641.033654585481,3.289234111880259,0.2297300753615915,6646.6406333099,6649.164965427677,-5.606978724419605,-8.131310842196399,-2.524332117776794,6647.6288989463965,2.6116731743518184,6655.017666656478,6653.1581213381505,-7.388767710081083,-5.529222391754047,0.9990079641301718,0.9987412455133593,0.9993998104602886
