batch,time_s,timestamp_epoch_s,acq_seconds,peak_01,peak_01_ref,peak_01_freq_mhz,peak_02,peak_02_ref,peak_02_freq_mhz,peak_03,peak_03_ref,peak_03_freq_mhz,peak_04,peak_04_ref,peak_04_freq_mhz,peak_05,peak_05_ref,peak_05_freq_mhz,peak_06,peak_06_ref,peak_06_freq_mhz,peak_07,peak_07_ref,peak_07_freq_mhz,peak_08,peak_08_ref,peak_08_freq_mhz,peak_09,peak_09_ref,peak_09_freq_mhz,peak_10,peak_10_ref,peak_10_freq_mhz,peak_11,peak_11_ref,peak_11_freq_mhz,peak_12,peak_12_ref,peak_12_freq_mhz,peak_13,peak_13_ref,peak_13_freq_mhz,peak_14,peak_14_ref,peak_14_freq_mhz,peak_15,peak_15_ref,peak_15_freq_mhz,peak_16,peak_16_ref,peak_16_freq_mhz
0,0.1156057000043802,1786736156.9195504,0.11549430000013672,988.7787847296515,1115.4570987559982,2754.16989994428,1005.1759177186171,1111.0348442705629,2760.9999687194827,922.6032689427515,1099.909039642999,2794.6325865621557,916.6380627808172,1101.8686370999785,2800.9999534606936,1022.3859064095117,1110.5869884158083,2822.6276449371826,1033.4527997677048,1111.0550677018066,2828.999942779541,1040.5122795488585,1106.996824280955,2860.99993057251,1039.407279090381,1101.87968334505,2867.4401563384067,1044.3913852125806,1102.5418742549743,2885.486537108773,1051.8681526423572,1107.651386129535,2891.9999187469484,1045.374175505089,1114.0301525200966,2921.1422226070613,1047.0588058196047,1119.0348060641259,2927.999905014038,918.4145352569001,1101.1505150227713,2943.8048712605782,929.1155790567594,1103.4064171531616,2949.9998966217045,976.9665021242779,1102.2494910902587,2978.9998855590825,971.1532735275239,1111.9480957911787,2985.2694445342363
