batch,sample,time_s,timestamp_epoch_s,acq_seconds,peak_01,peak_01_freq_mhz,peak_01_raw,peak_01_spike_sig,peak_02,peak_02_freq_mhz,peak_02_raw,peak_02_spike_sig,peak_03,peak_03_freq_mhz,peak_03_raw,peak_03_spike_sig,peak_04,peak_04_freq_mhz,peak_04_raw,peak_04_spike_sig,pk1_z_minus,pk1_z_plus,pk1_lockin_signal,pk1_delta_f_mhz,pk1_peak_shift_kHz,pk1_f0_mhz,pk1_f_new_mhz,pk1_B_shift_uT,pk2_z_minus,pk2_z_plus,pk2_lockin_signal,pk2_delta_f_mhz,pk2_peak_shift_kHz,pk2_f0_mhz,pk2_f_new_mhz,pk2_B_shift_uT,z_minus,z_plus,lockin_signal,delta_f_mhz,peak_shift_kHz,f_new_mhz,B_shift_uT
10,0,0.17700675001833588,1787090037.754334,0.016751750139519572,1790.6923990885418,2794.0895817609085,1790.6923990885418,False,1789.934285481771,2800.0895794720896,1789.934285481771,False,1791.5579399956598,2944.8173197317374,1791.5579399956598,False,1801.1689860026042,2950.8173174429194,1801.1689860026042,False,0.9481890181287786,0.9477875896105139,-0.0004014285182647459,0.07468174627831828,74.68174627831827,2797.1459848103937,2797.220666556672,2.6649210062203212,0.9486473304460076,0.9537364726577876,0.005089142211780029,-0.08938647554937294,-89.38647554937295,2947.8450790264806,2947.755692550931,-3.189640149492326,0.9481890181287786,0.9477875896105139,-0.0004014285182647459,0.07468174627831828,74.68174627831827,2797.220666556672,2.6649210062203212
11,0,0.1940476461313665,1787090037.7715762,0.017169957980513573,1802.117564561632,2794.0895817609085,1802.117564561632,False,1800.1787841796875,2800.0895794720896,1800.1787841796875,False,1795.8431722005207,2944.8173197317374,1795.8431722005207,False,1806.6250732421875,2950.8173174429194,1806.6250732421875,False,0.954238754218239,0.9532121511748246,-0.001026603043414398,0.09762378652919478,97.62378652919477,2797.1459848103937,2797.243608596923,3.483577880716342,0.9509164025205018,0.956625523845562,0.005709121325060185,-0.11238744797273259,-112.38744797273259,2947.8450790264806,2947.732691578508,-4.010399941933079,0.954238754218239,0.9532121511748246,-0.001026603043414398,0.09762378652919478,97.62378652919477,2797.243608596923,3.483577880716342
12,0,0.21089456253685057,1787090037.788069,0.01640270883217454,1797.8531032986114,2794.0895817609085,1797.8531032986114,False,1795.0487250434028,2800.0895794720896,1795.0487250434028,False,1792.4666015625,2944.8173197317374,1792.4666015625,False,1800.6243326822914,2950.8173174429194,1800.6243326822914,False,0.9519806805591952,0.9504957350344242,-0.0014849455247709642,0.1144435884132396,114.4435884132396,2797.1459848103937,2797.260428398807,4.083770639924336,0.949128475571386,0.9534480734345202,0.004319597863134184,-0.06083669385090956,-60.83669385090956,2947.8450790264806,2947.7842423326297,-2.170878313263972,0.9519806805591952,0.9504957350344242,-0.0014849455247709642,0.1144435884132396,114.4435884132396,2797.260428398807,4.083770639924336
13,0,0.22725402109790593,1787090037.804266,0.016118291998282075,1790.1971299913196,2794.0895817609085,1790.1971299913196,False,1789.7705539279511,2800.0895794720896,1789.7705539279511,False,1790.1081380208336,2944.8173197317374,1790.1081380208336,False,1799.7471272786456,2950.8173174429194,1799.7471272786456,False,0.9479267683313016,0.9477008921624586,-0.00022587616884306438,0.06823949870656373,68.23949870656374,2797.1459848103937,2797.2142243091002,2.435037778567076,0.9478796462185595,0.9529835846530837,0.00510393843452428,-0.08993540938282069,-89.93540938282068,2947.8450790264806,2947.755143617098,-3.209228139552551,0.9479267683313016,0.9477008921624586,-0.00022587616884306438,0.06823949870656373,68.23949870656374,2797.2142243091002,2.435037778567076
14,0,0.24369318748358637,1787090037.820946,0.016604040982201695,1786.5160644531247,2794.0895817609085,1786.5160644531247,False,1787.2199761284724,2800.0895794720896,1787.2199761284724,False,1784.4229329427085,2944.8173197317374,1784.4229329427085,False,1787.8679823133684,2950.8173174429194,1787.8679823133684,False,0.9459776083750159,0.9463503364441342,0.00037272806911836653,0.04627250873945176,46.27250873945176,2797.1459848103937,2797.192257319133,1.651174305575641,0.944869274909879,0.9466934620130543,0.0018241871031752233,0.03174202831135546,31.74202831135546,2947.8450790264806,2947.876821054792,1.1326730056863923,0.9459776083750159,0.9463503364441342,0.00037272806911836653,0.04627250873945176,46.27250873945176,2797.192257319133,1.651174305575641
15,0,0.26029664603993297,1787090037.8374689,0.01645070780068636,1790.397230360243,2794.0895817609085,1790.397230360243,False,1791.8891248914929,2800.0895794720896,1791.8891248914929,False,1790.4857964409725,2944.8173197317374,1790.4857964409725,False,1803.2797444661458,2950.8173174429194,1803.2797444661458,False,0.9480327234202008,0.948822696065116,0.0007899726449152045,0.030960877399227968,30.960877399227968,2797.1459848103937,2797.176945687793,1.104798651128603,0.9480796200201804,0.9548541397658131,0.006774519745632701,-0.1519132951610813,-151.9132951610813,2947.8450790264806,2947.6931657313194,-5.420828402836187,0.9480327234202008,0.948822696065116,0.0007899726449152045,0.030960877399227968,30.960877399227968,2797.176945687793,1.104798651128603
16,0,0.27684752049390227,1787090037.854062,0.01650587492622435,1791.7042643229167,2794.0895817609085,1791.7042643229167,False,1789.7670220269097,2800.0895794720896,1789.7670220269097,False,1790.002010091146,2944.8173197317374,1790.002010091146,False,1799.0158040364581,2950.8173174429194,1799.0158040364581,False,0.9487248105985233,0.9476990219865521,-0.0010257886119712234,0.09759389932458351,97.5938993245835,2797.1459848103937,2797.2435787097183,3.48251139468254,0.9478234504489802,0.952596341893078,0.00477289144409776,-0.07765370095985354,-77.65370095985354,2947.8450790264806,2947.767425325521,-2.770971344556578,0.9487248105985233,0.9476990219865521,-0.0010257886119712234,0.09759389932458351,97.5938993245835,2797.2435787097183,3.48251139468254
17,0,0.2937218334991485,1787090037.871179,0.01701483316719532,1796.8138861762152,2794.0895817609085,1796.8138861762152,False,1796.7564263237848,2800.0895794720896,1796.7564263237848,False,1798.46083984375,2944.8173197317374,1798.46083984375,False,1806.2367377387152,2950.8173174429194,1806.2367377387152,False,0.9514304049990772,0.9513999794491137,-3.042554996346425e-05,0.061067043999902204,61.067043999902204,2797.1459848103937,2797.2070518543937,2.1790980588032474,0.9523024829627287,0.9564198964246106,0.00411741346188188,-0.05333573496693459,-53.33573496693459,2947.8450790264806,2947.7917432915137,-1.9032163490912999,0.9514304049990772,0.9513999794491137,-3.042554996346425e-05,0.061067043999902204,61.067043999902204,2797.2070518543937,2.1790980588032474
18,0,0.3106061670696363,1787090037.8878562,0.016602500109001994,1797.9840928819442,2794.0895817609085,1797.9840928819442,False,1799.889990234375,2800.0895794720896,1799.889990234375,False,1799.5917290581597,2944.8173197317374,1799.5917290581597,False,1805.7480116102433,2950.8173174429194,1805.7480116102433,False,0.9520500408158583,0.9530592319757557,0.0010091911598973935,0.022916211802441452,22.916211802441453,2797.1459848103937,2797.168901022196,0.8177352198987101,0.9529012997859695,0.956161111192638,0.0032598114066685335,-0.021519048243707654,-21.519048243707655,2947.8450790264806,2947.823559978237,-0.7678792550566533,0.9520500408158583,0.9530592319757557,0.0010091911598973935,0.022916211802441452,22.916211802441453,2797.168901022196,0.8177352198987101
19,0,0.3272092289989814,1787090037.9043698,0.01641454198397696,1795.0486138237848,2794.0895817609085,1795.0486138237848,False,1794.3054958767364,2800.0895794720896,1794.3054958767364,False,1792.9404324001734,2944.8173197317374,1792.9404324001734,False,1802.2837510850695,2950.8173174429194,1802.2837510850695,False,0.9504956761425563,0.9501021879717658,-0.00039348817079043474,0.07439035921113414,74.39035921113414,2797.1459848103937,2797.2203751696047,2.6545232376225427,0.9493793736022044,0.9543267515965518,0.004947377994347413,-0.08412708086019523,-84.12708086019522,2947.8450790264806,2947.7609519456205,-3.001965488873652,0.9504956761425563,0.9501021879717658,-0.00039348817079043474,0.07439035921113414,74.39035921113414,2797.2203751696047,2.6545232376225427
20,0,0.3438629580195993,1787090037.921172,0.016724999994039536,1793.2621880425345,2794.0895817609085,1793.2621880425345,False,1795.045307074653,2800.0895794720896,1795.045307074653,False,1789.988766818576,2944.8173197317374,1789.988766818576,False,1797.4385579427083,2950.8173174429194,1797.4385579427083,False,0.949549746340014,0.9504939251867728,0.0009441788467587919,0.0253019697705406,25.3019697705406,2797.1459848103937,2797.1712867801643,0.9028678907558022,0.9478164380075238,0.951761174766808,0.003944736759284195,-0.046929499676857514,-46.92949967685752,2947.8450790264806,2947.7981495268036,-1.6746181728824405,0.949549746340014,0.9504939251867728,0.0009441788467587919,0.0253019697705406,25.3019697705406,2797.1712867801643,0.9028678907558022
21,0,0.36071570846252143,1787090037.938087,0.01683008298277855,1793.8492323133682,2794.0895817609085,1793.8492323133682,False,1798.670529513889,2800.0895794720896,1798.670529513889,False,1794.1282552083333,2944.8173197317374,1794.1282552083333,False,1805.3553629557293,2950.8173174429194,1805.3553629557293,False,0.9498605919833212,0.9524135156797616,0.0025529236964404456,-0.03373416751600648,-33.73416751600648,2797.1459848103937,2797.112250642878,-1.2037599027978334,0.950008337316326,0.9559531999163169,0.005944862599990941,-0.12113335319370372,-121.13335319370371,2947.8450790264806,2947.723945673287,-4.322486197320287,0.9498605919833212,0.9524135156797616,0.0025529236964404456,-0.03373416751600648,-33.73416751600648,2797.112250642878,-1.2037599027978334
22,0,0.37763493752572685,1787090037.954976,0.016779875149950385,1802.6151665581597,2794.0895817609085,1802.6151665581597,False,1793.1011393229169,2800.0895794720896,1793.1011393229169,False,1796.9470703124996,2944.8173197317374,1796.9470703124996,False,1798.3756591796875,2950.8173174429194,1798.3756591796875,False,0.9545022393085575,0.9494644694787269,-0.005037769829830618,0.24482164275168136,244.82164275168137,2797.1459848103937,2797.390806453145,8.736141976580123,0.9515009272928436,0.9522573789737566,0.000756451680912984,0.07135457730992205,71.35457730992205,2947.8450790264806,2947.9164336037907,2.5461953079475466,0.9545022393085575,0.9494644694787269,-0.005037769829830618,0.24482164275168136,244.82164275168137,2797.390806453145,8.736141976580123
23,0,0.3940639999927953,1787090037.970963,0.015913000097498298,1803.0497531467015,2794.0895817609085,1803.0497531467015,False,1799.2428493923612,2800.0895794720896,1799.2428493923612,False,1798.3451822916663,2944.8173197317374,1798.3451822916663,False,1804.0179172092012,2950.8173174429194,1804.0179172092012,False,0.9547323571282853,0.9527165646142969,-0.0020157925139884236,0.13392408946335557,133.92408946335559,2797.1459848103937,2797.279908899857,4.77890698912916,0.9522412411655305,0.955245009403057,0.0030037682375264607,-0.012019951021757857,-12.019951021757857,2947.8450790264806,2947.833059075459,-0.4289163225006372,0.9547323571282853,0.9527165646142969,-0.0020157925139884236,0.13392408946335557,133.92408946335559,2797.279908899857,4.77890698912916
24,0,0.41031610406935215,1787090037.987484,0.01645604195073247,1785.6052761501737,2794.0895817609085,1785.6052761501737,False,1796.2119303385414,2800.0895794720896,1796.2119303385414,False,1789.096137152778,2944.8173197317374,1789.096137152778,False,1792.7380560980903,2950.8173174429194,1792.7380560980903,False,0.94549533712221,0.9511116635362937,0.005616326414083717,-0.146151909483328,-146.151909483328,2797.1459848103937,2796.9998329009104,-5.215240846536112,0.9473437819294634,0.949272213384591,0.001928431455127555,0.027874605339860782,27.874605339860782,2947.8450790264806,2947.8729536318206,0.9946690458129026,0.94549533712221,0.9511116635362937,0.005616326414083717,-0.146151909483328,-146.151909483328,2796.9998329009104,-5.215240846536112
25,0,0.42705256247427315,1787090038.004441,0.016891124891117215,1796.6086859809027,2794.0895817609085,1796.6086859809027,False,1789.815001085069,2800.0895794720896,1789.815001085069,False,1790.6230875651042,2944.8173197317374,1790.6230875651042,False,1797.963986545139,2950.8173174429194,1797.963986545139,False,0.9513217495025709,0.9477244273638631,-0.0035973221387077814,0.19196150917360316,191.96150917360316,2797.1459848103937,2797.3379463195674,6.8498968446190105,0.9481523170039028,0.9520393943152292,0.0038870773113264256,-0.044790357657369016,-44.790357657369015,2947.8450790264806,2947.800288668823,-1.5982856714733449,0.9513217495025709,0.9477244273638631,-0.0035973221387077814,0.19196150917360316,191.96150917360316,2797.3379463195674,6.8498968446190105
