batch,time_s,timestamp_epoch_s,acq_seconds,peak_01,peak_01_freq_mhz,peak_02,peak_02_freq_mhz,peak_03,peak_03_freq_mhz,peak_04,peak_04_freq_mhz
0,0.018847249913960695,1787091687.0221372,0.01866091601550579,1664.6376329210066,2794.1628502598414,1666.581947157118,2800.1628479710225,1681.245556640625,2944.111863886731,1685.2647894965278,2951.111861216443
