batch,time_s,pk1_z_minus,pk1_z_plus,pk1_lockin_signal,pk1_delta_f_mhz,pk1_peak_shift_kHz,pk1_f_new_mhz,pk1_B_shift_uT,pk1_f0_mhz,pk2_z_minus,pk2_z_plus,pk2_lockin_signal,pk2_delta_f_mhz,pk2_peak_shift_kHz,pk2_f_new_mhz,pk2_B_shift_uT,pk2_f0_mhz,B_par_uT,dD_mhz,dD_khz
0,0.018847249913960695,0.9357224890087988,0.936815422702264,0.0010929336934651923,-0.03413461475899945,-34.13461475899945,2797.1724012189666,-1.2180493419568743,2797.2065358337254,0.9450580990015396,0.9473173814408246,0.002259282439284971,-0.07222694400035762,-72.22694400035762,2947.550806826739,-2.5773245789451047,2947.6230337707393,-0.6796376184941152,-0.053180779379678536,-53.18077937967853
