batch,sample,time_s,timestamp_epoch_s,acq_seconds,peak_01,peak_01_freq_mhz,peak_01_raw,peak_01_spike_sig,peak_02,peak_02_freq_mhz,peak_02_raw,peak_02_spike_sig,peak_03,peak_03_freq_mhz,peak_03_raw,peak_03_spike_sig,peak_04,peak_04_freq_mhz,peak_04_raw,peak_04_spike_sig,pk1_z_minus,pk1_z_plus,pk1_lockin_signal,pk1_delta_f_mhz,pk1_peak_shift_kHz,pk1_f0_mhz,pk1_f_new_mhz,pk1_B_shift_uT,pk2_z_minus,pk2_z_plus,pk2_lockin_signal,pk2_delta_f_mhz,pk2_peak_shift_kHz,pk2_f0_mhz,pk2_f_new_mhz,pk2_B_shift_uT,z_minus,z_plus,lockin_signal,delta_f_mhz,peak_shift_kHz,f_new_mhz,B_shift_uT
21,0,0.3340460631297901,1787091218.746345,0.01569345803000033,1717.0454969618058,2793.722388411013,1717.0454969618058,False,1724.2769829644099,2800.722385740725,1724.2769829644099,False,1720.359046766493,2944.2248570655506,1720.359046766493,False,1722.4320963541668,2951.2248543952624,1722.4320963541668,False,0.947715825860416,0.9517072132414042,0.003991387380988143,-0.007565100575082395,-7.565100575082395,2797.232768585552,2797.225203484977,-0.2699507770155008,0.9495447253247781,0.950688936066723,0.0011442107419449288,0.09672321581832465,96.72321581832465,2947.663056495268,2947.759779711086,3.4514421859236597,0.947715825860416,0.9517072132414042,0.003991387380988143,-0.007565100575082395,-7.565100575082395,2797.225203484977,-0.2699507770155008
22,0,0.3499786671018228,1787091218.7623549,0.01573308394290507,1713.2330457899304,2793.722388411013,1713.2330457899304,False,1719.017393663194,2800.722385740725,1719.017393663194,False,1717.799812825521,2944.2248570655506,1717.799812825521,False,1724.3563178168401,2951.2248543952624,1724.3563178168401,False,0.9456115599470785,0.9488042057048489,0.0031926457577704515,0.01892984862213597,18.92984862213597,2797.232768585552,2797.251698434174,0.6754870333334274,0.9481321672345994,0.9517510017696194,0.003618834535019988,0.01552084603770339,15.520846037703391,2947.663056495268,2947.6785773413058,0.5538412088817938,0.9456115599470785,0.9488042057048489,0.0031926457577704515,0.01892984862213597,18.92984862213597,2797.251698434174,0.6754870333334274
23,0,0.36615914665162563,1787091218.778732,0.01630187500268221,1708.6427137586804,2793.722388411013,1708.6427137586804,False,1721.4067057291663,2800.722385740725,1721.4067057291663,False,1719.075314670139,2944.2248570655506,1719.075314670139,False,1722.390185546875,2951.2248543952624,1722.390185546875,False,0.9430779460622588,0.9501229761520199,0.007045030089761095,-0.10885706544035305,-108.85706544035305,2797.232768585552,2797.123911520112,-3.8844228318710052,0.9488361749537877,0.9506658035781458,0.0018296286243580928,0.07423189552240121,74.23189552240122,2947.663056495268,2947.73728839079,2.648868666942664,0.9430779460622588,0.9501229761520199,0.007045030089761095,-0.10885706544035305,-108.85706544035305,2797.123911520112,-3.8844228318710052
24,0,0.3819266250357032,1787091218.793917,0.015136249829083681,1721.3141221788196,2793.722388411013,1721.3141221788196,False,1725.0358072916667,2800.722385740725,1725.0358072916667,False,1721.0492621527778,2944.2248570655506,1721.0492621527778,False,1728.213126627604,2951.2248543952624,1728.213126627604,False,0.9500718750623672,0.9521260430425141,0.0020541679801469037,0.05669413935583297,56.694139355832974,2797.232768585552,2797.289462724908,2.0230566427288386,0.9499256867180503,0.9538797506896372,0.003954063971586819,0.004520618550347524,4.520618550347524,2947.663056495268,2947.6675771138184,0.16131239474548686,0.9500718750623672,0.9521260430425141,0.0020541679801469037,0.05669413935583297,56.694139355832974,2797.289462724908,2.0230566427288386
25,0,0.3970578545704484,1787091218.8089979,0.015032874885946512,1717.7634657118058,2793.722388411013,1717.7634657118058,False,1725.3049641927082,2800.722385740725,1725.3049641927082,False,1724.363728841146,2944.2248570655506,1724.363728841146,False,1728.810232204861,2951.2248543952624,1728.810232204861,False,0.9481121056025965,0.9522746030283782,0.004162497425781675,-0.013240968480494912,-13.240968480494912,2797.232768585552,2797.2195276170714,-0.47248674280955294,0.9517550922523893,0.9542093205270569,0.002454228274667569,0.05373626628323853,53.73626628323853,2947.663056495268,2947.716792761551,1.9175087882971213,0.9481121056025965,0.9522746030283782,0.004162497425781675,-0.013240968480494912,-13.240968480494912,2797.2195276170714,-0.47248674280955294
26,0,0.41209412564057857,1787091218.823982,0.014935333048924804,1716.1459011501734,2793.722388411013,1716.1459011501734,False,1725.284730360243,2800.722385740725,1725.284730360243,False,1725.080433485243,2944.2248570655506,1725.080433485243,False,1728.8265055338538,2951.2248543952624,1728.8265055338538,False,0.9472192978481587,0.9522634350521777,0.0050441372040189725,-0.04248572104584073,-42.485721045840734,2797.232768585552,2797.190282864506,-1.516047710742247,0.9521506742767912,0.9542183025205179,0.002067628243726638,0.0664221697961338,66.4221697961338,2947.663056495268,2947.729478665064,2.3701887594966387,0.9472192978481587,0.9522634350521777,0.0050441372040189725,-0.04248572104584073,-42.485721045840734,2797.190282864506,-1.516047710742247
27,0,0.42705012555234134,1787091218.83894,0.014878833200782537,1713.2952528211804,2793.722388411013,1713.2952528211804,False,1718.4445556640626,2800.722385740725,1718.4445556640626,False,1718.2654351128476,2944.2248570655506,1718.2654351128476,False,1722.9229600694446,2951.2248543952624,1722.9229600694446,False,0.9456458948485704,0.9484880302520775,0.0028421354035070845,0.030556579669274452,30.556579669274452,2797.232768585552,2797.2633251652214,1.0903718123492168,0.9483891654395704,0.950959866168536,0.0025707007289655914,0.0499143361257612,49.914336125761196,2947.663056495268,2947.7129708313937,1.7811281803368968,0.9456458948485704,0.9484880302520775,0.0028421354035070845,0.030556579669274452,30.556579669274452,2797.2633251652214,1.0903718123492168
28,0,0.44278300006408244,1787091218.855433,0.016392249846830964,1715.2875271267362,2793.722388411013,1715.2875271267362,False,1720.4623209635417,2800.722385740725,1720.4623209635417,False,1716.6516574435761,2944.2248570655506,1716.6516574435761,False,1724.87392578125,2951.2248543952624,1724.87392578125,False,0.9467455220233723,0.9496017270705788,0.002856205047206517,0.03008987744141543,30.089877441415428,2797.232768585552,2797.2628584629933,1.073718150207516,0.947498447843971,0.9520366932439167,0.0045382453999457395,-0.014648726098046776,-14.648726098046776,2947.663056495268,2947.64840776917,-0.5227207428649292,0.9467455220233723,0.9496017270705788,0.002856205047206517,0.03008987744141543,30.089877441415428,2797.2628584629933,1.073718150207516
29,0,0.4591551875928417,1787091218.871637,0.016124374931678176,1711.8690619574652,2793.722388411013,1711.8690619574652,False,1720.2813639322915,2800.722385740725,1720.2813639322915,False,1715.7262369791665,2944.2248570655506,1715.7262369791665,False,1725.7262993706597,2951.2248543952624,1725.7262993706597,False,0.9448587149778961,0.9495018486208696,0.004643133642973529,-0.02918408673886407,-29.184086738864067,2797.232768585552,2797.203584498813,-1.0413961867993173,0.9469876660264548,0.9525071571551283,0.005519491128673559,-0.04684734906966176,-46.84734906966176,2947.663056495268,2947.6162091461983,-1.6716867352862461,0.9448587149778961,0.9495018486208696,0.004643133642973529,-0.02918408673886407,-29.184086738864067,2797.203584498813,-1.0413961867993173
30,0,0.47523347951937467,1787091218.887629,0.015940541168674827,1714.7156928168401,2793.722388411013,1714.7156928168401,False,1723.029909939236,2800.722385740725,1723.029909939236,False,1721.420236545139,2944.2248570655506,1721.420236545139,False,1728.0608235677082,2951.2248543952624,1728.0608235677082,False,0.9464299005525275,0.9510188966859884,0.004588996133460865,-0.027388298811319156,-27.388298811319157,2797.232768585552,2797.205380286741,-0.97731582969309,0.9501304444272967,0.9537956876753224,0.0036652432480257513,0.013997989316983896,13.997989316983896,2947.663056495268,2947.677054484585,0.49950004699485784,0.9464299005525275,0.9510188966859884,0.004588996133460865,-0.027388298811319156,-27.388298811319157,2797.205380286741,-0.97731582969309
31,0,0.490847667097114,1787091218.902852,0.015166749944910407,1713.0215006510418,2793.722388411013,1713.0215006510418,False,1718.9032633463544,2800.722385740725,1718.9032633463544,False,1718.5946017795136,2944.2248570655506,1718.5946017795136,False,1723.6410536024305,2951.2248543952624,1723.6410536024305,False,0.9454947985238294,0.9487412119707453,0.0032464134469158967,0.017146327955438294,17.146327955438295,2797.232768585552,2797.2499149135074,0.6118444174792426,0.9485708475556803,0.9513562147841451,0.0027853672284647857,0.04287026400432403,42.870264004324035,2947.663056495268,2947.705926759272,1.5297696261891247,0.9454947985238294,0.9487412119707453,0.0032464134469158967,0.017146327955438294,17.146327955438295,2797.2499149135074,0.6118444174792426
32,0,0.5058787710731849,1787091218.917695,0.014793458161875606,1722.0149820963543,2793.722388411013,1722.0149820963543,False,1731.2450683593747,2800.722385740725,1731.2450683593747,False,1724.0005235460071,2944.2248570655506,1724.0005235460071,False,1732.659730360243,2951.2248543952624,1732.659730360243,False,0.9504587116585635,0.9555532177977424,0.005094506139178834,-0.04415650210868613,-44.15650210868613,2797.232768585552,2797.1886120834433,-1.5756673604298506,0.9515546226627084,0.9563340343624976,0.004779411699789238,-0.02256236336012976,-22.562363360129762,2947.663056495268,2947.640494131908,-0.8051085983489067,0.9504587116585635,0.9555532177977424,0.005094506139178834,-0.04415650210868613,-44.15650210868613,2797.1886120834433,-1.5756673604298506
33,0,0.5208418965339661,1787091218.932779,0.015035375021398067,1718.797265625,2793.722388411013,1718.797265625,False,1727.8931206597222,2800.722385740725,1727.8931206597222,False,1715.4394287109376,2944.2248570655506,1715.4394287109376,False,1729.2940972222223,2951.2248543952624,1729.2940972222223,False,0.9486827069874991,0.953703124781548,0.005020417794048826,-0.041698927740121454,-41.698927740121455,2797.232768585552,2797.191069657812,-1.4879720147060183,0.9468293634449162,0.9544763877278648,0.007647024282948611,-0.11666027756304514,-116.66027756304514,2947.663056495268,2947.546396217705,-4.162870309843175,0.9486827069874991,0.953703124781548,0.005020417794048826,-0.041698927740121454,-41.698927740121455,2797.191069657812,-1.4879720147060183
34,0,0.5364981460152194,1787091218.9490151,0.01619029208086431,1712.1626247829859,2793.722388411013,1712.1626247829859,False,1721.852769639757,2800.722385740725,1721.852769639757,False,1715.4398193359375,2944.2248570655506,1715.4398193359375,False,1725.245792643229,2951.2248543952624,1725.245792643229,False,0.9450207457080791,0.950369179195655,0.005348433487575854,-0.0525794914709543,-52.5794914709543,2797.232768585552,2797.180189094081,-1.876230783291261,0.9468295790486932,0.9522419435479035,0.0054123644992102315,-0.04333209305241353,-43.332093052413526,2947.663056495268,2947.6197244022155,-1.546249395247414,0.9450207457080791,0.950369179195655,0.005348433487575854,-0.0525794914709543,-52.5794914709543,2797.180189094081,-1.876230783291261
35,0,0.5521515420405194,1787091218.964084,0.015013249823823571,1715.0885281032984,2793.722388411013,1715.0885281032984,False,1726.9488362630211,2800.722385740725,1726.9488362630211,False,1716.9343071831602,2944.2248570655506,1716.9343071831602,False,1727.451212565104,2951.2248543952624,1727.451212565104,False,0.9466356853742115,0.9531819310982995,0.006546245724088018,-0.09231195742953233,-92.31195742953233,2797.232768585552,2797.1404566281226,-3.2940321663407195,0.9476544551436337,0.9534592155225408,0.005804760378907092,-0.05620818169776754,-56.20818169776754,2947.663056495268,2947.60684831357,-2.005715875598328,0.9466356853742115,0.9531819310982995,0.006546245724088018,-0.09231195742953233,-92.31195742953233,2797.1404566281226,-3.2940321663407195
36,0,0.5672047296538949,1787091218.979309,0.014974209014326334,1719.1634440104165,2793.722388411013,1719.1634440104165,False,1724.550906032986,2800.722385740725,1724.550906032986,False,1722.35205078125,2944.2248570655506,1722.35205078125,False,1728.6470187717011,2951.2248543952624,1728.6470187717011,False,0.9488848175614829,0.9518584038927976,0.002973586331314726,0.02619623891207133,26.19623891207133,2797.232768585552,2797.2589648244643,0.9347787222406269,0.9506447552594133,0.9541192355794696,0.0034744803200563723,0.020257689017904732,20.25768901790473,2947.663056495268,2947.683314184286,0.7228692912469573,0.9488848175614829,0.9518584038927976,0.002973586331314726,0.02619623891207133,26.19623891207133,2797.2589648244643,0.9347787222406269
