batch,sample,time_s,timestamp_epoch_s,acq_seconds,peak_01,peak_01_freq_mhz,peak_01_raw,peak_01_spike_sig,peak_02,peak_02_freq_mhz,peak_02_raw,peak_02_spike_sig,peak_03,peak_03_freq_mhz,peak_03_raw,peak_03_spike_sig,peak_04,peak_04_freq_mhz,peak_04_raw,peak_04_spike_sig,pk1_z_minus,pk1_z_plus,pk1_lockin_signal,pk1_delta_f_mhz,pk1_peak_shift_kHz,pk1_f0_mhz,pk1_f_new_mhz,pk1_B_shift_uT,pk2_z_minus,pk2_z_plus,pk2_lockin_signal,pk2_delta_f_mhz,pk2_peak_shift_kHz,pk2_f0_mhz,pk2_f_new_mhz,pk2_B_shift_uT,z_minus,z_plus,lockin_signal,delta_f_mhz,peak_shift_kHz,f_new_mhz,B_shift_uT
0,0,0.007606000523082912,1787091218.41941,0.014747082954272628,1716.5090142144097,2793.722388411013,1716.5090142144097,False,1716.778567165799,2800.722385740725,1716.778567165799,False,1721.6396728515624,2944.2248570655506,1721.6396728515624,False,1727.095591905382,2951.2248543952624,1727.095591905382,False,0.9474197165313925,0.9475684951155307,0.00014877858413819833,0.11989755054755247,119.89755054755247,2797.232768585552,2797.3526661360997,4.278388186823882,0.9502515613462914,0.9532629322395306,0.003011370893239218,0.03545417384542998,35.454173845429985,2947.663056495268,2947.698510669113,1.2651360921149721,0.9474197165313925,0.9475684951155307,0.00014877858413819833,0.11989755054755247,119.89755054755247,2797.3526661360997,4.278388186823882
1,0,0.022832250106148422,1787091218.4350889,0.015591500094160438,1711.633558485243,2793.722388411013,1711.633558485243,False,1720.0518310546875,2800.722385740725,1720.0518310546875,False,1715.8733859592016,2944.2248570655506,1715.8733859592016,False,1723.6076063368055,2951.2248543952624,1723.6076063368055,False,0.9447287298563224,0.9493751589431381,0.004646429086815673,-0.029293399456070613,-29.293399456070613,2797.232768585552,2797.203475186096,-1.0452968689719744,0.9470688842687117,0.951337753710737,0.004268869442025314,-0.0058094163790199166,-5.8094163790199165,2947.663056495268,2947.6572470788888,-0.20730146941978006,0.9447287298563224,0.9493751589431381,0.004646429086815673,-0.029293399456070613,-29.293399456070613,2797.203475186096,-1.0452968689719744
2,0,0.038388187531381845,1787091218.450453,0.015278874896466732,1718.8271321614582,2793.722388411013,1718.8271321614582,False,1725.4825981987844,2800.722385740725,1725.4825981987844,False,1719.0748426649304,2944.2248570655506,1719.0748426649304,False,1731.9076714409723,2951.2248543952624,1731.9076714409723,False,0.9486991916929511,0.9523726473487338,0.003673455655782698,0.0029809692210154355,2.9809692210154357,2797.232768585552,2797.235749554773,0.1063720104558748,0.948835914432557,0.955918938699026,0.007083024266469007,-0.0981531662911767,-98.15316629117669,2947.663056495268,2947.564903328977,-3.5024681091627423,0.9486991916929511,0.9523726473487338,0.003673455655782698,0.0029809692210154355,2.9809692210154357,2797.235749554773,0.1063720104558748
3,0,0.05364735459443182,1787091218.4656692,0.01514337514527142,1714.1947699652778,2793.722388411013,1714.1947699652778,False,1726.091609700521,2800.722385740725,1726.091609700521,False,1719.2962076822914,2944.2248570655506,1719.2962076822914,False,1726.619509548611,2951.2248543952624,1726.619509548611,False,0.9461423794406225,0.9527087886096078,0.006566409168985321,-0.09298079630391431,-92.98079630391432,2797.232768585552,2797.139787789248,-3.3178988118724777,0.9489580958952009,0.9530001606445303,0.004042064749329444,0.001632958731010227,1.6329587310102271,2947.663056495268,2947.664689453999,0.05827000895697356,0.9461423794406225,0.9527087886096078,0.006566409168985321,-0.09298079630391431,-92.98079630391432,2797.139787789248,-3.3178988118724777
4,0,0.06951791711617261,1787091218.482184,0.01640333398245275,1712.0715196397566,2793.722388411013,1712.0715196397566,False,1726.0732503255208,2800.722385740725,1726.0732503255208,False,1717.8683132595488,2944.2248570655506,1717.8683132595488,False,1729.8120768229164,2951.2248543952624,1729.8120768229164,False,0.9449704606188323,0.9526986552320873,0.007728194613255024,-0.13151822246181505,-131.51822246181504,2797.232768585552,2797.1012503630905,-4.69305675356177,0.9481699757524991,0.9547622843251998,0.006592308572700767,-0.0820508086988709,-82.0508086988709,2947.663056495268,2947.581005686569,-2.927876416602587,0.9449704606188323,0.9526986552320873,0.007728194613255024,-0.13151822246181505,-131.51822246181504,2797.1012503630905,-4.69305675356177
5,0,0.08615879202261567,1787091218.4988852,0.016583249904215336,1715.827197265625,2793.722388411013,1715.827197265625,False,1726.429931640625,2800.722385740725,1726.429931640625,False,1726.6441433376738,2944.2248570655506,1726.6441433376738,False,1729.7904541015625,2951.2248543952624,1729.7904541015625,False,0.9470433906193263,0.9528955239392423,0.005852133319915964,-0.06928764975465175,-69.28764975465175,2797.232768585552,2797.1634809357975,-2.4724396857925974,0.9530137571577194,0.9547503497577923,0.0017365926000728615,0.0772847820533031,77.28478205330309,2947.663056495268,2947.740341277321,2.7578069530867504,0.9470433906193263,0.9528955239392423,0.005852133319915964,-0.06928764975465175,-69.28764975465175,2797.1634809357975,-2.4724396857925974
6,0,0.10214820900000632,1787091218.514206,0.015258499886840582,1716.7240397135417,2793.722388411013,1716.7240397135417,False,1724.9606472439239,2800.722385740725,1724.9606472439239,False,1720.460202365451,2944.2248570655506,1720.460202365451,False,1728.7866482204863,2951.2248543952624,1728.7866482204863,False,0.9475383989244051,0.9520845587796659,0.004546159855260856,-0.02596738248278843,-25.96738248278843,2797.232768585552,2797.2068012030695,-0.9266122781468895,0.9496005577195379,0.9541963034490188,0.00459574572948096,-0.016535543413265623,-16.53554341326562,2947.663056495268,2947.6465209518547,-0.590049365303512,0.9475383989244051,0.9520845587796659,0.004546159855260856,-0.02596738248278843,-25.96738248278843,2797.2068012030695,-0.9266122781468895
7,0,0.11765216710045934,1787091218.5298948,0.01562758395448327,1711.022718641493,2793.722388411013,1711.022718641493,False,1718.732443576389,2800.722385740725,1718.732443576389,False,1719.4995171440976,2944.2248570655506,1719.4995171440976,False,1722.1712836371528,2951.2248543952624,1722.1712836371528,False,0.9443915794499923,0.9486469287384999,0.0042553492885075705,-0.016320944926293848,-16.320944926293848,2797.232768585552,2797.2164476406256,-0.5823916973413448,0.9490703116721513,0.9505449816170959,0.0014746699449446066,0.08587951889983499,85.87951889983499,2947.663056495268,2947.7489360141676,3.0644989615984506,0.9443915794499923,0.9486469287384999,0.0042553492885075705,-0.016320944926293848,-16.320944926293848,2797.2164476406256,-0.5823916973413448
8,0,0.13325872947461903,1787091218.54544,0.015477458946406841,1713.2148491753476,2793.722388411013,1713.2148491753476,False,1724.962953016493,2800.722385740725,1724.962953016493,False,1723.6807318793403,2944.2248570655506,1723.6807318793403,False,1725.8021701388884,2951.2248543952624,1725.8021701388884,False,0.9456015164044654,0.9520858314408496,0.006484315036384136,-0.0902576630535199,-90.2576630535199,2797.232768585552,2797.142510922499,-3.220727342760487,0.9513781150372467,0.9525490336970708,0.001170918659824105,0.09584682150345371,95.84682150345371,2947.663056495268,2947.7589033167715,3.420169194385302,0.9456015164044654,0.9520858314408496,0.006484315036384136,-0.0902576630535199,-90.2576630535199,2797.142510922499,-3.220727342760487
9,0,0.14863972959574312,1787091218.560631,0.015129708917811513,1710.6183810763887,2793.722388411013,1710.6183810763887,False,1720.9088053385415,2800.722385740725,1720.9088053385415,False,1717.357421875,2944.2248570655506,1717.357421875,False,1722.3669135199652,2951.2248543952624,1722.3669135199652,False,0.9441684070820398,0.9498481621877235,0.005679755105683748,-0.06356971557414512,-63.56971557414512,2797.232768585552,2797.169198869978,-2.2684026396711787,0.9478879914653678,0.9506529586836795,0.0027649672183116536,0.04353967047031643,43.53967047031643,2947.663056495268,2947.706596165738,1.5536565254894528,0.9441684070820398,0.9498481621877235,0.005679755105683748,-0.06356971557414512,-63.56971557414512,2797.169198869978,-2.2684026396711787
10,0,0.16409356251824647,1787091218.576385,0.015671875094994903,1717.7782823350692,2793.722388411013,1717.7782823350692,False,1726.432080078125,2800.722385740725,1726.432080078125,False,1722.5154676649304,2944.2248570655506,1722.5154676649304,False,1725.2026882595485,2951.2248543952624,1725.2026882595485,False,0.9481202835736389,0.9528967097600158,0.00477642618637697,-0.03360551547524992,-33.605515475249916,2797.232768585552,2797.199163070077,-1.1991691220114873,0.9507349525006341,0.9522181522700077,0.001483199769373611,0.08559962101823129,85.59962101823129,2947.663056495268,2947.7486561162864,3.0545111696485616,0.9481202835736389,0.9528967097600158,0.00477642618637697,-0.03360551547524992,-33.605515475249916,2797.199163070077,-1.1991691220114873
11,0,0.18040400056634098,1787091218.593227,0.016743832966312766,1711.9936225043407,2793.722388411013,1711.9936225043407,False,1724.1638292100695,2800.722385740725,1724.1638292100695,False,1718.956051974826,2944.2248570655506,1718.956051974826,False,1729.2315782335068,2951.2248543952624,1729.2315782335068,False,0.9449274656322967,0.9516447585167428,0.006717292884446113,-0.09798573940393317,-97.98573940393317,2797.232768585552,2797.134782846148,-3.4964936983989854,0.9487703484256131,0.9544418806428008,0.005671532217187636,-0.05183642931932124,-51.83642931932124,2947.663056495268,2947.6112200659486,-1.8497155766243663,0.9449274656322967,0.9516447585167428,0.006717292884446113,-0.09798573940393317,-97.98573940393317,2797.134782846148,-3.4964936983989854
12,0,0.1968299379805103,1787091218.60921,0.015917957993224263,1718.955099826389,2793.722388411013,1718.955099826389,False,1728.8399441189235,2800.722385740725,1728.8399441189235,False,1726.2214246961805,2944.2248570655506,1726.2214246961805,False,1731.1610785590274,2951.2248543952624,1731.1610785590274,False,0.9487698228914068,0.9542257198893472,0.005455896997940468,-0.056144148883191344,-56.14414888319134,2797.232768585552,2797.176624436669,-2.0034309478729426,0.9527804394342588,0.955506859991184,0.00272642055692518,0.04480454162385176,44.80454162385176,2947.663056495268,2947.7078610368917,1.5987918078736711,0.9487698228914068,0.9542257198893472,0.005455896997940468,-0.056144148883191344,-56.14414888319134,2797.176624436669,-2.0034309478729426
13,0,0.21223229204770178,1787091218.624052,0.014789249980822206,1719.9709201388887,2793.722388411013,1719.9709201388887,False,1727.9035888671874,2800.722385740725,1727.9035888671874,False,1726.5910753038195,2944.2248570655506,1726.5910753038195,False,1727.2995307074652,2951.2248543952624,1727.2995307074652,False,0.9493305005135723,0.9537089026633226,0.004378402149750382,-0.020402714565475516,-20.402714565475517,2797.232768585552,2797.2123658709866,-0.7280443393332685,0.9529844664862608,0.9533754953781215,0.0003910288918607119,0.12143814471933191,121.43814471933192,2947.663056495268,2947.7844946399873,4.333362286587636,0.9493305005135723,0.9537089026633226,0.004378402149750382,-0.020402714565475516,-20.402714565475517,2797.2123658709866,-0.7280443393332685
14,0,0.2274082296062261,1787091218.639596,0.015460040885955095,1709.5201605902778,2793.722388411013,1709.5201605902778,False,1726.1965711805558,2800.722385740725,1726.1965711805558,False,1720.9741292317708,2944.2248570655506,1720.9741292317708,False,1725.944392903646,2951.2248543952624,1725.944392903646,False,0.9435622490409086,0.9527667216439455,0.009204472603036917,-0.1804876378563383,-180.48763785633832,2797.232768585552,2797.0522809476956,-6.4404666662981125,0.9498842174276865,0.9526275329361399,0.0027433155084534144,0.04425015024312532,44.25015024312532,2947.663056495268,2947.707306645511,1.5790090723353312,0.9435622490409086,0.9527667216439455,0.009204472603036917,-0.1804876378563383,-180.48763785633832,2797.0522809476956,-6.4404666662981125
15,0,0.24304295855108649,1787091218.655147,0.015348917106166482,1717.9615532769094,2793.722388411013,1717.9615532769094,False,1730.8850396050348,2800.722385740725,1730.8850396050348,False,1723.0253797743055,2944.2248570655506,1723.0253797743055,False,1730.5573377821179,2951.2248543952624,1730.5573377821179,False,0.948221439176277,0.9553545014859984,0.0071330623097214385,-0.1117771701748123,-111.7771701748123,2797.232768585552,2797.1209914153774,-3.9886229722670676,0.9510163962810743,0.9551736278840518,0.00415723160297754,-0.002146129412639481,-2.146129412639481,2947.663056495268,2947.660910365855,-0.07658183744788327,0.948221439176277,0.9553545014859984,0.0071330623097214385,-0.1117771701748123,-111.7771701748123,2797.1209914153774,-3.9886229722670676
16,0,0.2582037710817531,1787091218.67008,0.014854042092338204,1720.2115234375,2793.722388411013,1720.2115234375,False,1729.8087456597223,2800.722385740725,1729.8087456597223,False,1719.8622531467015,2944.2248570655506,1719.8622531467015,False,1726.577720811632,2951.2248543952624,1726.577720811632,False,0.949463300462235,0.9547604457041013,0.005297145241866308,-0.050878216083533385,-50.87821608353339,2797.232768585552,2797.1818903694684,-1.815522983283378,0.94927052223785,0.9529770955321335,0.0037065732942834773,0.01264178409958411,12.64178409958411,2947.663056495268,2947.6756982793677,0.45110562730459997,0.949463300462235,0.9547604457041013,0.005297145241866308,-0.050878216083533385,-50.87821608353339,2797.1818903694684,-1.815522983283378
17,0,0.27331647952087224,1787091218.685336,0.015198790933936834,1712.4999647352429,2793.722388411013,1712.4999647352429,False,1722.7775960286458,2800.722385740725,1722.7775960286458,False,1714.189808485243,2944.2248570655506,1714.189808485243,False,1727.4927680121532,2951.2248543952624,1727.4927680121532,False,0.9452069390337742,0.9508796331157603,0.005672694081986118,-0.0633354953223002,-63.335495322300204,2797.232768585552,2797.1694330902296,-2.2600447945439694,0.9461396409732045,0.9534821518715711,0.007342510898366683,-0.10666796740779391,-106.66796740779391,2947.663056495268,2947.5563885278602,-3.806307715093988,0.9452069390337742,0.9508796331157603,0.005672694081986118,-0.0633354953223002,-63.335495322300204,2797.1694330902296,-2.2600447945439694
18,0,0.2886992085259408,1787091218.7008572,0.015466332901269197,1720.3819363064238,2793.722388411013,1720.3819363064238,False,1727.7879150390625,2800.722385740725,1727.7879150390625,False,1721.2542941623262,2944.2248570655506,1721.2542941623262,False,1729.6273491753473,2951.2248543952624,1729.6273491753473,False,0.9495573591072127,0.9536450569948497,0.004087697887636965,-0.010759803225658364,-10.759803225658363,2797.232768585552,2797.2220087823266,-0.38394958698466897,0.9500388532477672,0.9546603247001433,0.004621471452376125,-0.017379707956277267,-17.379707956277265,2947.663056495268,2947.6456767873115,-0.620172279341895,0.9495573591072127,0.9536450569948497,0.004087697887636965,-0.010759803225658364,-10.759803225658363,2797.2220087823266,-0.38394958698466897
19,0,0.3038692499976605,1787091218.71568,0.014775000046938658,1710.8784776475695,2793.722388411013,1710.8784776475695,False,1715.1410183376734,2800.722385740725,1715.1410183376734,False,1716.0039849175344,2944.2248570655506,1716.0039849175344,False,1719.0624647352429,2951.2248543952624,1719.0624647352429,False,0.9443119662580757,0.9466646571317499,0.002352690873674179,0.046791877262179496,46.7918772621795,2797.232768585552,2797.279560462814,1.6697072959670103,0.947140967798165,0.9488290824878723,0.0016881146897073096,0.07887553747023203,78.87553747023203,2947.663056495268,2947.741932032738,2.814570991658294,0.9443119662580757,0.9466646571317499,0.002352690873674179,0.046791877262179496,46.7918772621795,2797.279560462814,1.6697072959670103
20,0,0.3187253960641101,1787091218.730571,0.014842707896605134,1714.674275716146,2793.722388411013,1714.674275716146,False,1726.7047743055555,2800.722385740725,1726.7047743055555,False,1717.6670708550348,2944.2248570655506,1717.6670708550348,False,1730.8791666666668,2951.2248543952624,1730.8791666666668,False,0.9464070405631687,0.9530472221578609,0.006640181594692152,-0.09542789135247838,-95.42789135247838,2797.232768585552,2797.1373406942,-3.405220216688495,0.948058900878869,0.9553512599431008,0.007292359064231757,-0.10502228381257556,-105.02228381257555,2947.663056495268,2947.5580342114554,-3.7475836359040664,0.9464070405631687,0.9530472221578609,0.006640181594692152,-0.09542789135247838,-95.42789135247838,2797.1373406942,-3.405220216688495
