save_id,timestamp_epoch_s,n_channels,rank,condition_number,residual_norm_uT,delta_Bx_uT,delta_By_uT,delta_Bz_uT,status
000000,0.0818996881134808,8,3,9.350192616569638,19.505220610109973,-0.36832539206449,3.881834875381236,-0.16420342398704998,ok
000001,0.2360798965673893,8,3,9.350192616569638,19.54222028565848,-0.21031553797261543,3.641744666890395,-0.38189039740747666,ok
000002,0.3740368958096951,8,3,9.350192616569638,23.599172390756927,-1.2075938683664142,-8.781754262720487,0.7624733288035144,ok
000003,0.5316414583940059,8,3,9.350192616569638,23.602220533318558,-1.0593548580150898,-9.006998030625185,0.5582474487678559,ok
000004,0.6745100002735853,8,3,9.350192616569638,14.22481084077271,-0.2076118748094643,6.4517451543713165,0.5342947130582307,ok
000005,0.8237416669726372,8,3,9.350192616569638,14.161719977216197,-0.12404047751334604,6.324761465182987,0.4191600928380889,ok
000006,0.9641872919164598,8,3,9.350192616569638,12.974413618016328,0.4359604827608244,2.1632251649421566,0.47831791570866056,ok
000007,1.1114469373133034,8,3,9.350192616569638,12.882498615333372,0.675299868100863,1.799557700931034,0.14858489548395873,ok
000008,1.250678458949551,8,3,9.350192616569638,15.965170148039785,-0.15217812931978947,2.4687607033051466,-1.7165239633677893,ok
000009,1.401843604398891,8,3,9.350192616569638,15.94987854189717,-0.06156169131037604,2.3310723317829036,-1.84136439338894,ok
000010,1.5498815418686718,8,3,9.350192616569638,13.653188429842462,1.402722184876177,0.8828129950561954,-1.1626230868522567,ok
000011,1.6912156459875405,8,3,9.350192616569638,13.55941973253086,1.678897310168701,0.46317496809547143,-1.543103959418471,ok
000012,1.832840146496892,8,3,9.350192616569638,20.007456143978285,0.5232056770666117,-0.7893400925081373,-2.7309289731404194,ok
000013,1.979789583943784,8,3,9.350192616569638,20.153419209232847,0.7205965046141339,-1.0892682533968143,-3.0028703155125793,ok
000014,2.122138833394274,8,3,9.350192616569638,21.438998415829204,-0.485727884296294,2.6485970477312364,-0.038942283629185656,ok
000015,2.2599583545234054,8,3,9.350192616569638,21.472034777377722,-0.37257626854114,2.4766672957935216,-0.1948289712850613,ok
000016,2.3981214168015867,8,3,9.350192616569638,23.858258767029408,-0.7734678972569649,7.665017202917436,2.699285826283355,ok
000017,2.54937847959809,8,3,9.350192616569638,23.74698714033241,-0.595923254711821,7.395244596075394,2.4546861707442047,ok
000018,2.686218833550811,8,3,9.350192616569638,29.34046162316255,0.14137995126930852,3.5312805511345466,-1.1544801416126733,ok
000019,2.8417443544603884,8,3,9.350192616569638,29.589683424525294,0.39342117073457383,3.1483131135814664,-1.5017122212694602,ok
000020,2.9803003747947514,8,3,9.350192616569638,19.555349562247493,-0.46581692315494,1.707355267271277,-0.8978876965602856,ok
000021,3.1328597497195005,8,3,9.350192616569638,19.551085317698437,-0.23199189712430332,1.3520666710459435,-1.2200236957300947,ok
000022,3.270748250419274,8,3,9.350192616569638,17.04857562975789,-0.6143715991528584,5.830195626240641,0.22472134778093544,ok
