rep,trial,column,sigma
20,1,peak_16,0.4867722597936738
20,1,delta_f_mhz_b01,0.044646665126182254
20,1,delta_f_mhz_b02,0.028712474220953764
20,1,delta_f_mhz_b03,0.09113378358141173
20,1,delta_f_mhz_b04,0.09683677005101464
20,1,delta_f_mhz_b05,0.08327086978425771
20,1,delta_f_mhz_b06,0.10857959798721414
20,1,delta_f_mhz_b07,0.028721894677931566
20,1,delta_f_mhz_b08,0.04033900047565905
20,1,delta_Bx_uT,0.9026142722651523
20,1,delta_By_uT,3.0778115786998486
20,1,delta_Bz_uT,1.042269078855191
20,1,delta_B_mag_uT,2.293485154503629
20,2,peak_01,0.46711407061964055
20,2,peak_02,0.48040908113208136
20,2,peak_03,0.4898006745141564
20,2,peak_04,0.5103481550621409
20,2,peak_05,0.540510110209234
20,2,peak_06,0.5302099819364773
20,2,peak_07,0.5448256317955134
20,2,peak_08,0.5381965238640307
20,2,peak_09,0.5354297378388307
20,2,peak_10,0.5253881215058153
20,2,peak_11,0.5136114949175719
20,2,peak_12,0.5047139601902667
20,2,peak_13,0.5193768036101456
20,2,peak_14,0.517525144968363
20,2,peak_15,0.5087098272142972
20,2,peak_16,0.4962559749681937
20,2,delta_f_mhz_b01,0.04614957447513394
20,2,delta_f_mhz_b02,0.031415163074921065
20,2,delta_f_mhz_b03,0.10987930705678244
20,2,delta_f_mhz_b04,0.1003162658197951
20,2,delta_f_mhz_b05,0.10129651540275057
20,2,delta_f_mhz_b06,0.12629246213591877
20,2,delta_f_mhz_b07,0.03121863811741166
20,2,delta_f_mhz_b08,0.04321897754285141
20,2,delta_Bx_uT,0.9405174002558174
20,2,delta_By_uT,3.1328236792045856
20,2,delta_Bz_uT,1.0681825843081407
20,2,delta_B_mag_uT,2.5163141429750113
20,3,peak_01,0.43047855980471955
20,3,peak_02,0.45077751359699186
20,3,peak_03,0.4377920903805642
20,3,peak_04,0.4269828352722232
20,3,peak_05,0.4236449272726706
20,3,peak_06,0.41662376406383006
20,3,peak_07,0.4169161225711369
20,3,peak_08,0.4087218386655528
20,3,peak_09,0.4080641427924817
20,3,peak_10,0.4013652715968937
20,3,peak_11,0.412102105875333
20,3,peak_12,0.42586635581997245
20,3,peak_13,0.4349840562293062
20,3,peak_14,0.434036865398907
