rep,trial,column,sigma
90,1,peak_06,0.5596793360800764
90,1,peak_07,0.5531796770841871
90,1,peak_08,0.6045446843070691
90,1,peak_09,0.5965123022833959
90,1,peak_10,0.5874354382736114
90,1,peak_11,0.5786134996803604
90,1,peak_12,0.5567502489744806
90,1,peak_13,0.5499673044227325
90,1,peak_14,0.5013690483898391
90,1,peak_15,0.4840356882830834
90,1,peak_16,0.5014576030781646
90,1,delta_f_mhz_b01,0.07483348515786442
90,1,delta_f_mhz_b02,0.0509596465629426
90,1,delta_f_mhz_b03,0.1766373313693517
90,1,delta_f_mhz_b04,0.21646373265903504
90,1,delta_f_mhz_b05,0.1497772179856766
90,1,delta_f_mhz_b06,0.20257480477335527
90,1,delta_f_mhz_b07,0.0540797852559794
90,1,delta_f_mhz_b08,0.07922457846716763
90,1,delta_Bx_uT,1.716182992073274
90,1,delta_By_uT,6.6028552981486
90,1,delta_Bz_uT,1.4637435569518409
90,1,delta_B_mag_uT,4.455238776689504
90,2,peak_01,0.6277788529358247
90,2,peak_02,0.6292080791712431
90,2,peak_03,0.6210173660048331
90,2,peak_04,0.6040073751854539
90,2,peak_05,0.5711056937792033
90,2,peak_06,0.5945061448079584
90,2,peak_07,0.6184848844356978
90,2,peak_08,0.6698344378980804
90,2,peak_09,0.6613806519154564
90,2,peak_10,0.6537399292523296
90,2,peak_11,0.65545405924025
90,2,peak_12,0.6321339022747591
90,2,peak_13,0.6309092782688069
90,2,peak_14,0.6317076245416832
90,2,peak_15,0.6399474897578906
90,2,peak_16,0.62122606314348
90,2,delta_f_mhz_b01,0.06335764662830054
90,2,delta_f_mhz_b02,0.048211632313507224
90,2,delta_f_mhz_b03,0.1768250072260079
90,2,delta_f_mhz_b04,0.1600856822466978
90,2,delta_f_mhz_b05,0.16521762098185408
90,2,delta_f_mhz_b06,0.18154610939145505
90,2,delta_f_mhz_b07,0.05387481683972585
90,2,delta_f_mhz_b08,0.06429760274166973
90,2,delta_Bx_uT,1.5922112093261735
90,2,delta_By_uT,5.177850989472502
90,2,delta_Bz_uT,1.6175376549179599
90,2,delta_B_mag_uT,3.3043613533005836
90,3,peak_01,0.6042203054702138
90,3,peak_02,0.6120640715192738
90,3,peak_03,0.6064900488462724
90,3,peak_04,0.5971571202570837
90,3,peak_05,0.574418546750039
90,3,peak_06,0.5845036054587612
90,3,peak_07,0.6079202123424743
90,3,peak_08,0.5971185844452924
90,3,peak_09,0.605450053926791
90,3,peak_10,0.5834976591986548
90,3,peak_11,0.5468458959969438
90,3,peak_12,0.5287778686403048
90,3,peak_13,0.5174689059554937
90,3,peak_14,0.5680187132724737
90,3,peak_15,0.5838408215975364
90,3,peak_16,0.5910319886669001
90,3,delta_f_mhz_b01,0.07829779189825524
90,3,delta_f_mhz_b02,0.04539117152533188
90,3,delta_f_mhz_b03,0.17098262709213383
90,3,delta_f_mhz_b04,0.16946110104460288
90,3,delta_f_mhz_b05,0.149826425247006
90,3,delta_f_mhz_b06,0.19422313032322183
90,3,delta_f_mhz_b07,0.05488143499907361
90,3,delta_f_mhz_b08,0.07675959632176654
90,3,delta_Bx_uT,1.6829701926576974
90,3,delta_By_uT,4.743278551987525
90,3,delta_Bz_uT,1.4817973185652535
90,3,delta_B_mag_uT,3.2031975815883977
100,1,peak_01,0.6144240888344032
100,1,peak_02,0.6232983487331474
100,1,peak_03,0.606157186364703
100,1,peak_04,0.5912947651832605
100,1,peak_05,0.5774049344540699
100,1,peak_06,0.5654308644830179
100,1,peak_07,0.5522410079891641
100,1,peak_08,0.5399495818819106
100,1,peak_09,0.5536999877683327
100,1,peak_10,0.589677173137502
100,1,peak_11,0.5607460659023719
100,1,peak_12,0.5919567396755724
100,1,peak_13,0.6070343220238666
100,1,peak_14,0.6015426593405536
100,1,peak_15,0.6118046419118621
100,1,peak_16,0.5903250710058731
100,1,delta_f_mhz_b01,0.07613381568527985
100,1,delta_f_mhz_b02,0.04588538268435777
100,1,delta_f_mhz_b03,0.14219493981849995
100,1,delta_f_mhz_b04,0.16079319693695712
100,1,delta_f_mhz_b05,0.1720812779002691
100,1,delta_f_mhz_b06,0.1945256695382819
100,1,delta_f_mhz_b07,0.0557409616753776
100,1,delta_f_mhz_b08,0.08218217824569435
100,1,delta_Bx_uT,1.7803049050357156
100,1,delta_By_uT,4.292988522169077
100,1,delta_Bz_uT,1.3487155914791684
100,1,delta_B_mag_uT,2.7284206759685143
100,2,peak_01,0.5713299838974055
100,2,peak_02,0.5886537394587565
100,2,peak_03,0.5918022307695262
100,2,peak_04,0.5838457290262998
100,2,peak_05,0.574280330470976
100,2,peak_06,0.5689509751465517
100,2,peak_07,0.6082460091391323
100,2,peak_08,0.6121470177793631
100,2,peak_09,0.6012465374391952
100,2,peak_10,0.6277787093518107
100,2,peak_11,0.6240860231111124
100,2,peak_12,0.5907311350637104
100,2,peak_13,0.5747269009951228
100,2,peak_14,0.5502761646919729
100,2,peak_15,0.5437341742321771
100,2,peak_16,0.5496016204908694
100,2,delta_f_mhz_b01,0.07200239550135258
100,2,delta_f_mhz_b02,0.054508028560500556
100,2,delta_f_mhz_b03,0.1912982874292554
100,2,delta_f_mhz_b04,0.20193833781462953
100,2,delta_f_mhz_b05,0.17500838997061022
100,2,delta_f_mhz_b06,0.22226335862170568
100,2,delta_f_mhz_b07,0.05887639698778865
100,2,delta_f_mhz_b08,0.08882811311294743
100,2,delta_Bx_uT,1.922829542485182
100,2,delta_By_uT,6.2724292185166
100,2,delta_Bz_uT,1.465267612922183
100,2,delta_B_mag_uT,4.486130917281975
100,3,peak_01,0.6296111786131819
100,3,peak_02,0.6254005407873879
100,3,peak_03,0.6207201364206938
100,3,peak_04,0.5978407730311982
100,3,peak_05,0.5917670415064227
100,3,peak_06,0.5596578846474273
100,3,peak_07,0.5874638844297339
100,3,peak_08,0.5999778950150532
100,3,peak_09,0.6152555735087318
100,3,peak_10,0.6630660671040024
100,3,peak_11,0.6670599251106957
100,3,peak_12,0.6382035253148816
100,3,peak_13,0.6357144052848684
100,3,peak_14,0.6413962072702473
100,3,peak_15,0.636010981280801
100,3,peak_16,0.644330192430034
100,3,delta_f_mhz_b01,0.07638653264018744
100,3,delta_f_mhz_b02,0.050933012856150095
100,3,delta_f_mhz_b03,0.17859242741578685
100,3,delta_f_mhz_b04,0.16243002093350695
100,3,delta_f_mhz_b05,0.179352499238916
100,3,delta_f_mhz_b06,0.19534309229412167
100,3,delta_f_mhz_b07,0.06037209047046969
100,3,delta_f_mhz_b08,0.08381909655623508
100,3,delta_Bx_uT,1.8934860510731542
100,3,delta_By_uT,4.765981739825081
100,3,delta_Bz_uT,1.5849971981656163
100,3,delta_B_mag_uT,3.2914026700942296
