save_id,timestamp_epoch_s,n_channels,rank,condition_number,residual_norm_uT,delta_Bx_uT,delta_By_uT,delta_Bz_uT,status
000000,0.0103781253565102,8,3,7.578249727084958,60.15384092519707,-11.568906614696782,5.607822099445116,-15.978445077181755,ok
000001,0.0812585419043898,8,3,7.578249727084958,58.30783860192431,-10.315844997192656,5.2416684337675115,-15.42284198573348,ok
000002,0.1563762084115296,8,3,7.578249727084958,69.45816352778466,-3.601096752750152,5.499432642949813,-15.234556368762956,ok
000003,0.2306388127617538,8,3,7.578249727084958,95.54106531663675,-7.2346836608100915,9.54914563510768,-20.115130528819968,ok
000004,0.2986375002656132,8,3,7.578249727084958,104.13460448526538,-8.496055893833056,10.728855534555958,-16.841676441604378,ok
000005,0.373102749697864,8,3,7.578249727084958,99.26564184308029,-4.3694559490382225,9.523033190734424,-15.011956614206717,ok
000006,0.4508124792482704,8,3,7.578249727084958,84.25140067634746,-2.337943317023281,2.8810105339077596,-10.143099746274414,ok
000007,0.5240220206324011,8,3,7.578249727084958,50.13061484444127,-1.4006186881137161,-0.28546460087625797,-7.5781412565047805,ok
000008,0.6026980625465512,8,3,7.578249727084958,97.0027155609739,-2.3815971375135447,-4.397427970045332,-6.585067828176583,ok
000009,0.6860879582818598,8,3,7.578249727084958,61.849110474219714,-0.7225239931975547,4.79451609480054,-12.541619234171252,ok
000010,0.7691901668440551,8,3,7.578249727084958,85.12796379307888,-1.4034047445272555,7.0958624761982945,-8.016175529578554,ok
000011,0.8526645419187844,8,3,7.578249727084958,45.14021960666487,-4.272126187178623,2.971488085799976,-15.962114779172905,ok
000012,0.9307981666643173,8,3,7.578249727084958,42.39565736087824,9.915865484524057,-0.686885103397556,-6.131889353353059,ok
000013,1.0103442086838186,8,3,7.578249727084958,58.02018210312102,4.850558570070757,0.667217690310331,-4.945809260009621,ok
000014,1.1283461877610534,8,3,7.578249727084958,50.832099889419794,-3.9232205903134423,1.2674569935325337,-12.936996262030414,ok
000015,1.2074555628933012,8,3,7.578249727084958,91.20074179761707,-2.1065225189175067,4.466207047725657,-11.545203595077387,ok
000016,1.2913327293936163,8,3,7.578249727084958,64.06407214271063,-3.191316046531224,8.604375062161305,-17.5342558952344,ok
000017,1.372811104170978,8,3,7.578249727084958,65.57505674837716,-5.998248227418625,1.385460090284171,-15.691310128039385,ok
000018,1.453388916794211,8,3,7.578249727084958,78.56283644223785,-7.482352733432631,6.432129001597516,-17.945436873066793,ok
000019,1.5342841253150254,8,3,7.578249727084958,57.363480400960974,-5.641897150828393,3.4065035253293927,-13.953694856317346,ok
000020,1.610814583254978,8,3,7.578249727084958,78.9197823544451,-9.8159323680328,14.270269131494041,-21.317834824539936,ok
000021,1.6871103746816516,8,3,7.578249727084958,59.49429668363512,-13.659852306272812,16.716537204396946,-23.62897198575399,ok
