point_index,point_in_block,label,frequency_mhz,baseline_z,slope_z_per_mhz
1,0,f_minus,2806.6997555615753,-1.0147828016519005,-0.005175769086034976
2,1,f_plus,2812.6997532727573,-1.0147828016518998,0.0040726370419740645
