batch,sample,time_s,timestamp_epoch_s,acq_seconds,peak_01,peak_01_freq_mhz,peak_01_raw,peak_01_spike_sig,peak_02,peak_02_freq_mhz,peak_02_raw,peak_02_spike_sig,z_minus,z_plus,lockin_signal,delta_f_mhz,peak_shift_kHz,f_new_mhz,B_shift_uT
0,0,0.006062450003810227,1786042714.2856278,0.011154700012411922,-2470.1417232897134,2806.894562700064,-2470.1417232897134,False,-2463.2682483910107,2813.8945600297766,-2463.2682483910107,False,-1.0775380502213938,-1.0745396673064533,0.0029983829149404784,-0.08698652881587451,-86.98652881587451,2810.386969680593,-3.104001170991811
1,0,0.01759100001072511,1786042714.2976336,0.011798400024417788,-2468.2127965650084,2806.894562700064,-2468.2127965650084,False,-2472.7902001485736,2813.8945600297766,-2472.7902001485736,False,-1.0766966037884376,-1.0786933825505656,-0.001996778762128004,0.08345112775679896,83.45112775679895,2810.557407337166,2.977844981330251
2,0,0.029225750011391938,1786042714.3087611,0.011366299993824214,-2460.62595632373,2806.894562700064,-2460.62595632373,False,-2460.265760653616,2813.8945600297766,-2460.265760653616,False,-1.0733870329391824,-1.0732299065134339,0.00015712642574849944,0.009958701197977421,9.95870119797742,2810.483914910607,0.3553633028110698
3,0,0.040671400012797676,1786042714.3207912,0.011436599976150319,-2465.548430479567,2806.894562700064,-2465.548430479567,False,-2458.4305759138647,2813.8945600297766,-2458.4305759138647,False,-1.0755343401783322,-1.0724293526959654,0.003104987482366761,-0.09062393513557193,-90.62393513557193,2810.3833322742735,-3.233797285739792
4,0,0.05218125000828877,1786042714.3317637,0.011501899978611618,-2460.0117416686708,2806.894562700064,-2460.0117416686708,False,-2459.411565055263,2813.8945600297766,-2459.411565055263,False,-1.0731190970326756,-1.072857284873599,0.0002618121590765021,0.006386766550310965,6.3867665503109645,2810.4803429759595,0.22790345954578092
5,0,0.06372955000551883,1786042714.3437684,0.011506299983011559,-2462.8913089990447,2806.894562700064,-2462.8913089990447,False,-2457.060174806077,2813.8945600297766,-2457.060174806077,False,-1.0743752368474067,-1.0718315492080992,0.002543687639307457,-0.07147207658316143,-71.47207658316142,2810.402484132826,-2.550388116727142
6,0,0.0753961000154959,1786042714.3547008,0.011728799989214167,-2463.7932134736493,2806.894562700064,-2463.7932134736493,False,-2460.5749078726526,2813.8945600297766,-2460.5749078726526,False,-1.0747686703009969,-1.0733647643187538,0.0014039059822430477,-0.0325821012043098,-32.5821012043098,2810.441374108205,-1.1626499145129103
7,0,0.08697235002182424,1786042714.3669007,0.011344500002451241,-2461.7655925452923,2806.894562700064,-2461.7655925452923,False,-2459.935158692928,2813.8945600297766,-2459.935158692928,False,-1.073884170969995,-1.0730856896092942,0.0007984813607007091,-0.011924681004923677,-11.924681004923677,2810.462031528404,-0.42551673583084776
8,0,0.09840420000546146,1786042714.3779457,0.011446399992564693,-2458.6201881484294,2806.894562700064,-2458.6201881484294,False,-2466.9625776255134,2813.8945600297766,-2466.9625776255134,False,-1.0725120663296022,-1.0761512267901416,-0.00363916046053947,0.13949009225321476,139.49009225321475,2810.6134463016624,4.977522561133841
9,0,0.10983185000077356,1786042714.3892105,0.011324899998726323,-2465.3408439436485,2806.894562700064,-2465.3408439436485,False,-2461.994861068106,2813.8945600297766,-2461.994861068106,False,-1.0754437857016166,-1.0739841836756305,0.001459602025986051,-0.03448248076950088,-34.48248076950088,2810.4394737286398,-1.2304624882065687
10,0,0.12095609999960288,1786042714.4002154,0.010847600002307445,-2462.290477892759,2806.894562700064,-2462.290477892759,False,-2459.2629752382422,2813.8945600297766,-2459.2629752382422,False,-1.074113139182048,-1.0727924662519768,0.0013206729300712094,-0.02974214380579681,-29.74214380579681,2810.4442140656033,-1.061309727583386
11,0,0.13221675001841504,1786042714.4122443,0.011598699988098815,-2462.2965317857625,2806.894562700064,-2462.2965317857625,False,-2457.2419131923166,2813.8945600297766,-2457.2419131923166,False,-1.0741157800426924,-1.07191082807073,0.0022049519719624655,-0.05991422979615951,-59.91422979615951,2810.414041979613,-2.137961382963157
12,0,0.14375005001784302,1786042714.4232514,0.011360100004822016,-2466.354248755135,2806.894562700064,-2466.354248755135,False,-2463.6329703611073,2813.8945600297766,-2463.6329703611073,False,-1.0758858584111937,-1.0746987682182856,0.0011870901929080802,-0.025184227535505286,-25.184227535505286,2810.4487719818735,-0.8986664122004455
13,0,0.15512085001682863,1786042714.4342055,0.011282899999059737,-2458.170210009156,2806.894562700064,-2458.170210009156,False,-2465.0675875193187,2813.8945600297766,-2465.0675875193187,False,-1.0723157745289078,-1.0753245843651482,-0.0030088098362404114,0.11798218316633531,117.98218316633532,2810.5919383925757,4.2100407924042
14,0,0.16653010000300128,1786042714.4464767,0.011463400005595759,-2463.053971409625,2806.894562700064,-2463.053971409625,False,-2456.0079768395894,2813.8945600297766,-2456.0079768395894,False,-1.0744461942888717,-1.0713725539469907,0.0030736403418809566,-0.08955435350637621,-89.5543535063762,2810.384401855903,-3.1956306560939267
15,0,0.17809815000509843,1786042714.4579735,0.011603699997067451,-2459.560208693526,2806.894562700064,-2459.560208693526,False,-2467.99066832693,2813.8945600297766,-2467.99066832693,False,-1.072922126973403,-1.0765997058548893,-0.003677578881486232,0.14080094985076733,140.80094985076732,2810.61475715926,5.024298809975996
16,0,0.18935810000402853,1786042714.4689014,0.010838599991984665,-2457.844289832038,2806.894562700064,-2457.844289832038,False,-2452.936379305533,2813.8945600297766,-2452.936379305533,False,-1.0721735999367101,-1.070032645719578,0.0021409542171322293,-0.05773059129467675,-57.730591294676756,2810.4162256181144,-2.060041082453495
17,0,0.20040585000242572,1786042714.4799027,0.011179099994478747,-2456.0455713091587,2806.894562700064,-2456.0455713091587,False,-2460.336368807069,2813.8945600297766,-2460.336368807069,False,-1.071388953601738,-1.0732607075688083,-0.0018717539670702887,0.0791852131656978,79.18521316569779,2810.5531414225748,2.8256213661753424
18,0,0.21145945001626387,1786042714.491159,0.010702900006435812,-2461.2301868062214,2806.894562700064,-2461.2301868062214,False,-2454.687079313905,2813.8945600297766,-2454.687079313905,False,-1.073650613498083,-1.0707963451687865,0.002854268329296472,-0.0820692600980537,-82.06926009805369,2810.391886949311,-2.928534830789812
19,0,0.22270399999979418,1786042714.5027194,0.01169119999394752,-2458.7217534827655,2806.894562700064,-2458.7217534827655,False,-2463.5175669875125,2813.8945600297766,-2463.5175669875125,False,-1.072556371687185,-1.0746484263593552,-0.002092054672170107,0.08670199407208805,86.70199407208804,2810.560658203481,3.0938479186443066
20,0,0.23423915001330897,1786042714.513713,0.011267099995166063,-2462.35779497695,2806.894562700064,-2462.35779497695,False,-2459.693086694725,2813.8945600297766,-2459.693086694725,False,-1.0741425045900979,-1.0729800917051346,0.0011624128849632154,-0.024342224251416727,-24.342224251416727,2810.4496139851576,-0.8686206198764176
21,0,0.2457025000039721,1786042714.525684,0.011544799985131249,-2464.5104200581804,2806.894562700064,-2464.5104200581804,False,-2462.9808024282015,2813.8945600297766,-2462.9808024282015,False,-1.0750815338818251,-1.0744142761358215,0.0006672577460036244,-0.007447259287296276,-7.4472592872962755,2810.466508950122,-0.2657457638915314
22,0,0.25698499999998603,1786042714.536812,0.010905600007390603,-2454.1671481785165,2806.894562700064,-2454.1671481785165,False,-2463.479062208053,2813.8945600297766,-2463.479062208053,False,-1.070569538108854,-1.0746316296045002,-0.004062091495646181,0.15392073117454524,153.92073117454524,2810.6278769405835,5.492461146679462
23,0,0.2679196000099182,1786042714.5473075,0.010872800019569695,-2462.875054984047,2806.894562700064,-2462.875054984047,False,-2458.67087513339,2813.8945600297766,-2458.67087513339,False,-1.0743681464365755,-1.0725341772694041,0.0018339691671713787,-0.0472560929899735,-47.256092989973496,2810.4267001164194,-1.6862722305871216
24,0,0.2792163500125753,1786042714.5593078,0.0116126999782864,-2460.6272433823133,2806.894562700064,-2460.6272433823133,False,-2452.6802612921615,2813.8945600297766,-2452.6802612921615,False,-1.0733875943865614,-1.0699209205897389,0.003466673796822528,-0.1029648705918244,-102.9648705918244,2810.3709913388175,-3.67416752040481
25,0,0.2899588000145741,1786042714.5692484,0.009754600003361702,-2463.7864193724586,2806.894562700064,-2463.7864193724586,False,-2459.9755658207205,2813.8945600297766,-2459.9755658207205,False,-1.074765706542893,-1.073103316216418,0.0016623903264749718,-0.04140172882394438,-41.401728823944374,2810.432554480585,-1.4773668578341557
26,0,0.3006590500153834,1786042714.5799496,0.011453299986897036,-2463.8691386342166,2806.894562700064,-2463.8691386342166,False,-2464.334881746094,2813.8945600297766,-2464.334881746094,False,-1.0748017907688263,-1.0750049596477393,-0.00020316887891302926,0.0222521746369967,22.252174636996703,2810.496208384046,0.7940399171066479
27,0,0.31153425000957213,1786042714.5909548,0.010180699988268316,-2466.0028957156965,2806.894562700064,-2466.0028957156965,False,-2464.309708023086,2813.8945600297766,-2464.309708023086,False,-1.075732589363719,-1.0749939782355589,0.0007386111281602048,-0.009881875828164497,-9.881875828164498,2810.464074333581,-0.3526218893864008
28,0,0.32183480000821874,1786042714.601385,0.010290000005625188,-2469.3940485666935,2806.894562700064,-2469.3940485666935,False,-2463.6168219952133,2813.8945600297766,-2463.6168219952133,False,-1.07721189567097,-1.0746917238942553,0.002520171776714708,-0.07066970245161074,-70.66970245161073,2810.4032865069576,-2.521756439181085
29,0,0.33280950000334997,1786042714.6127799,0.011563400010345504,-2462.0658326810553,2806.894562700064,-2462.0658326810553,False,-2466.931302832858,2813.8945600297766,-2466.931302832858,False,-1.074015143281194,-1.0761375839376763,-0.0021224406564823717,0.08773878052538973,87.73878052538973,2810.5616949899345,3.13084429508242
30,0,0.3440804500132799,1786042714.6233315,0.010875699983444065,-2464.8878730775514,2806.894562700064,-2464.8878730775514,False,-2460.7770033129964,2813.8945600297766,-2460.7770033129964,False,-1.0752461883980857,-1.073452923441242,0.001793264956843732,-0.04586724300485014,-45.867243004850145,2810.428088966404,-1.6367129248090972
31,0,0.3552480500075035,1786042714.6349623,0.011351499997545034,-2461.422391762825,2806.894562700064,-2461.422391762825,False,-2466.559492405889,2813.8945600297766,-2466.559492405889,False,-1.0737344581423918,-1.0759753908623761,-0.0022409327199843787,0.0917817947322081,91.7817947322081,2810.565738004141,3.2751139998646908
32,0,0.3666860000084853,1786042714.645962,0.011442200018791482,-2456.2542110138193,2806.894562700064,-2456.2542110138193,False,-2468.3982187162374,2813.8945600297766,-2468.3982187162374,False,-1.0714799674971915,-1.076777489602162,-0.005297522104970476,0.19607430127379313,196.07430127379314,2810.670030510683,6.996656482793075
33,0,0.3783419500105083,1786042714.6578884,0.011764099996071309,-2452.305688705911,2806.894562700064,-2452.305688705911,False,-2458.865238919801,2813.8945600297766,-2458.865238919801,False,-1.0697575225909726,-1.0726189636496626,-0.0028614410586900174,0.11295387963554562,112.95387963554562,2810.5869100890445,4.030612319281531
34,0,0.38948000001255423,1786042714.668896,0.0104068000218831,-2459.3428320072926,2806.894562700064,-2459.3428320072926,False,-2456.553669080428,2813.8945600297766,-2456.553669080428,False,-1.0728273017864758,-1.0716105986501225,0.0012167031363532477,-0.02619463741036153,-26.19463741036153,2810.447761571999,-0.9347215747345679
35,0,0.4001257500203792,1786042714.6792314,0.010801900003571063,-2455.766260327366,2806.894562700064,-2455.766260327366,False,-2460.895596757968,2813.8945600297766,-2460.895596757968,False,-1.0712671111147711,-1.0735046568896751,-0.0022375457749039818,0.09166623030811882,91.66623030811883,2810.565622439717,3.2709902336611054
36,0,0.4106642500119051,1786042714.6892323,0.010164700011955574,-2461.9364404358325,2806.894562700064,-2461.9364404358325,False,-2462.0645416357142,2813.8945600297766,-2462.0645416357142,False,-1.0739586991240362,-1.0740145800946908,-5.5880970654564877e-05,0.0172266304108094,17.2266304108094,2810.49118283982,0.6147099061807522
37,0,0.4212300000071991,1786042714.700507,0.01087639998877421,-2457.769888942193,2806.894562700064,-2457.769888942193,False,-2464.1137674736306,2813.8945600297766,-2464.1137674736306,False,-1.0721411443941709,-1.0749085040315371,-0.0027673596373662956,0.10974376993057769,109.74376993057768,2810.5836999793396,3.916063728610394
38,0,0.43260950001422316,1786042714.7126486,0.011793199984822422,-2458.201304068753,2806.894562700064,-2458.201304068753,False,-2459.746225536252,2813.8945600297766,-2459.746225536252,False,-1.0723293385410597,-1.0730032722065406,-0.0006739336654808525,0.0383149273979129,38.3149273979129,2810.512271136807,1.367218362757383
39,0,0.4436419500125339,1786042714.7226403,0.01016390000586398,-2461.012131042099,2806.894562700064,-2461.012131042099,False,-2464.4601337424624,2813.8945600297766,-2464.4601337424624,False,-1.0735554920802726,-1.075059597724041,-0.0015041056437683498,0.06664085069708814,66.64085069708814,2810.5405970601064,2.3779921030933533
40,0,0.45451470000261907,1786042714.7337403,0.011499999993247911,-2456.062211375285,2806.894562700064,-2456.062211375285,False,-2461.9174229326327,2813.8945600297766,-2461.9174229326327,False,-1.0713962124177974,-1.0739504032100307,-0.0025541907922332907,0.10247033199851564,102.47033199851565,2810.5764265414077,3.656520553758052
