point_index,point_in_block,label,frequency_mhz,baseline_z,slope_z_per_mhz
1,0,f_minus,2930.2169026906186,-1.015685641779603,-0.004639535611591655
2,1,f_plus,2936.2169004017996,-1.0156856417796039,0.004841772098654606
