batch,sample,time_s,timestamp_epoch_s,acq_seconds,peak_01,peak_01_freq_mhz,peak_01_raw,peak_01_spike_sig,peak_02,peak_02_freq_mhz,peak_02_raw,peak_02_spike_sig,z_minus,z_plus,lockin_signal,delta_f_mhz,peak_shift_kHz,f_new_mhz,B_shift_uT
0,0,0.006086749999667518,1786045586.1266444,0.011241500003961846,-2265.0719065078515,2944.581690026917,-2265.0719065078515,False,-2270.208215779325,2951.5816873566278,-2270.208215779325,False,-1.0336237560783115,-1.0359676160088978,-0.0023438599305862784,0.034941964574086354,34.941964574086356,2948.240795814079,1.2468585702999697
1,0,0.016822499994304962,1786045586.1362448,0.010113999975146726,-2268.524075371001,2944.581690026917,-2268.524075371001,False,-2275.4422119334313,2951.5816873566278,-2275.4422119334313,False,-1.0351990896192436,-1.0383560535452792,-0.003156963926035594,0.06383594627398372,63.835946273983716,2948.269689795779,2.277902736011409
2,0,0.02723780000815168,1786045586.1475196,0.010625599999912083,-2270.0196135236174,2944.581690026917,-2270.0196135236174,False,-2267.657046396568,2951.5816873566278,-2267.657046396568,False,-1.0358815508507058,-1.0348034369502899,0.0010781139004159002,-0.08665926946715985,-86.65926946715985,2948.119194580038,-3.0923233466728464
3,0,0.03810960000555497,1786045586.1579683,0.011041999998269603,-2268.378367980481,2944.581690026917,-2268.378367980481,False,-2276.6836035248266,2951.5816873566278,-2276.6836035248266,False,-1.0351325987410314,-1.0389225396845383,-0.003789940943506931,0.08632904243589093,86.32904243589093,2948.2921828919407,3.0805396244608523
4,0,0.04914039999130182,1786045586.1687987,0.010949800023809075,-2271.9465973679416,2944.581690026917,-2271.9465973679416,False,-2269.6053015916473,2951.5816873566278,-2269.6053015916473,False,-1.0367608943600002,-1.0356924872478768,0.001068407112123415,-0.08631433479108208,-86.31433479108208,2948.119539514714,-3.0800148012804054
5,0,0.060371549989213236,1786045586.1807983,0.011437699984526262,-2276.7617373496823,2944.581690026917,-2276.7617373496823,False,-2271.0120526358455,2951.5816873566278,-2271.0120526358455,False,-1.0389581946133255,-1.0363344321212355,0.002623762492089954,-0.141584521799272,-141.584521799272,2948.0642693277055,-5.052259556068798
6,0,0.07178494999243412,1786045586.1921856,0.011319700017338619,-2273.7775122891835,2944.581690026917,-2273.7775122891835,False,-2274.0930569269267,2951.5816873566278,-2274.0930569269267,False,-1.0375963985894758,-1.0377403915606205,-0.00014399297114464638,-0.04323120395547048,-43.231203955470484,2948.162622645549,-1.5426492990105083
7,0,0.08325729999342002,1786045586.2041507,0.011552400013897568,-2264.838886445153,2944.581690026917,-2264.838886445153,False,-2275.9936690272707,2951.5816873566278,-2275.9936690272707,False,-1.0335174216737586,-1.0386077008113164,-0.005090279137557774,0.13253708986015755,132.53708986015755,2948.338390939365,4.729413711824064
8,0,0.09480204999272246,1786045586.2151618,0.011477699998067692,-2265.056853171665,2944.581690026917,-2265.056853171665,False,-2267.7482574542423,2951.5816873566278,-2267.7482574542423,False,-1.0336168867661955,-1.0348450594328955,-0.0012281726667000559,-0.004704436828385323,-4.704436828385323,2948.2011494126764,-0.1678717109757823
9,0,0.1063377499813214,1786045586.2271523,0.011519899999257177,-2264.5921293410815,2944.581690026917,-2264.5921293410815,False,-2263.0444829240487,2951.5816873566278,-2263.0444829240487,False,-1.033404818623932,-1.032698578747812,0.0007062398761199518,-0.07344457452923035,-73.44457452923035,2948.1324092749755,-2.6207741410658847
10,0,0.11750819998269435,1786045586.2378747,0.010729000001447275,-2262.1243323840417,2944.581690026917,-2262.1243323840417,False,-2265.358695319944,2951.5816873566278,-2265.358695319944,False,-1.0322786850329206,-1.0337546268591924,-0.0014759418262717539,0.004100141186887564,4.100141186887564,2948.2099539906917,0.14630820678302756
11,0,0.1285204000014346,1786045586.2492373,0.011215600010473281,-2264.0742101898886,2944.581690026917,-2264.0742101898886,False,-2271.8863713984615,2951.5816873566278,-2271.8863713984615,False,-1.0331684757789816,-1.0367334113504725,-0.003564935571490846,0.07833338488433901,78.33338488433901,2948.2841872343893,2.795224981599308
12,0,0.13994074999936856,1786045586.260774,0.011535099998582155,-2267.1002025273397,2944.581690026917,-2267.1002025273397,False,-2269.689128507849,2951.5816873566278,-2269.689128507849,False,-1.0345493315287324,-1.0357307401138172,-0.0011814085850847533,-0.006366217518146163,-6.366217518146163,2948.199487631987,-0.2271701940531745
13,0,0.15092169999843463,1786045586.270763,0.01035200001206249,-2271.327048429815,2944.581690026917,-2271.327048429815,False,-2274.975616984123,2951.5816873566278,-2274.975616984123,False,-1.0364781746376546,-1.0381431315525222,-0.0016649569148676768,0.010816869356298596,10.816869356298596,2948.216670718861,0.38598591765267615
14,0,0.1615171999874292,1786045586.2818983,0.01066599998739548,-2271.6500396682486,2944.581690026917,-2271.6500396682486,False,-2274.161807915311,2951.5816873566278,-2274.161807915311,False,-1.0366255657275758,-1.0377717648051712,-0.001146199077595389,-0.0076174017095335346,-7.617401709533534,2948.1982364477954,-0.2718170749904915
15,0,0.17199669999536127,1786045586.2921097,0.010219799994956702,-2270.7528163127536,2944.581690026917,-2270.7528163127536,False,-2276.0167510309097,2951.5816873566278,-2276.0167510309097,False,-1.036216134410149,-1.038618233857632,-0.0024020994474829305,0.03701152953114064,37.01152953114064,2948.242865379036,1.32070830470813
16,0,0.18270369998936076,1786045586.30312,0.011125599994556978,-2265.5713065006753,2944.581690026917,-2265.5713065006753,False,-2270.1468137160446,2951.5816873566278,-2270.1468137160446,False,-1.0338516480471645,-1.0359395963106723,-0.0020879482635078883,0.025848039237675743,25.848039237675742,2948.2317018887425,0.9223536696287377
17,0,0.19349079999665264,1786045586.3133485,0.010370800009695813,-2264.172749574413,2944.581690026917,-2264.172749574413,False,-2268.2118616701064,2951.5816873566278,-2268.2118616701064,False,-1.03321344240828,-1.0350566166596478,-0.0018431742513678184,0.01714989500647267,17.149895006472672,2948.2230037445115,0.6119717030571179
18,0,0.20430460000352468,1786045586.324582,0.011187199997948483,-2267.9409919852865,2944.581690026917,-2267.9409919852865,False,-2271.5902821429095,2951.5816873566278,-2271.5902821429095,False,-1.034933010278664,-1.0365982964838854,-0.001665286205221328,0.01082857082315351,10.828570823153509,2948.216682420328,0.38640346928181235
