batch,sample,time_s,timestamp_epoch_s,acq_seconds,peak_01,peak_01_freq_mhz,peak_01_raw,peak_01_spike_sig,peak_02,peak_02_freq_mhz,peak_02_raw,peak_02_spike_sig,z_minus,z_plus,lockin_signal,delta_f_mhz,peak_shift_kHz,f_new_mhz,B_shift_uT
0,0,0.006023562978953123,1785873229.208461,0.010608291951939464,-5310.704452279163,2806.9098795429386,-5310.704452279163,False,-5301.748661445784,2813.9098768726503,-5301.748661445784,False,-1.0257143597195126,-1.0239846300117148,0.0017297297077978335,-0.15972982343655595,-159.72982343655596,2810.3598489950523,-5.699751050405222
1,0,0.016209208988584578,1785873229.218156,0.009640750009566545,-5302.310193078722,2806.9098795429386,-5302.310193078722,False,-5297.295567654629,2813.9098768726503,-5297.295567654629,False,-1.0240930847495968,-1.0231245553666637,0.0009685293829331254,-0.0876096044931904,-87.6096044931904,2810.4319692139957,-3.1262348163427918
2,0,0.025735479430295527,1785873229.227513,0.009315208997577429,-5297.678006115689,2806.9098795429386,-5297.678006115689,False,-5297.295567654629,2813.9098768726503,-5297.295567654629,False,-1.0231984198840254,-1.0231245553666637,7.386451736168809e-05,-0.0028442360635108008,-2.8442360635108006,2810.516734582425,-0.10149286552636315
3,0,0.035358958470169455,1785873229.2374048,0.009858166915364563,-5309.6417266120125,2806.9098795429386,-5309.6417266120125,False,-5302.84881613202,2813.9098768726503,-5302.84881613202,False,-1.025509103903258,-1.0241971149032627,0.001311988999995295,-0.12015081864089945,-120.15081864089944,2810.399427999848,-4.287425729406917
4,0,0.04519966698717326,1785873229.247207,0.009762665955349803,-5306.865831617919,2806.9098795429386,-5306.865831617919,False,-5302.84881613202,2813.9098768726503,-5302.84881613202,False,-1.0249729649819341,-1.0241971149032627,0.0007758500786714251,-0.0693541293504558,-69.3541293504558,2810.4502246891384,-2.474811923724515
5,0,0.055427645973395556,1785873229.257847,0.01059354201424867,-5309.121236001493,2806.9098795429386,-5309.121236001493,False,-5303.39688514547,2813.9098768726503,-5303.39688514547,False,-1.025408575866327,-1.0243029694583907,0.0011056064079362216,-0.1005970202001997,-100.5970202001997,2810.4189817982888,-3.589673858128736
6,0,0.06583441694965586,1785873229.2680252,0.010132500086911023,-5305.527568436036,2806.9098795429386,-5305.527568436036,False,-5303.821399192814,2813.9098768726503,-5303.821399192814,False,-1.0247144915957618,-1.0243849604933233,0.00032953110243849615,-0.027067465468357945,-27.067465468357945,2810.4925113530203,-0.9658673090336121
7,0,0.07579189643729478,1785873229.277758,0.00969312503002584,-5312.713811195084,2806.9098795429386,-5312.713811195084,False,-5311.184604865705,2813.9098768726503,-5311.184604865705,False,-1.0261024491551818,-1.0258070968332604,0.0002953523219213494,-0.023829183699952274,-23.829183699952274,2810.495749634789,-0.8503134349112287
8,0,0.08541464596055448,1785873229.287274,0.00947879208251834,-5310.120796129123,2806.9098795429386,-5310.120796129123,False,-5311.184604865705,2813.9098768726503,-5311.184604865705,False,-1.0256016318319763,-1.0258070968332604,-0.00020546500128415524,0.023620947126819104,23.620947126819104,2810.5431997656156,0.8428827835719064
9,0,0.09520847944077104,1785873229.297347,0.010032458929345012,-5306.807137228219,2806.9098795429386,-5306.807137228219,False,-5307.330585349192,2813.9098768726503,-5307.330585349192,False,-1.0249616286933323,-1.0250627279465623,-0.00010109925322998592,0.013732773995531213,13.732773995531213,2810.533311592484,0.49003618311201874
