point_index,point_in_block,label,frequency_mhz,baseline_z,slope_z_per_mhz
1,0,f_minus,2804.8489944326493,-1.0823326854190607,-0.02771723658849808
2,1,f_plus,2811.848991762361,-1.082332685419068,0.02185999857700993
