batch,time_s,timestamp_epoch_s,acq_seconds,peak_01,peak_01_ref,peak_01_freq_mhz,peak_01_raw,peak_01_ref_raw,peak_01_spike_sig,peak_01_spike_ref,peak_02,peak_02_ref,peak_02_freq_mhz,peak_02_raw,peak_02_ref_raw,peak_02_spike_sig,peak_02_spike_ref,z_minus,z_plus,lockin_signal,f0_mhz,delta_f_mhz,peak_shift_kHz,delta_f_linear_mhz,peak_shift_linear_kHz,B_shift_nT,B_shift_linear_nT
12,1.2664147714385763,1785869695.655234,0.009410124970600009,-5543.80663569398,-5532.917571904514,2930.2169026906186,-5543.80663569398,-5532.917571904514,False,False,-5577.9758367209715,-5566.648126356327,2936.2169004017996,-5577.9758367209715,-5576.47089892105,False,True,-1.0019680509691231,-1.0020349248070866,-6.68738379634437e-05,2933.275424952362,0.058523446848994354,58.523446848994354,0.007053229365215761,7.053229365215761,2088.3331019481284,251.68531848471883
13,1.3932335834833793,1785869695.7822778,0.00989791692700237,-5543.739860011615,-5528.239016413487,2930.2169026906186,-5554.945283797414,-5545.099090686798,True,True,-5574.410201118685,-5567.305012684537,2936.2169004017996,-5591.571070085888,-5586.456948986766,True,True,-1.0028039387501346,-1.001276234806241,0.0015277039438936768,2931.7699319152407,-1.4469695902721469,-1446.969590272147,-0.16112797839517493,-161.12797839517492,-51633.2283140218,-5749.6423920630505
14,1.490070021012798,1785869695.879203,0.010079958010464907,-5541.296281749549,-5521.533308371794,2930.2169026906186,-5541.296281749549,-5521.533308371794,False,False,-5568.88582846838,-5566.2284301739155,2936.2169004017996,-5568.88582846838,-5566.2284301739155,False,False,-1.0035792545791202,-1.0004774145236404,0.0031018400554798653,,,,-0.3271531892302848,-327.1531892302848,,-11674.036155805195
15,1.5868785004713573,1785869695.975992,0.010039083077572286,-5543.6956154292875,-5526.776851483937,2930.2169026906186,-5543.6956154292875,-5526.776851483937,False,False,-5573.904231744964,-5565.3256777821925,2936.2169004017996,-5573.904231744964,-5565.3256777821925,False,False,-1.003061235219006,-1.001541428922483,0.0015198062965229298,2931.9797773148484,-1.2371241906644173,-1237.1241906644173,-0.16029500813283315,-160.29500813283315,-44145.168093934386,-5719.918931374292
16,1.686657000449486,1785869696.076641,0.01178466691635549,-5543.7450117675835,-5535.758003484428,2930.2169026906186,-5550.845039276216,-5535.758003484428,True,False,-5582.041984289513,-5569.702313781826,2936.2169004017996,-5582.041984289513,-5580.607769661032,False,True,-1.00144280300514,-1.0022154991079422,-0.0007726961028020618,2933.981673197407,0.7647716918941114,764.7716918941114,0.08149678571935139,81.49678571935138,27289.88338189093,2908.106826982279
17,1.7863989584730007,1785869696.175338,0.009704582975246012,-5539.854253140568,-5524.715343705107,2930.2169026906186,-5539.854253140568,-5524.715343705107,False,False,-5571.956537885502,-5564.913841428004,2936.2169004017996,-5571.956537885502,-5564.913841428004,False,False,-1.0027402152859712,-1.0012655535482093,0.0014746617377618954,2931.79820649372,-1.4186950117928063,-1418.6950117928063,-0.15553358068625342,-155.53358068625343,-50624.28674681724,-5550.013584293942
18,1.885054874990601,1785869696.274165,0.010045000002719462,-5544.056919949873,-5526.029359354465,2930.2169026906186,-5544.056919949873,-5526.029359354465,False,False,-5573.973365528624,-5567.515649356605,2936.2169004017996,-5573.973365528624,-5567.515649356605,False,False,-1.0032622990981566,-1.0011598918761486,0.0021024072220079404,2931.234467626974,-1.9824338785388136,-1982.4338785388136,-0.22174232566429616,-221.74232566429617,-70740.5751690984,-7912.586556676283
19,1.985053333453834,1785869696.3742578,0.010207083076238632,-5543.80663569398,-5526.477591160559,2930.2169026906186,-5533.5249671424635,-5526.477591160559,True,False,-5570.587593605771,-5566.41465140447,2936.2169004017996,-5570.587593605771,-5566.41465140447,False,False,-1.0031356400614269,-1.0007496642745162,0.002385975786910688,2929.8353265736378,-3.381574931875093,-3381.574931875093,-0.25165049588392746,-251.65049588392745,-120667.10433468074,-8979.82072095088
20,2.096927437989507,1785869696.4859478,0.009863708051852882,-5550.616253018308,-5527.617876027753,2930.2169026906186,-5550.616253018308,-5527.617876027753,False,False,-5577.171617202066,-5572.558298438121,2936.2169004017996,-5577.171617202066,-5572.558298438121,False,False,-1.0041606307647089,-1.0008278637058383,0.003332767058870534,,,,-0.3515092180026777,-351.5092180026777,,-12543.149372062435
21,2.193486416945234,1785869696.5826051,0.010067750001326203,-5543.930235046,-5526.776851483937,2930.2169026906186,-5559.4144955222055,-5551.159557722285,True,True,-5573.973365528624,-5567.515649356605,2936.2169004017996,-5591.21617966195,-5586.203238377601,True,True,-1.0031036866555336,-1.0011598918761486,0.0019437947793849997,2931.3473135164827,-1.8695879890301512,-1869.5879890301512,-0.20501336300743278,-205.0133630074328,-66713.81633707361,-7315.635277170738
22,2.2876456464873627,1785869696.6767411,0.010028874967247248,-5543.180555980071,-5532.626183635419,2930.2169026906186,-5543.180555980071,-5532.626183635419,False,False,-5575.754664241831,-5568.870710945381,2936.2169004017996,-5575.754664241831,-5568.870710945381,False,False,-1.0019076604842507,-1.0012361488807633,0.0006715116034874402,2932.435917664663,-0.7809838408497853,-780.9838408497853,-0.07082478746709582,-70.82478746709582,-27868.392836489627,-2527.290446299451
23,2.3817597499582916,1785869696.7706182,0.009543499909341335,-5544.723603936791,-5530.242896659229,2930.2169026906186,-5544.723603936791,-5530.242896659229,False,False,-5581.278527982394,-5571.2546428462265,2936.2169004017996,-5581.278527982394,-5571.2546428462265,False,False,-1.002618457732898,-1.0017992150384005,0.0008192426944975129,2932.5561737484886,-0.6607277570242331,-660.7277570242331,-0.0864060865373098,-86.4060865373098,-23577.210855846173,-3083.2888430384596
24,2.51262631296413,1785869696.901432,0.009449292090721428,-5544.056919949873,-5529.735744414219,2930.2169026906186,-5552.147855854754,-5529.735744414219,True,False,-5579.385767338082,-5573.4508680502495,2936.2169004017996,-5579.385767338082,-5573.4508680502495,False,False,-1.002589848086343,-1.0010648518177228,0.0015249962686203489,2931.544005819707,-1.6728956858059973,-1672.8956858059973,-0.16084239803473563,-160.84239803473562,-59695.10725827852,-5739.451828244919
25,2.6087775839841925,1785869696.99775,0.00977174995932728,-5544.056919949873,-5527.617876027753,2930.2169026906186,-5558.330178500474,-5539.408879175963,True,True,-5575.754664241831,-5568.870710945381,2936.2169004017996,-5591.242095852309,-5580.489563529663,True,True,-1.0029739834212155,-1.0012361488807633,0.0017378345404521767,2931.5824732851656,-1.6344282203472176,-1634.4282203472176,-0.1832905959348858,-183.2905959348858,-58322.44577316648,-6540.486580605402
26,2.7058018129318953,1785869697.095445,0.011130542028695345,-5547.944813094109,-5523.37470886695,2930.2169026906186,-5547.944813094109,-5523.37470886695,False,False,-5577.8141210991225,-5573.745940948131,2936.2169004017996,-5577.8141210991225,-5573.745940948131,False,False,-1.0044483862714793,-1.0007298825949538,0.0037185036765254864,,,,-0.3921931225275878,-392.19312252758783,,-13994.90160318255
