batch,time_s,timestamp_epoch_s,acq_seconds,peak_01,peak_01_ref,peak_01_freq_mhz,peak_01_raw,peak_01_ref_raw,peak_01_spike_sig,peak_01_spike_ref,peak_02,peak_02_ref,peak_02_freq_mhz,peak_02_raw,peak_02_ref_raw,peak_02_spike_sig,peak_02_spike_ref,z_minus,z_plus,lockin_signal,f0_mhz,delta_f_mhz,peak_shift_kHz,delta_f_linear_mhz,peak_shift_linear_kHz,B_shift_nT,B_shift_linear_nT
27,2.8025034584570676,1785869697.191835,0.010506666963919997,-5547.944813094109,-5529.735744414219,2930.2169026906186,-5560.632125500504,-5543.660182779595,True,True,-5577.8141210991225,-5572.558298438121,2936.2169004017996,-5588.33627777608,-5580.969045144727,True,True,-1.0032929365021255,-1.0009431615390143,0.002349774963111173,2930.635566704205,-2.581334801308003,-2581.334801308003,-0.2478323702723735,-247.8323702723735,-92111.57583885251,-8843.575873264826
28,2.8992656874470413,1785869697.288301,0.009920625016093254,-5549.276814805758,-5529.735744414219,2930.2169026906186,-5549.276814805758,-5544.628003790079,False,True,-5585.805651496164,-5572.558298438121,2936.2169004017996,-5585.805651496164,-5584.737598190543,False,True,-1.0035338163150522,-1.002377247997882,0.001156568317170148,2932.5258438455726,-0.6910576599402702,-691.0576599402702,-0.12198405035638235,-121.98405035638235,-24659.494003007072,-4352.842219397029
29,2.998207583441399,1785869697.387081,0.009594582952558994,-5551.620733869243,-5530.242896659229,2930.2169026906186,-5551.620733869243,-5541.7245621542315,False,True,-5579.385767338082,-5573.4508680502495,2936.2169004017996,-5587.8653498181375,-5582.35396735642,True,True,-1.0038656235556902,-1.0010648518177228,0.0028007717379674446,2930.5411918077884,-2.6757096977244146,-2675.7096977244146,-0.29539930815045634,-295.39930815045636,-95479.22130047154,-10540.940199488165
30,3.101575062959455,1785869697.490529,0.00974379200488329,-5556.734188648103,-5532.626183635419,2930.2169026906186,-5556.734188648103,-5540.652185408197,False,True,-5581.278527982394,-5573.745940948131,2936.2169004017996,-5595.143685240088,-5583.004896536968,True,True,-1.00435742524662,-1.0013514406853252,0.003005984561294861,2930.9204113438486,-2.2964901616642237,-2296.4901616642237,-0.3170432447886109,-317.0432447886109,-81947.26526064173,-11313.275934506526
31,3.207593791943509,1785869697.5967622,0.010146916029043496,-5555.850238408168,-5539.408879175963,2930.2169026906186,-5555.850238408168,-5551.1248311275485,False,True,-5588.989702601094,-5580.489563529663,2936.2169004017996,-5588.989702601094,-5596.362684537091,False,True,-1.00296807106874,-1.001523188776659,0.0014448822920811732,2932.015192321431,-1.2017091840816647,-1201.7091840816647,-0.15239272221073533,-152.39272221073531,-42881.429634658314,-5437.936133697378
32,3.3130188125069253,1785869697.702341,0.010460374993272126,-5548.950802335177,-5535.164072194884,2930.2169026906186,-5548.950802335177,-5535.164072194884,False,False,-5582.931738851361,-5579.610217929518,2936.2169004017996,-5582.931738851361,-5579.610217929518,False,False,-1.0024907536543584,-1.0005952962289677,0.0018954574253906564,2929.656209370879,-3.5606921346338822,-3560.6921346338822,-0.19991518926689422,-199.91518926689423,-127058.66880651878,-7133.7135764663935
33,3.428992250468582,1785869697.818156,0.010190916946157813,-5551.620733869243,-5539.408879175963,2930.2169026906186,-5565.05916037534,-5551.224910596939,True,True,-5585.805651496164,-5580.489563529663,2936.2169004017996,-5596.378284989455,-5589.892849283247,True,True,-1.002204541126976,-1.000952620358121,0.0012519207688550527,2931.634668338065,-1.5822331674480665,-1582.2331674480665,-0.13204093856198917,-132.04093856198918,-56459.93318041915,-4711.709197901412
34,3.55893285444472,1785869697.947895,0.00977829098701477,-5552.147855854754,-5540.652185408197,2930.2169026906186,-5569.634370510743,-5556.102524681358,True,True,-5587.8653498181375,-5580.969045144727,2936.2169004017996,-5602.892866094079,-5594.236199834949,True,True,-1.0020747865164379,-1.0012356823013397,0.0008391042150981409,2932.2810969297116,-0.935804575801285,-935.804575801285,-0.0885008946806173,-88.5008946806173,-33392.96944766218,-3158.039347723997
35,3.657595270953607,1785869698.0466418,0.009960292023606598,-5555.850238408168,-5544.530445945533,2930.2169026906186,-5565.87008588807,-5544.530445945533,True,False,-5594.451957697833,-5582.35396735642,2936.2169004017996,-5594.451957697833,-5596.569326344103,False,True,-1.0020416142670678,-1.0021671843835338,-0.00012557011646596727,2933.3212151959433,0.1043136904304447,104.3136904304447,0.013243965948850913,13.243965948850912,3722.298402456633,472.5937035701867
36,3.7563389169517905,1785869698.1452641,0.009727665921673179,-5553.941487605832,-5545.001858361096,2930.2169026906186,-5553.941487605832,-5545.001858361096,False,False,-5589.2069214781295,-5585.638027630895,2936.2169004017996,-5589.2069214781295,-5585.638027630895,False,False,-1.001612195896969,-1.0006389411253611,0.0009732547716079232,2931.380398846946,-1.836502658567042,-1836.502658567042,-0.10264984550148439,-102.64984550148438,-65533.20934081652,-3662.926259687567
37,3.8570675419759937,1785869698.246745,0.011227833922021091,-5552.688603783967,-5539.408659106886,2930.2169026906186,-5552.688603783967,-5539.408659106886,False,False,-5589.336184552373,-5587.362611180732,2936.2169004017996,-5589.336184552373,-5587.362611180732,False,False,-1.0023973578218044,-1.0003532209217445,0.0020441369000598897,,,,-0.21559651500939261,-215.59651500939262,,-7693.281294939788
38,3.9579466459108517,1785869698.347221,0.01042454200796783,-5551.671224439892,-5541.527652290858,2930.2169026906186,-5551.671224439892,-5541.527652290858,False,False,-5587.2741235443345,-5585.8204603111535,2936.2169004017996,-5587.2741235443345,-5585.8204603111535,False,False,-1.0018304649521763,-1.0002602416678998,0.001570223284276473,,,,-0.1656125222663591,-165.61252226635912,,-5909.667508791004
39,4.05761281249579,1785869698.446507,0.009663125034421682,-5553.941487605832,-5544.530445945533,2930.2169026906186,-5570.177604914876,-5554.865336063821,True,True,-5594.050759543968,-5591.879305865453,2936.2169004017996,-5594.050759543968,-5591.879305865453,False,False,-1.0016973559351956,-1.0003883227014998,0.0013090332336958,,,,-0.13806462923696083,-138.06462923696083,,-4926.656766948359
40,4.15770987549331,1785869698.5466619,0.009781833039596677,-5556.178801540484,-5541.605798208882,2930.2169026906186,-5556.178801540484,-5541.605798208882,False,False,-5589.306476755204,-5585.234457621421,2936.2169004017996,-5589.306476755204,-5585.234457621421,False,False,-1.0026297437714373,-1.0007290686120127,0.001900675159424603,2930.4579497980462,-2.758951707466622,-2758.951707466622,-0.20046550723920387,-200.46550723920387,-98449.60417737017,-7153.35095772209
41,4.253381354443263,1785869698.642393,0.009907459025271237,-5550.241247669406,-5544.530445945533,2930.2169026906186,-5550.241247669406,-5534.51393465171,False,True,-5588.209319314117,-5580.0320750680075,2936.2169004017996,-5588.209319314117,-5580.0320750680075,False,False,-1.0010299883424842,-1.0014654475343692,-0.00043545919188492377,2933.859032869194,0.6421313636810737,642.1313636810737,0.045928178389721866,45.928178389721865,22913.62274054645,1638.8873247831095
42,4.348658750473987,1785869698.737924,0.01041608292143792,-5555.850238408168,-5538.418186264021,2930.2169026906186,-5547.605899073877,-5538.418186264021,True,False,-5584.932914081364,-5587.362611180732,2936.2169004017996,-5584.932914081364,-5576.8618225998725,False,True,-1.0031474784961851,-0.9995651441890481,0.0035823343071370584,,,,-0.37783124613354646,-377.8312461335465,,-13482.416719010364
43,4.444893104431685,1785869698.8339598,0.010020624962635338,-5555.262048781979,-5544.321632484642,2930.2169026906186,-5555.262048781979,-5544.321632484642,False,False,-5592.956996362747,-5583.203787022037,2936.2169004017996,-5592.956996362747,-5583.203787022037,False,False,-1.00197326508499,-1.0017468839957768,0.0002263810892131346,2933.002502798068,-0.2143987074450706,-214.3987074450706,-0.023876568099290486,-23.876568099290488,-7650.539089532922,-852.0042855870141
44,4.568084979488049,1785869698.95721,0.009701209026388824,-5560.997631200905,-5543.456797689275,2930.2169026906186,-5560.997631200905,-5543.456797689275,False,False,-5595.88289268576,-5584.152027997678,2936.2169004017996,-5595.88289268576,-5584.152027997678,False,False,-1.0031642410416082,-1.002100742356094,0.0010634986855142525,2932.4994012538714,-0.7175002516414679,-717.5002516414679,-0.11216793273841738,-112.16793273841738,-25603.063504191687,-4002.566826235276
45,4.672817500482779,1785869699.061769,0.00979666702914983,-5548.485940031176,-5540.273457224074,2930.2169026906186,-5548.485940031176,-5540.273457224074,False,False,-5587.646663813917,-5585.840022006907,2936.2169004017996,-5587.646663813917,-5585.840022006907,False,False,-1.00148232445032,-1.000323432429123,0.0011588920211969,,,,-0.12222913300719021,-122.22913300719021,,-4361.587675106702
46,4.768918812449556,1785869699.1579788,0.010020875022746623,-5553.251684139745,-5540.482392945564,2930.2169026906186,-5553.251684139745,-5540.482392945564,False,False,-5590.375243757067,-5585.125009933674,2936.2169004017996,-5590.375243757067,-5585.125009933674,False,False,-1.0023047255254234,-1.0009400387303875,0.0013646867950358743,2931.5113719473047,-1.7055295582081271,-1705.5295582081271,-0.1439344483632751,-143.9344483632751,-60859.60456066682,-5136.1136298628
47,4.871059521450661,1785869699.260032,0.00984487496316433,-5550.705547574656,-5536.889384723539,2930.2169026906186,-5550.705547574656,-5536.889384723539,False,False,-5584.622248372406,-5581.121070085888,2936.2169004017996,-5584.622248372406,-5581.121070085888,False,False,-1.0024952932759026,-1.0006273252707747,0.0018679680051278957,2929.993961281841,-3.222940223671685,-3222.940223671685,-0.19701586133631208,-197.01586133631207,-115006.43104737671,-7030.2548293003165
48,4.96732214599615,1785869699.3560472,0.009302792022936046,-5552.133329767399,-5539.195739218144,2930.2169026906186,-5552.133329767399,-5539.195739218144,False,False,-5583.931263563285,-5582.177614084421,2936.2169004017996,-5583.931263563285,-5582.177614084421,False,False,-1.0023356442267704,-1.0003141515014569,0.0020214927253134896,,,,-0.21320821843275803,-213.20821843275803,,-7608.058037138097
49,5.066674062982202,1785869699.455449,0.009460957953706384,-5556.798277653819,-5545.422483724057,2930.2169026906186,-5556.798277653819,-5545.422483724057,False,False,-5592.5911024849465,-5585.979374637039,2936.2169004017996,-5592.5911024849465,-5585.979374637039,False,False,-1.0020513845361918,-1.0011836291193499,0.0008677554168419199,2932.2196043165686,-0.9972971889442306,-997.2971889442306,-0.09152275649750742,-91.52275649750742,-35587.253387961406,-3265.8705572904446
50,5.164873083471321,1785869699.5540679,0.010297917062416673,-5548.177979337958,-5540.542639911972,2930.2169026906186,-5548.177979337958,-5540.542639911972,False,False,-5585.420921844913,-5578.056414096647,2936.2169004017996,-5585.420921844913,-5578.056414096647,False,False,-1.0013780851303236,-1.0013202641209678,5.782100935580736e-05,2933.1400668769593,-0.07683462855356993,-76.83462855356993,-0.006098421349009644,-6.0984213490096435,-2741.7438107896774,-217.61423597665015
51,5.262922020920087,1785869699.651742,0.009554542019031942,-5552.133329767399,-5540.482392945564,2930.2169026906186,-5571.2426582510625,-5559.301963810863,True,True,-5588.209319314117,-5583.203787022037,2936.2169004017996,-5606.81134425528,-5597.99742794266,True,True,-1.0021028740812659,-1.0008965340480165,0.0012063400332493757,2931.5987340363013,-1.6181674692115848,-1618.1674692115848,-0.12723350724569313,-127.23350724569313,-57742.20201297405,-4540.162262549712
52,5.3597221879754215,1785869699.7485309,0.00948879192583263,-5557.271478130636,-5540.482392945564,2930.2169026906186,-5557.271478130636,-5549.054699391754,False,True,-5588.209319314117,-5589.775133722529,2936.2169004017996,-5597.662959623437,-5589.775133722529,True,False,-1.0030302569333038,-0.9997198788196389,0.003310378113664969,,,,-0.3491478406600386,-349.14784066003864,,-12458.886692122416
53,5.457123729458544,1785869699.846123,0.009902041056193411,-5552.003317846991,-5542.898088149892,2930.2169026906186,-5552.003317846991,-5542.898088149892,False,False,-5590.792966959073,-5585.114156249045,2936.2169004017996,-5590.792966959073,-5585.114156249045,False,False,-1.0016426839448058,-1.0010167761215183,0.0006259078232875304,2932.3400054016715,-0.8768961038413181,-876.8961038413181,-0.06601492562170642,-66.01492562170642,-31290.897225282544,-2355.6567806775056
54,5.587933188013267,1785869699.9769652,0.009948541992343962,-5553.251684139745,-5542.898088149892,2930.2169026906186,-5569.271944249168,-5551.377803588349,True,True,-5596.992257847602,-5592.745957758963,2936.2169004017996,-5596.992257847602,-5592.745957758963,False,False,-1.0018679030040238,-1.000759251380397,0.001108651623626944,2931.471003771229,-1.7458977342839717,-1745.8977342839717,-0.11693024396093951,-116.9302439609395,-62300.09043262816,-4172.503709710944
55,5.69707643793663,1785869700.0859709,0.009704541997052729,-5553.251684139745,-5542.898088149892,2930.2169026906186,-5568.264729345599,-5552.585990463674,True,True,-5590.792966959073,-5585.125009933674,2936.2169004017996,-5603.232119387474,-5598.353618913714,True,True,-1.0018679030040238,-1.0010148308256874,0.0008530721783364115,2932.0947116351635,-1.1221898703493025,-1122.1898703493025,-0.08997410530357552,-89.97410530357553,-40043.88632419721,-3210.608953167839
56,5.797488458978478,1785869700.187128,0.011201250017620623,-5560.7286578842795,-5550.767281535593,2930.2169026906186,-5560.7286578842795,-5550.767281535593,False,False,-5590.792966959073,-5585.840022006907,2936.2169004017996,-5603.081459180243,-5594.039635357765,True,True,-1.00179459448459,-1.0008866965277654,0.0009078979568246659,2931.897174125389,-1.3197273801238225,-1319.7273801238225,-0.0957566176071268,-95.7566176071268,-47092.7554997082,-3416.9503856382667
57,5.897852354508359,1785869700.2869382,0.01009829097893089,-5559.22051074365,-5544.342503897056,2930.2169026906186,-5559.22051074365,-5544.342503897056,False,False,-5591.89222881071,-5588.424803618914,2936.2169004017996,-5591.89222881071,-5588.424803618914,False,False,-1.002683457386721,-1.0006204655718998,0.002062991814821169,2929.423135303198,-3.793766202315055,-3793.766202315055,-0.21758515574730508,-217.5851557473051,-135375.61384224432,-7764.243353814769
58,5.994887625449337,1785869700.383586,0.009303082944825292,-5557.271478130636,-5545.422483724057,2930.2169026906186,-5548.1949643916,-5536.068693645505,True,True,-5592.5911024849465,-5588.424803618914,2936.2169004017996,-5582.782483112754,-5575.591669468473,True,True,-1.002136716263072,-1.0007455229357896,0.0013911933272825472,2931.1155691664103,-2.101332339102555,-2101.332339102555,-0.14673011042348097,-146.73011042348097,-74983.3121289807,-5235.873195242683
59,6.095397312485147,1785869700.484268,0.009676125016994774,-5557.271478130636,-5545.422483724057,2930.2169026906186,-5571.434361341198,-5564.232258458905,True,True,-5592.5911024849465,-5588.424803618914,2936.2169004017996,-5607.447333190697,-5599.797368340617,True,True,-1.002136716263072,-1.0007455229357896,0.0013911933272825472,2931.1155691664103,-2.101332339102555,-2101.332339102555,-0.14673011042348097,-146.73011042348097,-74983.3121289807,-5235.873195242683
60,6.192723937972914,1785869700.5815701,0.009615457965992391,-5551.723292172266,-5549.054699391754,2930.2169026906186,-5551.723292172266,-5540.136714857719,False,True,-5596.992257847602,-5589.775133722529,2936.2169004017996,-5587.918054833877,-5581.502795182932,True,True,-1.000480909438648,-1.0012911295986724,-0.0008102201600244108,2935.2817473943364,2.0648458888235837,2064.8458888235837,0.08545447366378942,85.45447366378941,73681.3405946183,3049.3317750424426
61,6.291443687980063,1785869700.6804428,0.009880041936412454,-5564.434352171654,-5549.054699391754,2930.2169026906186,-5564.434352171654,-5558.764223492374,False,True,-5596.992257847602,-5597.192592535989,2936.2169004017996,-5606.20959134395,-5597.192592535989,True,False,-1.0027715806769009,-0.9999642080051605,0.00280737267174036,,,,-0.29609551314397026,-296.09551314397027,,-10565.783369396597
62,6.390030229464173,1785869700.778881,0.0096433749422431,-5563.645161536816,-5548.192656722805,2930.2169026906186,-5563.645161536816,-5548.192656722805,False,False,-5598.511270898921,-5589.882992022496,2936.2169004017996,-5598.511270898921,-5589.882992022496,False,False,-1.0027851420760032,-1.0015435526805727,0.001241589395430509,2932.160129202991,-1.0567723025219493,-1056.7723025219493,-0.13095128155050134,-130.95128155050134,-37709.54547965848,-4672.826204342754
63,6.5021919584833086,1785869700.896302,0.020113582955673337,-5560.7286578842795,-5549.054699391754,2930.2169026906186,-5550.238299660726,-5534.682590090779,True,True,-5597.662959623437,-5589.882992022496,2936.2169004017996,-5586.41367331968,-5581.648609285692,True,True,-1.0021037742687606,-1.0013917943563477,0.0007119799124128967,2932.4790757224423,-0.7378257830705479,-737.8257830705479,-0.07509300764960537,-75.09300764960537,-26328.353663665,-2679.596333485775
64,6.618425541964825,1785869701.008458,0.011959334020502865,-5558.652215973347,-5550.100110034539,2930.2169026906186,-5558.652215973347,-5550.100110034539,False,False,-5597.831531008344,-5591.092668948863,2936.2169004017996,-5597.831531008344,-5591.092668948863,False,False,-1.0015408921946012,-1.0012052853455473,0.00033560684905387106,2932.7751230785475,-0.44177842696535663,-441.77842696535663,-0.03539668359166063,-35.396683591660626,-15764.288715577955,-1263.0846271645955
65,6.7287931249593385,1785869701.1177568,0.0098697500070557,-5566.562803741174,-5549.790187058716,2930.2169026906186,-5566.562803741174,-5549.790187058716,False,False,-5597.831531008344,-5595.434856496622,2936.2169004017996,-5606.807690191644,-5595.434856496622,True,False,-1.0030222073478687,-1.0004283267651557,0.0025938805827130373,,,,-0.27357835669764946,-273.57835669764944,,-9762.28792098378
66,6.82981679198565,1785869701.219157,0.010637333965860307,-5560.7286578842795,-5549.790187058716,2930.2169026906186,-5575.818974844881,-5559.82085612984,True,True,-5598.511270898921,-5591.092668948863,2936.2169004017996,-5606.594184980286,-5602.662895436624,True,True,-1.0019709701550648,-1.0013268608462274,0.0006441093088374039,2932.508530345191,-0.7083711603218035,-708.3711603218035,-0.06793464873439514,-67.93464873439514,-25277.303751134863,-2424.159603710931
67,6.928868062444963,1785869701.318031,0.010274874977767467,-5560.7286578842795,-5549.790187058716,2930.2169026906186,-5575.204810954549,-5565.459790017422,True,True,-5598.511270898921,-5591.092668948863,2936.2169004017996,-5612.569887214598,-5601.814400770241,True,True,-1.0019709701550648,-1.0013268608462274,0.0006441093088374039,2932.508530345191,-0.7083711603218035,-708.3711603218035,-0.06793464873439514,-67.93464873439514,-25277.303751134863,-2424.159603710931
68,7.03382347949082,1785869701.422848,0.009994624997489154,-5563.645161536816,-5556.651957697833,2930.2169026906186,-5576.626017055353,-5556.651957697833,True,False,-5598.511270898921,-5591.092668948863,2936.2169004017996,-5609.641768805208,-5603.493298590946,True,True,-1.001258528317451,-1.0013268608462274,-6.833252877624929e-05,2933.3119851555653,0.09508365005240194,95.08365005240194,0.007207078481538523,7.207078481538523,3392.9364135170545,257.1752241485342
69,7.133914104430005,1785869701.5228438,0.009795709047466516,-5567.704026958463,-5548.0405721796005,2930.2169026906186,-5567.704026958463,-5548.0405721796005,False,False,-5599.291502888407,-5597.778945196687,2936.2169004017996,-5599.291502888407,-5597.778945196687,False,False,-1.0035442161107229,-1.0002702067563811,0.0032740093543417448,,,,-0.34531200277409796,-345.31200277409795,,-12322.009804956393
70,7.233165708428714,1785869701.6219141,0.0094471670454368,-5560.871928966591,-5553.905900602133,2930.2169026906186,-5560.871928966591,-5553.905900602133,False,False,-5606.20959134395,-5600.768177094477,2936.2169004017996,-5596.131916129229,-5600.768177094477,True,False,-1.0012542575421925,-1.0009715478444057,0.00028270969778687594,2932.7495121966845,-0.4673893088283876,-467.3893088283876,-0.029817584918401644,-29.817584918401643,-16678.179732671553,-1064.0017455895534
71,7.3316047714906745,1785869701.720476,0.009710874990560114,-5565.384046520157,-5552.237917596356,2930.2169026906186,-5565.384046520157,-5552.237917596356,False,False,-5600.199295473301,-5595.490320017116,2936.2169004017996,-5600.199295473301,-5595.490320017116,False,False,-1.0023677171473755,-1.0008415661875671,0.0015261509598083478,2931.184662586698,-2.0322389188149828,-2032.2389188149828,-0.16096418410299615,-160.96418410299614,-72517.80326916152,-5743.797605730664
72,7.431336562964134,1785869701.8212538,0.011777292005717754,-5565.384046520157,-5552.237917596356,2930.2169026906186,-5581.649118195433,-5564.846728000734,True,True,-5600.199295473301,-5600.726657395237,2936.2169004017996,-5608.6467723201995,-5600.726657395237,True,False,-1.0023677171473755,-0.9999058404463929,0.0024618767009826348,,,,-0.2596558171319576,-259.65581713195763,,-9265.48020025541
73,7.577788771479391,1785869701.966563,0.009508375078439713,-5566.562803741174,-5557.62648011737,2930.2169026906186,-5574.771783782131,-5557.62648011737,True,False,-5600.199295473301,-5597.778945196687,2936.2169004017996,-5613.790822813828,-5606.168303939848,True,True,-1.001607938866668,-1.0004323768945345,0.001175561972133643,2930.036997069048,-3.179904436464767,-3179.904436464767,-0.12398732411818306,-123.98732411818305,-113470.75494093516,-4424.326438701936
74,7.690461896476336,1785869702.079765,0.010543375043198466,-5574.181390408657,-5560.497518109851,2930.2169026906186,-5574.181390408657,-5560.497518109851,False,False,-5611.624826542776,-5607.76991625149,2936.2169004017996,-5611.624826542776,-5607.76991625149,False,False,-1.002460907905136,-1.0006874230485303,0.0017734848566057781,2930.4624312737537,-2.7544702317591145,-2754.4702317591145,-0.18705065912902463,-187.05065912902464,-98289.68854407345,-6674.659546425372
75,7.802046604454517,1785869702.191265,0.01040862500667572,-5569.065400250634,-5555.613836843231,2930.2169026906186,-5569.065400250634,-5555.613836843231,False,False,-5606.343650090167,-5601.850036678179,2936.2169004017996,-5606.343650090167,-5601.850036678179,False,False,-1.0024212560128274,-1.0008021659599178,0.0016190900529096108,2931.002187613055,-2.214713892457894,-2214.713892457894,-0.17076653373044529,-170.76653373044527,-79029.18542884292,-6093.581706053571
76,7.903397229441907,1785869702.29224,0.009657624992541969,-5574.181390408657,-5549.250692300639,2930.2169026906186,-5563.500832900327,-5549.250692300639,True,False,-5601.22428401137,-5601.814400770241,2936.2169004017996,-5601.22428401137,-5587.117489378611,False,True,-1.0044926242280978,-0.99989465613877,0.004597968089327775,,,,-0.48495083482626883,-484.9508348262688,,-17304.839952407536
77,8.003090979414992,1785869702.391969,0.009733624989166856,-5576.609976464835,-5561.707714643763,2930.2169026906186,-5576.609976464835,-5561.707714643763,False,False,-5606.594184980286,-5605.4188969037505,2936.2169004017996,-5615.812304000979,-5605.4188969037505,True,False,-1.0026794399464458,-1.0002096699815217,0.0024697699649240956,,,,-0.2604883250710187,-260.4883250710187,,-9295.187163539063
78,8.104688729450572,1785869702.4936042,0.00979329098481685,-5571.217492435125,-5556.651957697833,2930.2169026906186,-5571.217492435125,-5568.312832778066,False,True,-5605.731015985574,-5605.481460708501,2936.2169004017996,-5605.731015985574,-5605.481460708501,False,False,-1.002621278937061,-1.0000445198648542,0.00257675907220678,,,,-0.27177253929044154,-271.77253929044156,,-9697.849674937252
79,8.206147833436262,1785869702.595175,0.010038833017461002,-5571.39271479659,-5556.651957697833,2930.2169026906186,-5571.39271479659,-5548.514096647003,False,True,-5607.761926521381,-5598.943075465354,2936.2169004017996,-5607.761926521381,-5598.943075465354,False,False,-1.0026528127388536,-1.001575092108843,0.001077720630010548,2932.2880318881957,-0.9288696173171047,-928.8696173171047,-0.11366793093813049,-113.6679309381305,-33145.50447177793,-4056.0923115233545
80,8.302922958973795,1785869702.692551,0.011241750093176961,-5567.688802457438,-5549.053629611517,2930.2169026906186,-5567.688802457438,-5549.053629611517,False,False,-5599.083740868661,-5600.768177094477,2936.2169004017996,-5599.083740868661,-5585.639921141914,False,True,-1.0033582614423617,-0.999699249072171,0.0036590123701907284,,,,-0.38591853381547725,-385.91853381547725,,-13771.001063926535
81,8.400774833979085,1785869702.7897441,0.009920249925926328,-5566.401250114619,-5555.159236788214,2930.2169026906186,-5566.401250114619,-5555.159236788214,False,False,-5605.813930066937,-5598.449286303757,2936.2169004017996,-5605.813930066937,-5598.449286303757,False,False,-1.0020237067646875,-1.0013154792312218,0.0007082275334657773,2932.4446810390677,-0.7722204664451056,-772.2204664451056,-0.07469724167915129,-74.69724167915129,-27555.6832159972,-2665.47393945016
82,8.529115583456587,1785869702.9183302,0.010415082913823426,-5571.217492435125,-5555.613836843231,2930.2169026906186,-5560.599845645994,-5547.303047345417,True,True,-5606.343650090167,-5600.726657395237,2936.2169004017996,-5594.770258581166,-5592.63465782315,True,True,-1.002808628542253,-1.0010029042727007,0.001805724269552389,2931.2245654727158,-1.992336032797084,-1992.336032797084,-0.1904509720322511,-190.4509720322511,-71093.9206678948,-6795.99529090248
83,8.632107104465831,1785869703.021112,0.010001290938816965,-5576.478019072654,-5561.846897637314,2930.2169026906186,-5576.478019072654,-5561.846897637314,False,False,-5608.365519454717,-5604.3558410000915,2936.2169004017996,-5608.365519454717,-5604.3558410000915,False,False,-1.0026306228316992,-1.0007154575063368,0.0019151653253624001,2930.384071892293,-2.8328296132199284,-2832.8296132199284,-0.2019937949375493,-201.9937949375493,-101085.84117970055,-7207.885916983631
84,8.728397146449424,1785869703.1175082,0.010187125066295266,-5564.221794479934,-5560.338803985696,2930.2169026906186,-5564.221794479934,-5560.338803985696,False,False,-5609.892471803649,-5594.976402176239,2936.2169004017996,-5609.892471803649,-5594.976402176239,False,False,-1.000698337031451,-1.00266597543139,-0.0019676383999389646,2936.2018460468553,2.984944541342429,2984.944541342429,0.20752816595243384,207.52816595243385,106513.86459257883,7405.372750229583
85,8.832058666972443,1785869703.221169,0.01021174993366003,-5571.41489898218,-5560.400143656203,2930.2169026906186,-5571.41489898218,-5560.400143656203,False,False,-5612.970134792309,-5598.943075465354,2936.2169004017996,-5612.970134792309,-5608.088264510805,False,True,-1.0019809285377679,-1.0025053048652024,-0.000524376327434517,2933.6276442509097,0.41074274539687394,410.74274539687394,0.05530632940717089,55.306329407170885,14656.820774938407,1973.5344492995605
86,8.927661166992038,1785869703.3167841,0.010244084056466818,-5569.065400250634,-5555.613836843231,2930.2169026906186,-5577.6948268484275,-5565.152252651526,True,True,-5606.343650090167,-5605.90117064523,2936.2169004017996,-5615.889873765931,-5605.90117064523,True,False,-1.0024212560128274,-1.0000789310106382,0.0023423250021892272,,,,-0.2470466178055598,-247.0466178055598,,-8815.537318211525
87,9.019501395931002,1785869703.408312,0.009589291992597282,-5571.217492435125,-5560.338803985696,2930.2169026906186,-5587.031182565638,-5572.387338386771,True,True,-5612.566168964147,-5598.943075465354,2936.2169004017996,-5612.566168964147,-5622.304956139011,False,True,-1.0019564794220148,-1.0024331544927632,-0.0004766750707483336,2933.598412853234,0.3815113477212435,381.5113477212435,0.050275245284182916,50.275245284182915,13613.736358879656,1794.0067543599384
88,9.113584374950733,1785869703.503175,0.011174999992363155,-5576.662757893449,-5560.400143656203,2930.2169026906186,-5576.662757893449,-5549.827311489439,False,True,-5602.3453357581675,-5603.480852462023,2936.2169004017996,-5602.3453357581675,-5603.480852462023,False,False,-1.0029247201311222,-0.9997973551201916,0.003127365010930583,,,,-0.3298453237153974,-329.8453237153974,,-11770.101474286232
89,9.206870312453248,1785869703.595559,0.009379874914884567,-5575.188227832625,-5565.030588073479,2930.2169026906186,-5575.188227832625,-5565.030588073479,False,False,-5613.657444142189,-5600.314879114832,2936.2169004017996,-5613.657444142189,-5600.314879114832,False,False,-1.0018252621613464,-1.0023824669354067,-0.0005572047740602937,2933.6847018698604,0.46780036434756767,467.80036434756767,0.05876876809485314,58.76876809485314,16692.84771437224,2097.087071611945
90,9.341240041947458,1785869703.7301178,0.009766084025613964,-5572.810468563743,-5553.69387321576,2930.2169026906186,-5572.810468563743,-5553.69387321576,False,False,-5605.391461625454,-5607.765424702755,2936.2169004017996,-5605.391461625454,-5607.765424702755,False,False,-1.0034421406336742,-0.9995766650532771,0.003865475580397071,,,,-0.4076943496117752,-407.6943496117752,,-14548.042735218925
91,9.436113937466871,1785869703.825033,0.009842374944128096,-5579.239661338142,-5567.866768041079,2930.2169026906186,-5579.239661338142,-5567.866768041079,False,False,-5608.365519454717,-5604.126423571843,2936.2169004017996,-5620.911662132837,-5604.126423571843,True,False,-1.0020425943670819,-1.0007564240280242,0.0012861703390576462,2931.26064714486,-1.9562543606530198,-1956.2543606530198,-0.13565326412395579,-135.65326412395578,-69806.3931149379,-4840.61033842263
