batch,sample,time_s,timestamp_epoch_s,acq_seconds,peak_01,peak_01_freq_mhz,peak_01_raw,peak_01_spike_sig,peak_02,peak_02_freq_mhz,peak_02_raw,peak_02_spike_sig,z_minus,z_plus,lockin_signal,delta_f_mhz,peak_shift_kHz,f_new_mhz,B_shift_uT
0,0,0.005918917013332248,1785873968.549268,0.010219749994575977,-5504.889309639584,2806.9098795429386,-5504.889309639584,False,-5507.868391781429,2813.9098768726503,-5507.868391781429,False,-1.0632194023036823,-1.0637947849782654,-0.0005753826745831248,0.04695613132351658,46.95613132351658,2810.566534949812,1.675568488563966
1,0,0.11636216647457331,1785873968.659968,0.01074808300472796,-5510.779380085609,2806.9098795429386,-5510.779380085609,False,-5510.3000607316235,2813.9098768726503,-5510.3000607316235,False,-1.0643570159461915,-1.0642644397637486,9.257618244284949e-05,-0.016329888716524212,-16.329888716524213,2810.5032489297723,-0.5827108448659796
2,0,0.12672770797507837,1785873968.669892,0.009881500038318336,-5509.487362639553,2806.9098795429386,-5509.487362639553,False,-5502.156583268105,2813.9098768726503,-5502.156583268105,False,-1.0641074745041217,-1.062691601009975,0.0014158734941467355,-0.1417062038990141,-141.7062038990141,2810.3778726145897,-5.056601623573155
3,0,0.13673068745993078,1785873968.679992,0.010060959029942751,-5515.053116914355,2806.9098795429386,-5515.053116914355,False,-5515.617105055076,2813.9098768726503,-5515.617105055076,False,-1.0651824494219755,-1.0652913786120382,-0.00010892919006266766,0.00276181567278393,2.7618156727839303,2810.5223406341615,0.09855180105566408
4,0,0.14730727049754933,1785873968.691036,0.010994874988682568,-5510.33218669725,2806.9098795429386,-5510.33218669725,False,-5515.617105055076,2813.9098768726503,-5515.617105055076,False,-1.0642706446024022,-1.0652913786120382,-0.0010207340096359818,0.08915111566806588,89.15111566806588,2810.6087299341566,3.1812416381696362
5,0,0.17348952096654102,1785873968.732648,0.041263457969762385,-5518.500467115222,2806.9098795429386,-5518.500467115222,False,-5517.464011529706,2813.9098768726503,-5517.464011529706,False,-1.0658482738216921,-1.065648091833252,0.0002001819884400735,-0.026525042389739524,-26.525042389739525,2810.493053776099,-0.9465116467934458
6,0,0.20301983348326758,1785873968.749685,0.01686633296776563,-5524.222285050584,2806.9098795429386,-5524.222285050584,False,-5523.958833394684,2813.9098768726503,-5523.958833394684,False,-1.0669533910189941,-1.0669025077230063,5.08832959877914e-05,-0.012379680077222724,-12.379680077222723,2810.5071991384116,-0.44175278608416796
7,0,0.21857264544814825,1785873968.7638452,0.0140883750282228,-5513.677039326715,2806.9098795429386,-5513.677039326715,False,-5515.467051433174,2813.9098768726503,-5515.467051433174,False,-1.0649166725265724,-1.0652623971170037,-0.00034572459043125114,0.0251970873897258,25.1970873897258,2810.5447759058784,0.8991252993764559
8,0,0.23113266698783264,1785873968.7748349,0.01094750000629574,-5525.037034329978,2806.9098795429386,-5525.037034329978,False,-5524.743015531084,2813.9098768726503,-5524.743015531084,False,-1.0671107524468337,-1.0670539653846347,5.6787062199026295e-05,-0.012939034688402613,-12.939034688402613,2810.5066397838004,-0.4617126280474812
9,0,0.24188964546192437,1785873968.7853498,0.010470374953001738,-5537.829425202427,2806.9098795429386,-5537.829425202427,False,-5528.673170177451,2813.9098768726503,-5528.673170177451,False,-1.0695814866273783,-1.067813039080586,0.0017684475467922844,-0.1751109687683224,-175.1109687683224,2810.3444678497203,-6.248607221250443
