batch,time_s,timestamp_epoch_s,acq_seconds,peak_01,peak_01_ref,peak_01_freq_mhz,peak_01_raw,peak_01_ref_raw,peak_01_spike_sig,peak_01_spike_ref,peak_02,peak_02_ref,peak_02_freq_mhz,peak_02_raw,peak_02_ref_raw,peak_02_spike_sig,peak_02_spike_ref,z_minus,z_plus,lockin_signal,f0_mhz,delta_f_mhz,peak_shift_kHz,delta_f_linear_mhz,peak_shift_linear_kHz,B_shift_nT,B_shift_linear_nT
66,6.861283146077767,1785869746.6066391,0.009638458024710417,-5717.045367851575,-5701.075616651893,2930.2169026906186,-5717.045367851575,-5701.075616651893,False,False,-5765.2883867714045,-5760.412154231744,2936.2169004017996,-5765.2883867714045,-5760.412154231744,False,False,-1.0028011821406186,-1.0008465075777742,0.001954674562844483,2930.7675176774655,-2.449383828047303,-2449.383828047303,-0.20616086119987362,-206.1608611998736,-87403.07693574445,-7356.582258060006
67,6.9602399585419334,1785869746.705665,0.009778832900337875,-5706.746734113764,-5698.030559036587,2930.2169026906186,-5706.746734113764,-5698.030559036587,False,False,-5761.125903964299,-5749.148436592596,2936.2169004017996,-5761.125903964299,-5749.148436592596,False,False,-1.0015296820518722,-1.0020833463431675,-0.0005536642912953305,2933.7644519003793,0.5475503948664482,547.5503948664482,0.05839535095945766,58.39535095945766,19538.623853355988,2083.762166694892
68,7.058562021527905,1785869746.8039281,0.009664374985732138,-5697.561455818077,-5674.299054008619,2930.2169026906186,-5697.561455818077,-5674.299054008619,False,False,-5736.473116422654,-5732.5490494238475,2936.2169004017996,-5736.473116422654,-5732.5490494238475,False,False,-1.0040996080023352,-1.000684523929054,0.0034150840732811716,,,,-0.3601912497356716,-360.19124973567165,,-12852.956385086769
69,7.156943354522809,1785869746.903119,0.011283959029242396,-5704.730393984779,-5688.77974447535,2930.2169026906186,-5704.730393984779,-5688.77974447535,False,False,-5753.692193660789,-5752.585435706208,2936.2169004017996,-5753.692193660789,-5752.585435706208,False,False,-1.0028038789030143,-1.000192393136434,0.0026114857665802127,,,,-0.27543518746458573,-275.43518746458574,,-9828.546512438828
70,7.257899229589384,1785869747.003384,0.009904625010676682,-5694.091392853868,-5673.143702050921,2930.2169026906186,-5694.091392853868,-5673.143702050921,False,False,-5742.672228505059,-5738.274939633829,2936.2169004017996,-5742.672228505059,-5738.274939633829,False,False,-1.0036924308466528,-1.000766308501682,0.002926122344970805,,,,-0.3086201222864533,-308.6201222864533,,-11012.707760721285
71,7.356501166999806,1785869747.10207,0.010075166006572545,-5703.497747348473,-5681.628144389767,2930.2169026906186,-5703.497747348473,-5681.628144389767,False,False,-5746.835263013111,-5732.654130879971,2936.2169004017996,-5746.835263013111,-5732.654130879971,False,False,-1.0038491788626296,-1.0024737463327416,0.001375432529888032,2932.4458132155823,-0.7710882899305034,-771.0882899305034,-0.1450678083575452,-145.0678083575452,-27515.282969258613,-5176.556107534442
72,7.454927396029234,1785869747.200288,0.009661792078986764,-5714.708249533882,-5694.437674603417,2930.2169026906186,-5714.708249533882,-5694.437674603417,False,False,-5759.28386924229,-5755.238035272183,2936.2169004017996,-5759.28386924229,-5755.238035272183,False,False,-1.003559714951464,-1.000702982907972,0.002856732043491794,,,,-0.30130147979539457,-301.3014797953946,,-10751.551519961267
73,7.553387813037261,1785869747.2989209,0.010008708108216524,-5719.094638872757,-5701.827554482379,2930.2169026906186,-5719.094638872757,-5701.827554482379,False,False,-5763.858269401229,-5762.127218265733,2936.2169004017996,-5763.858269401229,-5762.127218265733,False,False,-1.0030283420930195,-1.0003004187637525,0.002727923329266968,,,,-0.2877159367288379,-287.7159367288379,,-10266.769081103264
74,7.680749000515789,1785869747.4261901,0.009825333021581173,-5707.085681755662,-5689.546853317848,2930.2169026906186,-5707.085681755662,-5689.546853317848,False,False,-5745.550783996088,-5744.498448818657,2936.2169004017996,-5745.550783996088,-5744.498448818657,False,False,-1.003082640654868,-1.0001831900881872,0.002899450566680839,,,,-0.30580703161319706,-305.80703161319707,,-10912.326277947368
75,7.782027188048232,1785869747.527474,0.009841791936196387,-5709.057126264633,-5688.301702478833,2930.2169026906186,-5709.057126264633,-5688.301702478833,False,False,-5746.505066173549,-5747.488050554757,2936.2169004017996,-5746.505066173549,-5747.488050554757,False,False,-1.0036487909522722,-0.9998289714789205,0.0038198194733517488,,,,-0.4028789688182606,-402.87896881826055,,-14376.212133109497
76,7.8824362710583955,1785869747.627887,0.009836042067036033,-5709.210120121038,-5695.111130299233,2930.2169026906186,-5709.210120121038,-5695.111130299233,False,False,-5755.514333526913,-5746.953305620931,2936.2169004017996,-5755.514333526913,-5746.953305620931,False,False,-1.0024756303255955,-1.0014896637314956,0.0009859665940998852,2932.3098842414447,-0.9070172640681449,-907.0172640681449,-0.10399057010197643,-103.99057010197643,-32365.73166101002,-3710.7682736931356
77,7.982264458551072,1785869747.728056,0.010535167064517736,-5711.072236146346,-5689.738253813002,2930.2169026906186,-5711.072236146346,-5689.738253813002,False,False,-5757.588432619128,-5744.98744230828,2936.2169004017996,-5757.588432619128,-5744.98744230828,False,False,-1.0037495542644772,-1.0021933886605303,0.0015561656039468907,2932.2736755718665,-0.9432259336463176,-943.2259336463176,-0.16412984912050282,-164.12984912050283,-33657.79095226654,-5856.760245521797
78,8.082966042042244,1785869747.828646,0.010315666091628373,-5711.628572301861,-5701.935866674818,2930.2169026906186,-5711.628572301861,-5701.935866674818,False,False,-5760.791880368004,-5759.386916587707,2936.2169004017996,-5760.791880368004,-5759.386916587707,False,False,-1.001699897342531,-1.0002439432878265,0.0014559540547045557,,,,-0.15356046857671576,-153.56046857671578,,-5479.605644330422
79,8.183893292036373,1785869747.9295418,0.010254666092805564,-5681.968951921021,-5655.6368157227125,2930.2169026906186,-5681.968951921021,-5655.6368157227125,False,False,-5721.26502124278,-5719.463425741969,2936.2169004017996,-5721.26502124278,-5719.463425741969,False,False,-1.0046559100338806,-1.0003149937969185,0.004340916236962089,,,,-0.45783940038902393,-457.8394003890239,,-16337.40366789266
80,8.283747938054148,1785869748.029438,0.010340208071283996,-5738.5971987040375,-5724.671164837852,2930.2169026906186,-5738.5971987040375,-5724.671164837852,False,False,-5785.273657425803,-5775.826793410154,2936.2169004017996,-5785.273657425803,-5775.826793410154,False,False,-1.0024326347252437,-1.001635586445637,0.0007970482796066936,2932.514335929753,-0.7025655757597633,-702.5655757597633,-0.08406522643983251,-84.06522643983251,-25070.13901512144,-2999.7582943131783
81,8.379633146047127,1785869748.125809,0.011307542095892131,-5733.355532292081,-5710.321352813523,2930.2169026906186,-5733.355532292081,-5710.321352813523,False,False,-5779.249202249595,-5766.418415502643,2936.2169004017996,-5779.249202249595,-5766.418415502643,False,False,-1.0040337798970296,-1.0022250877099825,0.0018086921870470452,2932.1670589908276,-1.0498425146852242,-1049.8425146852242,-0.19076400031752114,-190.76400031752112,-37462.2650116052,-6807.165298227274
82,8.475706146040466,1785869748.221167,0.009887541993521154,-5716.863567869916,-5702.600009169544,2930.2169026906186,-5716.863567869916,-5702.600009169544,False,False,-5767.621354341779,-5759.644308769142,2936.2169004017996,-5767.621354341779,-5759.644308769142,False,False,-1.0025012377998521,-1.0013849892710374,0.0011162485288147561,2932.152548003476,-1.064353502036738,-1064.353502036738,-0.11773149473983813,-117.73149473983813,-37980.07072640373,-4201.095301878323
83,8.571194146526977,1785869748.31694,0.010461125057190657,-5698.682527432222,-5684.267425191797,2930.2169026906186,-5698.682527432222,-5684.267425191797,False,False,-5745.792378579944,-5739.770501574106,2936.2169004017996,-5745.792378579944,-5739.770501574106,False,False,-1.0025359648239875,-1.0010491494397182,0.0014868153842693133,2931.5552875371604,-1.6616139683524125,-1661.6139683524125,-0.15681543408441745,-156.81543408441746,-59292.53384072268,-5595.754855995484
84,8.701218563015573,1785869748.4467661,0.010066207963973284,-5714.0242182962975,-5688.594397408076,2930.2169026906186,-5714.0242182962975,-5688.594397408076,False,False,-5747.201355564385,-5743.562476694074,2936.2169004017996,-5747.201355564385,-5743.562476694074,False,False,-1.0044703171138039,-1.000633557811041,0.0038367593027628377,,,,-0.4046656241962716,-404.6656241962716,,-14439.966607060791
85,8.796209458552767,1785869748.5418408,0.010237417067401111,-5721.58008986154,-5700.4346669926945,2930.2169026906186,-5721.58008986154,-5700.4346669926945,False,False,-5757.834835101018,-5763.825586086744,2936.2169004017996,-5757.834835101018,-5763.825586086744,False,False,-1.0037094404381623,-0.9989606293777892,0.00474881106037317,,,,-0.5008603460092443,-500.8603460092443,,-17872.55017161163
86,8.893056396045722,1785869748.638368,0.009599291952326894,-5707.197079499954,-5691.756213894916,2930.2169026906186,-5707.197079499954,-5691.756213894916,False,False,-5758.67447198704,-5751.81293975609,2936.2169004017996,-5758.67447198704,-5751.81293975609,False,False,-1.0027128473224738,-1.0011929338284846,0.0015199134939891668,2931.694722773513,-1.522178731999702,-1522.178731999702,-0.16030631432281378,-160.3063143228138,-54316.96874106844,-5720.322378062153
87,8.988418084045406,1785869748.7338939,0.009930750005878508,-5712.912597426415,-5696.275234587522,2930.2169026906186,-5712.912597426415,-5696.275234587522,False,False,-5760.855649967906,-5755.6422333954815,2936.2169004017996,-5760.855649967906,-5755.6422333954815,False,False,-1.002920744197519,-1.0009057923270797,0.0020149518704393188,2930.854342077769,-2.3625594277436903,-2362.5594277436903,-0.21251835000172903,-212.51835000172903,-84304.86110989474,-7583.440979222417
88,9.082954313023947,1785869748.828309,0.009690457955002785,-5700.874823486261,-5683.730991533454,2930.2169026906186,-5700.874823486261,-5683.730991533454,False,False,-5748.895645994437,-5740.771048690282,2936.2169004017996,-5748.895645994437,-5740.771048690282,False,False,-1.0030162989730418,-1.001415244961913,0.0016010540111288663,2931.8378672794397,-1.379034226073145,-1379.034226073145,-0.16886426008508587,-168.86426008508587,-49209.0431798867,-6025.701544572004
89,9.179535854549613,1785869748.92559,0.011090875021182,-5718.759690680687,-5697.941284347586,2930.2169026906186,-5718.759690680687,-5697.941284347586,False,False,-5759.423044594552,-5755.793643977137,2936.2169004017996,-5759.423044594552,-5755.793643977137,False,False,-1.0036536716147444,-1.0006305647564715,0.003023106858272895,,,,-0.31884914514553425,-318.84914514553424,,-11377.717140505789
90,9.275698750512674,1785869749.021067,0.009724332951009274,-5726.204300516551,-5719.05589601736,2930.2169026906186,-5726.204300516551,-5719.05589601736,False,False,-5778.306490509522,-5773.504545037748,2936.2169004017996,-5778.306490509522,-5773.504545037748,False,False,-1.001249927370734,-1.0008317210862683,0.0004182062844657608,2932.460068049588,-0.7568334559250616,-756.8334559250616,-0.04410850246055212,-44.10850246055212,-27006.617753534883,-1573.9545554008034
91,9.371176854532678,1785869749.116662,0.00995629106182605,-5708.679562612709,-5694.0575541767275,2930.2169026906186,-5708.679562612709,-5694.0575541767275,False,False,-5756.225390469786,-5745.8683390897695,2936.2169004017996,-5756.225390469786,-5745.8683390897695,False,False,-1.0025679418054452,-1.0018025215283053,0.0007654202771398833,2932.5941083726684,-0.6227931328444356,-622.7931328444356,-0.0807293994175083,-80.7293994175083,-22223.56311891363,-2880.7236446441725
92,9.467888396058697,1785869749.213845,0.010903291986323893,-5729.578332365438,-5720.869995720879,2930.2169026906186,-5729.578332365438,-5720.869995720879,False,False,-5782.4399746309255,-5780.7358055445175,2936.2169004017996,-5782.4399746309255,-5780.7358055445175,False,False,-1.0015222049532801,-1.0002948014134763,0.001227403539803884,,,,-0.12945508966852132,-129.4550896685213,,-4619.4365425535725
93,9.589333521027584,1785869749.335262,0.010850041988305748,-5716.951769722162,-5700.20451294434,2930.2169026906186,-5716.951769722162,-5700.20451294434,False,False,-5758.769404285234,-5764.253768682947,2936.2169004017996,-5758.769404285234,-5764.253768682947,False,False,-1.0029380098099623,-0.999048556045969,0.0038894537639933002,,,,-0.4102233450129388,-410.22334501293875,,-14638.28664762128
94,9.688167313055601,1785869749.433671,0.01000320806633681,-5733.39466790965,-5711.678838218662,2930.2169026906186,-5733.39466790965,-5711.678838218662,False,False,-5774.378974233579,-5762.515858727878,2936.2169004017996,-5774.378974233579,-5762.515858727878,False,False,-1.0038020046830505,-1.0020586694764115,0.0017433352066389407,2932.130000897325,-1.0869006081879888,-1086.9006081879888,-0.1838707549545978,-183.8707549545978,-38784.63489109295,-6561.18880083492
95,9.78414237551624,1785869749.52944,0.009592417045496404,-5733.808030993061,-5710.452981630345,2930.2169026906186,-5733.808030993061,-5710.452981630345,False,False,-5766.970180640034,-5771.610257664211,2936.2169004017996,-5766.970180640034,-5771.610257664211,False,False,-1.0040898768342628,-0.9991960515667158,0.004893825267547003,,,,-0.5161550934855992,-516.1550934855992,,-18418.32334733083
96,9.881228792015463,1785869749.62656,0.009659833973273635,-5768.459394198735,-5758.811018736436,2930.2169026906186,-5768.459394198735,-5758.811018736436,False,False,-5812.067179142342,-5810.216149096801,2936.2169004017996,-5812.067179142342,-5810.216149096801,False,False,-1.0016754110233705,-1.0003185819594387,0.0013568290639318636,,,,-0.1431056880968491,-143.1056880968491,,-5106.540397403978
97,9.978747750050388,1785869749.7250109,0.011526999995112419,-5731.765469022221,-5709.492672005379,2930.2169026906186,-5731.765469022221,-5709.492672005379,False,False,-5777.252585811657,-5769.563251520616,2936.2169004017996,-5777.252585811657,-5769.563251520616,False,False,-1.0039010115777973,-1.0013327411375574,0.0025682704402398837,2931.1579681930525,-2.05893331246034,-2058.93331246034,-0.2708772374790972,-270.8772374790972,-73470.35799530188,-9665.901993972922
98,10.076776479487307,1785869749.822228,0.009911708999425173,-5732.505199131951,-5726.399941926216,2930.2169026906186,-5732.505199131951,-5726.399941926216,False,False,-5781.3434132102575,-5780.317414493993,2936.2169004017996,-5781.3434132102575,-5780.317414493993,False,False,-1.001066159763141,-1.0001774986809016,0.0008886610822393948,,,,-0.09372769130569664,-93.72769130569664,,-3344.55078881304
99,10.177830083994195,1785869749.923257,0.009863500017672777,-5711.36394076474,-5690.591149860928,2930.2169026906186,-5711.36394076474,-5690.591149860928,False,False,-5750.282386832532,-5743.637558455848,2936.2169004017996,-5750.282386832532,-5743.637558455848,False,False,-1.0036503748655918,-1.0011569024523321,0.002493472413259701,2930.954791283196,-2.2621102223170055,-2262.1102223170055,-0.26298823848591507,-262.9882384859151,-80720.46182975326,-9384.393323077185
100,10.274373625055887,1785869750.019708,0.009679750073701143,-5730.334636427545,-5716.980941100956,2930.2169026906186,-5730.334636427545,-5716.980941100956,False,False,-5775.013373781215,-5770.714205153285,2936.2169004017996,-5775.013373781215,-5770.714205153285,False,False,-1.0023357949701361,-1.0007449976684153,0.0015907973017208477,2930.885250246999,-2.33165125851383,-2331.65125851383,-0.16778247793841697,-167.78247793841697,-83201.94328125284,-5987.099555324613
101,10.371925438055769,1785869750.117446,0.010050208074972034,-5710.720726227956,-5687.698468686004,2930.2169026906186,-5710.720726227956,-5687.698468686004,False,False,-5747.755802793656,-5748.025251398355,2936.2169004017996,-5747.755802793656,-5748.025251398355,False,False,-1.0040477282100488,-0.999953123274009,0.004094604936039858,,,,-0.43186077924839295,-431.86077924839293,,-15410.390352854443
102,10.509996208536904,1785869750.2555578,0.010142332990653813,-5722.707696304673,-5709.837656264328,2930.2169026906186,-5722.707696304673,-5709.837656264328,False,False,-5767.907202677507,-5763.623687990952,2936.2169004017996,-5767.907202677507,-5763.623687990952,False,False,-1.0022540115525396,-1.000743198188924,0.0015108133636154708,2930.972433162387,-2.2444683431258454,-2244.4683431258454,-0.15934651735684657,-159.34651735684656,-80090.93431079951,-5686.073271369061
103,10.607075229519978,1785869750.352673,0.010216708993539214,-5718.010548033132,-5698.271553015251,2930.2169026906186,-5718.010548033132,-5698.271553015251,False,False,-5760.084443867104,-5751.331356786992,2936.2169004017996,-5760.084443867104,-5751.331356786992,False,False,-1.0034640320023773,-1.0015219236272628,0.0019421083751145485,2931.7128364695504,-1.5040650359624124,-1504.0650359624124,-0.20483549679720223,-204.83549679720224,-53670.60505147061,-7309.2883527405875
104,10.703204813005868,1785869750.448545,0.009703707997687161,-5735.693650090167,-5728.110927040988,2930.2169026906186,-5735.693650090167,-5728.110927040988,False,False,-5777.086464223494,-5781.676686432131,2936.2169004017996,-5777.086464223494,-5781.676686432131,False,False,-1.0013237737791325,-0.9992060742138333,0.0021176995652991693,,,,-0.22335521955600088,-223.3552195560009,,-7970.140577933231
105,10.800728854548652,1785869750.547306,0.01217654102947563,-5733.2091221689025,-5720.121922853562,2930.2169026906186,-5733.2091221689025,-5720.121922853562,False,False,-5775.280915120578,-5773.877724118961,2936.2169004017996,-5775.280915120578,-5773.877724118961,False,False,-1.002287923140773,-1.0002430240245228,0.002044899116250276,,,,-0.21567690647159174,-215.67690647159174,,-7696.149959734218
106,10.900007292046212,1785869750.6452491,0.009511084062978625,-5745.876394534951,-5731.8486581899315,2930.2169026906186,-5745.876394534951,-5731.8486581899315,False,False,-5792.55326435798,-5785.459041171257,2936.2169004017996,-5792.55326435798,-5785.459041171257,False,False,-1.0024473319484764,-1.0012262161284418,0.0012211158200345906,2931.95485243783,-1.2620490676827103,-1262.0490676827103,-0.1287919195698968,-128.7919195698968,-45034.579920165226,-4595.772179913531
107,10.995863708492834,1785869750.741154,0.009609833010472357,-5738.49732554941,-5716.128792370939,2930.2169026906186,-5738.49732554941,-5716.128792370939,False,False,-5775.270905034081,-5775.214321300853,2936.2169004017996,-5775.270905034081,-5775.214321300853,False,False,-1.0039132311378858,-1.000009797685433,0.003903433452452809,,,,-0.4116977923029894,-411.6977923029894,,-14690.90038192226
108,11.093665875028819,1785869750.838977,0.009651500033214688,-5721.653522633494,-5710.89663324877,2930.2169026906186,-5721.653522633494,-5710.89663324877,False,False,-5768.168027325244,-5767.475784760215,2936.2169004017996,-5768.168027325244,-5767.475784760215,False,False,-1.0018835727689583,-1.0001200252226214,0.0017635475463368966,,,,-0.18600256422771239,-186.00256422771238,,-6637.259642724535
109,11.190710333525203,1785869750.936105,0.009823417058214545,-5722.832765840389,-5699.0233624721095,2930.2169026906186,-5722.832765840389,-5699.0233624721095,False,False,-5762.169196442216,-5752.772497478376,2936.2169004017996,-5762.169196442216,-5752.772497478376,False,False,-1.0041778041348388,-1.0016334209232085,0.002544383211630308,2931.4778329256264,-1.739068579886407,-1739.068579886407,-0.2683578351624989,-268.3578351624989,-62056.40093799625,-9576.000398319258
110,11.287715563026723,1785869751.03305,0.009705291944555938,-5741.499075404225,-5722.494594553291,2930.2169026906186,-5741.499075404225,-5722.494594553291,False,False,-5787.047313323348,-5783.492774398631,2936.2169004017996,-5787.047313323348,-5783.492774398631,False,False,-1.0033210133337693,-1.0006146007375425,0.002706412596226837,,,,-0.2854471850231123,-285.4471850231123,,-10185.811626574088
111,11.417195667047054,1785869751.162644,0.009935999987646937,-5732.748704037656,-5711.339591038299,2930.2169026906186,-5732.748704037656,-5711.339591038299,False,False,-5779.475092459577,-5771.037517192897,2936.2169004017996,-5779.475092459577,-5771.037517192897,False,False,-1.0037485274090427,-1.0014620551749218,0.0022864722341209287,2931.463757844911,-1.753143660601836,-1753.143660601836,-0.24115578820956016,-241.15578820956014,-62558.6518913016,-8605.330724006571
112,11.514550438034348,1785869751.259875,0.009690708015114069,-5729.981796925145,-5711.511018736436,2930.2169026906186,-5729.981796925145,-5711.511018736436,False,False,-5771.742922639606,-5767.629976770486,2936.2169004017996,-5771.742922639606,-5767.629976770486,False,False,-1.0032339565008483,-1.0007131084840195,0.002520848016828836,2928.8848908411373,-4.3320106643755025,-4332.0106643755025,-0.2658755620920829,-265.87556209208293,-154582.16758405304,-9487.42371153593
113,11.614350125484634,1785869751.360577,0.011489333002828062,-5744.1402008130335,-5724.645890515634,2930.2169026906186,-5744.1402008130335,-5724.645890515634,False,False,-5787.804757465538,-5779.442814133325,2936.2169004017996,-5787.804757465538,-5779.442814133325,False,False,-1.0034053303331298,-1.001446842472732,0.001958487860397762,2931.641321359036,-1.575580146477023,-1575.580146477023,-0.20656305229732722,-206.5630522973272,-56222.528778083884,-7370.933924397917
114,11.7208767090342,1785869751.466354,0.010002750088460743,-5742.590483540666,-5735.579603875662,2930.2169026906186,-5742.590483540666,-5735.579603875662,False,False,-5792.146321484243,-5781.65817770578,2936.2169004017996,-5792.146321484243,-5781.65817770578,False,False,-1.0012223489427758,-1.0018140373325608,-0.0005916883897849612,2933.927302588358,0.7104010828452374,710.4010828452374,0.06240577859788762,62.405778597887625,25349.738896846895,2226.869062156995
115,11.819614479551092,1785869751.564905,0.009631874971091747,-5709.524987009811,-5692.581700644925,2930.2169026906186,-5709.524987009811,-5692.581700644925,False,False,-5746.242913470061,-5752.0144374484225,2936.2169004017996,-5746.242913470061,-5752.0144374484225,False,False,-1.0029763800075047,-0.9989966082246271,0.003979771782877561,,,,-0.41974924815250847,-419.74924815250847,,-14978.206114491451
116,11.918680562579539,1785869751.6639419,0.009576375014148653,-5724.80333618608,-5706.031307882751,2930.2169026906186,-5724.80333618608,-5706.031307882751,False,False,-5766.01836965492,-5763.930328269706,2936.2169004017996,-5766.01836965492,-5763.930328269706,False,False,-1.0032898572213222,-1.00036225999731,0.002927597224012146,,,,-0.30877567878629636,-308.77567878629634,,-11018.258592145887
117,12.021321063046344,1785869751.766597,0.009606041945517063,-5735.420324296237,-5714.637932878932,2930.2169026906186,-5735.420324296237,-5714.637932878932,False,False,-5779.92574044075,-5774.737835070453,2936.2169004017996,-5779.92574044075,-5774.737835070453,False,False,-1.0036366943385397,-1.0008983793755606,0.0027383149629791603,2930.0867116235268,-3.130189881986098,-3130.189881986098,-0.2888119494340223,-288.81194943402227,-111696.75570889587,-10305.878869327085
118,12.125041792052798,1785869751.870528,0.010030834004282951,-5742.6498318916765,-5727.324456704466,2930.2169026906186,-5742.6498318916765,-5727.324456704466,False,False,-5781.479666534217,-5783.735299691291,2936.2169004017996,-5781.479666534217,-5783.735299691291,False,False,-1.002675834991201,-0.9996100040821034,0.003065830909097622,,,,-0.3233552799668476,-323.3552799668476,,-11538.512702214088
119,12.225271438073833,1785869751.970625,0.009763707988895476,-5729.336725555522,-5713.08886817251,2930.2169026906186,-5729.336725555522,-5713.08886817251,False,False,-5776.840773909588,-5775.7452471192355,2936.2169004017996,-5776.840773909588,-5775.7452471192355,False,False,-1.0028439707062022,-1.0001896771314316,0.0026542935747706498,,,,-0.27995015623246733,-279.95015623246735,,-9989.65730204351
120,12.367119438014925,1785869752.113226,0.011274707969278097,-5712.218229055231,-5696.122873429716,2930.2169026906186,-5712.218229055231,-5696.122873429716,False,False,-5758.081067946327,-5750.2255310694745,2936.2169004017996,-5758.081067946327,-5750.2255310694745,False,False,-1.0028256686141015,-1.0013661267431002,0.0014595418710012797,2931.893770740064,-1.3231307654486955,-1323.1307654486955,-0.1539388780120352,-153.93887801203522,-47214.20087955664,-5493.108692978704
121,12.469920145987999,1785869752.215209,0.009644542005844414,-5736.9677598801845,-5718.102313781826,2930.2169026906186,-5736.9677598801845,-5718.102313781826,False,False,-5772.633769905554,-5773.412935171318,2936.2169004017996,-5772.633769905554,-5773.412935171318,False,False,-1.0032992494822783,-0.999865042519128,0.0034342069631503325,,,,-0.36220815399124123,-362.20815399124126,,-12924.926990837897
122,12.569357854546979,1785869752.314997,0.010346458991989493,-5720.777968640157,-5708.270324296238,2930.2169026906186,-5720.777968640157,-5708.270324296238,False,False,-5762.849576672677,-5755.714894397408,2936.2169004017996,-5762.849576672677,-5755.714894397408,False,False,-1.0021911443630627,-1.0012395822944973,0.0009515620685653925,2932.185803096528,-1.0310984089846897,-1031.0984089846897,-0.10036190129531884,-100.36190129531884,-36793.405972905,-3581.2839457364703
123,12.670602271042299,1785869752.416343,0.010554707958362997,-5742.099819665616,-5720.207315768561,2930.2169026906186,-5742.099819665616,-5720.207315768561,False,False,-5783.853600574625,-5780.20118898432,2936.2169004017996,-5783.853600574625,-5780.20118898432,False,False,-1.0038272221072662,-1.0006318831249794,0.003195338982286744,,,,-0.33701458490103564,-337.0145849010356,,-12025.927237404925
124,12.774196646059863,1785869752.5202718,0.011226542061194777,-5741.082489225784,-5731.894904789559,2930.2169026906186,-5741.082489225784,-5731.894904789559,False,False,-5788.0000213956055,-5791.419742030137,2936.2169004017996,-5788.0000213956055,-5791.419742030137,False,False,-1.0016028878039176,-0.9994095194638175,0.002193368340100088,,,,-0.23133605691656298,-231.33605691656297,,-8254.926381550205
125,12.879544209048618,1785869752.6250648,0.0101187500404194,-5746.54902344347,-5720.372526515267,2930.2169026906186,-5746.54902344347,-5720.372526515267,False,False,-5780.197551731516,-5787.778905461993,2936.2169004017996,-5780.197551731516,-5787.778905461993,False,False,-1.004576012629749,-0.9986901099965441,0.005885902633204876,,,,-0.6207901708374032,-620.7901708374031,,-22152.090024172252
126,12.984493375523016,1785869752.730291,0.010673332959413528,-5748.890046459028,-5737.525677782193,2930.2169026906186,-5748.890046459028,-5737.525677782193,False,False,-5791.496292447351,-5791.324001283736,2936.2169004017996,-5791.496292447351,-5791.324001283736,False,False,-1.0019807089876462,-1.0000297498747397,0.0019509591129065473,,,,-0.20576899015724096,-205.76899015724095,,-7342.598849459069
127,13.090667146025226,1785869752.837088,0.011921958066523075,-5754.9113687074,-5744.313482287496,2930.2169026906186,-5754.9113687074,-5744.313482287496,False,False,-5804.431832075067,-5800.069129198888,2936.2169004017996,-5804.431832075067,-5800.069129198888,False,False,-1.0018449352481513,-1.0007521811859477,0.0010927540622036602,2931.475943036709,-1.7409584688039104,-1740.9584688039104,-0.11525351729947872,-115.25351729947872,-62123.83916656831,-4112.6718990678955
128,13.19374472956406,1785869752.939144,0.009861874976195395,-5746.529298224164,-5740.471534676163,2930.2169026906186,-5746.529298224164,-5740.471534676163,False,False,-5806.812617293761,-5797.972156676957,2936.2169004017996,-5806.812617293761,-5797.972156676957,False,False,-1.001055272813637,-1.0015247504434155,-0.00046947762977844754,2933.885937566223,0.6690360607103685,669.0360607103685,0.04951612626918587,49.51612626918587,23873.681869482174,1766.9185794028642
129,13.334699958562851,1785869753.0802681,0.010220333002507687,-5738.21255157869,-5709.9376715469025,2930.2169026906186,-5738.21255157869,-5709.9376715469025,False,False,-5779.1532719992665,-5776.689867652902,2936.2169004017996,-5779.1532719992665,-5776.689867652902,False,False,-1.0049518719219448,-1.0004264387396247,0.004525433182320127,,,,-0.4773005286423168,-477.3005286423168,,-17031.84872403357
130,13.448816500545945,1785869753.1948302,0.011112332926131785,-5752.362384998625,-5741.298934804537,2930.2169026906186,-5752.362384998625,-5741.298934804537,False,False,-5801.9248830883025,-5793.468773114893,2936.2169004017996,-5801.9248830883025,-5793.468773114893,False,False,-1.001926994277727,-1.0014595936052422,0.00046740067248474126,2932.7233767659854,-0.49352473952740183,-493.52473952740183,-0.049297068165029476,-49.29706816502947,-17610.788592899007,-1759.1017758003666
131,13.56469627149636,1785869753.310134,0.009966625017113984,-5763.283357276034,-5743.546819696183,2930.2169026906186,-5763.283357276034,-5743.546819696183,False,False,-5812.389719411926,-5800.329386863099,2936.2169004017996,-5812.389719411926,-5800.329386863099,False,False,-1.0034362978485991,-1.0020792495985043,0.001357048250094861,2932.333065155573,-0.8838363499398838,-883.8363499398838,-0.14312880581116613,-143.12880581116613,-31538.55088281058,-5107.365322979093
132,13.679902625561226,1785869753.4266188,0.012451416929252446,-5767.024464345754,-5749.125760308096,2930.2169026906186,-5767.024464345754,-5749.125760308096,False,False,-5805.943974080753,-5802.829024666075,2936.2169004017996,-5805.943974080753,-5802.829024666075,False,False,-1.0031132914435843,-1.0005367984135733,0.002576493030010951,,,,-0.27174447963833875,-271.74447963833876,,-9696.848402738322
