point_index,point_in_block,label,frequency_mhz,baseline_z,slope_z_per_mhz
1,0,f_minus,2810.2233536770136,-1.0028916834075152,-0.0011019317581739004
2,1,f_plus,2817.2233510067254,-1.0028916834075148,0.0008579699866295208
