batch,time_s,timestamp_epoch_s,acq_seconds,peak_01,peak_01_freq_mhz,peak_02,peak_02_freq_mhz
0,0.012121900013880804,1786045263.7598195,0.01198760000988841,-2369.009310144573,2944.581690026917,-2371.0356756426318,2951.5816873566278
