batch,time_s,z_minus,z_plus,lockin_signal,delta_f_mhz,peak_shift_kHz,f_new_mhz,B_shift_uT
0,0.012121900013880804,-1.2034024109214874,-1.2044317581322936,-0.0010293472108062751,0.031010717792832813,31.010717792832814,2948.767578003085,1.1065771407662295
