batch,time_s,timestamp_epoch_s,acq_seconds,peak_01,peak_01_ref,peak_01_freq_mhz,peak_01_raw,peak_01_ref_raw,peak_01_spike_sig,peak_01_spike_ref,peak_02,peak_02_ref,peak_02_freq_mhz,peak_02_raw,peak_02_ref_raw,peak_02_spike_sig,peak_02_spike_ref,z_minus,z_plus,lockin_signal,f0_mhz,delta_f_mhz,peak_shift_kHz,delta_f_linear_mhz,peak_shift_linear_kHz,B_shift_nT,B_shift_linear_nT
23,0.2768230619840324,1785870415.338122,0.00951720797456801,-5599.0383791301165,-5605.777640064798,2932.6605556744394,-5599.0383791301165,-5605.777640064798,False,False,-5600.365302442156,-5600.171322248372,2940.6605526226817,-5600.365302442156,-5600.171322248372,False,False,-0.9987978008819837,-1.0000346382606211,-0.0012368373786374454,2938.279695725425,1.6191415233838597,1619.1415233838597,0.14578485139409775,145.78485139409776,57776.959869535385,5202.142855912708
24,0.286657603981439,1785870415.348209,0.010028042015619576,-5618.136503958187,-5610.371085368462,2932.6605556744394,-5618.136503958187,-5610.371085368462,False,False,-5614.864301433507,-5605.262415563774,2940.6605526226817,-5614.864301433507,-5605.262415563774,False,False,-1.0013841185318342,-1.0017130127294436,-0.0003288941976093973,2936.8260840335856,0.16552983154451795,165.52983154451795,0.03876644783797769,38.76644783797769,5906.716797906007,1383.330282542738
25,0.29656529100611806,1785870415.357942,0.009681249968707561,-5618.189103524162,-5624.275824494912,2932.6605556744394,-5618.189103524162,-5624.275824494912,False,False,-5621.218808264815,-5612.279892716326,2940.6605526226817,-5621.218808264815,-5612.279892716326,False,False,-0.9989177769439684,-1.0015927422935713,-0.002674965349602876,2939.1898102243113,2.529256022270147,2529.256022270147,0.3152956344233368,315.2956344233368,90253.21232765296,11250.914731063973
26,0.30615189543459564,1785870415.367389,0.009403459029272199,-5617.861938747441,-5605.31741143748,2932.6605556744394,-5617.861938747441,-5605.31741143748,False,False,-5620.001648989822,-5606.10859644833,2940.6605526226817,-5620.001648989822,-5606.10859644833,False,False,-1.0022379691263092,-1.0024781989685847,-0.0002402298422754523,2936.759528801525,0.09897459948388132,98.97459948388132,0.028315664178335632,28.31566417833563,3531.779884523313,1010.4076569488877
27,0.31582491646986455,1785870415.377293,0.00985841709189117,-5612.305108964758,-5626.484130574318,2932.6605556744394,-5612.305108964758,-5626.484130574318,False,False,-5618.084622673228,-5617.621663049791,2940.6605526226817,-5618.084622673228,-5617.621663049791,False,False,-0.9974799499508917,-1.0000824120332779,-0.0026024620823861255,,,,0.3067497429267414,306.7497429267414,,10945.965705350463
28,0.3255683744791895,1785870415.3868601,0.009508582996204495,-5640.947401962281,-5628.404696335238,2932.6605556744394,-5640.947401962281,-5628.404696335238,False,False,-5637.864121099124,-5623.997139101995,2940.6605526226817,-5637.864121099124,-5623.997139101995,False,False,-1.0022284654895568,-1.00246568084125,-0.00023721535169318742,2936.758527249606,0.09797304756466474,97.97304756466474,0.02796034902603319,27.96034902603319,3496.040806618068,997.7286977602479
29,0.3352324789739214,1785870415.396626,0.009715708089061081,-5603.256510376868,-5610.7967738484585,2932.6605556744394,-5603.256510376868,-5610.7967738484585,False,False,-5597.229512180212,-5603.363187333804,2940.6605526226817,-5597.229512180212,-5603.363187333804,False,False,-0.9986561153833383,-0.9989053582734996,-0.0002492428901612609,2937.176979667955,0.516425465913926,516.425465913926,0.029378023603538805,29.378023603538807,18427.971235866615,1048.3165716364117
30,0.3449180829920806,1785870415.4062378,0.009561915998347104,-5588.538990433108,-5585.937728092427,2932.6605556744394,-5588.538990433108,-5585.937728092427,False,False,-5593.043485038359,-5588.352373383868,2940.6605526226817,-5593.043485038359,-5588.352373383868,False,False,-1.0004656805119037,-1.0008394444983164,-0.0003737639864127562,2936.909821373414,0.24926717137304877,249.26717137304877,0.04405520738370019,44.055207383700186,8894.774884850442,1572.0527898836779
31,0.3544802704709582,1785870415.415736,0.009437959059141576,-5600.665658526147,-5602.858834856497,2932.6605556744394,-5600.665658526147,-5602.858834856497,False,False,-5605.511642265489,-5593.66699269493,2940.6605526226817,-5605.511642265489,-5593.66699269493,False,False,-0.9996085612015234,-1.0021175106752025,-0.0025089494736790785,2938.365271073136,1.7047168710946607,1704.7168710946607,0.29572750022994077,295.72750022994074,60830.60487777122,10552.651307091804
32,0.3641427914844826,1785870415.42557,0.009780833031982183,-5612.401080478039,-5603.427951829323,2932.6605556744394,-5612.401080478039,-5603.427951829323,False,False,-5611.461717150106,-5620.872381330807,2940.6605526226817,-5611.461717150106,-5620.872381330807,False,False,-1.001601364151704,-0.9983257644824035,0.0032755996693005773,,,,-0.3860918333022107,-386.0918333022107,,-13777.185030766866
33,0.3738822914310731,1785870415.435217,0.009596167015843093,-5609.775451600086,-5619.160517467983,2932.6605556744394,-5609.775451600086,-5619.160517467983,False,False,-5624.492644496746,-5614.552619433322,2940.6605526226817,-5624.492644496746,-5614.552619433322,False,False,-0.9983298099709518,-1.001770403759156,-0.0034405937882041604,,,,0.4055395339628424,405.5395339628424,,14471.150940723752
34,0.38374429143732414,1785870415.4452941,0.010025916970334947,-5599.063836843232,-5600.270999786044,2932.6605556744394,-5599.063836843232,-5600.270999786044,False,False,-5592.715763975914,-5608.594996485009,2940.6605526226817,-5592.715763975914,-5608.594996485009,False,False,-0.9997844456200676,-0.9971687681996924,0.002615677420375273,,,,-0.3083074223094607,-308.30742230946066,,-11001.549468650466
35,0.39353891648352146,1785870415.454804,0.009453583043068647,-5593.128141333253,-5608.113697771801,2932.6605556744394,-5593.128141333253,-5608.113697771801,False,False,-5598.496731057249,-5601.687103035119,2940.6605526226817,-5598.496731057249,-5601.687103035119,False,False,-0.9973278793465792,-0.999430462301948,-0.0021025829553688036,,,,0.24782946326359342,247.82946326359342,,8843.472140436534
36,0.4031503329752013,1785870415.4645052,0.009631416061893106,-5621.615085429594,-5609.661099734083,2932.6605556744394,-5621.615085429594,-5609.661099734083,False,False,-5612.531874866278,-5613.823521410888,2940.6605526226817,-5612.531874866278,-5613.823521410888,False,False,-1.002130963971438,-0.9997699167884982,0.002361047182939724,2935.129005658356,-1.5315485436849485,-1531.5485436849485,-0.27829439718093507,-278.29439718093505,-54651.318287359,-9930.573693296285
37,0.4132278539473191,1785870415.474962,0.010386958019807935,-5641.588409695265,-5638.33713360027,2932.6605556744394,-5641.588409695265,-5638.33713360027,False,False,-5629.342791209463,-5640.672431763303,2940.6605526226817,-5629.342791209463,-5640.672431763303,False,False,-1.0005766374053122,-0.9979914379551555,0.002585199450156672,,,,-0.30471501280126606,-304.7150128012661,,-10873.359006610977
38,0.42352343746460974,1785870415.48509,0.010053375037387013,-5614.1096219091,-5621.3238698535915,2932.6605556744394,-5614.1096219091,-5621.3238698535915,False,False,-5619.285050585322,-5608.424348198185,2940.6605526226817,-5619.285050585322,-5608.424348198185,False,False,-0.9987166283047342,-1.0019364979739143,-0.0032198696691800865,2940.0173915658534,3.3568373638122466,3356.8373638122466,0.37952299092593,379.52299092593,119784.37638496455,13542.784432127104
39,0.4336807494983077,1785870415.4952772,0.010117582976818085,-5588.140209982578,-5614.5864657517495,2932.6605556744394,-5588.140209982578,-5614.5864657517495,False,False,-5614.798059112999,-5608.551172173488,2940.6605526226817,-5614.798059112999,-5608.551172173488,False,False,-0.9952897233072302,-1.0011138147353462,-0.005824091428116018,,,,0.6864801452622483,686.4801452622484,,24496.15134392836
40,0.44354097900213674,1785870415.504813,0.009469207958318293,-5596.960557202678,-5614.903626555002,2932.6605556744394,-5596.960557202678,-5614.903626555002,False,False,-5598.887920652871,-5603.1932695540545,2940.6605526226817,-5598.887920652871,-5603.1932695540545,False,False,-0.9968043851603321,-0.9992316258436814,-0.0024272406833493188,,,,0.2860965624352524,286.0965624352524,,10208.983815131758
41,0.45311635395046324,1785870415.514427,0.009541207924485207,-5603.8503530274775,-5609.184258947947,2932.6605556744394,-5603.8503530274775,-5609.184258947947,False,False,-5606.412513372253,-5622.045282269157,2940.6605526226817,-5606.412513372253,-5622.045282269157,False,False,-0.9990490763586594,-0.9972193804724044,0.0018296958862549229,,,,-0.21566452266136965,-215.66452266136966,,-7695.708059569285
42,0.4629307289724238,1785870415.52444,0.009933207998983562,-5624.113132316534,-5611.636514655989,2932.6605556744394,-5624.113132316534,-5611.636514655989,False,False,-5623.043254271479,-5616.223121007428,2940.6605526226817,-5623.043254271479,-5616.223121007428,False,False,-1.0022233474366986,-1.0012143629476793,0.0010089844890193156,2936.171808387892,-0.4887458141492971,-488.7458141492971,-0.11892804691294491,-118.92804691294491,-17440.258854884993,-4243.792710282076
43,0.4730634579900652,1785870415.534688,0.010158749995753169,-5648.738943057126,-5634.864056912308,2932.6605556744394,-5648.738943057126,-5634.864056912308,False,False,-5650.797333190696,-5645.495540544672,2940.6605526226817,-5650.797333190696,-5645.495540544672,False,False,-1.0024623284616418,-1.0009391190920174,0.0015232093696244675,2935.9111692238635,-0.7493849781776589,-749.3849781776589,-0.17953924697602439,-179.53924697602437,-26740.828510478834,-6406.624570940065
44,0.48342693701852113,1785870415.5451589,0.01037704199552536,-5618.405734022068,-5633.515371213742,2932.6605556744394,-5618.405734022068,-5633.515371213742,False,False,-5620.224861692697,-5623.544350032093,2940.6605526226817,-5620.224861692697,-5623.544350032093,False,False,-0.9973179025535492,-0.9994097159846572,-0.0020918134311079806,,,,0.2465600696302306,246.5600696302306,,8798.175479240315
45,0.49368789547588676,1785870415.555219,0.009971708990633488,-5625.877554482379,-5624.35613289727,2932.6605556744394,-5625.877554482379,-5624.35613289727,False,False,-5625.291284347587,-5614.3609683039385,2940.6605526226817,-5625.291284347587,-5614.3609683039385,False,False,-1.000270505911994,-1.001946849535567,-0.00167634362357294,2937.65023104176,0.989676839718868,989.676839718868,0.1975890365774531,197.5890365774531,35315.33113470126,7050.707842472634
46,0.5038146664737724,1785870415.565412,0.01009008300025016,-5617.810581654798,-5604.041539566586,2932.6605556744394,-5617.810581654798,-5604.041539566586,False,False,-5616.16616132286,-5612.493909893938,2940.6605526226817,-5616.16616132286,-5612.493909893938,False,False,-1.002456984301597,-1.0006542994055545,0.0018026848960424058,2935.729257261409,-0.9312969406319098,-931.2969406319098,-0.21248076280566974,-212.48076280566974,-33232.12034798422,-7582.0997290062
47,0.5142140829120763,1785870415.575967,0.010404250002466142,-5609.023435828468,-5617.09850689244,2932.6605556744394,-5609.023435828468,-5617.09850689244,False,False,-5616.02253721307,-5614.783954824709,2940.6605526226817,-5616.02253721307,-5614.783954824709,False,False,-0.9985624124173603,-1.0002205930625871,-0.0016581806452268255,2939.0933865079,2.4328323058589376,2432.8323058589376,0.1954481835075235,195.44818350752348,86812.45738862894,6974.3142844534505
48,0.5249886039528064,1785870415.586991,0.010903457994572818,-5617.912866399731,-5610.6544884922205,2932.6605556744394,-5617.912866399731,-5610.6544884922205,False,False,-5613.324762355962,-5605.30331326222,2940.6605526226817,-5613.324762355962,-5605.30331326222,False,False,-1.0012936775776156,-1.0014310463940037,-0.00013736881638815035,2936.733336410782,0.0727822087410459,72.7822087410459,0.01619153239495729,16.191532394957292,2597.138479198041,577.7737794375282
49,0.5359040829353034,1785870415.597803,0.010708749992772937,-5612.749616407372,-5604.109997860439,2932.6605556744394,-5612.749616407372,-5604.109997860439,False,False,-5610.542331203962,-5598.591512057951,2940.6605526226817,-5610.542331203962,-5598.591512057951,False,False,-1.0015416575602962,-1.0021346117358754,-0.0005929541755791412,2936.937595782728,0.2770415806867277,277.0415806867277,0.06989094755985317,69.89094755985317,9885.868565755341,2493.967583494618
50,0.5464449579594657,1785870415.608096,0.010205165948718786,-5607.058882232479,-5602.414983036342,2932.6605556744394,-5607.058882232479,-5602.414983036342,False,False,-5611.909149677538,-5595.014281566158,2940.6605526226817,-5611.909149677538,-5595.014281566158,False,False,-1.0008289102485621,-1.0030196291307143,-0.002190718882152165,2937.6960180573706,1.0354638553294535,1035.4638553294535,0.25821796155003307,258.21796155003307,36949.181249266825,9214.1721934782
51,0.5569401659304276,1785870415.618767,0.010553749976679683,-5599.454806369777,-5619.7191444814625,2932.6605556744394,-5599.454806369777,-5619.7191444814625,False,False,-5613.631974203015,-5605.145945532904,2940.6605526226817,-5613.631974203015,-5605.145945532904,False,False,-0.9963940656835876,-1.0015139710459946,-0.005119905362407029,,,,0.6034784000723001,603.4784000723001,,21534.341995157727
52,0.5675367079675198,1785870415.629288,0.010411165887489915,-5645.043890026592,-5634.280734786196,2932.6605556744394,-5645.043890026592,-5634.280734786196,False,False,-5625.453846624079,-5630.237651679555,2940.6605526226817,-5625.453846624079,-5630.237651679555,False,False,-1.0019102980037795,-0.9991503369215599,0.002759961082219653,2934.4084424846087,-2.252111717432399,-2252.111717432399,-0.3253140009946302,-325.3140009946302,-80363.67818414212,-11608.407115138103
53,0.5781073329853825,1785870415.6399271,0.010534583940170705,-5648.84435156035,-5639.28145459547,2932.6605556744394,-5648.84435156035,-5639.28145459547,False,False,-5629.777316074213,-5629.922818412446,2940.6605526226817,-5629.777316074213,-5629.922818412446,False,False,-1.0016957651505562,-0.9999741555358881,0.0017216096146681625,2935.539820483795,-1.1207337182459014,-1120.7337182459014,-0.20292449611207505,-202.92449611207505,-39991.925429842326,-7241.0967781928
54,0.5887942499830388,1785870415.650645,0.010598749970085919,-5617.093226762844,-5646.037582907968,2932.6605556744394,-5617.093226762844,-5646.037582907968,False,False,-5632.205503255189,-5631.555471161782,2940.6605526226817,-5632.205503255189,-5631.555471161782,False,False,-0.9948735098340922,-1.000115426740753,-0.005241916906660871,,,,0.617859785333301,617.859785333301,,22047.52302787971
55,0.5993218534858897,1785870415.660995,0.010247125057503581,-5610.159207751321,-5608.840622612098,2932.6605556744394,-5610.159207751321,-5608.840622612098,False,False,-5598.871609560779,-5595.3967050768715,2940.6605526226817,-5598.871609560779,-5595.3967050768715,False,False,-1.0002350904987223,-1.0006210291543323,-0.0003859386556099853,2936.940802268154,0.28024806611301756,280.24806611301756,0.04549022412102076,45.49022412102076,10000.287828754552,1623.2594961825848
56,0.6095017704647034,1785870415.670987,0.009880624944344163,-5605.937558455848,-5623.254068221415,2932.6605556744394,-5605.937558455848,-5623.254068221415,False,False,-5621.088272152092,-5613.909365161841,2940.6605526226817,-5621.088272152092,-5613.909365161841,False,False,-0.9969205535521813,-1.0012787714448688,-0.0043582178926874215,,,,0.513699018805517,513.6990188055171,,18330.68151604043
57,0.6193227704497986,1785870415.6806662,0.009584209066815674,-5610.540602744751,-5629.9372910107895,2932.6605556744394,-5610.540602744751,-5629.9372910107895,False,False,-5625.789600207843,-5617.785435706208,2940.6605526226817,-5625.789600207843,-5617.785435706208,False,False,-0.9965547239225898,-1.0014247899983437,-0.004870066075753909,,,,0.5740300797787963,574.0300797787962,,20483.516977547682
58,0.6294452290167101,1785870415.6912189,0.010447458014823496,-5624.629078155087,-5620.128856557753,2932.6605556744394,-5624.629078155087,-5620.128856557753,False,False,-5629.388646575175,-5615.170810282117,2940.6605526226817,-5629.388646575175,-5615.170810282117,False,False,-1.00080073281453,-1.0025320398565656,-0.0017313070420355015,2937.525379124038,0.864824921996842,864.824921996842,0.2040675226994482,204.0675226994482,30860.152797489365,7281.884195669718
59,0.6400687494897284,1785870415.701914,0.010593582992441952,-5609.052044808509,-5618.355886847816,2932.6605556744394,-5609.052044808509,-5618.355886847816,False,False,-5613.815864840908,-5608.187833542195,2940.6605526226817,-5613.815864840908,-5608.187833542195,False,False,-0.9983440276431961,-1.0010035383025246,-0.002659510659328568,,,,0.313474004705563,313.474004705563,,11185.91224327587
60,0.650566624943167,1785870415.712199,0.010173249989748001,-5609.0815386496315,-5609.120561176147,2932.6605556744394,-5609.0815386496315,-5609.120561176147,False,False,-5609.466366109361,-5599.394096341352,2940.6605526226817,-5609.466366109361,-5599.394096341352,False,False,-0.9999930430223258,-1.0017988142278804,-0.001805771205554585,2937.8151750397647,1.1546208377235416,1154.6208377235416,0.2128445431875926,212.8445431875926,41201.14322450548,7595.080758906387
61,0.6606579999788664,1785870415.722122,0.009834499913267791,-5613.527349695877,-5628.378582999664,2932.6605556744394,-5613.527349695877,-5628.378582999664,False,False,-5616.369928477549,-5613.201901152306,2940.6605526226817,-5616.369928477549,-5613.201901152306,False,False,-0.9973613656073803,-1.0005643886289914,-0.003203023021611129,,,,0.37753729251905277,377.53729251905276,,13471.927366509162
62,0.6704781244625337,1785870415.7318242,0.009599417098797858,-5615.327519332457,-5603.524349726443,2932.6605556744394,-5615.327519332457,-5603.524349726443,False,False,-5622.598710150685,-5613.686525353792,2940.6605526226817,-5622.598710150685,-5613.686525353792,False,False,-1.002106383209808,-1.0015875814861843,0.0005188017236237297,2936.418849230625,-0.2417049714163113,-241.7049714163113,-0.06115066821843033,-61.150668218430326,-8624.927612628864,-2182.08208030368
63,0.680525436939206,1785870415.742208,0.01028470799792558,-5619.9174099092215,-5619.409249014274,2932.6605556744394,-5619.9174099092215,-5619.409249014274,False,False,-5619.473614634594,-5624.068160283644,2940.6605526226817,-5619.473614634594,-5624.068160283644,False,False,-1.000090429593651,-0.9991830565494394,0.0009073730442116235,2935.6754965123114,-0.9850576897297287,-985.0576897297287,-0.10695120206893469,-106.95120206893469,-35150.5027736843,-3816.414575682796
64,0.6909828124335036,1785870415.7527602,0.010475374991074204,-5625.238446373445,-5637.768106794632,2932.6605556744394,-5625.238446373445,-5637.768106794632,False,False,-5634.675803099306,-5628.562051838494,2940.6605526226817,-5634.675803099306,-5628.562051838494,False,False,-0.9977775495224632,-1.001086201272102,-0.0033086517496387913,,,,0.38998765073462355,389.98765073462357,,13916.202210056506
