batch,time_s,timestamp_epoch_s,acq_seconds,peak_01,peak_01_ref,peak_01_freq_mhz,peak_01_raw,peak_01_ref_raw,peak_01_spike_sig,peak_01_spike_ref,peak_02,peak_02_ref,peak_02_freq_mhz,peak_02_raw,peak_02_ref_raw,peak_02_spike_sig,peak_02_spike_ref,z_minus,z_plus,lockin_signal,f0_mhz,delta_f_mhz,peak_shift_kHz,delta_f_linear_mhz,peak_shift_linear_kHz,B_shift_nT,B_shift_linear_nT
0,0.006646666501183063,1785870415.069351,0.012316082953475416,-5628.569647278174,-5624.479272243788,2932.6605556744394,-5628.569647278174,-5624.479272243788,False,False,-5625.222532628298,-5612.67271907571,2940.6605526226817,-5625.222532628298,-5612.67271907571,False,False,-1.000727245107751,-1.002235978148153,-0.0015087330404019994,2937.449613652677,0.7890594506357047,789.0594506357047,0.17783293574991657,177.83293574991657,28156.560470871562,6345.737073576812
1,0.018529166467487812,1785870415.0807061,0.011268333066254854,-5637.270955466578,-5625.177135739829,2932.6605556744394,-5637.270955466578,-5625.177135739829,False,False,-5632.683403123758,-5619.58066601461,2940.6605526226817,-5632.683403123758,-5619.58066601461,False,False,-1.002149944692392,-1.0023316218571945,-0.00018167716480244067,2936.737409860957,0.07685565891597435,76.85565891597435,0.02141411549331442,21.414115493314423,2742.4942519260044,764.134866304397
2,0.029659311927389354,1785870415.091628,0.010847458033822477,-5634.217275422563,-5623.4791285875845,2932.6605556744394,-5634.217275422563,-5623.4791285875845,False,False,-5625.711472628907,-5617.14841672525,2940.6605526226817,-5625.711472628907,-5617.14841672525,False,False,-1.0019095201723769,-1.0015244489318034,0.00038507124057352016,2936.4752209548706,-0.1853332471705471,-185.3332471705471,-0.04538798273119819,-45.38798273119819,-6613.375933861943,-1619.6111451326788
3,0.04084189550485462,1785870415.103061,0.011359625030308962,-5641.427264113458,-5639.764165418589,2932.6605556744394,-5641.427264113458,-5639.764165418589,False,False,-5643.841978176483,-5634.203340770852,2940.6605526226817,-5643.841978176483,-5634.203340770852,False,False,-1.000294887985754,-1.0017107365181308,-0.0014158485323767511,2937.5178719329133,0.8573177308721824,857.3177308721824,0.16688472668610446,166.88472668610447,30592.268443911733,5955.064469244378
4,0.05225581245031208,1785870415.114474,0.011353624984622002,-5611.284955833358,-5603.967503132928,2932.6605556744394,-5611.284955833358,-5603.967503132928,False,False,-5600.354864443562,-5595.260570956994,2940.6605526226817,-5600.354864443562,-5595.260570956994,False,False,-1.0013057628718116,-1.0009104658169112,0.0003952970549003787,2936.434249834573,-0.22630436746794658,-226.30436746794658,-0.04659328978916033,-46.59328978916033,-8075.377086352646,-1662.620960218396
5,0.06304789549903944,1785870415.124637,0.010096541023813188,-5614.9112235229395,-5627.074368065531,2932.6605556744394,-5614.9112235229395,-5627.074368065531,False,False,-5614.831193263441,-5605.951927132683,2940.6605526226817,-5614.831193263441,-5605.951927132683,False,False,-0.9978384603175641,-1.00158389979903,-0.0037454394814659953,,,,0.44147140735044865,441.47140735044866,,15753.333119841873
6,0.07343383296392858,1785870415.135238,0.010530499974265695,-5600.656901610783,-5609.6571201516035,2932.6605556744394,-5600.656901610783,-5609.6571201516035,False,False,-5604.373857627534,-5595.294114680441,2940.6605526226817,-5604.373857627534,-5595.294114680441,False,False,-0.9983955849086589,-1.001622746322355,-0.003227161413696167,,,,0.3803824619518222,380.38246195182217,,13573.453538103846
7,0.08404262451222166,1785870415.145868,0.010573333012871444,-5604.467900479873,-5609.356695296024,2932.6605556744394,-5604.467900479873,-5609.356695296024,False,False,-5618.412932114802,-5600.41773237155,2940.6605526226817,-5618.412932114802,-5600.41773237155,False,False,-0.9991284571330166,-1.0032131888375462,-0.004084731704529609,2939.6395963202317,2.9790421181905913,2979.0421181905913,0.4814634606088488,481.46346060884883,106303.24429740905,17180.397538140478
8,0.09501229145098478,1785870415.1571789,0.011252583004534245,-5599.861585719962,-5621.043167160802,2932.6605556744394,-5599.861585719962,-5621.043167160802,False,False,-5607.986716385976,-5604.128841275178,2940.6605526226817,-5607.986716385976,-5604.128841275178,False,False,-0.9962317347846416,-1.0006883987181707,-0.00445666393352917,,,,0.5253027604795009,525.3027604795009,,18744.7459491686
9,0.1056591040105559,1785870415.167155,0.009915541973896325,-5620.848639850842,-5612.674137298653,2932.6605556744394,-5620.848639850842,-5612.674137298653,False,False,-5615.904057523611,-5609.4877112815975,2940.6605526226817,-5615.904057523611,-5609.4877112815975,False,False,-1.0014564363353764,-1.0011438381849218,0.0003125981504545905,2936.491781257514,-0.16877294452706337,-168.77294452706337,-0.03684564818056613,-36.84564818056613,-6022.443067622872,-1314.789044410724
10,0.11538662447128445,1785870415.176642,0.00942958309315145,-5603.894674022679,-5616.34655989241,2932.6605556744394,-5603.894674022679,-5616.34655989241,False,False,-5606.228674695113,-5605.247223156157,2940.6605526226817,-5606.228674695113,-5605.247223156157,False,False,-0.9977829206697014,-1.0001750951385162,-0.0023921744688147895,,,,0.2819633409114203,281.9633409114203,,10061.49517953969
11,0.12513468746328726,1785870415.186634,0.009911874891258776,-5638.34973866797,-5638.701273038482,2932.6605556744394,-5638.34973866797,-5638.701273038482,False,False,-5638.478527982395,-5640.083149433017,2940.6605526226817,-5638.478527982395,-5640.083149433017,False,False,-0.9999376568551002,-0.9997154968449741,0.00022216001012609343,2936.4495474605264,-0.21100674151466592,-211.00674151466592,-0.02618579016215878,-26.18579016215878,-7529.501195927273,-934.4058721866535
12,0.13499489548848942,1785870415.196359,0.009649874991737306,-5619.85680074579,-5609.497701500748,2932.6605556744394,-5619.85680074579,-5609.497701500748,False,False,-5616.894015343705,-5616.406090106061,2940.6605526226817,-5616.894015343705,-5616.406090106061,False,False,-1.0018467071021833,-1.0000868749926226,0.001759832109560655,2935.5659831543758,-1.0945710476653403,-1094.5710476653403,-0.20742974541489476,-207.42974541489477,-39058.34454986227,-7401.860741325105
13,0.14471387496450916,1785870415.206083,0.00966224994044751,-5624.083578873369,-5626.275326282972,2932.6605556744394,-5624.083578873369,-5626.275326282972,False,False,-5635.145060671822,-5624.354694806982,2940.6605526226817,-5635.145060671822,-5624.354694806982,False,False,-0.9996104443379505,-1.0019185073577956,-0.002308063019845097,2938.2659644307414,1.6054102287002934,1605.4102287002934,0.27204920401649213,272.0492040164921,57286.976473747265,9707.722095935345
14,0.15456656197784469,1785870415.2160692,0.009929708088748157,-5640.93403276584,-5643.7931610477735,2932.6605556744394,-5640.93403276584,-5643.7931610477735,False,False,-5630.876889690374,-5631.843213008529,2940.6605526226817,-5630.876889690374,-5631.843213008529,False,False,-0.9994934030712418,-0.9998284179296889,-0.00033501485844711354,2937.0093107157563,0.348756513715216,348.756513715216,0.039487884338904086,39.48788433890409,12444.922698944332,1409.0738059843022
15,0.16504722845274955,1785870415.2270432,0.010916125029325485,-5644.896882354738,-5637.846269523489,2932.6605556744394,-5644.896882354738,-5637.846269523489,False,False,-5632.602206803803,-5638.377429165266,2940.6605526226817,-5632.602206803803,-5638.377429165266,False,False,-1.0012505862157617,-0.9989757297318214,0.002274856483940324,2934.4762006468895,-2.1843535551515743,-2184.3535551515743,-0.2681351810526112,-268.1351810526112,-77945.81627003904,-9568.055275928175
16,0.18162872892571613,1785870415.24926,0.022130458033643663,-5604.704427361922,-5589.689788183512,2932.6605556744394,-5604.704427361922,-5589.689788183512,False,False,-5600.139580340497,-5594.352654583245,2940.6605526226817,-5600.139580340497,-5594.352654583245,False,False,-1.002686131028264,-1.0010344227678445,0.0016517082604194933,2935.8792838429713,-0.781270359069822,-781.270359069822,-0.1946852896348227,-194.6852896348227,-27878.61686660798,-6947.091408607718
17,0.20380802045110613,1785870415.271287,0.02182229096069932,-5606.914179172907,-5597.368439954764,2932.6605556744394,-5606.914179172907,-5597.368439954764,False,False,-5613.109985634379,-5610.8888360791025,2940.6605526226817,-5613.109985634379,-5610.8888360791025,False,False,-1.0017053976918877,-1.0003958641171065,0.001309533574781252,2935.8829502311846,-0.7776039708564895,-777.6039708564895,-0.15435348324044154,-154.35348324044153,-27747.78657067119,-5507.903341437394
18,0.22186535346554592,1785870415.285426,0.014031625003553927,-5649.060610691689,-5643.7056423266185,2932.6605556744394,-5649.060610691689,-5643.7056423266185,False,False,-5639.396472781735,-5629.92706238347,2940.6605526226817,-5639.396472781735,-5629.92706238347,False,False,-1.0009488390615042,-1.001681977456073,-0.0007331383945687886,2937.0563279975113,0.395773795470177,395.773795470177,0.08641432879506082,86.41432879506083,14122.67326113963,3083.5829572887815
19,0.23429060395574197,1785870415.29618,0.010646792012266815,-5621.30900907785,-5624.579735305804,2932.6605556744394,-5621.30900907785,-5624.579735305804,False,False,-5625.306501207323,-5618.340674572853,2940.6605526226817,-5625.306501207323,-5618.340674572853,False,False,-0.9994184941130048,-1.0012398369977804,-0.0018213428847756452,2938.13396824269,1.4734140406490042,1473.4140406490042,0.21467996228181277,214.67996228181278,52576.86413963046,7660.575302662459
20,0.2459807705017738,1785870415.308686,0.012321791029535234,-5606.255753889415,-5606.439953235321,2932.6605556744394,-5606.255753889415,-5606.439953235321,False,False,-5607.2723660482325,-5603.161879145399,2940.6605526226817,-5607.2723660482325,-5603.161879145399,False,False,-0.9999671450425863,-1.0007336013114545,-0.0007664562688681764,2937.23962456343,0.5790703613888581,579.0703613888581,0.09034147510984086,90.34147510984086,20663.372872853914,3223.7180670083094
21,0.25727049994748086,1785870415.3188632,0.010105750057846308,-5612.777063911727,-5614.812713573983,2932.6605556744394,-5612.777063911727,-5614.812713573983,False,False,-5608.075593728032,-5602.847718311581,2940.6605526226817,-5608.075593728032,-5602.847718311581,False,False,-0.9996374501223638,-1.0009330746933145,-0.0012956245709506709,2937.6904025090817,1.0298483070405382,1029.8483070405382,0.1527140421214123,152.7140421214123,36748.79771055303,5449.402016893102
22,0.267203270457685,1785870415.328552,0.00962054100818932,-5618.453754928631,-5608.1204221047155,2932.6605556744394,-5618.453754928631,-5608.1204221047155,False,False,-5620.024533117339,-5615.530005807379,2940.6605526226817,-5620.024533117339,-5615.530005807379,False,False,-1.001842566144476,-1.0008003745515226,0.0010421915929534897,2936.0958608778665,-0.564693324174641,-564.693324174641,-0.12284213682959982,-122.84213682959982,-20150.346994527583,-4383.461919411926
