point_index,point_in_block,label,frequency_mhz,baseline_z,slope_z_per_mhz
1,0,f_minus,2809.1916999043146,-1.0091930888516623,-0.0030356466156378752
2,1,f_plus,2817.191696852557,-1.0091930888516623,0.002449681692729793
