point_index,point_in_block,label,frequency_mhz,baseline_z,slope_z_per_mhz
1,0,f_minus,2806.9098795429386,-1.013792649499123,-0.005881963726628623
2,1,f_plus,2813.9098768726503,-1.013792649499121,0.0046726399062647
