time_s,z_minus,z_plus,lockin_signal,peak_shift_kHz,B_shift_uT
0.0064130214741453,-1.0127061600236793,-1.013921024799348,-0.0012148647756686,99.31020548074956,3.5437555481283742
0.0178478334564715,-1.017474598099857,-1.0167958465786373,0.0006787515212196,-80.101202351459,-2.8583072491956534
0.0283316044951789,-1.0142701616724523,-1.0153684817679645,-0.0010983200955121,88.2681347209033,3.1497336112226417
0.0383564794319681,-1.0136219584806403,-1.0153684817679645,-0.0017465232873239,149.68239662569746,5.341221689469649
0.0484337294474244,-1.0139460600765464,-1.0160364167547975,-0.0020903566782513,182.25902412270815,6.50367628185513
0.0585027919150888,-1.0142701616724523,-1.0160364167547975,-0.0017662550823454,151.5518931703111,5.407932242731627
0.0683694584295153,-1.0150622987307083,-1.015702449261381,-0.0006401505306727,44.85868224165822,1.6007237454202907
0.0786071254406124,-1.0142701616724523,-1.0153684817679645,-0.0010983200955121,88.2681347209033,3.1497336112226417
0.0890075419447384,-1.0134133336303972,-1.0153684817679645,-0.0019551481375672,169.44863868457813,6.046554335019202
0.0991515419445931,-1.0136219584806403,-1.0153684817679645,-0.0017465232873239,149.68239662569746,5.341221689469649
0.1091302709537558,-1.014716353469321,-1.015221919164368,-0.0005055656950467,32.107389980282,1.1457104617571368
0.1191523959860205,-1.014822749980511,-1.0146112940739749,0.000211455906536,-35.82709875297866,-1.2784434325213625
0.1291143964626826,-1.014716353469321,-1.0153684817679645,-0.0006521282986433,45.993520496810106,1.6412189729092959
0.1392278544954024,-1.0142701616724523,-1.015221919164368,-0.0009517574919155,74.38200420437519,2.6542251000704824
0.1498800834524445,-1.0136219584806403,-1.0146112940739749,-0.0009893355933343,77.94235594526754,2.7812716223689526
0.1602964374469593,-1.0134133336303972,-1.0137393006305977,-0.0003259670002004,15.09124223158048,0.5385113556801484
0.1702762919594533,-1.0120740367439396,-1.0124229048848643,-0.0003488681409249,17.261019659610135,0.6159370418073843
0.1803457504720427,-1.010957910382355,-1.0115269274153145,-0.0005690170329595,38.119111511444,1.360230927470882
0.1904397920006886,-1.0120740367439396,-1.0115269274153145,0.0005471093286251,-67.62871194127655,-2.4132426470623947
0.2007662294781766,-1.0106914815483314,-1.0129275935427988,-0.0022361119944673,196.06866788439652,6.996455462617632
0.2112687714397907,-1.0119513164853668,-1.01141929645578,0.0005320200295868,-66.19907047267259,-2.3622277502381026
0.221902874938678,-1.0111106560077612,-1.012371695234563,-0.0012610392268017,103.68502169736075,3.6998651761832986
0.2324175209505483,-1.0116661046323498,-1.0118823486943838,-0.0002162440620339,4.6955000528189546,0.16755281376031098
0.2428861879743635,-1.0118370030266386,-1.0116984024159457,0.0001386006106929,-28.924395593566985,-1.032129445959427
0.2535987714072689,-1.0119338598021297,-1.0118727671216792,6.109268045051408e-05,-21.58087678999367,-0.7700855263343445
0.2642381249461323,-1.0117922383286044,-1.0124693503781954,-0.0006771120495909,48.36061563525322,1.7256856849576514
0.2749218959361315,-1.010267877756314,-1.01129997115474,-0.0010320933984258,81.99346071230853,2.9258300282725
0.2857169169583358,-1.0107023922801488,-1.0116984024159457,-0.0009960101357968,78.57473805023854,2.803837355489528
0.29629066697089,-1.011882113714145,-1.0115269274153145,0.0003551862988304,-49.44489031518316,-1.7643766170133872
0.3069730834686197,-1.0104898017694113,-1.0111151231989892,-0.0006253214295779,43.453693327755865,1.5505885429544628
0.3172913129674271,-1.0128288642404553,-1.0116984024159457,0.0011304618245095,-122.89866959903917,-4.385479217779017
0.3273649379843846,-1.0117922383286044,-1.01331574406563,-0.0015235057370255,128.55251263807162,4.587229254855539
0.3375470629543997,-1.0116472589861818,-1.012464552725954,-0.0008172937397723,61.642184044368896,2.19962118342738
0.3479006254347041,-1.01272192333485,-1.0122861374023713,0.0004357859324788,-57.081333752735134,-2.036873171307991
0.3587476669927127,-1.0128220299216966,-1.0131217785942714,-0.0002997486725748,12.60717664868105,0.4498707054196777
0.3700541464495472,-1.011882113714145,-1.012464552725954,-0.0005824390118092,39.390782084448944,1.4056088382974932
0.3809621874243021,-1.011882113714145,-1.013788920346338,-0.001906806632193,164.86850407643482,5.883118187140838
0.3912198129692115,-1.01272192333485,-1.0131216602699786,-0.0003997369351285,22.080603224552483,0.7879176143502885
0.4013696249458007,-1.0128220299216966,-1.0131217785942714,-0.0002997486725748,12.60717664868105,0.4498707054196777
0.4117105629993602,-1.0128288642404553,-1.01331574406563,-0.0004868798251747,30.336990018141577,1.0825360411840415
0.422046520980075,-1.0129646323831771,-1.0135585683582249,-0.0005939359750475,40.48006630943793,1.4444785294546791
0.4322830629535019,-1.0135323006218648,-1.013788920346338,-0.0002566197244731,8.520907793699497,0.30405751476232856
0.4428017709287815,-1.016143532836823,-1.0166653993073995,-0.0005218664705768,33.651813257272956,1.2008211981613244
0.4531695214100182,-1.0155716914209585,-1.015344773404027,0.0002269180169311,-37.29206237766386,-1.3307187545555188
0.4632680834620259,-1.0168068235309915,-1.0160629307648217,0.0007438927661702,-86.27303477798367,-3.0785410640159747
0.4733853544457815,-1.0161987964416677,-1.0165594270696507,-0.000360630627983,18.37546104151903,0.6557044333970536
0.4833680214942433,-1.0153659036587237,-1.0165594270696507,-0.0011935234109272,97.28820963100476,3.471603255459776
0.4932933754753321,-1.0161987964416677,-1.0166653993073995,-0.000466602865732,28.415841659767487,1.0139823601116003
0.5032050629379228,-1.0160642669823243,-1.0164926804900145,-0.0004284135076897,24.79757617385923,0.8848692611282911
0.5135891874670051,-1.015432513947254,-1.0164926804900145,-0.0010601665427603,84.65326162108131,3.0207415651256535
0.5239724169368856,-1.0155810641936365,-1.015438829410138,0.0001422347834985,-29.26871670044891,-1.0444160969329472
0.5339668749365956,-1.0160642669823243,-1.0165594270696507,-0.0004951600873261,31.121506655572563,1.1105304972727863
0.5440410004812293,-1.0155810641936365,-1.0165594270696507,-0.0009783628760142,76.90274160239504,2.74417433636865
0.554165645968169,-1.014125289360897,-1.0151162193804952,-0.0009909300195982,78.09342047780363,2.7866621637811746
0.5643742084503174,-1.0152343709353495,-1.0164926804900145,-0.0012583095546645,103.42639785584512,3.690636520691019
0.5746340834302828,-1.0151937823661834,-1.0154822427472123,-0.0002884603810289,11.537663103826327,0.4117065052749903
0.5846090419217944,-1.0162256463027484,-1.016493562275499,-0.0002679159727505,9.591175202154652,0.34224861554933816
0.5945437084301375,-1.0153620620975683,-1.0162300633152364,-0.0008680012176678,66.44648363336101,2.3710563671624683
0.6049114379566163,-1.015008640011379,-1.0162300633152364,-0.0012214233038574,99.93159576852132,3.565929052545009
0.6157036044169217,-1.0163277075504469,-1.016845604382164,-0.0005178968317174,33.275708289481365,1.1874003814402427
0.6262595629668795,-1.0143855867635287,-1.01506942610101,-0.0006838393374812,48.99799512616478,1.7484297432973446
0.6361792709794827,-1.0151937823661834,-1.0169631215802075,-0.0017693392140241,151.84410041806584,5.418359278406574
0.6458972090040334,-1.016566780885955,-1.0169631215802075,-0.0003963406942522,21.75882507025748,0.7764353793269154
0.6557673754286952,-1.0158737418988668,-1.0162445910230535,-0.0003708491241867,19.343616413246508,0.6902517989311485
0.6656200624420308,-1.015428294826371,-1.0162445910230535,-0.0008162961966824,61.54767143881731,2.1962486239943373
0.6754255629493855,-1.0160290130164211,-1.0154614679787328,0.0005675450376882,-69.56490109379902,-2.4823330393162655
0.6853011464700103,-1.0151470340037294,-1.0162445910230535,-0.0010975570193241,88.19583677258083,3.1471537529467897
0.6950394794112071,-1.0148345499412064,-1.0162445910230535,-0.0014100410818471,117.8022600350509,4.203620469420886
0.7049063124577515,-1.0155784625992048,-1.0150341490349193,0.0005443135642855,-67.36382616850545,-2.4037905426957416
0.7148582084337249,-1.014972069591466,-1.0150341490349193,-6.207944345315575e-05,-9.91088631116555,-0.35365709074955576
0.724845208984334,-1.0164312477234725,-1.0154638456296816,0.0009674020937908,-107.44951239804732,-3.834196131817275
0.7348855834570713,-1.0155353885782152,-1.0154638456296816,7.154294853362053e-05,-22.570991478008892,-0.8054164815161609
