point_index,point_in_block,label,frequency_mhz,baseline_z,slope_z_per_mhz
1,0,f_minus,2806.427420033522,-1.013850863693857,-0.005317337691497785
2,1,f_plus,2813.427417363235,-1.0138508636938595,0.0043550679363217335
