time_s,z_minus,z_plus,lockin_signal,f0_mhz,peak_shift_kHz,peak_shift_linear_kHz,B_shift_nT
19.64603937556967,-1.0026332442802497,-1.0009168132631103,0.0017164310171391,2931.1506242278806,-2066.2772776322527,-181.033151712302,-73732.41784300073
19.758935854537413,-1.0024414197738467,-1.001598870326528,0.0008425494473187,2932.466314380003,-750.58712550981,-88.86426567604435,-26783.72557485762
19.871725834032983,-1.001991899388096,-0.9999302171146732,0.0020616822734227,,,-217.4470375215865,
19.982887063059025,-1.002050286374311,-1.0011811687925685,0.0008691175817425,2932.216587406876,-1000.3140986368636,-91.6664249599476,-35694.907887413065
20.095777500537224,-1.004288199416972,-1.0004089887175645,0.0038792106994076,,,-409.14300199500616,
20.208298042067327,-1.0033528469718185,-1.000794124879246,0.0025587220925722,2929.8147585907523,-3402.1429147605886,-269.8701667290018,-121401.0460591132
20.32803179207258,-1.0029933557742794,-1.0010183298472497,0.0019750259270296,2931.111992661903,-2104.908843609792,-208.30733348061375,-75110.9350417425
20.44084508356173,-1.0022582338262311,-1.001761053500906,0.000497180325325,2932.779597832774,-437.3036727388353,-52.43794848981449,-15604.612929590183
20.584747896064073,-1.0027475753045714,-1.0000811702788142,0.0026664050257572,,,-281.2275592402269,
20.69550270854961,-1.0034772443771862,-0.9994977779010432,0.0039794664761431,,,-419.71704724269944,
20.804995187558234,-1.0029182164320485,-0.9999148013250256,0.0030034151070229,,,-316.7722426915975,
20.90954458352644,-1.0022430513681746,-1.000675689766248,0.0015673616019267,2930.6959866101624,-2520.9148953504155,-165.31069867438137,-89955.5700596066
21.016126584087033,-1.001967103271489,-1.0016235002532077,0.0003436030182812,2932.8779640164635,-338.9374890493855,-36.240045021516835,-12094.543571559572
21.12167025054805,-1.0024101368823417,-0.9996591290822512,0.0027510078000906,,,-290.15067163346686,
21.225120167073328,-1.003444191315558,-1.00265122923849,0.0007929620770681,2932.7639567371175,-452.9447683953549,-83.63425186718575,-16162.745089757169
21.326497875037603,-1.0042711009456873,-1.0016542121213394,0.0026168888243478,2931.4587263306644,-1758.1751748484749,-276.0050516576653,-62738.1949346444
21.462212083570193,-1.001994038132472,-1.0016654734386798,0.0003285646937922,2932.899440447596,-317.4610579167165,-34.653942666378384,-11328.18505269471
21.565138875565022,-1.004230817938072,-1.0017925857630878,0.0024382321749842,2931.650637986381,-1566.2635191320078,-257.1620128255334,-55890.07704581814
21.666672875056975,-1.00180810710346,-0.9995672815658044,0.0022408255376555,,,-236.3413999563437,
