full_scan_path,n_blocks,n_parked_frequencies,bias_Bx_mT,bias_By_mT,bias_Bz_mT
/Users/ckasemtantikul/Library/CloudStorage/OneDrive-WashingtonUniversityinSt.Louis/Documents/PhD/NV Compact Magnetometer/nv_magnetometer_project/data/odmr_sweeps/odmr_sweep_20260626_165912.csv,8,16,2.9544315748308847e-06,-1.6332317097408233,4.645142948640613
