save_id,timestamp_epoch_s,block_index,frequency_minus_mhz,frequency_plus_mhz,intensity_minus,intensity_plus,delta_B_projection_mT,delta_B_projection_uT,delta_Bx_uT,delta_By_uT,delta_Bz_uT,measurement_axis_x,measurement_axis_y,measurement_axis_z,sensitivity_norm_mhz_per_mT,slope_denom_abs,transition_index
000000,0.0059615212958306,1,2719.5233765329285,2725.9999900817875,1.0018041998339775,1.0020786955627543,-0.003615765326530424,-3.615765326530424,-2.789994437303314,0.13124152886003615,2.2961850094142466,0.771619335146539,-0.03629702621933471,-0.6350481300780642,28.10962425878315,0.002700724690855784,0
000000,0.0059615212958306,2,2759.999977111817,2766.8724627731613,1.0018684062704484,1.0015855399908988,0.0025438245894399865,2.5438245894399865,1.8768171529834365,-0.09075766508177456,1.7147489502360305,0.737793462951237,-0.03567764281331777,0.6740830155327361,28.22724693609564,0.00393935840336309,1
000000,0.0059615212958306,3,2833.734081004416,2845.4234365593793,1.00140472840912,1.0013552466488733,-0.003631210819923473,-3.631210819923473,0.5939819952549401,-2.936445771180141,2.051868329342926,-0.16357684109000814,0.808668490154484,-0.5650645008229427,28.219290311707965,0.0011479357065799832,2
000000,0.0059615212958306,4,2869.8862138557815,2879.287963302976,1.0010254670522472,1.000910000159744,-0.005481580273380557,-5.4815802733805565,0.8729472696892472,-4.275003978528745,-3.318135973919746,-0.15925102363791346,0.7798853187079752,0.6053247071894856,25.44296649458242,0.0010958955627300717,3
000000,0.0059615212958306,5,2890.878057507244,2903.4471853927444,1.0007983142567562,1.0009154994845817,-0.017203856514516357,-17.203856514516357,3.6396943173337917,14.284693085466722,8.869771569913974,-0.21156269899499988,-0.8303192411197752,-0.5155687948472364,25.722564030926684,0.0012254633006540182,4
000000,0.0059615212958306,6,2923.8929288381,2935.449509984093,1.0010039471727783,1.0010585942772878,-0.009434055266789265,-9.434055266789265,1.629862662626671,7.555208368774356,-5.409600075995607,-0.17276373908517176,-0.8008441921440699,0.5734119552001185,28.272959046233826,0.0009409196174450088,5
000000,0.0059615212958306,7,2990.669085619459,2996.9998867034915,1.000815512136078,1.0007819227464394,0.0003332052868762278,0.3332052868762278,-0.29348841543564996,-0.011753159303859029,-0.1573282442974519,-0.8808035976472035,-0.03527302767025077,-0.4721661104851945,28.23454621175532,0.003570338692743881,6
000000,0.0059615212958306,8,3021.55901654996,3027.9998748779303,1.0012340222535745,1.0012049908936658,0.0004112490411519133,0.4112490411519133,-0.3515478433315966,-0.014478413932415021,0.2129090491906647,-0.854829575643282,-0.03520595182875276,0.5177131807877388,28.11045645650361,0.002511276795650325,7
000001,0.1062247292138636,1,2719.5233765329285,2725.9999900817875,1.0011857621873943,1.0013740722929017,-0.002480494516846935,-2.480494516846935,-1.9139975299240672,0.09003457451490918,1.5752334045925371,0.771619335146539,-0.03629702621933471,-0.6350481300780642,28.10962425878315,0.002700724690855784,0
000001,0.1062247292138636,2,2759.999977111817,2766.8724627731613,1.001543511372097,1.0013689666586707,0.00156968562911695,1.56968562911695,1.1581037960509857,-0.05600268320483254,1.0580984223135537,0.737793462951237,-0.03567764281331777,0.6740830155327361,28.22724693609564,0.00393935840336309,1
