batch,time_s,timestamp_epoch_s,acq_seconds,peak_01,peak_01_freq_mhz,peak_02,peak_02_freq_mhz
0,0.017506000003777444,1786986595.7349308,0.017393400019500405,898.8320773654514,2793.7154073850998,878.4911485460068,2800.7154047148115
