point_index,point_in_block,label,frequency_mhz,baseline_z,slope_z_per_mhz
1,0,f_minus,2793.7154073850998,0.7986427400897532,-0.06820085509342386
2,1,f_plus,2800.7154047148115,0.7986427400897388,0.06559118547370665
