batch,time_s,z_minus,z_plus,lockin_signal,delta_f_mhz,peak_shift_kHz,f_new_mhz,B_shift_uT
0,0.017506000003777444,0.7643497138291144,0.7470521745960554,-0.01729753923305899,0.1292867584627762,129.28675846277622,2797.285549199623,4.613429862359984
