save_id,timestamp_epoch_s,n_channels,rank,condition_number,residual_norm_uT,delta_Bx_uT,delta_By_uT,delta_Bz_uT,status
000000,0.0062973543535918,8,3,9.445315725350884,19.388224964193732,6.902257383467466,5.919642099659754,5.16934007000475,ok
000001,0.0752321872860193,8,3,9.445315725350884,19.171514458703818,5.134172755703397,6.566581464260512,5.4269922661293055,ok
000002,0.1434175833128392,8,3,9.445315725350884,17.89798604209675,6.361127627523186,4.829603016285967,7.12156933136513,ok
000003,0.2123034168034792,8,3,9.445315725350884,11.30514649328381,5.160431686990817,8.378480222990795,1.542277453986736,ok
000004,0.2973448543343693,8,3,9.445315725350884,9.04409110807199,6.128646547513794,7.007795461584097,2.879502428226639,ok
000005,0.4038485002238303,8,3,9.445315725350884,22.777681531234506,5.972426192633364,4.2413757647147445,2.0756408597024563,ok
000006,0.4845584379509091,8,3,9.445315725350884,17.803543706440635,5.185579488151185,3.6738089141194084,1.824839698504049,ok
000007,0.5621807295829058,8,3,9.445315725350884,9.37850143558698,5.284018850519761,-4.288648300493182,1.4717777977024649,ok
000008,0.6663200834300369,8,3,9.445315725350884,24.056312260493737,7.185444729209878,3.502061286981258,3.2619394545422855,ok
000009,0.7461743543390185,8,3,9.445315725350884,9.36966775883599,3.88762352391146,-0.626379421282013,2.0723293534121896,ok
000010,0.8212128963787109,8,3,9.445315725350884,12.835805405732396,3.918604183974914,-0.10423132313469542,2.752199229019479,ok
000011,0.8983752918429673,8,3,9.445315725350884,8.882975995343239,5.048733883427128,-1.0789106886186923,2.218202377523757,ok
000012,0.9796173754148184,8,3,9.445315725350884,16.380897046126847,5.352219614394549,-1.0440035019019926,2.9621057248078415,ok
000013,1.0616580003406852,8,3,9.445315725350884,7.332623601133205,4.605369631005147,0.19357064081386238,2.7249572540052927,ok
000014,1.1412866043392569,8,3,9.445315725350884,18.863807015463742,6.470834271308924,3.9936551760772443,3.5439010138759475,ok
000015,1.2880313333589584,8,3,9.445315725350884,16.21162839421932,2.5978356124897175,0.11385701110974049,2.5809436739523357,ok
000016,1.3669932293705642,8,3,9.445315725350884,10.400106968484408,5.1226689835748305,-2.968649162647511,2.0006261361574027,ok
000017,1.4441301668994129,8,3,9.445315725350884,18.73836624071172,4.2421595439317805,7.603294589413841,2.1962891899641246,ok
000018,1.521255187923089,8,3,9.445315725350884,18.431412638865915,3.6062670421225373,3.373481683257848,1.6352887904663655,ok
