file,n_batches,stale_pct,cadence_us,cadence_src,recorded_rate_hz,true_rate_hz,within_burst_hz,duty_pct
twopoint_lockin_live_20260817_114413.csv,381,50.13123359580053,240.0,readout quantum,6325.5750570372375,3148.177276418375,4166.666666666667,75.70766997398898
twopoint_lockin_live_20260817_114734.csv,381,50.13123359580053,240.0,readout quantum,6349.49041105268,3160.079715863016,4166.666666666667,75.99390098267776
twopoint_lockin_live_20260817_114912.csv,378,50.0,240.0,readout quantum,6279.527818310261,3133.48438133682,4166.666666666667,75.35433381972312
twopoint_lockin_live_20260817_115044.csv,386,50.259067357512954,240.0,readout quantum,6431.798834763561,3192.83825264781,4166.666666666667,76.78168142640025
twopoint_lockin_live_20260817_115811.csv,59,50.847457627118644,240.0,readout quantum,6986.407127819491,3427.1287303957915,4166.666666666667,82.4159213722435
twopoint_lockin_live_20260817_120659.csv,376,50.0,240.0,readout quantum,6257.677138000325,3122.580891862162,4166.666666666667,75.0921256560039
