session,mode,run,rate_hz,effective_rate_hz,tau_us,sigma_khz,eta_nt_rthz,floor_nt_rthz,stale_fraction,duty_cycle
2026-08-14,averaged,20260814_144602,87.7879643233991,87.7879643233991,,56.41210042731515,303.83629714148395,278.3221605353001,0.0,1.0
2026-08-14,averaged,20260814_144655,88.78186740866198,88.78186740866198,,98.12590090910959,525.5407455390217,500.7306668207854,0.0,1.0
2026-08-14,averaged,20260814_145010,87.87128386327075,87.87128386327075,,92.05313744788067,495.5642659066835,485.69300219228876,0.0,1.0
2026-08-14,averaged,20260814_145321,86.77293760224404,86.77293760224404,,54.61200249849805,295.8563021685902,273.77577729998325,0.0,1.0
2026-08-14,stream,20260814_145442,1041.6666666666667,1041.6666666666667,120.0,160.82548533089556,251.46373433470652,240.0582609129274,0.0,1.0
2026-08-14,burst,20260814_150458,4166.666666666667,3082.7994105153666,120.0,71.36570247762297,55.793041791602086,38.339781101204,0.49865229110512127,0.7413545676590061
2026-08-06,averaged,20260806_144936,86.6619926695181,86.6619926695181,,95.02818992024176,515.1372973216473,498.8504444689502,0.0,1.0
2026-08-06,burst,20260806_145051,2347.4034905400863,2108.419156181312,213.00130208333334,256.0708260258971,266.717248909422,158.05942486252505,0.5227272727272727,0.8990911423504753
