session,mode,run,reps_averaged,z_mean,sigma_per_rep,relative_pct
2026-08-06,burst,20260806_145051,1,-1.133242574193615,0.007598145661243246,0.6704783101402524
2026-08-06,burst,20260806_142358,1,-1.100906650129912,0.009103879791178358,0.8269438457932884
2026-08-06,averaged,20260806_144936,23,-1.0253703996783392,0.01135933223654756,1.1078272046970545
2026-08-06,averaged,20260806_143229,23,-1.1635377779426093,0.01610119006595765,1.3838132608318139
2026-08-14,burst,20260814_150458,1,0.9774609134479224,0.005936152982562922,0.6073033612795394
2026-08-14,stream,20260814_145442,4,0.6895368892176192,0.05216566289073379,7.5653186517581945
2026-08-14,averaged,20260814_145321,10,0.8725304612439627,0.02141345342542233,2.454178321166377
2026-08-14,averaged,20260814_145010,10,0.8589226290092884,0.05126078687714339,5.968033108671195
2026-08-14,averaged,20260814_144602,23,0.8427548422910144,0.07546696810778672,8.954794955865347
