block_index,point_in_block,point_index,transition_index,transition_center_mhz,linewidth_mhz,frequency_mhz,slope_per_mhz
1,0,0,0,2767.907077436903,8.107903051162735,2763.8531259113215,-0.0007617244719759735
1,1,1,0,2767.907077436903,8.107903051162735,2771.9610289624843,0.0004947175677303677
2,0,2,1,2795.859468700792,6.835294188150466,2792.441821606717,-0.0013922470476687647
2,1,3,1,2795.859468700792,6.835294188150466,2799.2771157948673,0.0012058171875320212
3,0,4,2,2833.1652193780988,6.54017042744049,2829.8951341643783,-0.00018554248384980725
3,1,5,2,2833.1652193780988,6.54017042744049,2836.435304591819,0.0002356204239448421
4,0,6,3,2858.756039157074,5.292346385950477,2856.109865964099,-0.00027909500248534107
4,1,7,3,2858.756039157074,5.292346385950477,2861.4022123500495,0.00021936597412704163
5,0,8,4,2896.9826000263142,7.285679288760476,2893.339760381934,-0.0003935010159354903
5,1,9,4,2896.9826000263142,7.285679288760476,2900.6254396706945,0.00019500872811645562
6,0,10,5,2921.4389790384607,8.762554524795695,2917.057701776063,-0.00022914850426743123
6,1,11,5,2921.4389790384607,8.762554524795695,2925.8202563008585,0.00025573616596130444
7,0,12,6,2952.8505371518936,6.384968345339542,2949.6580529792236,-0.0013439606589635484
7,1,13,6,2952.8505371518936,6.384968345339542,2956.0430213245636,0.0012458757127914975
8,0,14,7,2974.8290265794394,6.357834311047307,2971.6501094239156,-0.000816450134894175
8,1,15,7,2974.8290265794394,6.357834311047307,2978.007943734963,0.0007674177046367505
