block_index,point_in_block,point_index,transition_index,transition_center_mhz,linewidth_mhz,frequency_mhz,slope_per_mhz
1,0,0,0,2629.999991546776,3.999999427781156,2628.999989318848,-0.0011959908141020992
1,1,1,0,2629.999991546776,3.999999427781156,2631.9999881744384,0.0008900168546596698
2,0,2,1,2767.172440482736,7.556800013668444,2763.9999378204348,-0.0023615141475940016
2,1,3,1,2767.172440482736,7.556800013668444,2769.9999355316163,0.00209611603849702
3,0,4,2,2805.9999271023066,4.000004959394488,2803.9999225616457,-0.0007732913693679899
3,1,5,2,2805.9999271023066,4.000004959394488,2808.999920654297,0.0007785970161593436
4,0,6,3,2838.99991125271,4.000002058253203,2835.9999103546143,-0.0006350723688088311
4,1,7,3,2838.99991125271,4.000002058253203,2841.999908065796,0.0005589150843963164
5,0,8,4,2880.521840687716,3.4813602968703745,2877.999894332886,-0.0045308680004222945
5,1,9,4,2880.521840687716,3.4813602968703745,2881.9998928070067,0.0024086987940595272
6,0,10,5,2880.521840687716,3.4813602968703745,2877.999894332886,-0.0045308680004222945
6,1,11,5,2880.521840687716,3.4813602968703745,2881.9998928070067,0.0024086987940595272
7,0,12,6,2941.99986467606,4.000005093374628,2938.9998710632326,-0.0007777700746322003
7,1,13,6,2941.99986467606,4.000005093374628,2943.999869155884,0.0009294748554271592
8,0,14,7,2975.063029221862,7.81327750633536,2970.999858856201,-0.0023254360690921905
8,1,15,7,2975.063029221862,7.81327750633536,2977.9998561859134,0.0020140406933275568
