block_index,point_in_block,point_index,transition_index,transition_center_mhz,linewidth_mhz,frequency_mhz,slope_per_mhz
1,0,0,0,2767.7902534561217,10.224012612706428,2762.6782471497686,-0.0016882786621897593
1,1,1,0,2767.7902534561217,10.224012612706428,2772.902259762475,0.00152825869326984
2,0,2,1,2804.8901562655583,12.631535330108328,2798.5743886005043,-0.0005821924563644444
2,1,3,1,2804.8901562655583,12.631535330108328,2811.2059239306122,0.0005983131105362088
3,0,4,2,2840.7338934393815,11.665790283994898,2834.900998297384,-0.0003472791040966745
3,1,5,2,2840.7338934393815,11.665790283994898,2846.566788581379,0.0005915454344406089
4,0,6,3,2872.4055287677593,6.692604729267509,2869.0592264031256,-0.0017288480593766638
4,1,7,3,2872.4055287677593,6.692604729267509,2875.751831132393,0.0017744492299228277
5,0,8,4,2880.7705718677826,7.224358520258069,2877.1583926076537,-0.002022944628622734
5,1,9,4,2880.7705718677826,7.224358520258069,2884.3827511279114,0.0016875443126225364
6,0,10,5,2912.4269966384672,15.985502113213347,2904.4342455818605,-0.0003825527125152883
6,1,11,5,2912.4269966384672,15.985502113213347,2920.419747695074,0.0003322393792726425
7,0,12,6,2943.4292460851966,11.457921524046087,2937.7002853231734,-0.0005923665098813122
7,1,13,6,2943.4292460851966,11.457921524046087,2949.15820684722,0.0006545830558179117
8,0,14,7,2974.450684849513,9.964631290284563,2969.468369204371,-0.0017495205241446201
8,1,15,7,2974.450684849513,9.964631290284563,2979.433000494655,0.001376200374821748
