block_index,point_in_block,point_index,transition_index,transition_center_mhz,linewidth_mhz,frequency_mhz,slope_per_mhz
1,0,0,0,2629.99998870487,3.9999997861536336,2628.999989318848,-0.0008487963013214528
1,1,1,0,2629.99998870487,3.9999997861536336,2630.999988555908,0.0006314319901531418
2,0,2,1,2767.372019340152,7.160649081001791,2762.9999382019046,-0.0021774191628822215
2,1,3,1,2767.372019340152,7.160649081001791,2769.9999355316163,0.001927582790201221
3,0,4,2,2805.9999232534515,4.000003722867674,2803.9999225616457,-0.0007913442265005677
3,1,5,2,2805.9999232534515,4.000003722867674,2808.999920654297,0.0012293311914748917
4,0,6,3,2839.999904344391,4.000000804419162,2836.9999099731444,-0.0007788180952932877
4,1,7,3,2839.999904344391,4.000000804419162,2841.999908065796,0.000879186254047204
5,0,8,4,2879.5841555607017,2.012863524513614,2877.999894332886,-0.004685886374925841
5,1,9,4,2879.5841555607017,2.012863524513614,2880.9998931884766,0.002314838227756799
6,0,10,5,2880.2521364418185,3.8864958467400395,2877.999894332886,-0.004685886374925841
6,1,11,5,2880.2521364418185,3.8864958467400395,2881.9998928070067,0.0023804901159080183
7,0,12,6,2941.9998627299747,4.000002928275345,2938.9998710632326,-0.0005091751134329026
7,1,13,6,2941.9998627299747,4.000002928275345,2942.999869537354,0.0011674122121419495
8,0,14,7,2974.1080652864102,7.403901200916851,2970.999858856201,-0.002111952154210006
8,1,15,7,2974.1080652864102,7.403901200916851,2976.9998565673827,0.001782917186026134
