save_id,timestamp_epoch_s,n_channels,rank,condition_number,residual_norm_uT,delta_Bx_uT,delta_By_uT,delta_Bz_uT,status
000000,0.0034080208333333,8,3,7.463031147272884,34.74044133331569,-2.591813696339944,9.185505795559008,6.889871405645461,ok
000001,0.0102240625,8,3,7.463031147272884,63.31441955654314,3.9430270749515755,-13.936316521930983,2.598657557595951,ok
000002,0.0170401041666666,8,3,7.463031147272884,33.48332108035628,-14.624572788332246,-2.486560700150792,32.61512735479403,ok
000003,0.0238561458333333,8,3,7.463031147272884,23.16141096048742,-8.214855724244245,-5.8379376111269465,2.7804134327208208,ok
000004,0.0306721875,8,3,7.463031147272884,62.81839517808811,7.552070970882426,8.53035337988569,-5.931329052890915,ok
000005,0.0374882291666666,8,3,7.463031147272884,73.53324443751306,-1.965825760322394,19.494596258493722,12.548476860512654,ok
000006,0.0443042708333333,8,3,7.463031147272884,48.67613547545425,8.399411549101703,-1.045183194097642,-8.959996181387979,ok
000007,0.0511203125,8,3,7.463031147272884,38.40217735250374,-1.6461027619544932,-6.016305191365057,5.153782091628029,ok
000008,0.0579363541666666,8,3,7.463031147272884,39.50785563273114,17.76442974604422,-16.662558757238358,-1.3214778368071822,ok
000009,0.0647523958333333,8,3,7.463031147272884,50.6564438534871,4.893690006942304,3.7840325635717695,-0.6118214409559833,ok
000010,0.0715684375,8,3,7.463031147272884,62.60459496756739,-4.142224192233864,-6.0732617565103535,-0.44985322660081367,ok
000011,0.0783844791666666,8,3,7.463031147272884,36.16575489254007,-11.814384982761426,-23.97205637013055,-4.0225359493440385,ok
000012,0.0852005208333333,8,3,7.463031147272884,32.501527398793016,-12.904281999892572,-12.698217704689325,5.469776735276312,ok
000013,0.0920165625,8,3,7.463031147272884,57.58572479535644,0.057123333982841015,14.9932756825488,9.468005299044403,ok
000014,0.0988326041666666,8,3,7.463031147272884,25.237895836632493,-17.80043886953886,-1.0864611944294902,15.419568294496704,ok
000015,0.1056486458333333,8,3,7.463031147272884,29.698215099045907,-8.775440579865911,4.180025945369892,7.199795176170209,ok
000016,0.1124646875,8,3,7.463031147272884,39.83596359661698,-23.30725325486259,13.142653317997338,13.035441514125743,ok
000017,0.1192807291666666,8,3,7.463031147272884,40.88783844450842,16.812818448776035,-20.564846923760573,-14.177033505875128,ok
000018,0.1260967708333333,8,3,7.463031147272884,30.309559574755607,8.75664975259086,-14.879620926995926,-9.54198054245883,ok
000019,0.1329128125,8,3,7.463031147272884,65.00180407867096,-7.8999985720888155,-1.5860356645801144,14.318411577123205,ok
