batch,time_s,timestamp_epoch_s,acq_seconds,peak_01,peak_01_ref,peak_01_freq_mhz,peak_01_spike_sig,peak_01_spike_ref,peak_02,peak_02_ref,peak_02_freq_mhz,peak_02_spike_sig,peak_02_spike_ref,peak_03,peak_03_ref,peak_03_freq_mhz,peak_03_spike_sig,peak_03_spike_ref,peak_04,peak_04_ref,peak_04_freq_mhz,peak_04_spike_sig,peak_04_spike_ref,peak_05,peak_05_ref,peak_05_freq_mhz,peak_05_spike_sig,peak_05_spike_ref,peak_06,peak_06_ref,peak_06_freq_mhz,peak_06_spike_sig,peak_06_spike_ref,peak_07,peak_07_ref,peak_07_freq_mhz,peak_07_spike_sig,peak_07_spike_ref,peak_08,peak_08_ref,peak_08_freq_mhz,peak_08_spike_sig,peak_08_spike_ref,peak_09,peak_09_ref,peak_09_freq_mhz,peak_09_spike_sig,peak_09_spike_ref,peak_10,peak_10_ref,peak_10_freq_mhz,peak_10_spike_sig,peak_10_spike_ref,peak_11,peak_11_ref,peak_11_freq_mhz,peak_11_spike_sig,peak_11_spike_ref,peak_12,peak_12_ref,peak_12_freq_mhz,peak_12_spike_sig,peak_12_spike_ref,peak_13,peak_13_ref,peak_13_freq_mhz,peak_13_spike_sig,peak_13_spike_ref,peak_14,peak_14_ref,peak_14_freq_mhz,peak_14_spike_sig,peak_14_spike_ref,peak_15,peak_15_ref,peak_15_freq_mhz,peak_15_spike_sig,peak_15_spike_ref,peak_16,peak_16_ref,peak_16_freq_mhz,peak_16_spike_sig,peak_16_spike_ref,delta_f_mhz_b01,delta_B_proj_uT_b01,delta_f_mhz_b02,delta_B_proj_uT_b02,delta_f_mhz_b03,delta_B_proj_uT_b03,delta_f_mhz_b04,delta_B_proj_uT_b04,delta_f_mhz_b05,delta_B_proj_uT_b05,delta_f_mhz_b06,delta_B_proj_uT_b06,delta_f_mhz_b07,delta_B_proj_uT_b07,delta_f_mhz_b08,delta_B_proj_uT_b08,delta_Bx_uT,delta_By_uT,delta_Bz_uT,delta_B_total_uT,B_residual_uT,B_status,B_rank,B_condition_number
0,0.006274250103160739,1782752985.0404851,0.011675250250846148,-847.9095775896324,-839.9602301555766,2737.0862330918394,True,True,-842.4251321942722,-834.3452517040071,2743.9999832153326,True,True,-890.3805070758323,-875.668209187884,2801.5780933940905,True,True,-890.7111180731729,-867.8950025980375,2807.99995880127,True,True,-898.2189610905646,-875.475344622062,2826.6019905600706,True,True,-886.8796619494453,-869.5270348748357,2832.999949264527,True,True,-894.6079499954152,-877.8098771280987,2865.9999366760258,True,True,-884.2893358192989,-867.3775728214689,2872.113463683994,True,True,-886.6596601155363,-870.5563407402879,2887.999928283692,True,True,-881.7388070422105,-865.0473545863008,2893.4144500014017,True,True,-892.7032047559372,-875.5209004493078,2924.6134152205445,True,True,-887.2424060885778,-865.9635418895375,2930.9999118804935,True,True,-904.967379344072,-880.7907754378459,2946.999905776978,True,True,-892.4433658342757,-871.6212366659535,2953.243810869809,True,True,-864.7050463062017,-851.7925482165234,2999.9998855590825,True,True,-852.596278693034,-843.0071659993276,3005.715643256779,True,True,-0.01994475993277865,-0.7105433449914189,-0.21219977224065198,-7.537990750452211,0.23233147351445885,8.248342856390066,-0.013112321101828391,-0.47540442977247216,-0.032312988896675277,-1.1688075883458982,-0.1862952399294149,-6.611133682334183,0.07796964049804815,2.7692907929901525,0.3876102038585183,13.808694044809513,0.4026441967328715,5.108687885853685,8.1713088212437,9.645263195805803,19.144293939051025,ok,3,3.984761314838163
1,0.15669118729420006,1782752985.191529,0.012928124982863665,-847.9095775896324,-839.9602301555766,2737.0862330918394,True,True,-842.4251321942722,-834.3452517040071,2743.9999832153326,True,True,-890.3805070758323,-875.668209187884,2801.5780933940905,True,True,-890.7111180731729,-867.8950025980375,2807.99995880127,True,True,-898.2189610905646,-875.475344622062,2826.6019905600706,True,True,-886.8796619494453,-869.5270348748357,2832.999949264527,True,True,-894.6079499954152,-877.8098771280987,2865.9999366760258,True,True,-884.2893358192989,-867.3775728214689,2872.113463683994,True,True,-886.6596601155363,-870.5563407402879,2887.999928283692,True,True,-881.7388070422105,-865.0473545863008,2893.4144500014017,True,True,-892.7032047559372,-875.5209004493078,2924.6134152205445,True,True,-887.2424060885778,-865.9635418895375,2930.9999118804935,True,True,-904.967379344072,-880.7907754378459,2946.999905776978,True,True,-892.4433658342757,-871.6212366659535,2953.243810869809,True,True,-864.7050463062017,-851.7925482165234,2999.9998855590825,True,True,-852.596278693034,-843.0071659993276,3005.715643256779,True,True,-0.01994475993277865,-0.7105433449914189,-0.21219977224065198,-7.537990750452211,0.23233147351445885,8.248342856390066,-0.013112321101828391,-0.47540442977247216,-0.032312988896675277,-1.1688075883458982,-0.1862952399294149,-6.611133682334183,0.07796964049804815,2.7692907929901525,0.3876102038585183,13.808694044809513,0.4026441967328715,5.108687885853685,8.1713088212437,9.645263195805803,19.144293939051025,ok,3,3.984761314838163
2,0.3115157501306385,1782752985.34552,0.011260333936661482,-847.9095775896324,-839.9602301555766,2737.0862330918394,True,True,-842.4251321942722,-834.3452517040071,2743.9999832153326,True,True,-890.3805070758323,-875.668209187884,2801.5780933940905,True,True,-890.7111180731729,-867.8950025980375,2807.99995880127,True,True,-898.2189610905646,-875.475344622062,2826.6019905600706,True,True,-886.8796619494453,-869.5270348748357,2832.999949264527,True,True,-894.6079499954152,-877.8098771280987,2865.9999366760258,True,True,-884.2893358192989,-867.3775728214689,2872.113463683994,True,True,-886.6596601155363,-870.5563407402879,2887.999928283692,True,True,-881.7388070422105,-865.0473545863008,2893.4144500014017,True,True,-892.7032047559372,-875.5209004493078,2924.6134152205445,True,True,-887.2424060885778,-865.9635418895375,2930.9999118804935,True,True,-904.967379344072,-880.7907754378459,2946.999905776978,True,True,-892.4433658342757,-871.6212366659535,2953.243810869809,True,True,-864.7050463062017,-851.7925482165234,2999.9998855590825,True,True,-852.596278693034,-843.0071659993276,3005.715643256779,True,True,-0.01994475993277865,-0.7105433449914189,-0.21219977224065198,-7.537990750452211,0.23233147351445885,8.248342856390066,-0.013112321101828391,-0.47540442977247216,-0.032312988896675277,-1.1688075883458982,-0.1862952399294149,-6.611133682334183,0.07796964049804815,2.7692907929901525,0.3876102038585183,13.808694044809513,0.4026441967328715,5.108687885853685,8.1713088212437,9.645263195805803,19.144293939051025,ok,3,3.984761314838163
3,0.4739286669064313,1782752985.5117598,0.018914499785751104,-847.9095775896324,-839.9602301555766,2737.0862330918394,True,True,-842.4251321942722,-834.3452517040071,2743.9999832153326,True,True,-890.3805070758323,-875.668209187884,2801.5780933940905,True,True,-890.7111180731729,-867.8950025980375,2807.99995880127,True,True,-898.2189610905646,-875.475344622062,2826.6019905600706,True,True,-886.8796619494453,-869.5270348748357,2832.999949264527,True,True,-894.6079499954152,-877.8098771280987,2865.9999366760258,True,True,-884.2893358192989,-867.3775728214689,2872.113463683994,True,True,-886.6596601155363,-870.5563407402879,2887.999928283692,True,True,-881.7388070422105,-865.0473545863008,2893.4144500014017,True,True,-892.7032047559372,-875.5209004493078,2924.6134152205445,True,True,-887.2424060885778,-865.9635418895375,2930.9999118804935,True,True,-904.967379344072,-880.7907754378459,2946.999905776978,True,True,-892.4433658342757,-871.6212366659535,2953.243810869809,True,True,-864.7050463062017,-851.7925482165234,2999.9998855590825,True,True,-852.596278693034,-843.0071659993276,3005.715643256779,True,True,-0.01994475993277865,-0.7105433449914189,-0.21219977224065198,-7.537990750452211,0.23233147351445885,8.248342856390066,-0.013112321101828391,-0.47540442977247216,-0.032312988896675277,-1.1688075883458982,-0.1862952399294149,-6.611133682334183,0.07796964049804815,2.7692907929901525,0.3876102038585183,13.808694044809513,0.4026441967328715,5.108687885853685,8.1713088212437,9.645263195805803,19.144293939051025,ok,3,3.984761314838163
4,0.6267016045749187,1782752985.6611059,0.01205962523818016,-996.3813032979797,-991.0712886267078,2737.0862330918394,False,False,-990.9059861845524,-984.0918131246751,2743.9999832153326,False,False,-1038.769071125103,-1023.2518155698872,2801.5780933940905,False,False,-1035.0390867133294,-1013.767443530886,2807.99995880127,False,False,-1047.4413928538681,-1023.4652458966286,2826.6019905600706,False,False,-1034.2438946113643,-1017.3017345722408,2832.999949264527,False,False,-1042.2903994865053,-1026.9799370357919,2865.9999366760258,False,False,-1031.1509841978175,-1013.4094446312314,2872.113463683994,False,False,-1034.8825029801021,-1019.8221551486995,2887.999928283692,False,False,-1027.8137802977046,-1013.3200614359508,2893.4144500014017,False,False,-1043.283455084513,-1021.857535837638,2924.6134152205445,False,False,-1034.262748723905,-1010.8974309991748,2930.9999118804935,False,False,-1052.7122780206007,-1027.0919414983036,2946.999905776978,False,False,-1035.4803374392518,-1018.2711678943667,2953.243810869809,False,False,-1010.4011202127334,-997.2229055231224,2999.9998855590825,False,False,-997.215256594431,-990.5803374392517,3005.715643256779,False,False,-0.14192284734341049,-5.056081648611968,-0.13012522434987378,-4.622449530423934,0.26127470918702317,9.275899422830697,-0.09432374095504223,-3.419831159906955,0.018812992008772525,0.6804931567814985,-0.08080400012610037,-2.867523867509455,0.17619060718463,6.257859125308586,0.6674963649176613,23.77969668346218,3.390422655387959,1.959768886923069,4.976087753630774,6.332227823140431,24.903706463353526,ok,3,3.984761314838163
5,0.7776089580729604,1782752985.81156,0.011153750121593475,-993.6917428248313,-983.9929730721033,2737.0862330918394,False,False,-989.1075908549071,-981.862354433475,2743.9999832153326,False,False,-1041.7797230797446,-1025.0203991808542,2801.5780933940905,False,False,-1039.8194913959105,-1018.1109820582572,2807.99995880127,False,False,-1052.0506464529144,-1025.8381590610386,2826.6019905600706,False,False,-1039.0062307057492,-1018.1322691567075,2832.999949264527,False,False,-1043.561680471926,-1024.4042103493598,2865.9999366760258,False,False,-1030.523437356726,-1014.1237827429165,2872.113463683994,False,False,-1033.724762355962,-1019.492467218877,2887.999928283692,False,False,-1030.1909832808628,-1010.7983555949506,2893.4144500014017,False,False,-1041.8060121649296,-1023.7777149494148,2924.6134152205445,False,False,-1034.1511247975059,-1013.0086820307486,2930.9999118804935,False,False,-1054.3509979521348,-1028.7158281627287,2946.999905776978,False,False,-1038.904703976526,-1017.9064370205093,2953.243810869809,False,False,-1016.2565439985328,-1000.6020646758567,2999.9998855590825,False,False,-999.3856771708897,-988.7611287709753,3005.715643256779,False,False,0.22445922418524064,7.9964867215396085,-0.11120380593592931,-3.9503023575796763,0.19482707427595114,6.916843775087617,0.09182949014608195,3.3293988196420465,-0.21166753817211426,-7.6563212896569075,-0.12281110575100078,-4.358246824249368,0.09397899171843992,3.3379037640540172,0.5018585690641295,17.87881579222304,3.6454713290885867,6.618540403529399,1.1171507171153574,7.638230423933894,19.219062875750968,ok,3,3.984761314838163
6,0.9281916664913297,1782752985.962352,0.011570832692086697,-996.5786319039032,-986.7910917871443,2737.0862330918394,False,False,-991.0045817159277,-982.8957285203411,2743.9999832153326,False,False,-1039.5153406485922,-1020.6290521747105,2801.5780933940905,False,False,-1038.515427759269,-1016.6445762142006,2807.99995880127,False,False,-1045.2428355289298,-1023.115218387994,2826.6019905600706,False,False,-1033.3227954885838,-1016.1166855151756,2832.999949264527,False,False,-1039.5148898126356,-1025.54242289941,2865.9999366760258,False,False,-1030.3543433077607,-1014.6784989455024,2872.113463683994,False,False,-1034.3856725861174,-1018.4966470030871,2887.999928283692,False,False,-1029.5822126111807,-1014.6925971207629,2893.4144500014017,False,False,-1042.6328178011431,-1026.506352966348,2924.6134152205445,False,False,-1035.2266084909986,-1013.3652367270839,2930.9999118804935,False,False,-1055.3274857107926,-1030.4476587095394,2946.999905776978,False,False,-1040.5142387749488,-1019.3208622428708,2953.243810869809,False,False,-1015.5758306079408,-999.6336583427576,2999.9998855590825,False,False,-1001.8236818779229,-991.1230445945533,3005.715643256779,False,False,0.1511747118851514,5.385684551883427,-0.0672805194063073,-2.3900116744480004,0.1811095260587145,6.429836831373688,-0.06623094782055934,-2.401290033808955,0.037529103307220466,1.3574819980150359,-0.22077945938655408,-7.834888969095538,0.0734408068544466,2.6084377066850566,0.5276483846429413,18.79758333047356,-1.3401860589263064,3.0232572128637707,6.419239554740154,7.2209984980481625,23.629207155943075,ok,3,3.984761314838163
7,1.0767206875607371,1782752986.1111538,0.012116624973714352,-993.4069428737355,-988.3882446434575,2737.0862330918394,False,False,-988.1130559036585,-982.6119845951646,2743.9999832153326,False,False,-1041.2089769844422,-1019.6427025705291,2801.5780933940905,False,False,-1035.1632408228138,-1012.9784378152029,2807.99995880127,False,False,-1045.2359812941284,-1023.2472292691871,2826.6019905600706,False,False,-1036.1691215576,-1016.9068068588197,2832.999949264527,False,False,-1039.586014915793,-1026.756064125684,2865.9999366760258,False,False,-1031.876435797903,-1016.0348366292752,2872.113463683994,False,False,-1036.3645016352355,-1019.6650640339883,2887.999928283692,False,False,-1029.2421371152611,-1011.2249044839075,2893.4144500014017,False,False,-1042.5406287251276,-1023.0448895069843,2924.6134152205445,False,False,-1038.0953327016537,-1017.657297429471,2930.9999118804935,False,False,-1054.4577436806553,-1029.7559739584926,2946.999905776978,False,False,-1039.8912935171318,-1018.4623208118104,2953.243810869809,False,False,-1011.9920866827642,-998.9077375676252,2999.9998855590825,False,False,-1001.6091741296574,-992.6597243023505,3005.715643256779,False,False,-0.047180792462436276,-1.6808423971305693,-0.016768616466429784,-0.5956730042032206,0.09826598687842006,3.4886859650734903,-0.11237976298562487,-4.074475962360077,-0.05832639342198869,-2.109750089985733,-0.03866690888742387,-1.3721880593097868,0.06455815488197167,2.2929476496887515,0.41820597726532255,14.898674829198491,0.41742833586168054,0.2622606446897643,2.091049305008589,2.1483747944225757,16.66978137332553,ok,3,3.984761314838163
8,1.2242028955370188,1782752986.258296,0.01143562514334917,-998.3414218907601,-989.6399303114588,2737.0862330918394,False,False,-992.6628557019287,-985.1095913439497,2743.9999832153326,False,False,-1041.6458202157896,-1026.1107818565274,2801.5780933940905,False,False,-1042.0041751994377,-1017.35916648837,2807.99995880127,False,False,-1048.711038603784,-1024.4631995598616,2826.6019905600706,False,False,-1037.5301509918393,-1020.5898691811597,2832.999949264527,False,False,-1049.6485084206986,-1028.445940948131,2865.9999366760258,False,False,-1034.3110936210533,-1018.534689916557,2872.113463683994,False,False,-1036.7183742396921,-1022.9410107894979,2887.999928283692,False,False,-1031.6988599199192,-1016.6882966042118,2893.4144500014017,False,False,-1046.3203976525967,-1027.6860745178346,2924.6134152205445,False,False,-1039.1195968456766,-1016.2295305193018,2930.9999118804935,False,False,-1057.7529709325427,-1033.2277332885046,2946.999905776978,False,False,-1043.2676131674664,-1021.1171760858272,2953.243810869809,False,False,-1016.582820857658,-1003.9662851117155,2999.9998855590825,False,False,-1002.6452241953724,-993.6061588776477,3005.715643256779,False,False,0.10193865936490837,3.6316223536009153,-0.20318557507156382,-7.217778649534971,0.2727666952097635,9.683893395332685,0.18609640830559748,6.74716979443794,-0.05249030903164975,-1.8986504686084904,-0.1653943510828155,-5.869415481177619,0.044773311439653525,1.5902384357488102,0.35536100019710465,12.65980946407294,1.7376766482976573,8.264649748788225,4.941200626259098,9.784652228522358,15.593281276846549,ok,3,3.984761314838163
9,1.3778987498953938,1782752986.4124138,0.012279165908694267,-993.8860179723079,-988.002164012593,2737.0862330918394,False,False,-990.3238912491976,-983.9279258489471,2743.9999832153326,False,False,-1040.48248616927,-1022.3248189014885,2801.5780933940905,False,False,-1035.9520386954794,-1012.9069627410827,2807.99995880127,False,False,-1044.8236268606533,-1022.342791209463,2826.6019905600706,False,False,-1034.3521823516826,-1016.3508573524468,2832.999949264527,False,False,-1039.9852125806158,-1023.2327047100895,2865.9999366760258,False,False,-1029.2579148454931,-1015.1261759941315,2872.113463683994,False,False,-1032.5707598496197,-1017.9470794999543,2887.999928283692,False,False,-1029.2881697588411,-1010.9541186539107,2893.4144500014017,False,False,-1038.1333297673993,-1021.9746080019562,2924.6134152205445,False,False,-1032.878411834826,-1011.5714368676834,2930.9999118804935,False,False,-1051.6271296267994,-1028.4321988568634,2946.999905776978,False,False,-1039.790379619158,-1020.6664654460983,2953.243810869809,False,False,-1014.835493779992,-1000.1733364917321,2999.9998855590825,False,False,-999.9799614879114,-991.3505761530702,3005.715643256779,False,False,-0.049389475838981935,-1.7595279907244277,-0.11161007852415657,-3.9647344136553357,0.16503432462997902,5.859127358119778,0.08896713355877768,3.2256203207305827,-0.15269785496162522,-5.523302476721748,-0.19777038313594783,-7.018356678429317,0.08360316332523196,2.969379735272893,0.6099372639545286,21.729141752807376,2.5865335767745923,6.612448364778703,2.3256618095944046,7.471501333283213,21.206634925733407,ok,3,3.984761314838163
