save_id,timestamp_epoch_s,n_channels,n_solve_channels,selected_blocks,solver,rank,condition_number,residual_norm_uT,solve_residual_norm_uT,delta_Bx_uT,delta_By_uT,delta_Bz_uT,status
000000,0.0065783000027295,8,8,all,weighted_lstsq,3,4.382678271909011,36.09313098528623,36.09313098528623,18.230080074454722,8.923388682357563,17.529307540778824,ok
000001,0.1087773500039475,8,8,all,weighted_lstsq,3,4.382678271909011,46.983684815259465,46.983684815259465,5.041202981068669,1.6845590999244466,2.8994268318886687,ok
000002,0.2061809500009985,8,8,all,weighted_lstsq,3,4.382678271909011,34.829660040610975,34.829660040610975,11.8028036625783,8.020764633916983,10.599256317413506,ok
000003,0.316591700000572,8,8,all,weighted_lstsq,3,4.382678271909011,48.50860102051905,48.50860102051905,-0.2618976784136639,5.759833975523013,8.98934925667984,ok
000004,0.4192841500043869,8,8,all,weighted_lstsq,3,4.382678271909011,43.793218695461235,43.793218695461235,-0.2096631598405528,2.493514380200492,7.631353893109797,ok
000005,0.5246352999965893,8,8,all,weighted_lstsq,3,4.382678271909011,57.677382457820705,57.677382457820705,-1.5468664889174213,0.23135016412190787,-3.1960346945793594,ok
000006,0.6319767999957548,8,8,all,weighted_lstsq,3,4.382678271909011,41.213507586595114,41.213507586595114,2.0560505040555865,3.7549860359375042,3.501083467798354,ok
000007,0.7370684999914374,8,8,all,weighted_lstsq,3,4.382678271909011,42.05955086790657,42.05955086790657,11.470598478491063,0.33620788737507906,0.046046530751859674,ok
000008,0.8460167000012007,8,8,all,weighted_lstsq,3,4.382678271909011,34.678407772284494,34.678407772284494,2.8974130940763265,1.0620455998135807,2.3646881754593676,ok
000009,0.9487355500023114,8,8,all,weighted_lstsq,3,4.382678271909011,30.35216798351319,30.35216798351319,-0.28294860052803605,2.0683462189155057,6.284913343480124,ok
000010,1.0556186500034528,8,8,all,weighted_lstsq,3,4.382678271909011,28.817852815304917,28.817852815304917,9.469450434780896,2.870189576204809,12.32659445471709,ok
000011,1.161334899996291,8,8,all,weighted_lstsq,3,4.382678271909011,20.11343581838522,20.11343581838522,9.057645720248546,1.136240481170976,4.243865791803895,ok
000012,1.2696298000082606,8,8,all,weighted_lstsq,3,4.382678271909011,34.1796701360037,34.1796701360037,6.48537478229324,0.6602468009904191,6.880234690024684,ok
000013,1.379347850001068,8,8,all,weighted_lstsq,3,4.382678271909011,25.84322780462506,25.84322780462506,7.088810022735863,-0.5470940539677146,7.209543140786055,ok
000014,1.4906565999990562,8,8,all,weighted_lstsq,3,4.382678271909011,20.893689728893794,20.893689728893794,3.535510645933015,3.936275641148397,9.758352691794858,ok
000015,1.5970576499967135,8,8,all,weighted_lstsq,3,4.382678271909011,27.63920611020182,27.63920611020182,0.6390299351185383,4.710021871450362,11.01923128721257,ok
000016,1.7045183000009274,8,8,all,weighted_lstsq,3,4.382678271909011,16.515342175176723,16.515342175176723,2.8065882746493123,2.4085173563588587,9.120862084506859,ok
000017,1.8158814000053096,8,8,all,weighted_lstsq,3,4.382678271909011,39.11462664003431,39.11462664003431,5.0920805526316615,1.3951289138706509,8.134516221647857,ok
000018,1.924160649999976,8,8,all,weighted_lstsq,3,4.382678271909011,27.254872081336032,27.254872081336032,0.10868855710641792,2.337625211601433,10.200854919160976,ok
000019,2.034602950006956,8,8,all,weighted_lstsq,3,4.382678271909011,24.275229828683408,24.275229828683408,4.905456330899984,3.7169537554221646,8.89557425632831,ok
000020,2.1428491000115173,8,8,all,weighted_lstsq,3,4.382678271909011,32.268280085231815,32.268280085231815,8.817866277333467,5.206948200084956,6.29916318711937,ok
000021,2.2409143500117352,8,8,all,weighted_lstsq,3,4.382678271909011,26.800890055458776,26.800890055458776,10.011492871269976,13.539574932649439,15.575692798377016,ok
000022,2.3402947499998845,8,8,all,weighted_lstsq,3,4.382678271909011,25.552845664277047,25.552845664277047,5.172848568830261,3.6175491142170215,8.318432140896427,ok
000023,2.440167549997568,8,8,all,weighted_lstsq,3,4.382678271909011,28.300499654367613,28.300499654367613,4.744431176446421,5.77002997936218,12.504109518186118,ok
000024,2.5416221000050427,8,8,all,weighted_lstsq,3,4.382678271909011,31.783826174601632,31.783826174601632,2.208213838580389,6.7967662380454215,14.275298726371899,ok
000025,2.640325700005633,8,8,all,weighted_lstsq,3,4.382678271909011,33.7205574054627,33.7205574054627,-4.736278695475001,6.458492689347449,7.186851708491259,ok
000026,2.739306550007313,8,8,all,weighted_lstsq,3,4.382678271909011,49.102148199647246,49.102148199647246,5.900070909625811,7.276128841737153,11.490814769321883,ok
000027,2.837753550003981,8,8,all,weighted_lstsq,3,4.382678271909011,37.25026192871703,37.25026192871703,0.462164370761796,7.5419816491017375,5.719332116771317,ok
000028,2.9350617000018246,8,8,all,weighted_lstsq,3,4.382678271909011,33.60679162522044,33.60679162522044,4.749937299989403,7.939442867361929,8.898754875906526,ok
000029,3.0343648500129348,8,8,all,weighted_lstsq,3,4.382678271909011,30.550252437612684,30.550252437612684,-1.913351469900287,2.6491092212460794,9.286065388558626,ok
000030,3.1331769499956863,8,8,all,weighted_lstsq,3,4.382678271909011,38.805402105974004,38.805402105974004,5.564464481306523,1.612487197756223,2.1001278364287788,ok
000031,3.234559000004083,8,8,all,weighted_lstsq,3,4.382678271909011,32.43135261513102,32.43135261513102,3.174592662634086,0.6132258784809983,4.03267108509205,ok
000032,3.3350029500143137,8,8,all,weighted_lstsq,3,4.382678271909011,28.49968115878107,28.49968115878107,-1.845773876151253,5.553679733920122,9.518340283505518,ok
000033,3.435061299998779,8,8,all,weighted_lstsq,3,4.382678271909011,23.103146446655916,23.103146446655916,-2.0817686512972284,10.175293919377472,15.247913012105093,ok
000034,3.5358837000094354,8,8,all,weighted_lstsq,3,4.382678271909011,30.313536252638254,30.313536252638254,3.637373163571656,9.244456011002923,10.636702122237336,ok
000035,3.637762900005328,8,8,all,weighted_lstsq,3,4.382678271909011,29.23217870671907,29.23217870671907,2.9970676549925894,12.712209465292261,10.385366812462262,ok
000036,3.74013575000572,8,8,all,weighted_lstsq,3,4.382678271909011,33.55413392615727,33.55413392615727,4.244587785355109,13.593150832160404,20.609342981279603,ok
000037,3.844819950012607,8,8,all,weighted_lstsq,3,4.382678271909011,24.927620698712477,24.927620698712477,4.678451474559203,8.49123234856176,14.023807345897346,ok
000038,3.949947200002498,8,8,all,weighted_lstsq,3,4.382678271909011,50.81213012807749,50.81213012807749,8.850763377348521,6.64278010143676,6.935989343996717,ok
000039,4.056435949998559,8,8,all,weighted_lstsq,3,4.382678271909011,37.65670058583604,37.65670058583604,15.047938985252488,3.775848431333014,5.722201782275692,ok
000040,4.161509500001557,8,8,all,weighted_lstsq,3,4.382678271909011,17.293086245054045,17.293086245054045,8.537725330923449,4.302863846682976,9.553628753497387,ok
000041,4.25977525000053,8,8,all,weighted_lstsq,3,4.382678271909011,19.106948406401123,19.106948406401123,6.161769522183444,2.1930955658527966,6.7343755779047445,ok
000042,4.355737550009508,8,8,all,weighted_lstsq,3,4.382678271909011,19.394676174141736,19.394676174141736,2.4246003462429635,2.0198834551950435,9.15312179262736,ok
000043,4.453872700003558,8,8,all,weighted_lstsq,3,4.382678271909011,19.709565544584144,19.709565544584144,2.8460011812022814,1.0018403125431363,6.616251345224665,ok
000044,4.551471750004566,8,8,all,weighted_lstsq,3,4.382678271909011,24.81204971742071,24.81204971742071,13.212846231836265,2.952858880617094,5.529867889494538,ok
000045,4.650655250006821,8,8,all,weighted_lstsq,3,4.382678271909011,35.103890405002794,35.103890405002794,2.5979448847878692,0.3604913007917176,2.7203587645970586,ok
000046,4.748560150008416,8,8,all,weighted_lstsq,3,4.382678271909011,45.33349382086397,45.33349382086397,3.1094303849040252,5.042975392033976,8.91509186938729,ok
000047,4.846510649993434,8,8,all,weighted_lstsq,3,4.382678271909011,35.66529087917553,35.66529087917553,8.608573546584289,4.00191921610743,6.862565508084457,ok
000048,4.9475027000007685,8,8,all,weighted_lstsq,3,4.382678271909011,32.4797445796215,32.4797445796215,2.8810386548234734,2.7453561104399506,8.510338066709751,ok
000049,5.053738100003102,8,8,all,weighted_lstsq,3,4.382678271909011,33.00830816666613,33.00830816666613,3.1850231151475343,5.111640858734339,8.411765640555572,ok
000050,5.154132900002878,8,8,all,weighted_lstsq,3,4.382678271909011,24.263178038096335,24.263178038096335,13.933079224654506,1.7439671973662223,5.428297576793767,ok
000051,5.25545310000598,8,8,all,weighted_lstsq,3,4.382678271909011,41.60035285463905,41.60035285463905,6.4624729677622055,6.256208531347014,9.881411758693774,ok
000052,5.352959950003424,8,8,all,weighted_lstsq,3,4.382678271909011,23.95279887069604,23.95279887069604,6.288577548024771,4.725018295346972,7.8766900990333655,ok
000053,5.452979599998798,8,8,all,weighted_lstsq,3,4.382678271909011,25.135701864972376,25.135701864972376,17.689444979317308,2.329298685695488,6.866205955643312,ok
000054,5.55132164999668,8,8,all,weighted_lstsq,3,4.382678271909011,26.931121460152262,26.931121460152262,14.377812969067646,2.8938967744355817,5.784295494764963,ok
000055,5.665071499999613,8,8,all,weighted_lstsq,3,4.382678271909011,24.40236669330643,24.40236669330643,8.21102875479202,3.9794004625991857,7.327422274832947,ok
000056,5.76459390000673,8,8,all,weighted_lstsq,3,4.382678271909011,24.640545648167205,24.640545648167205,8.091107403939516,2.935355661363176,6.177510219393107,ok
000057,5.865261500002816,8,8,all,weighted_lstsq,3,4.382678271909011,27.96127535655678,27.96127535655678,12.196891116557326,-2.6187148481294473,0.3606218764519251,ok
000058,5.964727099999436,8,8,all,weighted_lstsq,3,4.382678271909011,28.185490504106387,28.185490504106387,2.998735143318742,3.616635014767342,9.88760687400715,ok
000059,6.070269849995384,8,8,all,weighted_lstsq,3,4.382678271909011,24.24094664802895,24.24094664802895,1.7642433385100234,-0.8612968356678063,2.1393725501707546,ok
000060,6.182345050008735,8,8,all,weighted_lstsq,3,4.382678271909011,30.061475203657157,30.061475203657157,0.2043500193154562,5.1231140608316785,8.743684865478444,ok
000061,6.291274050003267,8,8,all,weighted_lstsq,3,4.382678271909011,25.823508262745005,25.823508262745005,-7.757422051109644,1.8869370536727705,9.414344531403128,ok
000062,6.39425470000424,8,8,all,weighted_lstsq,3,4.382678271909011,28.27137908550151,28.27137908550151,-2.682894528664958,-3.2387180966143623,2.4360168319086073,ok
000063,6.496099349998985,8,8,all,weighted_lstsq,3,4.382678271909011,34.90548784939277,34.90548784939277,12.532294189189454,3.3869176824435043,6.166438919077443,ok
000064,6.603580050010351,8,8,all,weighted_lstsq,3,4.382678271909011,23.397192443829006,23.397192443829006,5.325518073783012,3.059563994737601,9.565067742834177,ok
000065,6.71158300001116,8,8,all,weighted_lstsq,3,4.382678271909011,25.96080368144654,25.96080368144654,2.638570345529416,1.9925892894736685,8.82299191746113,ok
000066,6.813799950003158,8,8,all,weighted_lstsq,3,4.382678271909011,30.539146530218876,30.539146530218876,11.172193344818668,7.678848687531395,7.5766377878683775,ok
000067,6.919995400006883,8,8,all,weighted_lstsq,3,4.382678271909011,21.525640040094167,21.525640040094167,2.1488106766017174,3.77507583962645,7.287747126989557,ok
000068,7.044308199998341,8,8,all,weighted_lstsq,3,4.382678271909011,32.14715500402126,32.14715500402126,-0.8386663356890071,1.0767673284002268,8.639810475722966,ok
000069,7.144596149999416,8,8,all,weighted_lstsq,3,4.382678271909011,19.71853343317424,19.71853343317424,1.6030597842970677,1.9407609612147025,6.33492629967621,ok
000070,7.25107924999611,8,8,all,weighted_lstsq,3,4.382678271909011,27.26193087136403,27.26193087136403,5.661170323155412,3.5723041627272565,6.486879166755496,ok
000071,7.354502000001958,8,8,all,weighted_lstsq,3,4.382678271909011,26.044808091221977,26.044808091221977,5.041390130972316,3.7376605973898283,7.606060387722636,ok
000072,7.456322350000846,8,8,all,weighted_lstsq,3,4.382678271909011,21.586636212299375,21.586636212299375,6.928535938969164,2.2444204471717537,8.39775932863777,ok
000073,7.562825000000885,8,8,all,weighted_lstsq,3,4.382678271909011,13.72494118825394,13.72494118825394,6.135867399176903,-0.44748787382349026,2.778427676868296,ok
000074,7.665443749996484,8,8,all,weighted_lstsq,3,4.382678271909011,22.74864464710267,22.74864464710267,7.012398428676838,1.4849226492400416,4.988888040483012,ok
000075,7.770819199999096,8,8,all,weighted_lstsq,3,4.382678271909011,23.48024382286449,23.48024382286449,-1.6197121869349271,5.847269751601789,12.819669299127929,ok
000076,7.876834199996665,8,8,all,weighted_lstsq,3,4.382678271909011,22.178888375089823,22.178888375089823,4.794009040515809,5.286602069774785,7.833184366124754,ok
000077,7.980689849995542,8,8,all,weighted_lstsq,3,4.382678271909011,37.52067261193738,37.52067261193738,6.689935658971052,-0.10023886450573816,8.109516950187095,ok
000078,8.087126600003103,8,8,all,weighted_lstsq,3,4.382678271909011,41.073042394176234,41.073042394176234,3.4634251328170578,2.6656915099572487,9.422644259310463,ok
000079,8.191803050009185,8,8,all,weighted_lstsq,3,4.382678271909011,29.902501650142405,29.902501650142405,2.96588723516507,3.5611631058632347,14.98166392972429,ok
000080,8.2912276499992,8,8,all,weighted_lstsq,3,4.382678271909011,23.305449438550813,23.305449438550813,-2.190815756628103,3.1930850994308715,8.050112084667052,ok
000081,8.390738849993795,8,8,all,weighted_lstsq,3,4.382678271909011,30.396376803889854,30.396376803889854,6.209274361415966,11.086594721190806,11.888914455186736,ok
000082,8.487636999998358,8,8,all,weighted_lstsq,3,4.382678271909011,15.571810948434807,15.571810948434807,5.389452513560872,6.333436448290689,11.794038473572636,ok
000083,8.588179500002298,8,8,all,weighted_lstsq,3,4.382678271909011,25.154516853900585,25.154516853900585,1.5610453294796567,8.00716037556299,13.664083735848266,ok
000084,8.686106900000595,8,8,all,weighted_lstsq,3,4.382678271909011,30.160141994892168,30.160141994892168,5.563821543733279,8.786028452876987,17.76028996216124,ok
000085,8.78584555000998,8,8,all,weighted_lstsq,3,4.382678271909011,29.898258099314642,29.898258099314642,5.97568575174763,10.171020234089855,9.937196821766097,ok
000086,8.883842650000588,8,8,all,weighted_lstsq,3,4.382678271909011,31.226938478682243,31.226938478682243,6.730974572629269,6.781366907778079,8.272175717608379,ok
000087,8.98277305001102,8,8,all,weighted_lstsq,3,4.382678271909011,27.416269589786083,27.416269589786083,3.7655142841566334,5.101480943399622,9.299009475627646,ok
000088,9.082226750004338,8,8,all,weighted_lstsq,3,4.382678271909011,35.95332261348782,35.95332261348782,15.150657284824758,4.700224094261353,8.332555798960229,ok
000089,9.184801800001878,8,8,all,weighted_lstsq,3,4.382678271909011,22.25069273656828,22.25069273656828,9.615037911384881,-0.4880590301530939,4.336818988064038,ok
000090,9.286321949999548,8,8,all,weighted_lstsq,3,4.382678271909011,32.37626778482245,32.37626778482245,9.303861513820024,4.396911132707349,6.983213748658155,ok
000091,9.389038800014532,8,8,all,weighted_lstsq,3,4.382678271909011,26.097651344468428,26.097651344468428,3.723886560561157,10.513555221296443,14.456586177060997,ok
000092,9.49202000000514,8,8,all,weighted_lstsq,3,4.382678271909011,34.717395204381,34.717395204381,10.347719676215561,3.0442251050820115,5.365850293338644,ok
000093,9.59353720000945,8,8,all,weighted_lstsq,3,4.382678271909011,28.39492145657209,28.39492145657209,6.811112402751169,4.875564287270913,9.093047910898768,ok
