batch,time_s,f0_off_freq_mhz,f0_off_signal,f0_off_reference,f0_off_contrast,f0_off_contrast_percent,f1_lower_left_freq_mhz,f1_lower_left_signal,f1_lower_left_reference,f1_lower_left_contrast,f1_lower_left_contrast_percent,f2_lower_right_freq_mhz,f2_lower_right_signal,f2_lower_right_reference,f2_lower_right_contrast,f2_lower_right_contrast_percent,f3_upper_left_freq_mhz,f3_upper_left_signal,f3_upper_left_reference,f3_upper_left_contrast,f3_upper_left_contrast_percent,f4_upper_right_freq_mhz,f4_upper_right_signal,f4_upper_right_reference,f4_upper_right_contrast,f4_upper_right_contrast_percent,lower_lockin_signal,upper_lockin_signal,lower_lockin_contrast,upper_lockin_contrast,lower_abs_signal_diff,upper_abs_signal_diff,lower_midpoint_threshold_met,upper_midpoint_threshold_met,lower_peak_input_mhz,upper_peak_input_mhz,f1_minus_f0_signal,f2_minus_f0_signal,f3_minus_f0_signal,f4_minus_f0_signal
0,0.00043354183435440063,2649.9999813079835,4582.4121642036225,4582.391831020568,0.020333183054676282,0.00046173387703003196,2792.9319372873433,4577.537474485742,4577.55319885686,-0.015724371122046693,-0.0003239943041463255,2802.132434076926,4577.417133562065,4577.430635159089,-0.0135015970290642,-0.0002758706904229559,2949.3330757515337,4573.6635553382075,4573.422964957059,0.2405903811474177,0.005282549141076523,2958.894860325338,4573.556291094847,4573.288725173461,0.2675659213864343,0.0058725646253759145,0.12034092367684934,0.10726424336007767,-0.0022227740929824935,-0.026975540239016604,0.12034092367684934,0.10726424336007767,True,True,2797.5321856821347,2954.113968038436,-4.874689717880756,-4.995030641557605,-8.748608865415008,-8.855873108775086
