batch,time_s,timestamp_epoch_s,acq_seconds,peak_01,peak_01_ref,peak_01_freq_mhz,peak_02,peak_02_ref,peak_02_freq_mhz,peak_03,peak_03_ref,peak_03_freq_mhz,peak_04,peak_04_ref,peak_04_freq_mhz,peak_05,peak_05_ref,peak_05_freq_mhz,peak_06,peak_06_ref,peak_06_freq_mhz,peak_07,peak_07_ref,peak_07_freq_mhz,peak_08,peak_08_ref,peak_08_freq_mhz,peak_09,peak_09_ref,peak_09_freq_mhz,peak_10,peak_10_ref,peak_10_freq_mhz,peak_11,peak_11_ref,peak_11_freq_mhz,peak_12,peak_12_ref,peak_12_freq_mhz,peak_13,peak_13_ref,peak_13_freq_mhz,peak_14,peak_14_ref,peak_14_freq_mhz,peak_15,peak_15_ref,peak_15_freq_mhz,peak_16,peak_16_ref,peak_16_freq_mhz,delta_f_mhz_b01,delta_B_proj_uT_b01,delta_f_mhz_b02,delta_B_proj_uT_b02,delta_f_mhz_b03,delta_B_proj_uT_b03,delta_f_mhz_b04,delta_B_proj_uT_b04,delta_f_mhz_b05,delta_B_proj_uT_b05,delta_f_mhz_b06,delta_B_proj_uT_b06,delta_f_mhz_b07,delta_B_proj_uT_b07,delta_f_mhz_b08,delta_B_proj_uT_b08,delta_Bx_uT,delta_By_uT,delta_Bz_uT,delta_B_total_uT,B_residual_uT,B_status,B_rank,B_condition_number
0,0.006289354525506496,1778515800.909512,0.011706790886819363,6761.312340679158,6766.810008558243,2762.6782471497686,6763.545257817037,6766.885703151267,2772.902259762475,6773.588279793379,6774.221447565486,2798.5743886005043,6777.9542775926875,6779.510413546474,2811.2059239306122,6779.926035394444,6775.550751902681,2834.900998297384,6781.605379466333,6779.066489898219,2846.566788581379,6755.495441207934,6758.090457560291,2869.0592264031256,6765.2735000152825,6768.798607757436,2875.751831132393,6763.545931778586,6767.577927377204,2877.1583926076537,6752.592263960633,6757.994696946543,2884.3827511279114,6774.364099703516,6777.645513036036,2904.4342455818605,6780.945927193813,6781.395314362564,2920.419747695074,6776.192672005379,6776.12697832931,2937.7002853231734,6776.767038542652,6777.744810037596,2949.15820684722,6761.039574227466,6764.97081333863,2969.468369204371,6760.090732646636,6767.225633462725,2979.433000494655,-0.21472607424574464,-7.652996726737641,-0.1913453299587577,-6.80242356008491,-0.01848366366173941,-0.6569011133748005,0.25400910785471453,10.36636945635306,-0.827711667475463,-33.58071242644054,-1.203212647497751,-42.74312173001691,-0.16160412192894957,-5.74447901699677,0.04049649085497952,1.4433174757950524,2.6717651819393815,28.642519963204652,0.357782128373103,28.769085614273244,57.904077667747224,ok,3,9.871769200010009
1,0.25784597953315824,1778515801.1614919,0.01255287486128509,6761.012221475074,6766.25958523092,2762.6782471497686,6761.225019103219,6768.277667573432,2772.902259762475,6772.416338600728,6772.539429043005,2798.5743886005043,6779.685285936976,6779.9773359415585,2811.2059239306122,6778.494120793473,6780.296150319405,2834.900998297384,6783.635828468379,6783.389532964514,2846.566788581379,6757.948158449736,6759.329918696702,2869.0592264031256,6768.2354677996145,6772.801866002384,2875.751831132393,6766.378958951005,6766.605220527554,2877.1583926076537,6749.894162056424,6754.024661490967,2884.3827511279114,6771.4311015679905,6777.500932237063,2904.4342455818605,6779.1993183971645,6780.763580095974,2920.419747695074,6775.208642296055,6774.676820918787,2937.7002853231734,6778.050884861082,6778.784055689704,2949.15820684722,6761.972861203656,6763.433452027998,2969.468369204371,6763.375650273559,6768.524406271969,2979.433000494655,-0.03265542705971021,-1.1638636680525756,-0.28556954373114113,-10.152142164839404,-0.6295069449804662,-22.372394380385668,0.3491183417307547,14.24787380632168,-0.7267252867757101,-29.483640049040503,-1.5489822364048003,-55.02629682789132,-0.13536396476192564,-4.811730331818192,0.0633916404702435,2.25931335230171,-5.003373862096238,22.54942561470141,7.563254763843942,24.3045915040691,61.417365101521746,ok,3,9.871769200010009
2,0.44683258363511413,1778515801.3497112,0.011020832927897573,6762.894640401016,6764.783800470703,2762.6782471497686,6764.45535654247,6765.719541828407,2772.902259762475,6772.965687563041,6776.25020020173,2798.5743886005043,6781.690859492007,6780.971137329216,2811.2059239306122,6779.507188923189,6778.88988752025,2834.900998297384,6779.603021365039,6781.505952562888,2846.566788581379,6759.11106458416,6761.002052449796,2869.0592264031256,6766.97254943913,6768.5067732371535,2875.751831132393,6762.908238836078,6767.3527416939205,2877.1583926076537,6752.01674358896,6758.463011584191,2884.3827511279114,6775.32086224287,6778.0399486505485,2904.4342455818605,6782.453855793625,6782.164755325977,2920.419747695074,6776.633771433811,6777.691411192956,2937.7002853231734,6777.823324265673,6777.324491854388,2949.15820684722,6760.024835712322,6764.542552801296,2969.468369204371,6762.9811336614,6766.83072714491,2979.433000494655,-0.14430264527121248,-5.143053426554496,-0.8074704656835674,-28.70598472940277,0.08856513169439295,3.1475650434313116,0.19979411580040637,8.153800614019824,-0.8025203051514566,-32.558685158886284,-1.2394722570031536,-44.031213993836964,-0.46941981881359135,-16.686284156308023,-0.14266409999310342,-5.08462793544246,-2.6948198499259015,26.726853054847325,0.2169881246774745,26.863242769353214,66.8207093078269,ok,3,9.871769200010009
3,0.653850854607299,1778515801.5569,0.011362459044903517,6763.055023382341,6767.464851606198,2762.6782471497686,6762.862053366751,6768.995948589419,2772.902259762475,6773.628939083656,6773.130621695143,2798.5743886005043,6777.704387627227,6779.571423113366,2811.2059239306122,6780.157396766209,6778.7003973469455,2834.900998297384,6780.2918788397465,6779.6921203044285,2846.566788581379,6754.678356817557,6758.759357520556,2869.0592264031256,6764.874135770396,6768.676374667603,2875.751831132393,6761.969884158083,6765.276286028669,2877.1583926076537,6749.322411895955,6757.223319680898,2884.3827511279114,6771.929165265765,6775.682321117461,2904.4342455818605,6780.810326435798,6780.070943240517,2920.419747695074,6776.468640156493,6777.040755570498,2937.7002853231734,6777.434723538221,6778.745740746401,2949.15820684722,6761.126684903873,6764.327132683315,2969.468369204371,6762.852865482777,6767.732406699882,2979.433000494655,-0.03637057198810508,-1.2962741919082983,-0.010897129233386931,-0.3873984729622535,-0.17275865525726394,-6.139765095300942,0.2029217845813937,8.28144395088537,-0.6991120064787358,-28.36335425237946,-1.5462857585731637,-54.9305067109576,-0.1976934976141977,-7.0273340511744795,-0.03164087675258983,-1.1276984598500073,-1.1058951694325547,24.979351781987557,-1.492662646435194,25.04833450251977,60.93631097261703,ok,3,9.871769200010009
4,0.8169954380718991,1778515801.7205188,0.012310708174481988,6762.656183329767,6764.971470489349,2762.6782471497686,6762.7675016046705,6768.118828132162,2772.902259762475,6772.739600207843,6773.566551028518,2798.5743886005043,6775.699960265306,6777.347426414402,2811.2059239306122,6777.944900204787,6776.673030840236,2834.900998297384,6779.888432619127,6778.698613870464,2846.566788581379,6754.844515083902,6757.99228994101,2869.0592264031256,6765.572025246814,6768.368516367639,2875.751831132393,6762.675615123636,6764.065708958646,2877.1583926076537,6747.778564660573,6752.840824342085,2884.3827511279114,6769.241756579149,6774.548888956812,2904.4342455818605,6780.921051746799,6779.820386954794,2920.419747695074,6776.028326252407,6777.593498792676,2937.7002853231734,6779.693243573677,6778.618783812696,2949.15820684722,6762.962002934255,6767.6528991044415,2969.468369204371,6763.610618332976,6768.232530488737,2979.433000494655,0.02393653777129128,0.8531159797737251,-0.2041173742047177,-7.256476212992046,-0.2945920553012734,-10.469669469227199,0.19990969205900272,8.15851739841827,-0.7358900352248489,-29.855458877050822,-1.9421122383982532,-68.99191094096884,-0.5976393205413209,-21.244053032825633,-0.11426716745097408,-4.072545452942898,-1.7358494144791778,28.40369824010016,-5.173205343190642,28.92309285721762,77.95137390571016,ok,3,9.871769200010009
5,0.9982302086427808,1778515801.9016929,0.012189582921564579,6761.162641745881,6765.071473545863,2762.6782471497686,6764.95142586423,6769.041606809917,2772.902259762475,6772.709765565302,6773.710121649296,2798.5743886005043,6780.559105358072,6780.786682764313,2811.2059239306122,6780.309661643793,6777.8480300761075,2834.900998297384,6781.274462817496,6780.58015710487,2846.566788581379,6757.833805055476,6760.639534492771,2869.0592264031256,6767.666593819726,6771.178138276737,2875.751831132393,6765.879634440811,6769.768123605466,2877.1583926076537,6750.5264969282025,6757.47066815417,2884.3827511279114,6774.606770180639,6777.86249044839,2904.4342455818605,6780.2355977015,6781.9926506097745,2920.419747695074,6778.39896384143,6776.603681572272,2937.7002853231734,6778.515582113274,6779.4948864504695,2949.15820684722,6762.174115903047,6765.9761118073175,2969.468369204371,6763.617561206712,6769.39809579118,2979.433000494655,-0.10732696764113513,-3.8252128202570232,-0.4034016336213891,-14.341132743163051,-0.02960529654895485,-1.0521589561844173,0.24452424677786688,9.979282650705825,-0.7604021106430354,-30.849927105466545,-0.9279867953960542,-32.96595380870611,0.043349086742083154,1.5409131662207978,-0.01751492365627594,-0.6242416285116422,-4.4612124157328,22.574738116983244,5.81398745144876,23.73444053173085,44.79651902857245,ok,3,9.871769200010009
6,1.1487845211522654,1778515802.052259,0.01221229205839336,6760.218464406884,6764.34290735703,2762.6782471497686,6760.6136351132445,6766.786737781583,2772.902259762475,6771.6800608246485,6772.709623437356,2798.5743886005043,6778.73177094477,6778.925245285325,2811.2059239306122,6777.226885105602,6777.556511905126,2834.900998297384,6782.203441635848,6780.184853440109,2846.566788581379,6757.93366904056,6760.233734755631,2869.0592264031256,6767.628495888988,6768.3898202769215,2875.751831132393,6764.313029923282,6766.64643916007,2877.1583926076537,6752.370848488555,6755.54286609408,2884.3827511279114,6770.731274261088,6774.979730721032,2904.4342455818605,6780.148976067489,6780.903100834429,2920.419747695074,6776.235359293333,6775.615525567747,2937.7002853231734,6775.857338692423,6777.0650273558085,2949.15820684722,6759.612062536296,6764.943208423756,2969.468369204371,6763.088045969986,6766.5487040376565,2979.433000494655,-0.021445580189553295,-0.7643364019490684,-0.4113314401793672,-14.623041389527888,-0.6766898908871041,-24.049255108084967,0.149888415912466,6.117098358003985,-0.8489959952211532,-34.444229176661196,-1.3403708541360329,-47.61555216432371,-0.0687432552554552,-2.4435898209863325,-0.199534532771387,-7.111521815676814,-3.7464327521323106,29.834563227938386,-4.276099997987354,30.37140024037236,71.83374990056068,ok,3,9.871769200010009
7,1.3264337085420266,1778515802.229633,0.011662333039566875,6761.5027753155855,6766.034232967571,2762.6782471497686,6762.271406302534,6767.447504355534,2772.902259762475,6774.4742289941005,6772.207881223828,2798.5743886005043,6777.837857994315,6779.899216003912,2811.2059239306122,6778.3108964758385,6778.58866185775,2834.900998297384,6781.54855579668,6781.487897729009,2846.566788581379,6759.185321086897,6761.302488003179,2869.0592264031256,6766.613285142281,6770.506996362748,2875.751831132393,6763.911391631262,6766.161368707399,2877.1583926076537,6751.522425650272,6758.305358070727,2884.3827511279114,6774.827656875631,6776.093607298957,2904.4342455818605,6780.785697038237,6782.270519913194,2920.419747695074,6777.186050065716,6779.588903322433,2937.7002853231734,6779.811796619494,6779.530358834857,2949.15820684722,6762.733548308219,6766.546341351592,2969.468369204371,6762.426211144053,6768.611264785892,2979.433000494655,-0.08596732091707707,-3.063939150826408,0.23467432020862566,8.342791146656891,-0.360757715286722,-12.821167338212414,0.28975845204475326,11.825336470670662,-0.7016501202305323,-28.466326907416,-0.5733121824154198,-20.366435187700066,-0.6028526225707331,-21.42936825721324,0.001152410829124972,0.04107256342106039,5.552797587577985,31.275254266085046,-7.697997296409385,32.68385309036266,37.60830967314858,ok,3,9.871769200010009
8,1.498632500646636,1778515802.403438,0.01487491698935628,6759.057775774061,6764.0467616224,2762.6782471497686,6761.357457896507,6767.578505058535,2772.902259762475,6772.7665754806385,6774.648256258214,2798.5743886005043,6777.544622061924,6778.851435033775,2811.2059239306122,6779.501532842254,6775.872433291562,2834.900998297384,6779.444330164745,6780.0367393098395,2846.566788581379,6758.381893205367,6759.487776996668,2869.0592264031256,6766.672011492497,6767.024218296299,2875.751831132393,6761.790610386037,6763.659950484458,2877.1583926076537,6747.820426689488,6755.387237521778,2884.3827511279114,6772.412560748235,6775.48551364734,2904.4342455818605,6778.438189626188,6781.9974554512955,2920.419747695074,6775.830585016964,6775.76752605679,2937.7002853231734,6775.528712901549,6777.090599688236,2949.15820684722,6758.535012378886,6765.015667695693,2969.468369204371,6760.357126264634,6766.893018919827,2979.433000494655,-0.05904309446692033,-2.104339728088506,-0.3786989295348609,-13.462939079841224,0.35639473711968034,12.66610905171631,0.1830750924588823,7.471480305226958,-0.6550995497911958,-26.5777449523278,-0.5184813332676887,-18.41861518717431,-0.09274388121769797,-3.296730759405636,-0.1084575121235155,-3.8654861032206056,-5.295882926466016,20.14378391733179,3.090304635000143,21.05631471117613,35.346760500022924,ok,3,9.871769200010009
9,1.6707418131409213,1778515802.573962,0.01170420809648931,6757.652090656234,6763.215377326771,2762.6782471497686,6762.867637619585,6767.950728978818,2772.902259762475,6770.72207567931,6772.825149005104,2798.5743886005043,6778.010176666566,6776.541197236909,2811.2059239306122,6776.363951462542,6775.264425222362,2834.900998297384,6779.286659840451,6781.200689244125,2846.566788581379,6756.264804230217,6758.039890576763,2869.0592264031256,6764.8960968303945,6766.623318152642,2875.751831132393,6762.982209554665,6766.437063300425,2877.1583926076537,6749.101867530642,6757.031746492648,2884.3827511279114,6771.725075648744,6776.556485924749,2904.4342455818605,6780.284546260353,6780.8477427637,2920.419747695074,6774.80578751108,6774.03711526118,2937.7002853231734,6774.925254454871,6777.061393159519,2949.15820684722,6761.168553045817,6764.52136656784,2969.468369204371,6760.835049057064,6765.478644129964,2979.433000494655,-0.1378057138971905,-4.911497968215861,-0.7536000213024703,-26.79086310020386,0.1662311079881965,5.9077789941075425,0.21282161734115662,8.685466172019693,-0.7038405217848368,-28.555192689528113,-1.5000000043098256,-53.286244050522754,0.058835929302109805,2.091417949537645,-0.04993386033312792,-1.779670577156958,-7.2573585320867835,17.554843192570598,9.862138353191897,21.403353598828705,57.21830961756759,ok,3,9.871769200010009
