batch,time_s,timestamp_epoch_s,acq_seconds,peak_01,peak_01_ref,peak_01_freq_mhz,peak_02,peak_02_ref,peak_02_freq_mhz,peak_03,peak_03_ref,peak_03_freq_mhz,peak_04,peak_04_ref,peak_04_freq_mhz,peak_05,peak_05_ref,peak_05_freq_mhz,peak_06,peak_06_ref,peak_06_freq_mhz,peak_07,peak_07_ref,peak_07_freq_mhz,peak_08,peak_08_ref,peak_08_freq_mhz,peak_09,peak_09_ref,peak_09_freq_mhz,peak_10,peak_10_ref,peak_10_freq_mhz,peak_11,peak_11_ref,peak_11_freq_mhz,peak_12,peak_12_ref,peak_12_freq_mhz,peak_13,peak_13_ref,peak_13_freq_mhz,peak_14,peak_14_ref,peak_14_freq_mhz,peak_15,peak_15_ref,peak_15_freq_mhz,peak_16,peak_16_ref,peak_16_freq_mhz,delta_f_mhz_b01,f_new_mhz_b01,delta_f_mhz_b02,f_new_mhz_b02,delta_f_mhz_b03,f_new_mhz_b03,delta_f_mhz_b04,f_new_mhz_b04,delta_f_mhz_b05,f_new_mhz_b05,delta_f_mhz_b06,f_new_mhz_b06,delta_f_mhz_b07,f_new_mhz_b07,delta_f_mhz_b08,f_new_mhz_b08
0,0.013016208540648222,1778269068.135932,0.025078583043068647,6342.253432466301,6351.5538237002165,2628.999989318848,6358.387763242351,6358.196679096494,2630.999988555908,6333.759918391051,6340.56631873338,2764.999937438965,6319.319622826053,6337.825356848121,2770.9999351501465,6337.4594706116095,6346.726224898372,2803.9999225616457,6352.375231531008,6352.548708622428,2809.9999202728272,6347.586649142647,6348.902138032216,2837.999909591675,6346.708536846289,6348.503765626432,2843.9999073028566,6317.6530442889025,6325.869977381789,2877.999894332886,6306.431045022465,6320.859644832961,2880.9998931884766,6312.609901580219,6327.889756090106,2877.999894332886,6318.961976953878,6326.342815661583,2881.9998928070067,6323.948017850047,6330.263709997861,2938.9998710632326,6331.160732952287,6341.050129901885,2943.999869155884,6314.365858727879,6327.4654262310105,2969.999859237671,6317.1032123972245,6331.7624216768045,2975.9998569488525,-0.6530758872246113,2769.29043195463,-0.3407150133022649,2769.6027928285525,-0.30631397590760867,2780.41057098189,0.11141155102469777,2864.0906043276486,-0.49403516212932486,2881.231705322696,-0.44800597529857317,2881.277734509527,0.5748834242742777,2965.95467029136,-0.09244965235507005,2974.0746206217864
1,0.0895248125307262,1778269068.205811,0.011820374988019466,6346.818200018339,6351.5538237002165,2628.999989318848,6358.387763242351,6358.196679096494,2630.999988555908,6333.759918391051,6340.56631873338,2764.999937438965,6319.319622826053,6337.825356848121,2770.9999351501465,6337.4594706116095,6346.726224898372,2803.9999225616457,6352.375231531008,6352.548708622428,2809.9999202728272,6347.586649142647,6348.902138032216,2837.999909591675,6346.708536846289,6348.503765626432,2843.9999073028566,6317.6530442889025,6325.869977381789,2877.999894332886,6306.431045022465,6320.859644832961,2880.9998931884766,6312.609901580219,6327.889756090106,2877.999894332886,6318.961976953878,6326.342815661583,2881.9998928070067,6323.948017850047,6330.263709997861,2938.9998710632326,6331.160732952287,6341.050129901885,2943.999869155884,6314.365858727879,6327.4654262310105,2969.999859237671,6317.1032123972245,6331.7624216768045,2975.9998569488525,-0.2273651745377197,2769.716142667317,-0.3407150133022649,2769.6027928285525,-0.30631397590760867,2780.41057098189,0.11141155102469777,2864.0906043276486,-0.49403516212932486,2881.231705322696,-0.44800597529857317,2881.277734509527,0.5748834242742777,2965.95467029136,-0.09244965235507005,2974.0746206217864
2,0.1601013340987265,1778269068.2765281,0.01210275012999773,6342.190136626219,6356.730603356053,2628.999989318848,6366.165765504172,6371.4316303450805,2630.999988555908,6338.115021242778,6346.46775071064,2764.999937438965,6316.6741143747895,6333.571232081182,2770.9999351501465,6330.433412293303,6341.472338539597,2803.9999225616457,6347.393755539933,6352.934425528013,2809.9999202728272,6348.241108597977,6350.994565516398,2837.999909591675,6352.681419445548,6357.182489225785,2843.9999073028566,6311.0641608338165,6323.208484885534,2877.999894332886,6291.740691383684,6313.344120793471,2880.9998931884766,6301.387040376563,6323.220338050554,2877.999894332886,6309.671883118868,6328.508581165754,2881.9998928070067,6326.948922578476,6337.297359171073,2938.9998710632326,6339.696229788794,6348.231960448697,2943.999869155884,6315.78621664578,6329.939563529663,2969.999859237671,6316.635084206986,6332.261458874591,2975.9998569488525,-0.6332966623735249,2769.310211179481,-0.4559958793901086,2769.4875119624644,-0.02021924845375,2780.6966657093435,0.2774206500109125,2864.256613426635,-0.41985805291612505,2881.3058824319096,-0.3401932592800697,2881.3855472255455,0.12255132212913078,2965.5023381892147,-0.09532838523418694,2974.071741888907
3,0.22949258401058614,1778269068.346499,0.013262500055134296,6333.425152061619,6346.509247486016,2628.999989318848,6355.040906867989,6363.305188434147,2630.999988555908,6364.937338386771,6337.624562154232,2764.999937438965,6344.06429837699,6319.177476541247,2770.9999351501465,6337.394464651405,6335.9293746370395,2803.9999225616457,6342.9579683345055,6345.773056820614,2809.9999202728272,6352.217698749886,6349.073443469755,2837.999909591675,6352.389022526515,6352.275712932115,2843.9999073028566,6356.643570620778,6310.947279701684,2877.999894332886,6323.561328972706,6292.523663538834,2880.9998931884766,6312.514813399762,6301.806757954579,2877.999894332886,6321.304195066785,6310.968053305622,2881.9998928070067,6327.069039031697,6327.200106978024,2938.9998710632326,6337.148757526668,6340.373341076504,2943.999869155884,6345.121464376318,6316.361724791393,2969.999859237671,6329.120969220895,6318.85919705352,2975.9998569488525,-0.21980808839604402,2769.7236997534587,-0.6844766175008711,2769.2590312243537,0.7624830811730297,2781.4793680389703,0.44677660110841305,2864.4259693777326,-0.30418051121965267,2881.421559973606,-0.26505045947093003,2881.460690025355,0.5355040554702144,2965.9152909225554,0.4968652035420727,2974.6639354776835
4,0.2973968544974923,1778269068.416611,0.01766595896333456,6328.2993474340565,6339.885333312957,2628.999989318848,6342.608443622582,6347.1866674817375,2630.999988555908,6316.626182107162,6328.96526882049,2764.999937438965,6319.803739646056,6330.3426521380325,2770.9999351501465,6342.808599504844,6351.250828315555,2803.9999225616457,6359.582180517774,6365.781874866278,2809.9999202728272,6340.208694256808,6347.486088272152,2837.999909591675,6323.667457285203,6331.602309197055,2843.9999073028566,6331.948205825717,6333.185635907938,2877.999894332886,6340.469968212245,6341.395627655347,2880.9998931884766,6342.357010117064,6343.6582189687315,2877.999894332886,6344.519665617262,6350.039320536724,2881.9998928070067,6314.210740593575,6325.823782742917,2938.9998710632326,6302.235238560993,6316.323176024697,2943.999869155884,6304.36588776477,6321.342271601919,2969.999859237671,6311.8412675367545,6326.352373383869,2975.9998569488525,-0.42315802609492764,2769.52034981576,-0.8373810414603746,2769.106126800394,0.24007690931571923,2780.956961867113,0.1373963518837472,2864.1165891285077,-0.6421221917077954,2881.083618293118,-0.18083634341999671,2881.5449041414054,0.4858799501319017,2965.865666817217,-0.2322370398948556,2973.9348332342465
5,0.37451283365953714,1778269068.491041,0.012305916985496879,6331.738221719595,6339.885333312957,2628.999989318848,6342.608443622582,6347.1866674817375,2630.999988555908,6316.626182107162,6328.96526882049,2764.999937438965,6319.803739646056,6330.3426521380325,2770.9999351501465,6342.808599504844,6351.250828315555,2803.9999225616457,6359.582180517774,6365.781874866278,2809.9999202728272,6340.208694256808,6347.486088272152,2837.999909591675,6323.667457285203,6331.602309197055,2843.9999073028566,6331.948205825717,6333.185635907938,2877.999894332886,6340.469968212245,6341.395627655347,2880.9998931884766,6342.357010117064,6343.6582189687315,2877.999894332886,6344.519665617262,6350.039320536724,2881.9998928070067,6314.210740593575,6325.823782742917,2938.9998710632326,6302.235238560993,6316.323176024697,2943.999869155884,6304.36588776477,6321.342271601919,2969.999859237671,6311.8412675367545,6326.352373383869,2975.9998569488525,-0.10185797760114824,2769.8416498642537,-0.8373810414603746,2769.106126800394,0.24007690931571923,2780.956961867113,0.1373963518837472,2864.1165891285077,-0.6421221917077954,2881.083618293118,-0.18083634341999671,2881.5449041414054,0.4858799501319017,2965.865666817217,-0.2322370398948556,2973.9348332342465
6,0.44588833407033235,1778269068.5621068,0.011686749989166856,6344.995944004647,6358.61307882752,2628.999989318848,6367.830916648837,6372.576360913287,2630.999988555908,6339.02327688969,6347.256186386283,2764.999937438965,6317.192620044625,6333.602587339915,2770.9999351501465,6331.613483815753,6341.270663569398,2803.9999225616457,6346.449154873612,6353.545002598037,2809.9999202728272,6347.956189442796,6351.693049484978,2837.999909591675,6351.578793899195,6355.362719687013,2843.9999073028566,6309.747916985054,6322.420613136901,2877.999894332886,6292.536831005288,6311.867584130574,2880.9998931884766,6298.723846929731,6322.773448054528,2877.999894332886,6308.917142464163,6326.061196014305,2881.9998928070067,6326.80195922609,6337.933520799585,2938.9998710632326,6340.0828453097765,6348.031961976953,2943.999869155884,6315.8144038267565,6330.663850597549,2969.999859237671,6315.69990830455,6333.580996118226,2975.9998569488525,-0.595343405996126,2769.3481644358585,-0.46948619184783336,2769.4740216500068,0.21433467384014815,2780.9312196316378,0.054227310201015254,2864.033420086825,-0.4833649239485196,2881.242375560877,-0.4264295428495288,2881.299310941976,0.007764112795215673,2965.3875509798804,-0.041370022149204495,2974.125700251992
7,0.5163833959959447,1778269068.6329632,0.012408541981130838,6331.592551273037,6347.121577467371,2628.999989318848,6356.943512546994,6365.618193905309,2630.999988555908,6370.305439068375,6338.187972613626,2764.999937438965,6346.628375156646,6317.471947305682,2770.9999351501465,6333.1153116117,6331.764243359721,2803.9999225616457,6341.49643304704,6346.292667420607,2809.9999202728272,6353.19976923312,6347.97747501299,2837.999909591675,6351.55399180854,6351.136056178745,2843.9999073028566,6355.328526454137,6310.558380964025,2877.999894332886,6322.754940856435,6292.30797750405,2880.9998931884766,6310.978538680197,6301.082995079011,2877.999894332886,6322.523032368494,6309.0772625852005,2881.9998928070067,6326.888851361677,6327.473272304918,2938.9998710632326,6337.278584527922,6338.6344698474795,2943.999869155884,6345.914542898188,6316.603849680594,2969.999859237671,6329.821725708347,6317.837550814562,2975.9998569488525,-0.4099541747068799,2769.5335536671478,-0.6656543805540518,2769.2778534613008,0.9117159743083154,2781.6286009321057,0.6800331328039974,2864.659225909428,-0.3117208342737449,2881.414019650552,-0.35197680302442913,2881.373763681801,0.340621253936992,2965.7204081210225,0.4560658599386461,2974.6231361340797
8,0.5935320840217173,1778269068.711622,0.015421249903738499,6336.495960815478,6346.906880215179,2628.999989318848,6355.634659351408,6365.9531986429065,2630.999988555908,6370.373377754684,6337.657479292111,2764.999937438965,6346.948505364185,6315.713450194089,2770.9999351501465,6332.534714368678,6331.564211266314,2803.9999225616457,6340.991036769875,6344.851363205673,2809.9999202728272,6353.061862334566,6347.746980163218,2837.999909591675,6352.328997157441,6352.022538741328,2843.9999073028566,6356.219245346455,6309.671455206773,2877.999894332886,6324.224487269616,6292.09734847327,2880.9998931884766,6312.082539658281,6301.25262096158,2877.999894332886,6322.420289146316,6308.520587156525,2881.9998928070067,6326.916619800104,6325.351638292019,2938.9998710632326,6338.189620075191,6340.268094568573,2943.999869155884,6347.48052694318,6314.029380750068,2969.999859237671,6329.688767307516,6316.079298224164,2975.9998569488525,0.22057858114430423,2770.164086422999,-0.7205492126664855,2769.2229586291883,0.8065241608408303,2781.5234091186385,0.7068872794421689,2864.686080056066,-0.3094935767361257,2881.4162469080893,-0.3413439839730227,2881.3843965008527,0.5819856823633633,2965.9617725494486,0.54383653031272,2974.7109068044538
9,0.7082939380779862,1778269068.8251991,0.013060207944363356,6348.653727419996,6358.336679707799,2628.999989318848,6366.881440841153,6372.378341534983,2630.999988555908,6339.0795198215,6347.543569092521,2764.999937438965,6317.395325060367,6333.771921325305,2770.9999351501465,6331.417247913928,6341.369708408472,2803.9999225616457,6345.353220038512,6352.779782681786,2809.9999202728272,6348.260795610845,6351.995635296635,2837.999909591675,6352.426333404652,6357.64794296543,2843.9999073028566,6310.866282055201,6324.259219977382,2877.999894332886,6292.722222392028,6312.730395513036,2880.9998931884766,6300.629535104075,6322.82000641868,2877.999894332886,6308.5359705963265,6325.101104930159,2881.9998928070067,6326.924679830058,6335.406563865879,2938.9998710632326,6339.505108964759,6349.421115933613,2943.999869155884,6313.436879909526,6329.093607298959,2969.999859237671,6315.386123422074,6331.353377449032,2975.9998569488525,-0.1590220672480028,2769.7844857746068,-0.47920255946184664,2769.4643052823926,0.21720106974573158,2780.9340860275433,0.2430763595865225,2864.222269136211,-0.4842838677436465,2881.241456617082,-0.3980728048162259,2881.327667680009,0.39454831397232226,2965.7743351810577,-0.13564484659364914,2974.0314254275477
