save_id,timestamp_epoch_s,n_channels,n_solve_channels,selected_blocks,solver,rank,condition_number,residual_norm_uT,solve_residual_norm_uT,delta_Bx_uT,delta_By_uT,delta_Bz_uT,status
000000,0.0067981999891344,8,8,all,weighted_lstsq,3,8.778783934034399,15.170158743484066,15.170158743484066,-3.6916573547240885,-11.33170646203871,0.6037096241651575,ok
000001,0.1188897999891196,8,8,all,weighted_lstsq,3,8.778783934034399,5.089174843837844,5.089174843837844,-5.790256148105766,-10.505751742739342,-1.088149687539102,ok
000002,0.2277882999915164,8,8,all,weighted_lstsq,3,8.778783934034399,11.922645285443396,11.922645285443396,-4.612614067192299,-11.81365127694705,-1.3569546121041882,ok
000003,0.3328204999997979,8,8,all,weighted_lstsq,3,8.778783934034399,14.240086806595878,14.240086806595878,-4.601040716133327,-5.966168801587826,0.38454255040803953,ok
000004,0.4393397499952698,8,8,all,weighted_lstsq,3,8.778783934034399,11.45035393664307,11.45035393664307,-6.874948969511918,-7.962879912429916,-0.2679278154640624,ok
000005,0.5573103499918943,8,8,all,weighted_lstsq,3,8.778783934034399,13.531608494760151,13.531608494760151,-5.178528721479524,-8.738949766352722,-3.6246198167490267,ok
000006,0.6697861999928136,8,8,all,weighted_lstsq,3,8.778783934034399,7.247619320698114,7.247619320698114,-7.415074768803844,-8.1712111599394,-3.2276798246349543,ok
000007,0.7912808999899426,8,8,all,weighted_lstsq,3,8.778783934034399,13.076823817937209,13.076823817937209,-5.879520977153343,-10.324842103266043,-4.197975504101723,ok
000008,0.9093328499948256,8,8,all,weighted_lstsq,3,8.778783934034399,14.442017361969679,14.442017361969679,-4.331495249072809,-11.376518275816057,1.0422095313816735,ok
000009,1.0111973499952,8,8,all,weighted_lstsq,3,8.778783934034399,15.512149547610873,15.512149547610873,-2.6553519300384076,-11.0724246400278,-0.29304623631039217,ok
000010,1.103956549995928,8,8,all,weighted_lstsq,3,8.778783934034399,16.455232153993784,16.455232153993784,-7.697308480267204,-6.07603938070149,-4.219966269948645,ok
000011,1.199401649995707,8,8,all,weighted_lstsq,3,8.778783934034399,12.087073873060199,12.087073873060199,-3.6472822365680027,-11.191601563204024,0.6239723809687426,ok
000012,1.2971037999959665,8,8,all,weighted_lstsq,3,8.778783934034399,15.975954031519246,15.975954031519246,-7.9776235986006,-8.609656154649814,-5.6760812465769686,ok
000013,1.3986551499911002,8,8,all,weighted_lstsq,3,8.778783934034399,14.401761296543402,14.401761296543402,-6.859356367225835,-9.706675463257325,-4.145828635849121,ok
000014,1.508763399993768,8,8,all,weighted_lstsq,3,8.778783934034399,9.09574876616299,9.09574876616299,-8.154270261848007,-6.466867998247272,-4.337356056349696,ok
000015,1.6163229999874602,8,8,all,weighted_lstsq,3,8.778783934034399,17.24714644091384,17.24714644091384,-5.959840729613236,-6.186291248781652,-4.52077801340523,ok
000016,1.728351999990991,8,8,all,weighted_lstsq,3,8.778783934034399,11.492861901435399,11.492861901435399,-3.2525736056112184,-9.13513854836413,0.2619342335874143,ok
000017,1.8391680499989889,8,8,all,weighted_lstsq,3,8.778783934034399,12.040179738816427,12.040179738816427,-6.464097068443784,-7.99424653206687,-2.7548327502128047,ok
000018,1.9499456499906955,8,8,all,weighted_lstsq,3,8.778783934034399,14.071844504167174,14.071844504167174,-5.556601200512405,-9.334713719315427,-0.43014256469287593,ok
000019,2.056321399992157,8,8,all,weighted_lstsq,3,8.778783934034399,17.98292138642021,17.98292138642021,-6.910620491468837,-9.33578877338645,-4.003002665193247,ok
