block_index,point_in_block,point_index,transition_index,transition_center_mhz,linewidth_mhz,frequency_mhz,slope_per_mhz
1,0,0,0,2738.5409000971163,9.797614600213995,2733.6420927970094,-0.0006154681596037489
1,1,1,0,2738.5409000971163,9.797614600213995,2743.439707397223,0.0005925291887437629
2,0,2,1,2804.47820311163,8.327447179595085,2800.999961471558,-0.002998361757741432
2,1,3,1,2804.47820311163,8.327447179595085,2807.812191827253,0.0024761347229207095
3,0,4,2,2830.5370764835916,10.287313617126287,2826.999951553345,-0.0015597833012129826
3,1,5,2,2830.5370764835916,10.287313617126287,2833.807572000163,0.0015406354489301023
4,0,6,3,2867.661837270126,9.174286605721163,2864.2215743843944,-0.0022099852420385297
4,1,7,3,2867.661837270126,9.174286605721163,2870.999934768677,0.001768790119175751
5,0,8,4,2892.9675159264984,9.494716123073596,2889.5671464404813,-0.0016464022166362156
5,1,9,4,2892.9675159264984,9.494716123073596,2895.999925231934,0.001636695497224639
6,0,10,5,2928.024045264922,10.6881712552076,2924.999914169312,-0.0017276525865407765
6,1,11,5,2928.024045264922,10.6881712552076,2930.631893328893,0.001249486463118827
7,0,12,6,2951.110575689936,8.164622000496058,2947.9999053955084,-0.0027322952856724107
7,1,13,6,2951.110575689936,8.164622000496058,2953.832531680976,0.0024984174858339926
8,0,14,7,3005.3056296388036,10.02780244930005,3000.2917284141536,-0.0007975865607815772
8,1,15,7,3005.3056296388036,10.02780244930005,3010.3195308634536,0.0006591667566388152
