block_index,point_in_block,point_index,transition_index,transition_center_mhz,linewidth_mhz,frequency_mhz,slope_per_mhz
1,0,0,0,2786.971732205475,9.739365812491325,2783.7188906487277,-0.002080883724111457
1,1,1,0,2786.971732205475,9.739365812491325,2789.999965667725,0.002059639149734934
2,0,2,1,2812.6350662430605,8.95755488547745,2809.304011875775,-0.002603744899151264
2,1,3,1,2812.6350662430605,8.95755488547745,2815.999955749512,0.0023421739579287774
3,0,4,2,2836.3064751366114,9.516751690809745,2831.5480992912067,-0.0010706426317781284
3,1,5,2,2836.3064751366114,9.516751690809745,2841.064850982016,0.0010002109545590209
4,0,6,3,2860.9222780845776,18.128523696873312,2857.494637762509,-0.0008076458941703675
4,1,7,3,2860.9222780845776,18.128523696873312,2863.9999374389654,0.0005586409335959605
5,0,8,4,2890.3345533434376,13.82353807038678,2883.4227843082444,-0.000415256852867069
5,1,9,4,2890.3345533434376,13.82353807038678,2897.246322378631,0.00041888013688075304
6,0,10,5,2913.089004019308,9.836583274173893,2908.170712382221,-0.0008507472555295139
6,1,11,5,2913.089004019308,9.836583274173893,2918.007295656395,0.0005923553389621161
7,0,12,6,2934.2200716710004,7.412249245937993,2930.9999118804935,-0.002385781104852862
7,1,13,6,2934.2200716710004,7.412249245937993,2937.331413253914,0.001899467744419888
8,0,14,7,2956.1766955238127,8.535023636785207,2952.99990348816,-0.0022599700738885216
8,1,15,7,2956.1766955238127,8.535023636785207,2959.3247911153,0.0019281028955163613
