block_index,point_in_block,point_index,transition_index,transition_center_mhz,linewidth_mhz,frequency_mhz,slope_per_mhz
1,0,0,0,2765.972772478303,10.592008459724141,2760.676768248441,-0.0017957612563067704
1,1,1,0,2765.972772478303,10.592008459724141,2771.2687767081648,0.0012552337708971273
2,0,2,1,2802.0851932965525,11.292910095383029,2796.438738248861,-0.0007022373939759906
2,1,3,1,2802.0851932965525,11.292910095383029,2807.731648344244,0.0006004327032254341
3,0,4,2,2842.5170189296273,13.676477926920413,2835.678779966167,-0.0003264877203957626
3,1,5,2,2842.5170189296273,13.676477926920413,2849.3552578930876,0.0003886477846033296
4,0,6,3,2872.639658864646,6.386718027626268,2869.446299850833,-0.002058794722484909
4,1,7,3,2872.639658864646,6.386718027626268,2875.8330178784595,0.002025811047046483
5,0,8,4,2880.982005631981,4.941899395255896,2878.511055934353,-0.0038762772372827074
5,1,9,4,2880.982005631981,4.941899395255896,2883.452955329609,0.001986610129385372
6,0,10,5,2911.7483517648147,16.390814637842148,2903.5529444458934,-0.00028927950483335587
6,1,11,5,2911.7483517648147,16.390814637842148,2919.943759083736,0.00037222809928990816
7,0,12,6,2946.036146468223,11.376837798907317,2940.347727568769,-0.000854185586466158
7,1,13,6,2946.036146468223,11.376837798907317,2951.7245653676764,0.0007037275777422071
8,0,14,7,2976.493745068321,11.123960553396156,2970.9317647916228,-0.0013578370333412067
8,1,15,7,2976.493745068321,11.123960553396156,2982.0557253450193,0.0011124099394394004
