block_index,point_in_block,point_index,transition_index,transition_center_mhz,linewidth_mhz,frequency_mhz,slope_per_mhz
1,0,0,0,2737.550820420245,0.5,2737.300820420245,-0.004615215241020864
1,1,1,0,2737.550820420245,0.5,2737.800820420245,0.00426822545324685
2,0,2,1,2804.6101345438988,0.5,2804.3601345438988,-0.009040058116018662
2,1,3,1,2804.6101345438988,0.5,2804.8601345438988,0.0120155265941539
3,0,4,2,2829.7193447770587,0.5,2829.4693447770587,-0.010389659991057353
3,1,5,2,2829.7193447770587,0.5,2829.9693447770587,0.007696941800924802
4,0,6,3,2867.370437346118,0.5,2867.120437346118,0.004829022242300672
4,1,7,3,2867.370437346118,0.5,2867.620437346118,0.01830557121050318
5,0,8,4,2893.0317343908555,0.5,2892.7817343908555,-0.019042940249135765
5,1,9,4,2893.0317343908555,0.5,2893.2817343908555,0.001961025025775538
6,0,10,5,2928.440337631024,0.5,2928.190337631024,-0.002005657752223055
6,1,11,5,2928.440337631024,0.5,2928.690337631024,0.015002185398259007
7,0,12,6,2950.95445732776,0.5,2950.70445732776,-0.007781411600345217
7,1,13,6,2950.95445732776,0.5,2951.20445732776,0.015720750184520873
8,0,14,7,3005.8267063446365,0.5,3005.5767063446365,-0.00015515635247536787
8,1,15,7,3005.8267063446365,0.5,3006.0767063446365,0.007376257101280564
