block_index,point_in_block,point_index,transition_index,transition_center_mhz,linewidth_mhz,frequency_mhz,slope_per_mhz
1,0,0,0,2767.3212746978443,8.974577287066975,2763.9999378204348,-0.0019719540121027595
1,1,1,0,2767.3212746978443,8.974577287066975,2770.399977607586,0.001618083449780334
2,0,2,1,2805.8473856516857,8.608958991105455,2801.542906156133,-0.0010854167277565725
2,1,3,1,2805.8473856516857,8.608958991105455,2810.1518651472384,0.0009653389242283954
3,0,4,2,2834.592422802379,11.838345527612702,2828.673250038573,-0.00042671807036879004
3,1,5,2,2834.592422802379,11.838345527612702,2840.5115955661854,0.0005603268083670006
4,0,6,3,2869.7344430039598,7.164250431930511,2866.580627259746,-0.0022412347079746485
4,1,7,3,2869.7344430039598,7.164250431930511,2872.999896240234,0.0023098430125488853
5,0,8,4,2883.9741614913205,9.091431579449191,2880.4722861791574,-0.003151188836130951
5,1,9,4,2883.9741614913205,9.091431579449191,2886.999890899658,0.0021488595121167023
6,0,10,5,2918.233703938052,13.816500714581428,2914.999880218506,-0.0007067916380442163
6,1,11,5,2918.233703938052,13.816500714581428,2921.245059614725,0.0008062488236601396
7,0,12,6,2942.8918613357305,9.392163026305198,2938.195779822578,-0.0013214271021151085
7,1,13,6,2942.8918613357305,9.392163026305198,2947.587942848883,0.0007929729945088633
8,0,14,7,2975.096452580117,8.763258374273807,2971.9998584747314,-0.0022223989823617974
8,1,15,7,2975.096452580117,8.763258374273807,2977.9645567012,0.0018525252490080748
