batch,time_s,timestamp_epoch_s,acq_seconds,peak_01,peak_01_ref,peak_01_freq_mhz,peak_01_spike_sig,peak_01_spike_ref,peak_02,peak_02_ref,peak_02_freq_mhz,peak_02_spike_sig,peak_02_spike_ref,peak_03,peak_03_ref,peak_03_freq_mhz,peak_03_spike_sig,peak_03_spike_ref,peak_04,peak_04_ref,peak_04_freq_mhz,peak_04_spike_sig,peak_04_spike_ref,peak_05,peak_05_ref,peak_05_freq_mhz,peak_05_spike_sig,peak_05_spike_ref,peak_06,peak_06_ref,peak_06_freq_mhz,peak_06_spike_sig,peak_06_spike_ref,peak_07,peak_07_ref,peak_07_freq_mhz,peak_07_spike_sig,peak_07_spike_ref,peak_08,peak_08_ref,peak_08_freq_mhz,peak_08_spike_sig,peak_08_spike_ref,peak_09,peak_09_ref,peak_09_freq_mhz,peak_09_spike_sig,peak_09_spike_ref,peak_10,peak_10_ref,peak_10_freq_mhz,peak_10_spike_sig,peak_10_spike_ref,peak_11,peak_11_ref,peak_11_freq_mhz,peak_11_spike_sig,peak_11_spike_ref,peak_12,peak_12_ref,peak_12_freq_mhz,peak_12_spike_sig,peak_12_spike_ref,peak_13,peak_13_ref,peak_13_freq_mhz,peak_13_spike_sig,peak_13_spike_ref,peak_14,peak_14_ref,peak_14_freq_mhz,peak_14_spike_sig,peak_14_spike_ref,peak_15,peak_15_ref,peak_15_freq_mhz,peak_15_spike_sig,peak_15_spike_ref,peak_16,peak_16_ref,peak_16_freq_mhz,peak_16_spike_sig,peak_16_spike_ref,delta_f_mhz_b01,delta_B_proj_uT_b01,delta_f_mhz_b02,delta_B_proj_uT_b02,delta_f_mhz_b03,delta_B_proj_uT_b03,delta_f_mhz_b04,delta_B_proj_uT_b04,delta_f_mhz_b05,delta_B_proj_uT_b05,delta_f_mhz_b06,delta_B_proj_uT_b06,delta_f_mhz_b07,delta_B_proj_uT_b07,delta_f_mhz_b08,delta_B_proj_uT_b08,delta_Bx_uT,delta_By_uT,delta_Bz_uT,delta_B_total_uT,B_residual_uT,B_status,B_rank,B_condition_number
0,0.032103978912346065,1779995802.922389,0.06344120786525309,6785.137468288655,6764.38866185775,2739.7129984792064,False,False,6767.663356970383,6763.644505914356,2745.999982452393,False,False,6774.156365192408,6758.1606198612335,2794.564449859441,False,False,6771.0410000916945,6767.6203472201,2804.501668189868,False,False,6773.075865757863,6785.0245514564285,2833.999948883057,False,False,6792.772841336309,6795.1691597640365,2840.582187209934,False,False,6792.22334871779,6785.127745514564,2865.9999366760258,False,False,6785.699203777852,6789.258267872971,2872.5398997653074,False,False,6787.811180731728,6766.429840755572,2887.123747956615,False,False,6771.598957728398,6769.213123146988,2893.9999259948736,False,False,6777.629943148822,6766.676772014549,2912.511795344109,False,False,6774.682628297215,6770.839097411132,2930.192482005946,False,False,6780.7165907632125,6779.944481462236,2950.0969230031083,False,False,6786.485269126143,6789.688834550844,2958.7537853273247,False,False,6785.520024757771,6784.338767307517,2996.9998867034915,False,False,6784.18735061283,6789.071496469725,3003.498363700802,False,False,0.7694043493436947,27.42691014503672,1.0096288318235915,35.82486047298552,-1.9671909030451922,-69.82251422969738,0.4657073470043232,17.252316961162244,0.7299543958323476,26.92941236792135,0.8773057010950873,31.112913423744942,0.5401161002008623,19.16033022273004,0.3215258057764304,11.461378573160822,28.50044307247337,-8.35872812907043,-28.573338824312554,41.2138239287739,150.21211506848246,ok,3,7.747794617111176
1,0.0693271664204076,1779995802.9327428,0.009703417075797915,6784.576542775925,6764.38866185775,2739.7129984792064,False,False,6767.663356970383,6763.644505914356,2745.999982452393,False,False,6774.156365192408,6758.1606198612335,2794.564449859441,False,False,6771.0410000916945,6767.6203472201,2804.501668189868,False,False,6773.075865757863,6785.0245514564285,2833.999948883057,False,False,6792.772841336309,6795.1691597640365,2840.582187209934,False,False,6792.22334871779,6785.127745514564,2865.9999366760258,False,False,6785.699203777852,6789.258267872971,2872.5398997653074,False,False,6787.811180731728,6766.429840755572,2887.123747956615,False,False,6771.598957728398,6769.213123146988,2893.9999259948736,False,False,6777.629943148822,6766.676772014549,2912.511795344109,False,False,6774.682628297215,6770.839097411132,2930.192482005946,False,False,6780.7165907632125,6779.944481462236,2950.0969230031083,False,False,6786.485269126143,6789.688834550844,2958.7537853273247,False,False,6785.520024757771,6784.338767307517,2996.9998867034915,False,False,6784.18735061283,6789.071496469725,3003.498363700802,False,False,0.7436069143701031,26.507310546208533,1.0096288318235915,35.82486047298552,-1.9671909030451922,-69.82251422969738,0.4657073470043232,17.252316961162244,0.7299543958323476,26.92941236792135,0.8773057010950873,31.112913423744942,0.5401161002008623,19.16033022273004,0.3215258057764304,11.461378573160822,27.62991200123338,-8.202671995732876,-28.32381020971584,40.40957918441473,148.92418930607414,ok,3,7.747794617111176
2,0.10886329098138958,1779995803.001933,0.06901025003753603,6783.463022281993,6786.265209218449,2739.7129984792064,False,False,6789.050279671118,6785.5957590854905,2745.999982452393,False,False,6788.327860133875,6788.895499281719,2794.564449859441,False,False,6793.1138979735315,6766.130572790904,2804.501668189868,False,False,6770.016786380171,6762.4350826787295,2833.999948883057,False,False,6772.645523733838,6753.577786777516,2840.582187209934,False,False,6763.71131369013,6758.582318060947,2865.9999366760258,False,False,6767.789702601093,6781.178601338754,2872.5398997653074,False,False,6785.698675000764,6789.919899440657,2887.123747956615,False,False,6794.820409878657,6787.284167252498,2893.9999259948736,False,False,6789.478479078154,6792.661498609285,2912.511795344109,False,False,6796.753910810893,6770.259290277226,2930.192482005946,False,False,6777.95431274261,6771.4716981997135,2950.0969230031083,False,False,6780.138745911911,6766.891473851514,2958.7537853273247,False,False,6767.767703334657,6765.8835085735245,2996.9998867034915,False,False,6773.623388452487,6778.839843200783,3003.498363700802,False,False,-0.28683924303286906,-10.224941087795427,-3.1435080386197765,-111.54172041209968,-2.377583476957668,-84.38878804044388,0.8107890863462006,30.03600951600608,-0.45033866772663167,-16.613853903300736,-9.763118311916442,-346.2408307677372,-0.5257309304176714,-18.650024006615624,0.3771124454264578,13.442866556995735,-0.4580592645267827,-43.05058033627048,-20.526198957293207,47.69577684883518,365.0012072511517,ok,3,7.747794617111176
3,0.14845993753988296,1779995803.0118852,0.009722125018015504,6783.571877005837,6786.265209218449,2739.7129984792064,False,False,6789.050279671118,6785.5957590854905,2745.999982452393,False,False,6788.327860133875,6788.895499281719,2794.564449859441,False,False,6793.1138979735315,6766.130572790904,2804.501668189868,False,False,6770.016786380171,6762.4350826787295,2833.999948883057,False,False,6772.645523733838,6753.577786777516,2840.582187209934,False,False,6763.71131369013,6758.582318060947,2865.9999366760258,False,False,6767.789702601093,6781.178601338754,2872.5398997653074,False,False,6785.698675000764,6789.919899440657,2887.123747956615,False,False,6794.820409878657,6787.284167252498,2893.9999259948736,False,False,6789.478479078154,6792.661498609285,2912.511795344109,False,False,6796.753910810893,6770.259290277226,2930.192482005946,False,False,6777.95431274261,6771.4716981997135,2950.0969230031083,False,False,6780.138745911911,6766.891473851514,2958.7537853273247,False,False,6767.767703334657,6765.8835085735245,2996.9998867034915,False,False,6773.623388452487,6778.839843200783,3003.498363700802,False,False,-0.2818490615753238,-10.047056392238053,-3.1435080386197765,-111.54172041209968,-2.377583476957668,-84.38878804044388,0.8107890863462006,30.03600951600608,-0.45033866772663167,-16.613853903300736,-9.763118311916442,-346.2408307677372,-0.5257309304176714,-18.650024006615624,0.3771124454264578,13.442866556995735,-0.28966624350101544,-43.08076738485552,-20.57446705320903,47.74248757159852,364.8805790433123,ok,3,7.747794617111176
4,0.1879973744507879,1779995803.0809689,0.0688138329423964,6786.728801540483,6791.426606962741,2739.7129984792064,False,False,6762.1473759819055,6766.340963413517,2745.999982452393,False,False,6758.978775560106,6771.340824342085,2794.564449859441,False,False,6748.934961946388,6763.272416480728,2804.501668189868,False,False,6771.546326069017,6768.494845187517,2833.999948883057,True,False,6782.623895833969,6790.216769569337,2840.582187209934,False,False,6793.81252712657,6797.129013968273,2865.9999366760258,False,False,6787.040686798912,6789.184031237583,2872.5398997653074,False,False,6785.968609591344,6791.288946113641,2887.123747956615,False,False,6765.755267903536,6772.404500718281,2893.9999259948736,False,False,6768.1927361921935,6777.8875691536505,2912.511795344109,False,False,6765.9752957178225,6772.084749518598,2930.192482005946,False,False,6779.3354517529115,6774.739632301249,2950.0969230031083,True,False,6777.327129626799,6786.370283033286,2958.7537853273247,False,False,6780.479272243788,6788.131041965951,2996.9998867034915,False,False,6783.602399364245,6786.873743008223,3003.498363700802,False,False,-0.02238489694166733,-0.7979530627149664,-0.08739699201871388,-3.1011248353257392,2.1915903114248803,77.78723735874007,-0.05108756208332412,-1.89255939272605,0.05158677538315549,1.9031347094502509,-2.2156026073183517,-78.57449463382433,1.4978921374621452,53.13692367461817,-0.23217400042658548,-8.276269170085278,20.903895951782335,-15.865565413294101,-25.674162170837356,36.71309895692424,76.50392056297295,ok,3,7.747794617111176
5,0.22806674952153116,1779995803.091487,0.00971291703172028,6787.045811046245,6791.426606962741,2739.7129984792064,False,False,6762.1473759819055,6766.340963413517,2745.999982452393,False,False,6758.978775560106,6771.340824342085,2794.564449859441,False,False,6748.934961946388,6763.272416480728,2804.501668189868,False,False,6757.523796497235,6768.494845187517,2833.999948883057,False,False,6782.623895833969,6790.216769569337,2840.582187209934,False,False,6793.81252712657,6797.129013968273,2865.9999366760258,False,False,6787.040686798912,6789.184031237583,2872.5398997653074,False,False,6785.968609591344,6791.288946113641,2887.123747956615,False,False,6765.755267903536,6772.404500718281,2893.9999259948736,False,False,6768.1927361921935,6777.8875691536505,2912.511795344109,False,False,6765.9752957178225,6772.084749518598,2930.192482005946,False,False,6769.163445609318,6774.739632301249,2950.0969230031083,False,False,6777.327129626799,6786.370283033286,2958.7537853273247,False,False,6780.479272243788,6788.131041965951,2996.9998867034915,False,False,6783.602399364245,6786.873743008223,3003.498363700802,False,False,-0.0078634076459322,-0.280306415115464,-0.08739699201871388,-3.1011248353257392,-0.7021433878538297,-24.92153487179159,-0.05108756208332412,-1.89255939272605,0.05158677538315549,1.9031347094502509,-2.2156026073183517,-78.57449463382433,0.4888756924955545,17.34260412270098,-0.23217400042658548,-8.276269170085278,9.240111232660148,-3.599505319248218,-8.574742583703678,13.109626406271449,77.6555854029126,ok,3,7.747794617111176
6,0.26779216644354165,1779995803.1606379,0.06856166711077094,6783.929872848977,6787.860751291379,2739.7129984792064,False,False,6788.272061924993,6766.340963413517,2745.999982452393,False,True,6766.179281413332,6771.313228596753,2794.564449859441,False,False,6763.3099076932485,6766.130572790904,2804.501668189868,False,True,6770.016786380171,6761.356695296025,2833.999948883057,True,False,6757.370238713818,6768.162782345569,2840.582187209934,False,False,6792.22334871779,6787.849403979582,2865.9999366760258,True,False,6790.403600574624,6789.184031237583,2872.5398997653074,False,True,6783.439364856191,6785.705104379986,2887.123747956615,False,False,6787.200522664059,6772.404500718281,2893.9999259948736,False,True,6767.569011523061,6775.4851774306935,2912.511795344109,False,False,6773.565137390347,6770.839097411132,2930.192482005946,False,True,6766.164243359721,6773.113760430357,2950.0969230031083,False,False,6765.892097380567,6776.779790323073,2958.7537853273247,False,False,6774.6440810587765,6780.0428278876425,2996.9998867034915,False,False,6781.892960846043,6788.607332579394,3003.498363700802,False,False,-1.188497854681552,-42.36631089455768,-0.532294337416245,-18.887505752043705,4.016303414728958,142.55271407141745,0.1378585414964945,5.107025407694464,-0.6548622392212738,-24.159119233827287,-4.257821467860015,-151.0000796050145,0.5366642347363965,19.03787713873753,0.06937482049268473,2.4729930438759897,-39.970659498632834,-11.372924147327788,14.711697009043224,44.08436291138174,268.96609278992116,ok,3,7.747794617111176
7,0.3079668330028653,1779995803.171766,0.01046975003555417,6781.775393526301,6787.860751291379,2739.7129984792064,False,False,6788.272061924993,6766.340963413517,2745.999982452393,False,True,6766.179281413332,6771.313228596753,2794.564449859441,False,False,6763.3099076932485,6766.130572790904,2804.501668189868,False,True,6770.016786380171,6761.356695296025,2833.999948883057,True,False,6757.370238713818,6768.162782345569,2840.582187209934,False,False,6792.22334871779,6787.849403979582,2865.9999366760258,True,False,6790.403600574624,6789.184031237583,2872.5398997653074,False,True,6783.439364856191,6785.705104379986,2887.123747956615,False,False,6787.200522664059,6772.404500718281,2893.9999259948736,False,True,6767.569011523061,6775.4851774306935,2912.511795344109,False,False,6773.565137390347,6770.839097411132,2930.192482005946,False,True,6766.164243359721,6773.113760430357,2950.0969230031083,False,False,6765.892097380567,6776.779790323073,2958.7537853273247,False,False,6774.6440810587765,6780.0428278876425,2996.9998867034915,False,False,6781.892960846043,6788.607332579394,3003.498363700802,False,False,-1.2872415308373617,-45.88622072561872,-0.532294337416245,-18.887505752043705,4.016303414728958,142.55271407141745,0.1378585414964945,5.107025407694464,-0.6548622392212738,-24.159119233827287,-4.257821467860015,-151.0000796050145,0.5366642347363965,19.03787713873753,0.06937482049268473,2.4729930438759897,-43.302751943873524,-10.775595137362814,15.666806411841167,47.29366341935362,273.95045580699417,ok,3,7.747794617111176
8,0.34788610390387475,1779995803.2405171,0.0681314580142498,6785.314862304001,6790.812797628145,2739.7129984792064,False,False,6788.272061924993,6766.9225173457235,2745.999982452393,True,False,6758.214558180761,6771.215383439802,2794.564449859441,False,False,6752.819621297797,6764.697987284897,2804.501668189868,False,False,6758.395459547025,6765.96969159764,2833.999948883057,False,False,6781.941195708653,6790.476061374822,2840.582187209934,False,False,6790.020394596082,6795.397006143595,2865.9999366760258,False,False,6785.737945104991,6787.142707155302,2872.5398997653074,False,False,6786.712780817312,6791.208474187731,2887.123747956615,False,False,6762.461032490755,6771.513768071645,2893.9999259948736,False,False,6768.689962404865,6778.0158892930285,2912.511795344109,False,False,6764.311099734083,6774.0358880704225,2930.192482005946,False,False,6765.743488094874,6774.380794388239,2950.0969230031083,False,False,6775.5946052510935,6784.246212977962,2958.7537853273247,False,False,6779.338941528869,6785.91974661491,2996.9998867034915,False,False,6781.604057523613,6786.154415135863,3003.498363700802,False,False,-1.2333865657003484,-43.9664560518982,-0.4082321330085161,-14.485381899409443,0.19195466691720203,6.813145303557383,-0.17330480269349582,-6.4201464851103545,0.17547694053888022,6.4736796158948655,-1.064217320176979,-37.74157777087949,0.146676514605498,5.203271027683281,-0.10767731809684097,-3.838356002157708,-30.5385173430534,6.072800507741397,-1.462126064684939,31.170783758959743,81.27775183974198,ok,3,7.747794617111176
9,0.3881642915075645,1779995803.2522361,0.010979667073115706,6784.738284378151,6790.812797628145,2739.7129984792064,False,False,6788.272061924993,6766.9225173457235,2745.999982452393,True,False,6758.214558180761,6771.215383439802,2794.564449859441,False,False,6752.819621297797,6764.697987284897,2804.501668189868,False,False,6758.395459547025,6765.96969159764,2833.999948883057,False,False,6781.941195708653,6790.476061374822,2840.582187209934,False,False,6790.020394596082,6795.397006143595,2865.9999366760258,False,False,6785.737945104991,6787.142707155302,2872.5398997653074,False,False,6786.712780817312,6791.208474187731,2887.123747956615,False,False,6762.461032490755,6771.513768071645,2893.9999259948736,False,False,6768.689962404865,6778.0158892930285,2912.511795344109,False,False,6764.311099734083,6774.0358880704225,2930.192482005946,False,False,6765.743488094874,6774.380794388239,2950.0969230031083,False,False,6775.5946052510935,6784.246212977962,2958.7537853273247,False,False,6779.338941528869,6785.91974661491,2996.9998867034915,False,False,6781.604057523613,6786.154415135863,3003.498363700802,False,False,-1.2598006852324117,-44.90803856775495,-0.4082321330085161,-14.485381899409443,0.19195466691720203,6.813145303557383,-0.17330480269349582,-6.4201464851103545,0.17547694053888022,6.4736796158948655,-1.064217320176979,-37.74157777087949,0.146676514605498,5.203271027683281,-0.10767731809684097,-3.838356002157708,-31.42985835411311,6.232587144044947,-1.2066324987790658,32.06457703845223,82.68196995577262,ok,3,7.747794617111176
