batch,time_s,timestamp_epoch_s,acq_seconds,peak_01,peak_01_ref,peak_01_freq_mhz,peak_01_spike_sig,peak_01_spike_ref,peak_02,peak_02_ref,peak_02_freq_mhz,peak_02_spike_sig,peak_02_spike_ref,peak_03,peak_03_ref,peak_03_freq_mhz,peak_03_spike_sig,peak_03_spike_ref,peak_04,peak_04_ref,peak_04_freq_mhz,peak_04_spike_sig,peak_04_spike_ref,peak_05,peak_05_ref,peak_05_freq_mhz,peak_05_spike_sig,peak_05_spike_ref,peak_06,peak_06_ref,peak_06_freq_mhz,peak_06_spike_sig,peak_06_spike_ref,peak_07,peak_07_ref,peak_07_freq_mhz,peak_07_spike_sig,peak_07_spike_ref,peak_08,peak_08_ref,peak_08_freq_mhz,peak_08_spike_sig,peak_08_spike_ref,peak_09,peak_09_ref,peak_09_freq_mhz,peak_09_spike_sig,peak_09_spike_ref,peak_10,peak_10_ref,peak_10_freq_mhz,peak_10_spike_sig,peak_10_spike_ref,peak_11,peak_11_ref,peak_11_freq_mhz,peak_11_spike_sig,peak_11_spike_ref,peak_12,peak_12_ref,peak_12_freq_mhz,peak_12_spike_sig,peak_12_spike_ref,peak_13,peak_13_ref,peak_13_freq_mhz,peak_13_spike_sig,peak_13_spike_ref,peak_14,peak_14_ref,peak_14_freq_mhz,peak_14_spike_sig,peak_14_spike_ref,peak_15,peak_15_ref,peak_15_freq_mhz,peak_15_spike_sig,peak_15_spike_ref,peak_16,peak_16_ref,peak_16_freq_mhz,peak_16_spike_sig,peak_16_spike_ref,delta_f_mhz_b01,delta_B_proj_uT_b01,delta_f_mhz_b02,delta_B_proj_uT_b02,delta_f_mhz_b03,delta_B_proj_uT_b03,delta_f_mhz_b04,delta_B_proj_uT_b04,delta_f_mhz_b05,delta_B_proj_uT_b05,delta_f_mhz_b06,delta_B_proj_uT_b06,delta_f_mhz_b07,delta_B_proj_uT_b07,delta_f_mhz_b08,delta_B_proj_uT_b08,delta_Bx_uT,delta_By_uT,delta_Bz_uT,delta_B_total_uT,B_residual_uT,B_status,B_rank,B_condition_number
0,0.006726349995005876,1786044495.480994,0.01249569997889921,-1590.842286884494,-1571.5001940887,2765.9999748229984,True,True,-1582.6187333802,-1572.6410795610843,2772.49712302149,True,True,-1599.0750374423085,-1592.7470993673014,2804.999959945679,True,True,-1586.892552801296,-1575.9455099795214,2811.685229897935,True,True,-1582.9132927835683,-1575.3808967814898,2840.84162532179,True,True,-1556.1574151052969,-1553.7533606382,2846.9999439239505,True,True,-1566.41216951432,-1569.517004920989,2866.999936294556,True,True,-1560.7546199223646,-1554.8026209615798,2872.8182364549957,True,True,-1561.9485802488002,-1564.517741541095,2878.9999317169195,True,True,-1559.6693691353116,-1547.1171256533305,2885.742785622088,True,True,-1555.7445227251887,-1568.1658281627288,2902.999922561646,True,True,-1554.788684781612,-1558.1750955160926,2909.0527841604876,True,True,-1601.4013097166612,-1601.2024818901489,2934.206702248176,True,True,-1593.1882476999724,-1573.0231760246966,2940.9999080657963,True,True,-1587.552513983556,-1586.5351972980409,2967.3729367295477,True,True,-1580.232808631598,-1570.1480377173948,2973.9998954772955,True,True,0.24127109073515396,8.60256931194048,-0.07615970228633623,-2.7075241407095256,0.14376326971788772,5.111782040605929,-0.28962355792628397,-10.689047057400776,-0.4196796525643419,-15.44987040169464,-0.2618048608125886,-9.304707319932538,-0.3184031828190898,-11.318037486259032,-0.18443420460480145,-6.576026901202933,-0.49114079254519194,7.675867206305658,7.819461880804198,10.968324427746039,19.738825803187883,ok,3,2.879420700938782
1,0.2590667000040412,1786044495.7335203,0.012244999990798533,-1590.842286884494,-1571.5001940887,2765.9999748229984,True,True,-1582.6187333802,-1572.6410795610843,2772.49712302149,True,True,-1599.0750374423085,-1592.7470993673014,2804.999959945679,True,True,-1586.892552801296,-1575.9455099795214,2811.685229897935,True,True,-1582.9132927835683,-1575.3808967814898,2840.84162532179,True,True,-1556.1574151052969,-1553.7533606382,2846.9999439239505,True,True,-1566.41216951432,-1569.517004920989,2866.999936294556,True,True,-1560.7546199223646,-1554.8026209615798,2872.8182364549957,True,True,-1561.9485802488002,-1564.517741541095,2878.9999317169195,True,True,-1559.6693691353116,-1547.1171256533305,2885.742785622088,True,True,-1555.7445227251887,-1568.1658281627288,2902.999922561646,True,True,-1554.788684781612,-1558.1750955160926,2909.0527841604876,True,True,-1601.4013097166612,-1601.2024818901489,2934.206702248176,True,True,-1593.1882476999724,-1573.0231760246966,2940.9999080657963,True,True,-1587.552513983556,-1586.5351972980409,2967.3729367295477,True,True,-1580.232808631598,-1570.1480377173948,2973.9998954772955,True,True,0.24127109073515396,8.60256931194048,-0.07615970228633623,-2.7075241407095256,0.14376326971788772,5.111782040605929,-0.28962355792628397,-10.689047057400776,-0.4196796525643419,-15.44987040169464,-0.2618048608125886,-9.304707319932538,-0.3184031828190898,-11.318037486259032,-0.18443420460480145,-6.576026901202933,-0.49114079254519194,7.675867206305658,7.819461880804198,10.968324427746039,19.738825803187883,ok,3,2.879420700938782
2,0.511240749998251,1786044495.985694,0.012280100025236607,-1590.842286884494,-1571.5001940887,2765.9999748229984,True,True,-1582.6187333802,-1572.6410795610843,2772.49712302149,True,True,-1599.0750374423085,-1592.7470993673014,2804.999959945679,True,True,-1586.892552801296,-1575.9455099795214,2811.685229897935,True,True,-1582.9132927835683,-1575.3808967814898,2840.84162532179,True,True,-1556.1574151052969,-1553.7533606382,2846.9999439239505,True,True,-1566.41216951432,-1569.517004920989,2866.999936294556,True,True,-1560.7546199223646,-1554.8026209615798,2872.8182364549957,True,True,-1561.9485802488002,-1564.517741541095,2878.9999317169195,True,True,-1559.6693691353116,-1547.1171256533305,2885.742785622088,True,True,-1555.7445227251887,-1568.1658281627288,2902.999922561646,True,True,-1554.788684781612,-1558.1750955160926,2909.0527841604876,True,True,-1601.4013097166612,-1601.2024818901489,2934.206702248176,True,True,-1593.1882476999724,-1573.0231760246966,2940.9999080657963,True,True,-1587.552513983556,-1586.5351972980409,2967.3729367295477,True,True,-1580.232808631598,-1570.1480377173948,2973.9998954772955,True,True,0.24127109073515396,8.60256931194048,-0.07615970228633623,-2.7075241407095256,0.14376326971788772,5.111782040605929,-0.28962355792628397,-10.689047057400776,-0.4196796525643419,-15.44987040169464,-0.2618048608125886,-9.304707319932538,-0.3184031828190898,-11.318037486259032,-0.18443420460480145,-6.576026901202933,-0.49114079254519194,7.675867206305658,7.819461880804198,10.968324427746039,19.738825803187883,ok,3,2.879420700938782
3,0.7764722499850905,1786044496.250977,0.01300710000214167,-1590.842286884494,-1571.5001940887,2765.9999748229984,True,True,-1582.6187333802,-1572.6410795610843,2772.49712302149,True,True,-1599.0750374423085,-1592.7470993673014,2804.999959945679,True,True,-1586.892552801296,-1575.9455099795214,2811.685229897935,True,True,-1582.9132927835683,-1575.3808967814898,2840.84162532179,True,True,-1556.1574151052969,-1553.7533606382,2846.9999439239505,True,True,-1566.41216951432,-1569.517004920989,2866.999936294556,True,True,-1560.7546199223646,-1554.8026209615798,2872.8182364549957,True,True,-1561.9485802488002,-1564.517741541095,2878.9999317169195,True,True,-1559.6693691353116,-1547.1171256533305,2885.742785622088,True,True,-1555.7445227251887,-1568.1658281627288,2902.999922561646,True,True,-1554.788684781612,-1558.1750955160926,2909.0527841604876,True,True,-1601.4013097166612,-1601.2024818901489,2934.206702248176,True,True,-1593.1882476999724,-1573.0231760246966,2940.9999080657963,True,True,-1587.552513983556,-1586.5351972980409,2967.3729367295477,True,True,-1580.232808631598,-1570.1480377173948,2973.9998954772955,True,True,0.24127109073515396,8.60256931194048,-0.07615970228633623,-2.7075241407095256,0.14376326971788772,5.111782040605929,-0.28962355792628397,-10.689047057400776,-0.4196796525643419,-15.44987040169464,-0.2618048608125886,-9.304707319932538,-0.3184031828190898,-11.318037486259032,-0.18443420460480145,-6.576026901202933,-0.49114079254519194,7.675867206305658,7.819461880804198,10.968324427746039,19.738825803187883,ok,3,2.879420700938782
4,1.0328909999952884,1786044496.5078237,0.0123015999852214,-1447.4851713176636,-1443.8466470030871,2765.9999748229984,False,False,-1444.1409985634377,-1444.8383623192835,2772.49712302149,False,False,-1463.2227175474522,-1461.2062016688571,2804.999959945679,False,False,-1454.681940581349,-1451.8887504966838,2811.685229897935,False,False,-1445.5865650884862,-1443.09540758627,2840.84162532179,False,False,-1421.0651725402697,-1421.514681969618,2846.9999439239505,False,False,-1430.7076367026316,-1436.2618990127455,2866.999936294556,False,False,-1434.2140370449613,-1432.9841382156064,2872.8182364549957,False,False,-1433.3959317785861,-1433.604571018125,2878.9999317169195,False,False,-1420.6361876088886,-1418.8855335146868,2885.742785622088,False,False,-1431.839215086958,-1432.6222819940701,2902.999922561646,False,False,-1429.700880276309,-1414.6907418161813,2909.0527841604876,False,False,-1454.0143029617632,-1461.756591374515,2934.206702248176,False,False,-1454.6863771128158,-1442.0588875813798,2940.9999080657963,False,True,-1455.93127273283,-1451.9366063514383,2967.3729367295477,False,False,-1447.9751917963138,-1433.9913408931138,2973.9998954772955,False,False,0.12148186363479588,4.331460304165505,-0.01392881408462509,-0.4951778861186973,0.09079400577438203,3.2283570693885593,-0.23570746556662872,-8.699182515614414,-0.059339984876890434,-2.184511615906662,-0.5081954005946153,-18.061580098979565,-0.3524627740121538,-12.528728053095428,-0.22331528908773465,-7.962337309598061,-1.8391346723117854,2.9832437055722205,12.902229589720022,13.36973027908875,14.912029082159444,ok,3,2.879420700938782
5,1.2787971000070684,1786044496.7532377,0.01220699999248609,-1439.6054329553444,-1437.4847800837483,2765.9999748229984,False,False,-1437.241290460617,-1431.5825075648747,2772.49712302149,False,False,-1459.7937127487237,-1457.152599565975,2804.999959945679,False,False,-1452.5010269890272,-1442.0315065562245,2811.685229897935,False,False,-1436.8611899012747,-1438.3851117156219,2840.84162532179,False,True,-1420.2618562215362,-1423.2791362288722,2846.9999439239505,False,True,-1429.2084772442463,-1434.7588700064186,2866.999936294556,False,False,-1428.9245468716567,-1429.160746706605,2872.8182364549957,False,False,-1427.0947978115355,-1435.8422624323748,2878.9999317169195,False,False,-1416.1564003423298,-1408.7638505975485,2885.742785622088,False,False,-1425.264053855794,-1428.2792263960632,2902.999922561646,False,False,-1421.3695112632574,-1420.248201240945,2909.0527841604876,False,False,-1452.6420912675364,-1449.5515909160376,2934.206702248176,False,False,-1454.6863771128158,-1439.4491900235353,2940.9999080657963,True,False,-1447.4119525017575,-1446.52847602164,2967.3729367295477,False,False,-1451.0762753308677,-1432.2778509643308,2973.9998954772955,False,False,-0.10023682234121711,-3.5739640798720242,-0.13953844401510887,-4.960677292402356,0.04714147611453254,1.6762066656024122,-0.18471984239550537,-6.817398080247891,-0.48783656872743875,-17.958963981201865,-0.13212191096815198,-4.695694756366137,-0.2120171313666337,-7.536412856463434,-0.39920219834798093,-14.233609221135382,-1.1566951050706615,11.50618939702516,4.016557132040242,12.241857261104295,23.61894548014377,ok,3,2.879420700938782
6,1.5217467499896884,1786044496.996705,0.012369300005957484,-1445.2765397194119,-1434.821196931259,2765.9999748229984,False,False,-1438.711197542562,-1434.0916985053643,2772.49712302149,False,False,-1460.0955879206529,-1457.7623911116543,2804.999959945679,False,False,-1450.772214750741,-1445.8642815661583,2811.685229897935,False,False,-1438.613743619525,-1434.7307072775623,2840.84162532179,False,False,-1422.9795274627868,-1416.4345921080785,2846.9999439239505,False,False,-1428.638811626983,-1434.375583030229,2866.999936294556,False,False,-1433.5594308769141,-1427.9147293456,2872.8182364549957,False,False,-1425.5838860531221,-1426.712608124217,2878.9999317169195,False,False,-1415.8123651312774,-1414.2658082953817,2885.742785622088,False,False,-1424.8673258550602,-1429.966187303237,2902.999922561646,False,False,-1422.139276217257,-1412.2981981844302,2909.0527841604876,False,False,-1454.2901519087934,-1451.8554390683742,2934.206702248176,False,False,-1452.560930097503,-1442.0588875813798,2940.9999080657963,False,True,-1450.8266298866033,-1447.5503958186878,2967.3729367295477,False,False,-1445.9359782376134,-1434.500591435645,2973.9998954772955,False,False,0.1644876749023648,5.864841162677071,-0.04594972990502385,-1.6335410885561568,-0.08509409924813804,-3.0256858316575133,-0.39667957229388495,-14.640130261911091,-0.08107873190216791,-2.984790643454395,-0.4798204833595332,-17.05311792115642,-0.14059515771040917,-4.997629895732022,-0.18209889742417784,-6.492761202872954,-3.7547889653064788,2.7955053658493334,8.612105234354463,9.80212461622863,18.473772796309515,ok,3,2.879420700938782
7,1.7673351499979617,1786044497.2417796,0.012129100010497496,-1450.4984411773698,-1440.7007243940457,2765.9999748229984,False,False,-1437.338602255708,-1440.4139346517102,2772.49712302149,False,False,-1464.5133539138674,-1464.5111027905982,2804.999959945679,False,False,-1459.2386404621452,-1449.3273710914814,2811.685229897935,False,False,-1441.1224225937588,-1441.3157517498548,2840.84162532179,False,False,-1423.7788168230586,-1420.2228489775957,2846.9999439239505,False,False,-1428.9403536387813,-1438.8358697313324,2866.999936294556,False,False,-1437.2584741877313,-1430.6260246966408,2872.8182364549957,False,False,-1432.8506617354892,-1430.2374591191124,2878.9999317169195,False,False,-1423.3441880368005,-1421.5192315921388,2885.742785622088,False,False,-1433.5494574685943,-1432.8280175443958,2902.999922561646,False,False,-1426.6996454442647,-1416.3422074151053,2909.0527841604876,False,False,-1457.035449460525,-1463.8618638628236,2934.206702248176,False,False,-1457.412077818871,-1441.635013907143,2940.9999080657963,False,False,-1458.1672005379464,-1449.7667848519118,2967.3729367295477,False,False,-1447.9355090625668,-1439.6720848488553,2973.9998954772955,False,False,0.3615186520344826,12.890020317849846,-0.17512274791890362,-6.225721127364323,-0.11726413696652116,-4.1695539516379885,-0.5742987520314007,-21.195466382029004,0.02337293596234875,0.8604392167190756,-0.3101658853498444,-11.023488161566185,-0.391438846804712,-13.91418107849429,0.001739390831453834,0.06201821903835928,-1.8849607130988228,0.2480029968935974,10.123591428428563,10.300567255551828,25.09431527363796,ok,3,2.879420700938782
8,2.008958149992395,1786044497.4833407,0.012270100007299334,-1449.9130497906287,-1435.463193446832,2765.9999748229984,False,False,-1444.0884585995047,-1438.292861509307,2772.49712302149,False,False,-1464.3695448849223,-1467.4007366201058,2804.999959945679,False,False,-1452.5010269890272,-1452.1799293945046,2811.685229897935,True,False,-1441.3676039979214,-1440.6397316379864,2840.84162532179,False,False,-1425.129953846624,-1422.6343491151388,2846.9999439239505,False,False,-1432.0142387749486,-1438.102434514167,2866.999936294556,False,False,-1435.6157548063698,-1428.2192453464559,2872.8182364549957,False,False,-1432.309799186967,-1432.875259039643,2878.9999317169195,False,False,-1422.3482959929088,-1417.849564446618,2885.742785622088,False,False,-1430.5439022526516,-1436.8837041904821,2902.999922561646,False,False,-1422.2886358773726,-1420.7278341534982,2909.0527841604876,False,False,-1458.5939175352262,-1463.1273007916373,2934.206702248176,False,False,-1452.385340954244,-1444.6655194547177,2940.9999080657963,False,False,-1451.8826267689583,-1451.7613580095974,2967.3729367295477,False,False,-1446.2903643365835,-1433.9341978176485,2973.9998954772955,False,False,0.2442373349035151,8.708331344916392,-0.05857414530509986,-2.0823468011827844,-0.05552034619743783,-1.974133651364592,-0.4694914832242704,-17.327376934270035,-0.15347638428035668,-5.650000500056798,-0.25101794681710143,-8.921333698442979,-0.21173382341145228,-7.526342322530611,-0.2722185310210551,-9.705989118646382,-2.307691641437289,6.092779227669655,8.71878362099246,10.884143845924159,19.446440165380842,ok,3,2.879420700938782
9,2.2569298500020523,1786044497.7312043,0.011527499998919666,-1440.9793639392367,-1438.2287816731364,2765.9999748229984,False,False,-1435.815768560687,-1436.5340618027326,2772.49712302149,False,False,-1462.3314163890332,-1468.6849680594187,2804.999959945679,False,False,-1459.2141440229848,-1445.791395910383,2811.685229897935,False,False,-1441.0064568878565,-1440.5318549989302,2840.84162532179,False,False,-1429.117353363695,-1425.0432924779166,2846.9999439239505,False,False,-1433.1064477183118,-1439.1373582541187,2866.999936294556,False,False,-1430.9465018186265,-1425.2938258397776,2872.8182364549957,False,False,-1435.1930097502827,-1431.7064186814193,2878.9999317169195,False,False,-1425.6279747531864,-1415.4394534951248,2885.742785622088,False,False,-1425.1003958186877,-1432.8031558516977,2902.999922561646,False,False,-1425.8115001375431,-1420.9706696824283,2909.0527841604876,False,False,-1458.226098053,-1464.8068572913166,2934.206702248176,False,False,-1456.1777852492585,-1445.287880918177,2940.9999080657963,False,False,-1454.312919888743,-1456.6954091145276,2967.3729367295477,False,False,-1449.4445273099614,-1439.696463612189,2973.9998954772955,False,False,0.09760435934672852,3.480103081846093,-0.3486072667790993,-12.393202206628311,-0.11244085542904131,-3.9980528165534968,-0.4068560145242304,-15.015709067226263,-0.20489838271658342,-7.543023444537164,-0.40005555631676526,-14.21822288435258,-0.30165445377999994,-10.72268306350089,-0.26816793448386,-9.561564542675832,-5.922720578866777,7.624474174205208,7.868019430130454,12.454595747809904,26.727806170647597,ok,3,2.879420700938782
10,2.4850795499951346,1786044497.9595454,0.01213289998122491,-1444.883577345111,-1434.6678928385852,2765.9999748229984,False,False,-1440.6483494819208,-1437.7437509551607,2772.49712302149,False,False,-1463.1330607940822,-1469.259287220711,2804.999959945679,False,False,-1461.6421172479138,-1451.2976648225692,2811.685229897935,False,False,-1442.0711464987621,-1438.8753094721399,2840.84162532179,False,False,-1426.3412216890306,-1422.2517345722408,2846.9999439239505,False,False,-1434.6678225387411,-1438.3592887489685,2866.999936294556,False,False,-1433.5515985573247,-1424.3662178683865,2872.8182364549957,False,False,-1428.71671913684,-1433.4487346028059,2878.9999317169195,False,False,-1419.102329064401,-1414.5244857413577,2885.742785622088,False,False,-1433.6866063514383,-1435.2204893480452,2902.999922561646,False,False,-1421.0447351529785,-1417.4986352660696,2909.0527841604876,False,False,-1460.331107681022,-1458.8234113763488,2934.206702248176,False,False,-1455.2782773481676,-1449.5578995629185,2940.9999080657963,False,False,-1450.3196167130238,-1448.0245759085492,2967.3729367295477,False,False,-1448.0106015221445,-1432.8799584313965,2973.9998954772955,False,False,0.20634876728183663,7.357406838783082,-0.2893697652753192,-10.287272685609471,-0.029085282628216923,-1.0341836664999537,-0.449682238571029,-16.596283269838374,-0.28124122786961514,-10.353469594366057,-0.162633094128341,-5.780081151673135,-0.07305487211856362,-2.596826369231225,-0.2862935420867645,-10.20783557170081,-6.8720343399576125,9.253596621923078,4.113854384710504,12.238370165566357,24.521752416183343,ok,3,2.879420700938782
11,2.7225335499970242,1786044498.1972966,0.012537100003100932,-1444.6078093957271,-1441.885920163829,2765.9999748229984,False,False,-1444.0527844851301,-1430.5366934621147,2772.49712302149,False,False,-1462.8502628602869,-1459.7720496989334,2804.999959945679,False,False,-1458.7027997677048,-1453.663923953908,2811.685229897935,False,False,-1445.1114894397408,-1443.2035776507623,2840.84162532179,False,False,-1422.8773558089067,-1422.735449460525,2846.9999439239505,False,False,-1435.0090304734542,-1435.429400617416,2866.999936294556,False,False,-1432.4167114955526,-1436.169913194975,2872.8182364549957,False,False,-1428.1422043585903,-1427.4015710486901,2878.9999317169195,False,False,-1420.7299171684444,-1414.8920897392793,2885.742785622088,False,False,-1426.562828193294,-1429.156252101354,2902.999922561646,False,False,-1421.6621527034872,-1420.7549087630284,2909.0527841604876,False,False,-1457.2649371886178,-1462.3995858422227,2934.206702248176,False,False,-1454.4480484151968,-1451.2053565424703,2940.9999080657963,False,False,-1457.9227297735124,-1451.6877983922732,2967.3729367295477,False,False,-1449.4247562429318,-1437.229897301097,2973.9998954772955,False,False,-0.30588280183629263,-10.906312878635573,-0.03477442424525618,-1.2362521162349347,0.05433276532971333,1.9319069090032506,0.11574708149217458,4.271841730297229,-0.1551782847397237,-5.712653386307398,-0.11174492538815704,-3.971484035847606,-0.14410364188639502,-5.1223433331800265,-0.13366260353291978,-4.765758490409756,1.0353051240291011,2.2317750100442986,1.4841302258873,2.8732070796744584,16.028537062596605,ok,3,2.879420700938782
12,2.9634099999966566,1786044498.4382195,0.012254200002644211,-1441.4935583947185,-1437.3977947244553,2765.9999748229984,False,False,-1438.49062719687,-1435.589571170951,2772.49712302149,False,False,-1459.3559449216004,-1467.9094583855488,2804.999959945679,False,False,-1461.3037151939357,-1450.676062903078,2811.685229897935,False,False,-1440.1535669529603,-1439.6664669743554,2840.84162532179,False,False,-1421.7431809151205,-1421.3204266894886,2846.9999439239505,False,False,-1431.3969251459487,-1435.7697450866522,2866.999936294556,False,False,-1429.5054268423144,-1424.2701974508666,2872.8182364549957,False,False,-1428.1417703334657,-1430.1804199651558,2878.9999317169195,False,False,-1414.9115948895071,-1412.8180884555431,2885.742785622088,False,False,-1429.032756670844,-1431.4889950178806,2902.999922561646,False,False,-1423.143426964575,-1420.248201240945,2909.0527841604876,False,True,-1455.8460158327475,-1464.7431748020906,2934.206702248176,False,False,-1453.0360103310206,-1437.6960754347895,2940.9999080657963,False,False,-1451.699856343797,-1443.8335253843566,2967.3729367295477,False,False,-1445.922427178531,-1434.785237032735,2973.9998954772955,False,False,0.03352406836783241,1.1953074065930347,-0.3369010213562823,-11.977037999995982,0.0018183255025228122,0.06465409186930414,-0.33526453865911454,-12.373504614279904,-0.1250696398780604,-4.604249254153219,-0.17101406444570405,-6.077946040881318,-0.4199519867916309,-14.927716132904402,-0.07381852074742849,-2.6320094978166493,-2.5411600089333235,3.088786183429698,6.7170671592649285,7.817741713565601,23.03144136070183,ok,3,2.879420700938782
13,3.205341099994257,1786044498.6800456,0.012071200006175786,-1440.8990830455111,-1438.7561863862823,2765.9999748229984,False,False,-1437.9308738576276,-1434.9295351040741,2772.49712302149,False,False,-1457.6588654216462,-1458.7731347617446,2804.999959945679,False,False,-1457.8310144573156,-1444.6558165479719,2811.685229897935,False,False,-1438.886965491946,-1437.2777363450193,2840.84162532179,False,False,-1421.1965690619552,-1422.3415548491607,2846.9999439239505,False,False,-1431.7724409328482,-1441.0782162178687,2866.999936294556,False,False,-1434.4469954457927,-1431.58385701623,2872.8182364549957,False,False,-1429.3983953296452,-1427.4663447137577,2878.9999317169195,False,False,-1416.1804444172753,-1415.9240089250238,2885.742785622088,False,False,-1427.1719366078798,-1439.0258565883178,2902.999922561646,False,False,-1418.1204251612312,-1412.6510147629672,2909.0527841604876,False,False,-1453.8284943607298,-1460.4028471436868,2934.206702248176,False,False,-1455.4829736834065,-1444.1660742121835,2940.9999080657963,False,False,-1451.8826267689583,-1448.1991548736132,2967.3729367295477,True,False,-1443.7675719045142,-1433.326772014549,2973.9998954772955,False,False,-0.024364455387592018,-0.8687195618041074,-0.25316356018861647,-9.00011988205505,0.08555564007608052,3.0420968114572386,-0.42186371953264457,-15.569593793341527,0.05043553882889119,1.8567079289757622,-0.5515779441157578,-19.603422633933203,-0.3094466079263364,-10.99966488242025,-0.1512334659726054,-5.392250004433944,-7.097133372803701,-0.22953566057790065,12.209431922121572,14.124171359473173,20.702504768377132,ok,3,2.879420700938782
