batch,time_s,timestamp_epoch_s,acq_seconds,peak_01,peak_01_ref,peak_01_freq_mhz,peak_02,peak_02_ref,peak_02_freq_mhz,peak_03,peak_03_ref,peak_03_freq_mhz,peak_04,peak_04_ref,peak_04_freq_mhz,peak_05,peak_05_ref,peak_05_freq_mhz,peak_06,peak_06_ref,peak_06_freq_mhz,peak_07,peak_07_ref,peak_07_freq_mhz,peak_08,peak_08_ref,peak_08_freq_mhz,peak_09,peak_09_ref,peak_09_freq_mhz,peak_10,peak_10_ref,peak_10_freq_mhz,peak_11,peak_11_ref,peak_11_freq_mhz,peak_12,peak_12_ref,peak_12_freq_mhz,peak_13,peak_13_ref,peak_13_freq_mhz,peak_14,peak_14_ref,peak_14_freq_mhz,peak_15,peak_15_ref,peak_15_freq_mhz,peak_16,peak_16_ref,peak_16_freq_mhz,delta_f_mhz_b01,delta_B_proj_uT_b01,delta_f_mhz_b02,delta_B_proj_uT_b02,delta_f_mhz_b03,delta_B_proj_uT_b03,delta_f_mhz_b04,delta_B_proj_uT_b04,delta_f_mhz_b05,delta_B_proj_uT_b05,delta_f_mhz_b06,delta_B_proj_uT_b06,delta_f_mhz_b07,delta_B_proj_uT_b07,delta_f_mhz_b08,delta_B_proj_uT_b08,delta_Bx_uT,delta_By_uT,delta_Bz_uT,delta_B_total_uT,B_residual_uT,B_status,B_rank,B_condition_number
0,0.005353271611966193,1778433387.15387,0.0098728749435395,6659.154552679035,6648.466179661949,2760.7880638953143,6647.320490876303,6654.80312987132,2771.0401505838204,6655.773328850445,6663.053993336797,2794.697758206831,6666.819375248342,6666.331265091542,2808.832503090681,6658.63505211358,6660.842528349176,2835.1423657187092,6660.705458935721,6660.785157563346,2848.511176238007,6630.651435033775,6629.327704251612,2869.6670653401284,6627.219213253049,6637.61868447596,2875.25420908737,6617.190527860133,6625.968854112541,2878.191024855937,6609.969450132959,6621.390729590122,2883.537100748341,6638.737154995873,6648.5747012256625,2904.201336871197,6651.688999602653,6655.379833114283,2917.6424100180584,6653.2059326955405,6655.189335819299,2939.5787513348605,6656.226197389737,6649.085765809824,2952.213355300979,6638.218158755387,6645.420362502675,2971.0913047644817,6640.0629794907845,6646.601415166428,2981.18418080653,0.7962759160029576,28.377995987128855,-1.5832499256176207,-56.28167713247914,-1.0885158727020507,-38.685111030751415,0.4707143274150117,19.5787461289391,-0.19675957029323798,-8.128995671197885,-1.370293950331957,-48.675319913495954,-1.2756460077521676,-45.341984513413294,-0.03262314000659761,-1.1626295771649957,54.74978190051158,-78.40200157213617,-98.73078180021223,137.44882590823374,233.02902810207422,ok,3,31.25947157560613
1,0.19517785462085158,1778433387.3437371,0.009955959161743522,6646.137802977046,6666.412797628144,2760.7880638953143,6647.334734236024,6653.304123238683,2771.0401505838204,6655.991884952777,6660.1115627961,2794.697758206831,6654.876425100101,6659.753706024391,2808.832503090681,6657.236207476236,6663.221077727176,2835.1423657187092,6661.290154965309,6665.175398111074,2848.511176238007,6631.697481431672,6640.525858116575,2869.6670653401284,6635.594965919859,6645.687532475471,2875.25420908737,6620.708637711282,6634.29959959654,2878.191024855937,6613.880184613504,6624.129764342696,2883.537100748341,6638.406241403552,6650.4354158388605,2904.201336871197,6655.6739768316165,6656.50076412874,2917.6424100180584,6656.247883363389,6661.189702601094,2939.5787513348605,6655.7679646666875,6656.439022526515,2952.213355300979,6634.890209982578,6644.470810282116,2971.0913047644817,6634.874744016872,6651.076840786136,2981.18418080653,-0.8621418236235591,-30.72535125002379,0.019460579451580126,0.6917884736849287,-1.0792894039346337,-38.35720862928869,0.16918141486766933,7.036879437299203,-0.32441927828879236,-13.403174772807317,-2.0840165780988955,-74.02803874264988,-0.622502655440067,-22.126440713955354,0.32020448256289985,11.41150735622481,-43.56980332491046,46.89599347174474,41.1066726979224,76.07444055507356,153.33970117874625,ok,3,31.25947157560613
2,0.3960299586178735,1778433387.5446458,0.010071582859382033,6648.106397285815,6648.507457896507,2760.7880638953143,6642.295641409664,6650.512898493138,2771.0401505838204,6655.1418528593695,6657.142326619189,2794.697758206831,6655.725402695846,6660.187104563377,2808.832503090681,6659.415303970413,6660.612815967234,2835.1423657187092,6657.425390469786,6662.279869792463,2848.511176238007,6629.686661368707,6643.930555980071,2869.6670653401284,6634.988553351469,6642.2676590151905,2875.25420908737,6623.397041293517,6628.452211388575,2878.191024855937,6610.59357520555,6627.207445670447,2883.537100748341,6651.245071369624,6655.379206528716,2904.201336871197,6658.79365467494,6663.829797964361,2917.6424100180584,6657.914448146224,6660.762906134426,2939.5787513348605,6660.229926337989,6662.945502338234,2952.213355300979,6644.734404132409,6648.79124002812,2971.0913047644817,6643.025690008252,6651.643503377449,2981.18418080653,0.2668070809384698,9.508576261122705,0.3395939140215619,12.071950685650934,0.8337366430611799,29.63043113663081,-0.06734747397956259,-2.801230000183624,-0.006378125808633135,-0.2635081841836901,-0.3744935664637664,-13.302688922149859,-0.06754354773531515,-2.4007902480659387,0.22066458249084428,7.8640857435776095,-4.993281280489586,3.741742067513409,8.445667346786669,10.500608962268132,45.72749017706534,ok,3,31.25947157560613
3,0.5961382921086624,1778433387.7468789,0.014315415872260928,6654.09799186967,6651.391019959043,2760.7880638953143,6648.4940550783995,6650.849573616163,2771.0401505838204,6653.452287801449,6658.087401045328,2794.697758206831,6662.77728703732,6664.922853562368,2808.832503090681,6664.428233028701,6661.578552434514,2835.1423657187092,6660.981935996577,6664.1776446495705,2848.511176238007,6629.526805636214,6630.635892655195,2869.6670653401284,6631.737934407189,6644.892930280894,2875.25420908737,6617.151114099704,6631.739508512394,2878.191024855937,6611.208102821163,6623.822080264083,2883.537100748341,6647.5575388941525,6658.3447901702475,2904.201336871197,6656.449292416786,6664.099886908946,2917.6424100180584,6659.180212122138,6657.549240456032,2939.5787513348605,6663.477916679402,6657.271464376318,2952.213355300979,6638.865207690192,6647.964009536327,2971.0913047644817,6641.052816578537,6646.4996332182045,2981.18418080653,0.12596548294798066,4.4892076951894975,-0.5917585625081486,-21.035948788989433,1.627276826942863,57.832307554494065,0.4795129232216489,19.94471220126011,-0.2952669806139495,-12.198766259152345,-0.9445871355400186,-33.553443768357056,-0.6638189116167765,-23.594999417805848,-0.17743940990639842,-6.323618942571487,26.120534688973322,-45.8450707504914,-62.98594618973618,82.16618685305873,96.66155368921976,ok,3,31.25947157560613
4,0.7809988751541823,1778433387.9295738,0.009988749865442514,6647.2296970993675,6661.825748082037,2760.7880638953143,6651.356313231653,6658.29324204542,2771.0401505838204,6656.040132041447,6661.077543784577,2794.697758206831,6659.47768744078,6662.558761500138,2808.832503090681,6660.171485771923,6663.600177277868,2835.1423657187092,6662.336094385182,6659.783507045267,2848.511176238007,6634.346562948926,6644.90200813033,2869.6670653401284,6635.515679921753,6646.1003606687655,2875.25420908737,6622.342895130972,6630.281566158266,2878.191024855937,6615.602530794388,6636.370999786044,2883.537100748341,6641.270333465783,6653.66858208271,2904.201336871197,6653.486979246263,6655.642158510866,2917.6424100180584,6652.650151297491,6652.59481309411,2939.5787513348605,6654.484121404775,6659.278800012226,2952.213355300979,6644.572821468961,6655.702891463154,2971.0913047644817,6639.127410826176,6650.077329828529,2981.18418080653,-0.5237352250871301,-18.665083066238815,-0.49100992278645844,-17.454516495448875,-2.368926909269181,-84.19004518632079,0.13379767627845587,5.565139159633581,0.020232302839205088,0.8358846380541984,-1.9477405474272356,-69.18726761622295,0.6012839979720457,21.372237719971334,-0.008637704231155159,-0.30783212210453254,24.713980441720395,-16.681295337042705,-39.214826485578484,49.26305978813546,134.03943454044108,ok,3,31.25947157560613
5,0.9827004795661196,1778433388.134881,0.01720020896755159,6653.714490937433,6647.811183788244,2760.7880638953143,6639.846761622398,6648.474585078094,2771.0401505838204,6655.515160314209,6663.353424825014,2794.697758206831,6661.321744047437,6665.513494513556,2808.832503090681,6652.479567197482,6662.232493810558,2835.1423657187092,6666.352079958431,6664.227740929792,2848.511176238007,6633.158633126509,6640.898814072195,2869.6670653401284,6640.814530672128,6648.401473240211,2875.25420908737,6614.71314607085,6618.877662988661,2878.191024855937,6610.658801234832,6624.677522388972,2883.537100748341,6636.114894397408,6649.7598954671885,2904.201336871197,6647.857444142189,6653.133783659871,2917.6424100180584,6648.794907846074,6649.64500106978,2939.5787513348605,6650.549760063575,6651.520509215393,2952.213355300979,6640.394015343705,6645.122749640859,2971.0913047644817,6635.945441207935,6646.768912186325,2981.18418080653,0.6104702421617056,21.756179904682835,-0.8086871382252044,-28.74736810552795,-4.327815505789764,-153.80760865387165,0.12835354168583132,5.338697509416304,-0.042823190381578814,-1.7692126930341268,-1.683988451187856,-59.818316042586595,-0.03341672583410718,-1.1877751790475048,0.2952624918351939,10.522620016516202,32.04277318904523,-40.4379826640158,-51.44931435727475,72.86289661695804,228.9767105719623,ok,3,31.25947157560613
6,1.1911484375596046,1778433388.3401432,0.010828624945133924,6654.403459974937,6661.852370327353,2760.7880638953143,6644.852935782621,6652.261041660299,2771.0401505838204,6656.591939970046,6653.400327047101,2794.697758206831,6663.867698749886,6669.420041568604,2808.832503090681,6659.527737873277,6667.399608766085,2835.1423657187092,6665.306216951432,6665.320949353547,2848.511176238007,6632.817067579545,6635.639911972369,2869.6670653401284,6629.4167863801695,6635.823639086713,2875.25420908737,6616.168627930434,6630.932344041324,2878.191024855937,6605.299889965461,6622.91875783232,2883.537100748341,6643.754072806187,6658.627410826176,2904.201336871197,6655.673518354372,6657.243115200049,2917.6424100180584,6657.567548980653,6664.754057523612,2939.5787513348605,6658.986933398539,6661.881835131583,2952.213355300979,6638.872145979155,6642.628343063239,2971.0913047644817,6638.1003606687655,6649.046000550173,2981.18418080653,-0.1344417281527109,-4.7912874737833056,1.5203613362602255,54.04610129302395,-2.990153534896613,-106.26801537521702,0.23626481380849673,9.827125582007726,-0.19198291183395713,-7.931651085211974,-2.3784833507728296,-84.48803118465561,-0.624888278666776,-22.211236096642185,0.3481320386580841,12.406794833997619,2.266048664385456,-3.8580374563681117,-19.36794621008161,19.87804743833551,160.6013589562584,ok,3,31.25947157560613
7,1.4163755006156862,1778433388.565089,0.010265833232551813,6646.1398049943455,6659.298147751933,2760.7880638953143,6651.426842314393,6661.449720328881,2771.0401505838204,6667.374973255494,6667.168964147079,2794.697758206831,6669.318534706727,6673.518247394321,2808.832503090681,6672.054360118593,6677.715728825992,2835.1423657187092,6671.005257205734,6669.74025735856,2848.511176238007,6637.1059388085705,6646.69960570957,2869.6670653401284,6643.103401901152,6646.287663905615,2875.25420908737,6632.8362930586545,6637.372023718556,2878.191024855937,6621.887596662285,6632.539413760431,2883.537100748341,6641.816853623499,6652.6213436439775,2904.201336871197,6652.544197206345,6658.771525506618,2917.6424100180584,6658.856511905125,6667.517177614084,2939.5787513348605,6661.0557508329,6656.363343216065,2952.213355300979,6644.271861723263,6652.57609193997,2971.0913047644817,6645.762142005685,6652.9909832808635,2981.18418080653,-0.293204049185254,-10.44932185435854,0.7037979852673854,25.018748039957238,-2.678057761963627,-95.17634466014468,-0.05133625857286417,-2.1352644592895964,-0.12274834287364794,-5.071269196103189,-1.1483318187495029,-40.79082348056628,-1.8404167474882895,-65.41638288029885,-0.0525057585937953,-1.8712100643986465,-40.414065021894906,38.60302917809713,53.700603227585134,77.50642102642524,111.37611488903023,ok,3,31.25947157560613
8,1.6262433755910024,1778433388.774879,0.010111333103850484,6649.240731118379,6655.037381177981,2760.7880638953143,6640.688571690558,6657.613427270227,2771.0401505838204,6660.536326680319,6665.542516123116,2794.697758206831,6662.866017666656,6668.071828101599,2808.832503090681,6661.451034630314,6666.003041232387,2835.1423657187092,6669.6468502613325,6662.696350521136,2848.511176238007,6634.320643702051,6630.092138643518,2869.6670653401284,6630.400861937219,6644.001299018859,2875.25420908737,6626.263609132867,6633.511752300027,2878.191024855937,6617.188617538282,6622.658021823517,2883.537100748341,6643.010514411468,6654.072959012135,2904.201336871197,6656.002613320292,6664.704236329737,2917.6424100180584,6652.243971024238,6654.238576275331,2939.5787513348605,6657.846715774674,6654.571002842559,2952.213355300979,6640.828315554605,6643.025338509032,2971.0913047644817,6637.922028303328,6652.969832197328,2981.18418080653,0.4354664927747599,15.519327077632363,-0.08591662631794145,-3.0541809884196995,-4.2024816760257,-149.3533299043148,0.6462879520296215,26.88150116115712,-0.2912084276060419,-12.031089740122347,-0.8363296034463422,-29.70794039557437,-0.7573855331529558,-26.92076242641793,0.6223390203762232,22.17903463513805,49.12924908918167,-58.12114083219118,-101.50915913573647,126.86945856330644,313.9577002168722,ok,3,31.25947157560613
9,1.8126397086307406,1778433388.96112,0.009801667183637619,6646.802870067549,6659.398691811596,2760.7880638953143,6647.511996821225,6659.899700461534,2771.0401505838204,6665.0437692942505,6663.650839013357,2794.697758206831,6666.260139988385,6664.64544426445,2808.832503090681,6665.967188311887,6663.801830852462,2835.1423657187092,6660.403352996913,6659.877326772014,2848.511176238007,6631.235687868692,6638.686707216431,2869.6670653401284,6636.66016138399,6648.613778769447,2875.25420908737,6626.162407922487,6633.004752880765,2878.191024855937,6613.711694226243,6627.913913256106,2883.537100748341,6645.61353424825,6657.662774704282,2904.201336871197,6656.567778219274,6666.96694379069,2917.6424100180584,6657.373506128312,6657.577589632301,2939.5787513348605,6654.507580157105,6664.167405324449,2952.213355300979,6649.030824953388,6655.326420515328,2971.0913047644817,6640.889782070483,6646.573356359079,2981.18418080653,-0.14358032150241856,-5.116972277497805,-0.16468762464447828,-5.854347799409923,0.16317312896340144,5.799061611765886,0.26216179478135315,10.904276597907211,-0.09603705591712243,-3.967709477416496,-0.7359148833456345,-26.141027892062226,1.2184065686363794,43.307446917424706,-0.029648976048367547,-1.0566357646602191,29.973382013498146,-33.79612809037074,-54.78268674089911,71.00510312491154,83.51015648031091,ok,3,31.25947157560613
